y,x0,x1,x2,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
0,0.3680848623264954,0.0470595887923871,0.5316578566344605,-1.228425546722236,-0.536200377093565,-0.3461358857348313,0.08512395311239704,-0.022681399686205,-0.46514553061802594,0.6455240010866053,0.796106900443862,0.01383979549061518,0.4103500318361844,0.6083330507090007,0.17209339750578573,-0.047667639191080025,-0.9795582185775308,-0.922550436725858,0.4494664963724392,-0.45958028491317815,0.23613432687024627,-1.2673348041285495,0.6980265978808697,-0.055694352045077056,0.40887278406784794,0.5291833956478246,0.21273215809857188,-0.7171324486154147,-1.0285697563855742,-0.8291700493185066,0.6462017770615534,-0.0323276396087493,-0.6022544368376557,-1.091977243897202,0.6340597196564777,0.8748318278605154,0.4823413470296313,1.2793071570034336,0.8566239476106479,0.46720183717968544,0.18018378149149966,0.8890211251213985,0.8815392547453502,0.008996353345572333,-0.3953518667996307,0.8748303683029532,0.972146596887403,0.08677807646225764,0.849842988964233,-0.8651056331815575,-0.5898458412464191,1.0428048827156537,-0.6385375518182117
1,0.6672598769042778,0.2339424690456754,0.417621745462061,-1.3194034638863024,-0.41621376029992746,-0.5459979355235913,0.25071093037621606,-0.07291846126492146,-0.44201873105932254,0.250898339149538,0.8074806820973492,-0.08670540440555775,0.2946336220885035,0.7656413368067871,0.05970874704322182,-0.021438886534241954,-1.0299144730520136,-1.1275201294842294,0.5213720199398176,-0.5548083858973243,0.01405359139366236,-1.4635704756914711,0.6703439194339993,-0.14432292501637065,0.35835303678133007,0.6056473838794096,0.25509902694269676,-0.685881043686303,-1.2886872507216802,-0.9493396759436358,0.5290932313422638,0.055109050794872064,-0.6897213044042158,-0.926348211258579,0.712143575939914,0.9131943917227111,0.5460268500643589,1.466969774537566,0.7718374946035832,0.3507956307429424,0.07498554571274689,1.0438543943684004,0.8429937376379993,-0.05712381673396703,-0.6294314740794225,0.6874816174294665,1.1169748432717268,0.053576223363613104,0.9609623307346109,-0.9823264583349506,-0.5053771806186551,1.0384353270051794,-0.7440743209117678
0,0.5596714369053566,0.4525410958915914,0.3281092994216537,-1.309448420444132,-0.22543584210826603,-0.5769645513624784,0.27750852388049624,-0.27994537809432646,-0.46823284554793326,0.27278933042570397,0.8462645875537992,-0.23943037160753647,0.2913672803829524,0.8863346076558176,0.10527880367276223,0.08234885516241591,-1.0848590160843705,-1.094348116160369,0.517290738652411,-0.3590988431158371,0.03554773882685918,-1.2479144224504484,0.8346988743259697,-0.12126556256685875,0.3867818232680075,0.5995323555881751,0.30637723957027696,-0.5271623041686426,-1.2747378645073972,-0.8664027830396662,0.5520989383211687,0.16638065463201873,-0.5990465962432749,-0.9479380852530769,0.6984897573293696,0.9022316102786426,0.5079455510456724,1.4193751744013752,0.7640228398737503,0.3561579844298345,-0.10925879774298082,0.7919963569847334,0.6971358839047117,-0.11632535019113949,-0.7275795839766745,0.7360816624409081,0.9655601160594103,-0.14282345563590815,1.0681667648412976,-1.0152293034311954,-0.6631900925062293,0.9956903970783717,-0.7699369083874815
0,0.0677286892435703,0.3957568789695974,0.6275619172908731,-1.2943660974275153,-0.30620988168813384,-0.25018433804734497,0.14467668666463096,-0.3177571611233973,-0.48490731844288726,0.7796708556297405,0.8648806533783244,-0.05115743564165404,0.5759576728988992,0.7425547638647445,0.2536833767109377,0.07482683820434662,-1.0894923027037935,-0.8572791148703165,0.39724726016339923,-0.2087133692754115,0.5249246837682024,-0.9882476233881882,0.9289621487533269,0.07264203125569509,0.40842652829503556,0.2552133801673199,0.3259046418665852,-0.6022184932111768,-0.9293867412220679,-0.5968984714754348,0.7900632199347436,0.20343091377441738,-0.4718407086837657,-1.068789606475011,0.44575349652531376,1.002767184132317,0.4167299158933481,1.3883251692572618,1.1198552386687415,0.5230844846661007,0.10754809767759342,0.540541344397082,0.5993237663128793,-0.11696228658219975,-0.3974916182729679,1.0324259202119728,0.8823926200514813,-0.13374583532214177,0.8471922678726155,-0.7233566003340125,-0.9467897220159023,1.0763724094996543,-0.6714981235569479
0,0.8103478927570292,0.319620406288899,0.7335095046821637,-1.5214228985218443,-0.5208892468189829,-0.62592894449538,0.33502347038122926,-0.011277533211102302,-0.24516224781735288,0.09185496743776972,0.8123417523037009,-0.032364396839891875,0.3484069908828245,0.8823295502429199,-0.10615390679838459,-0.08215803188414467,-1.1012932069248729,-1.3846359393213938,0.3523252597940878,-0.6104870997943262,-0.0003646249361876769,-1.6062555601312098,0.5347511641348288,-0.27786870038889366,0.26746812918883767,0.20481816346162324,0.42579869422510386,-0.8617262915327268,-1.388306964015822,-0.8834083234967017,0.5503537189690627,0.13260585738034983,-0.8969766537912169,-0.6946914270361306,0.4167641330741291,1.2665206684900612,0.46996955634432086,1.6115566109171784,0.962140857743335,0.3085062244491687,0.22216155969429807,1.2745038085185119,0.8722621725114765,-0.1367227629401462,-0.5923392574886539,0.8017678811906701,1.457474635673779,0.22515499039637615,0.8747224899263841,-0.7865282961400546,-0.45003190450011693,1.1614061022612718,-0.701702190142833
1,0.4449518990236621,0.903557286402596,0.9793552145678508,-1.723621677644162,-0.011985184263120209,-0.6700042010412718,0.35131241711064787,-0.7997226340176713,0.023771855166207806,0.4405122219069296,0.9285498589897453,0.07147500011108354,0.4640868773708709,1.4403498275038848,-0.09635301391328058,0.005338267161879295,-1.2795995121912211,-1.1899646960603336,-0.06180507039593669,0.06172766039911423,0.37901493579405865,-0.8857999308562937,0.8179720128406454,-0.13630892241219614,0.2303614025145846,-0.44753171435077926,0.9256795261196701,-0.5263695384508608,-1.2763467235882489,-0.3979010112221763,0.5124822738354179,0.8923266536432639,-0.7950434950575477,-0.8599622950240076,0.07098201334175638,1.769265333197997,0.3753773749554218,1.6782377875263623,1.561413025089281,0.38196251215232624,0.22896968571811346,0.6531027464455177,0.56053298211397,-0.3677029525746935,-0.7070860420758015,1.1827037019185167,1.3527577402298891,-0.23637902957482734,1.0022781896105515,-0.38780371783548906,-1.3348032351270056,1.1922628024345707,-0.7122718040298106
0,0.4502834894751002,0.6305468963794607,0.9218932958972744,-1.5877465597014635,-0.27674059007052465,-0.4723627398183923,0.2523469940831208,-0.4551415440416594,-0.1576028819553723,0.5061184981054462,0.9251218833022283,0.05203447944016738,0.4675465360150306,1.1293521573756786,-0.02404988408741967,-0.015698967272726738,-1.2715190303035118,-1.1927814244906938,0.139603558000325,-0.17100842026643379,0.3820652000588999,-1.0651511871813861,0.8408245145120146,-0.17317222602080784,0.19522780126026484,-0.22692900338489777,0.6725303916076659,-0.7319917339504719,-1.1650293399030272,-0.5023880027985284,0.657048794248024,0.5025948896277633,-0.7762002410057806,-0.8711032636412328,0.10539956632572953,1.5674683906187865,0.3669634246965148,1.6191227713920924,1.3672089828771619,0.37797952632261433,0.20451614316649472,0.8236801829970442,0.7205765739928575,-0.2725235525976366,-0.46740863277170996,1.177862758972718,1.3318645219737393,0.024259432040204934,0.8888581270301026,-0.49042172252510513,-0.9769999246148352,1.1733843991637423,-0.592890169913101
1,0.0239980526874282,0.2467552773310857,0.3754764433892911,-1.1509176540923105,-0.3552789447120814,-0.24320408724118786,0.11277165564064595,-0.24599697959909092,-0.6471566611621299,0.7230747911026918,0.754033414454017,-0.157153023671066,0.5190863404808629,0.5965169352895464,0.3347925109828297,0.12352548230381336,-0.9574837026093554,-0.8240149922494101,0.5176949961302986,-0.2442610318784829,0.41236482302255933,-0.9753567010951194,0.9209898276603942,0.13809108154354635,0.5178718900337411,0.5492942681609254,0.24430354884755323,-0.5532094632771617,-0.9441691993978077,-0.7504839631686565,0.784828537666648,0.05709634146469547,-0.37765008206966555,-1.05661635109567,0.617312438247754,0.7245544078525175,0.4299879938225572,1.2046813327516,0.8682850484391941,0.5179704763388738,0.018166460865521844,0.5186130749139644,0.6368490445198537,0.040738823330747645,-0.4558515056787886,0.866923429666913,0.720818590207258,-0.18653444914552392,0.8765070066636207,-0.865644862104835,-0.8080859612698678,0.9683930464475448,-0.7103286504753034
1,0.1879597436522344,0.7144922914592373,0.5825406715179273,-1.3701703126501052,-0.06634161608326516,-0.505808817085508,0.252909663581639,-0.5506588508960653,-0.3635178894242801,0.5819248402361986,0.8789370713205139,-0.17719520686232737,0.5308789392326302,1.0886684883717266,0.18898965126690584,0.13329682314224073,-1.1445287162424602,-0.9149703665704293,0.29777576960341895,-0.09860829546581498,0.3938688612998352,-0.9135692300406013,0.9720115677037735,-0.001067658925751544,0.4468735767954892,0.1783601797526139,0.4654271392418487,-0.3881705006468772,-1.1203407942382984,-0.5499071292582722,0.6326409495751698,0.4181378880595136,-0.5385359873146449,-1.0208667476758748,0.47738467870149043,1.159646752810639,0.457456906279331,1.465109703859563,1.1583733547250459,0.5126543985544612,0.007841160140386468,0.4272780215246435,0.4061809693734314,-0.23666461531122926,-0.628426342305693,0.9958359588036697,0.8669385150042821,-0.3671271567621455,1.0360099820301374,-0.7683547804203129,-1.119800526380798,1.1074164422093618,-0.8082476473398339
0,0.1166364425806498,0.3324771444744543,0.7929381273613318,-1.361413238986869,-0.37812372597001914,-0.18002426537444582,0.08971384802114885,-0.27116841916416845,-0.4004731718728625,0.8655201881410407,0.9396770780378092,0.058775514523968286,0.5922104074766038,0.7242270601663559,0.1956368622327846,-0.0025965122806271834,-1.1461947482391417,-0.9018649240340141,0.32901549487786647,-0.20163937026566509,0.5910318535041863,-1.0512471238090297,0.9006754246746242,0.02814038525323806,0.3167465986761323,0.08506107969730897,0.3503762073355068,-0.7382039213506826,-0.8872839914945908,-0.5454929593624602,0.8011513465528763,0.21510140015677193,-0.5343926103988893,-1.0712495561375033,0.31348358687737155,1.1410084011766337,0.3907473464984012,1.4412263822317435,1.2261216765584968,0.487967022044355,0.20367230596904662,0.6663220684774217,0.7230871969989868,-0.162593791269645,-0.298502615063127,1.1738180837807177,1.0363024517595427,0.037785712167081875,0.7729045880353422,-0.6192295865971119,-0.9389139002312284,1.1195952501181774,-0.5623901370033356
