y,x0,x1,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
0,0.9253588419516342,0.7150805342944574,0.6293537835649886,0.1479725528752059,0.25553182826774795,0.6602713448209525,1.865996161428234,-0.8886760753270461,-0.49871147399905136,-1.246108670942734,-0.2538748937950777,0.6366441581121847
1,0.7356553954599728,0.4936051414205894,0.5753933143324683,0.33351224126905143,-0.11247970674117856,0.6359869023417724,1.4808813309828268,-0.950972959101665,-0.6970025487598174,-0.9181859148645785,-0.32541523840092407,0.6230036603156857
1,0.0399643380618615,0.544127726306767,0.3479014014940017,0.5836515983551931,-0.6955465364155978,0.8757654807310459,1.0725837926092407,-0.7498524432953162,-0.7783276776739695,-0.5001856703414231,-0.7666875127754254,0.6203933484352795
1,0.8219591291259208,0.3913443330836451,0.6449130862775264,0.328905205244627,-0.028779902555991946,0.5965348105499264,1.483712159042372,-0.9923287020114729,-0.7275335285689306,-0.8984293980172415,-0.22260476917346964,0.6940380348151731
0,0.7458034535970367,0.9456547136155066,0.5153350630855835,0.1945046014713213,0.0972895662927867,0.8154489746517294,1.8454913072373325,-0.7828848790020883,-0.3921691969318794,-1.2989470971872596,-0.48300253969892726,0.5188969139815213
1,0.4102070560185812,0.8686759981921238,0.40444670363436164,0.3735008442638371,-0.33194288643719977,0.8295042582687286,1.4332611291001691,-0.7692638667813451,-0.5466588249235604,-0.9567612957369994,-0.6971367808985333,0.4658012524086975
1,0.6610713840669038,0.2544396129694936,0.5883843868501201,0.4576973136180277,-0.2632715294271065,0.6532221925103598,1.2608420671440301,-0.9832662520548765,-0.8225414433464167,-0.6940651908643147,-0.2874075664906212,0.7096289168025519
0,0.5068699290861234,0.5111303852069914,0.4720319536479502,0.4334637984441011,-0.36355631364775776,0.7129591809810034,1.3084916032771754,-0.8936214386512787,-0.7409187602349526,-0.7710785247467737,-0.48435996939626397,0.5757845386950691
0,0.2323996122378054,0.8692800298033801,0.3656022617782712,0.4373224844761355,-0.4845341270914943,0.8701285728765287,1.2958313049142347,-0.7277812188591751,-0.5731253162670543,-0.8255313597672918,-0.8136133256413584,0.48053537087409426
0,0.7552475139738679,0.8837347789295348,0.5231186202950133,0.20300228674066023,0.07898709055424047,0.7750214528787541,1.803062376353681,-0.8123194664954018,-0.437539686979452,-1.2523937392574334,-0.45419282875043654,0.5274716830027363
1,0.057791669861803,0.4092301075348235,0.3583100779781925,0.6177975300218645,-0.707646530579108,0.8762898807898715,1.0360697988991239,-0.7701181321760864,-0.839474740543524,-0.4369140166847644,-0.6908481587364872,0.6679432279380397
1,0.2316464247303581,0.4568904340695128,0.3923011222636587,0.5522669472443097,-0.5986896861146151,0.8100242174503482,1.1225883477874796,-0.818998038682003,-0.8073430008072909,-0.5601936422029753,-0.6189593266563574,0.612602702722542
