y,x0,x1,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
1,0.8723437717341204,0.6385992938342623,-0.15313104167075195,-0.7194908429505507,0.46543953225696044,-0.6769051607617177,-0.045630797123550934,-0.317382315056545,0.31623005811921345,0.5979707701748093,1.2704218470329485,0.40649133030266205,0.3949326857907527,-0.5723546864613588,-0.35854964471467465,0.04355317896431857,0.3489635270019457,0.695956922776366,-0.8601152062953827,-0.1633954464209642,0.06067497656938069,-0.2382030806008869,1.3821190513331494,0.04157898035043325,0.8017915997222432,-0.5904228466732903,0.4381766797890435
0,0.4578669251810372,0.421676076791657,-0.11762208738298655,-0.5131257857697004,0.42370639598602977,-0.5197179382380857,-0.45233000771204696,-0.18687238605560028,0.17474228830905975,0.188186289283419,0.9286227249075262,0.20043374722432655,0.39887960249643195,-0.38069134629537554,-0.1372229050498874,-0.38888079888089716,0.4470584639328424,0.5947825465271642,-0.8001350266658636,0.023621684673932934,-0.06652551273726634,-0.02200903853756008,1.0987628954376571,-0.16758174928507655,0.9198311300874064,-0.5938410809896141,0.22537425955640195
0,0.7167524727183396,0.2996674784166362,-0.16660784468285322,-0.5484691999336239,0.5257600241191223,-0.6489297051838618,-0.3622805120657657,-0.30306687026241463,0.23185568924434008,0.23988502449778348,1.0379335252921933,0.40156355591612947,0.41211395516774424,-0.38901140584332883,-0.24717194039477763,-0.24791691053665574,0.3869456924992051,0.6276675435246725,-0.655316575172204,-0.21768392523835445,0.11807642524640355,-0.10387579489876875,1.1659563520410923,-0.23274240147197223,0.8381027846463492,-0.7433167707047427,0.3327445008567312
0,0.4674661944928597,0.4419207422313567,-0.11511976019324374,-0.5237503867073086,0.4196860086562764,-0.5193059587615905,-0.43602092724076336,-0.19072272429317716,0.1814138203698193,0.20328239476136473,0.9413656646575876,0.1971848279742893,0.39535307805010994,-0.38677399103805404,-0.13981836988931207,-0.3761979381164548,0.44472216658121827,0.5952023127112788,-0.8101666717283417,0.028036708151752836,-0.06896774599928501,-0.026858862349198525,1.106766068574759,-0.15249834840652454,0.9195451398702961,-0.587970426516013,0.2269466681571173
1,0.6478523917950071,0.0602843983548174,-0.21161917052590576,-0.4601933048396619,0.5976064034579239,-0.650060763388444,-0.5168113401113842,-0.258282614784996,0.1635858485661064,0.06697793042164701,0.9239949467069121,0.4370563609343057,0.4696888054896565,-0.3024100505537789,-0.21086946509080334,-0.38926480935369234,0.4183505249125623,0.5872659696773611,-0.5412548527219225,-0.2653330901889402,0.15896945774758378,-0.03167371224649168,1.0393802242219545,-0.38832037019114535,0.8006856849154731,-0.7847934869059311,0.2799488426789945
1,0.4318729992773669,0.2206787742015981,-0.1528985333459365,-0.4286109637337972,0.4849724155844422,-0.5448076301459124,-0.5705930282410406,-0.16394073458401826,0.12414062108685181,0.07902378339379086,0.8473595545611943,0.2710581723004961,0.4366099609457312,-0.32949708008476886,-0.13342126640296126,-0.46619260787767597,0.4631715176461818,0.5909982764384463,-0.692659083269144,-0.05585531950691912,-0.008644666200722937,0.012179104282730462,1.0298571190868475,-0.30118151854045705,0.8994267781171925,-0.6520599584467471,0.23046287209970942
1,0.5685853944838617,0.9537119171468932,-0.1457133900037542,-0.7770983472839628,0.28551632264372556,-0.4242022063963459,0.03398888943619832,-0.12689155170034022,0.2236021026287157,0.58265468514247,1.2174498793048087,0.08716168690042407,0.40141294624454565,-0.5474074860304554,-0.12700650384566087,-0.07643024566863954,0.4302347541653721,0.4914144159711308,-1.1650412208925496,0.33603360834229057,-0.293005692460623,-0.07500742905622718,1.2040223462675677,0.2748457990056902,0.8258591358448405,-0.19430145538999233,0.19436213000002134
0,0.3012051065194584,0.2112571599653057,-0.15239597876175973,-0.3935764421143855,0.45686959068336275,-0.5090665092178002,-0.6252321123081935,-0.10306128902718627,0.07812905329430297,0.03512246727111292,0.7800603855601078,0.21608060092874623,0.46050621297173516,-0.3339086720638444,-0.10869834509796357,-0.5372295818186428,0.49054435938000457,0.5799756079660777,-0.7249856893348701,0.02101438300703233,-0.07837278445091257,0.04041665994545264,1.0062135658131948,-0.3132567537362474,0.9108913366994231,-0.6050713050847977,0.1940996184374145
1,0.5901561835955078,0.0986465880420995,-0.19400234372050373,-0.4442448254991398,0.5687027206426623,-0.6198940901030872,-0.539926795501739,-0.23086616590032918,0.15066541724232535,0.06996863004181304,0.9001308558287665,0.39488113708036365,0.4566411956324691,-0.3063022684552758,-0.1865055000086463,-0.4118829448610428,0.4331704127641332,0.5900697018839113,-0.5803844079482401,-0.21064886631572122,0.1173252102668706,-0.015717176538465577,1.0310859548601858,-0.36784764485157334,0.8332978629017045,-0.7490213991835833,0.2696758006900863
1,0.2643240149481999,0.35402984418638,-0.1291146586209432,-0.4469320696173886,0.3986307853119814,-0.4745121809836114,-0.5601668328680107,-0.10636868774281176,0.09732779686150031,0.08080444007393503,0.8079946243212586,0.13567889936934915,0.4417406120858252,-0.3671237281669506,-0.09899998760681458,-0.5165799933595964,0.48361337768811613,0.5728475018292281,-0.8109012709152723,0.1116257193167315,-0.15135972870166092,0.025407736967831104,1.0475218936120805,-0.22830678065474505,0.9275113222589273,-0.5580884921200744,0.16535166261659295
0,0.1879959790729197,0.7826753990992928,-0.14276651695619957,-0.6592456402996171,0.2550368837290732,-0.3372453282450643,-0.2487575642969943,-0.09915023212506231,0.11697345132647867,0.2165509973527458,0.9500561506626406,-0.0852887788277014,0.42457540565738705,-0.4740130413064815,-0.0653873152169457,-0.3981031969143798,0.4704222367784131,0.44302878964908077,-1.0976676986941656,0.459805842591775,-0.4011033376738746,0.017406141193470104,1.0921467363931752,0.08491131145396408,0.873618087672134,-0.3344446798725919,0.021012498080865805
0,0.8811906627133073,0.3285899952834357,-0.2018164169762214,-0.6319066824972698,0.5592780428184293,-0.7363221044502822,-0.20594617664967418,-0.3819174814004331,0.289938507837232,0.3433917847996516,1.1568054549451547,0.5087351808299346,0.4295819962604965,-0.4609841509491379,-0.3561487229237442,-0.08885864123082,0.32872607810702065,0.660980732444637,-0.6256903243354984,-0.32925945950465646,0.1856675485669111,-0.2037426554786167,1.2851298341712454,-0.1941923988381159,0.763136451367963,-0.802194500071651,0.4158776875886803
0,0.6309121910510347,0.4534001576301044,-0.12471943791831297,-0.5698168881912311,0.45567077339213663,-0.583293113945696,-0.3419589932460205,-0.2564232559551867,0.2321637183771054,0.2956053876576388,1.039998589889704,0.2899381451230693,0.38507614844253507,-0.41536234859187987,-0.20479982579822956,-0.258068756440702,0.41069138610159817,0.6238370126864139,-0.7771289358366872,-0.08121006366034231,0.018215700845511617,-0.08532513996724722,1.1722215838118852,-0.131030178580401,0.8879505400694594,-0.6374096971613229,0.2970419797575474
1,0.5221311309760934,0.2051917976961258,-0.16180850004353275,-0.44979063162696037,0.5119284903724252,-0.5782855196797642,-0.5331929950377009,-0.20565227959408813,0.15025273926502625,0.10288547704540928,0.8914767999245865,0.3221774364381585,0.43147442174453104,-0.328572364184634,-0.16015600550345765,-0.4181116011329539,0.44362478594454,0.5971636199401836,-0.6579393461168906,-0.12167911350323563,0.04645212303626962,-0.010773725294334435,1.0483163192412923,-0.30663281593344455,0.8793087234310285,-0.6927165443676456,0.2574140507989431
0,0.927464189070685,0.8397173275660329,-0.17525107041096813,-0.8118318697058021,0.421797420533189,-0.6654138440982488,0.1551199958947892,-0.2562490954129093,0.31988955907048405,0.8354270092483329,1.3928449745328677,0.40465404395532256,0.41941888210292905,-0.679212417100205,-0.3914396408956908,0.21374179975203417,0.3441739177365154,0.7143096352405505,-1.0261631183072746,-0.07208125384019619,-0.026628994422960475,-0.2945567119226053,1.4796592693200783,0.21864380457020474,0.7546652509104499,-0.3946684742865557,0.4866661507191083
