y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99
0,0.0852898817246453,0.9640769624526287,0.1875323152281284,0.7794477202091231,0.2128428597774204,0.2469592379014501,0.6627362103722356,0.6223100130061437,0.284538631617256,0.0010959066802139,0.23845166656604802,0.4942384182310338,-1.756238223116976,0.021706293011724834,0.6348432869732642,0.8762097234907625,-1.2049501293582743,0.6020449120694237,-0.1551353632681575,-0.2925180501863008,0.622344339519778,-0.28095777566568286,0.871744128041688,0.3183979681880436,0.49832089505660715,0.049769320952431535,-0.3504974430907146,1.1016440165688213,-1.1190108464241715,0.33123096997281676,-1.1680231338456335,-0.1610945475657083,0.27227580044792776,-0.939822223158054,-0.9782366492233501,0.33203202961806416,0.021499459005621856,0.6710246514731816,-1.3974706160888295,-0.20757165339427705,-0.9605058827991281,0.7206893737821871,0.20978379697697727,0.3448095663340566,1.6737389183479385,-1.271326890595237,-1.022674936570827,-1.41718595234459,-0.6821003270025463,-0.9869060119092584,-0.9713535628104496,1.2647090601047422,-0.013257558767645216,-1.0145955545493472,-0.04086919340367079,0.009676636901184537,-1.8499006562365088,0.5066420945708451,0.44421288198181474,-0.10727795440522482,0.5280421630992995,1.4509686792829304,0.3350293263601731,-1.196390729470389,-1.3062775997553024,-0.29687408077005856,-1.790873610509738,0.3914158806557364,1.3671688847442054,-0.6343688732605784,0.5455673905066691,0.44434269821639194,-1.1076285590826962,-0.3940205530698305,-0.2653363188168445,0.8132884684444389,-0.13908186641766115,-0.7623328197453784,-1.3958386820081237,-1.1574794994240396,-0.4555347620490546,-0.46591956721632827,-1.0712873166558288,-0.5763863511002201,-0.12230887234489474,0.25445251017853227,1.1932246525304329,-1.673081410919497,-0.7440974348097609,-0.04012071814749729,1.393123277523547,0.4058736827516722,-0.5981469373995695,-1.3436307339401317,-0.38787141376825507,-0.3437578241134075,0.6822226963158964,0.502564344284616,0.6508074801922736,-1.5850742373562534,-0.9813980329575698,-1.4518115774702105,-0.2060507558898931,-0.46278575791542464,0.9304230612901854,-0.33245121663806676,-1.7669017829038183,0.09859245583055021,-0.8450458451236017,-0.0891849650971668
1,0.5561406971357559,0.2694330803680239,0.6311381269604526,0.6771098562971795,0.1431457473116614,0.5212738192234749,0.8041865276499692,0.3759564411771247,0.3087353565469908,0.5451988141742348,-0.5347642199766951,0.9494591207903365,-1.5167586967420688,0.42138328195831476,-0.4852976683962577,0.827683762270929,-0.884884576923682,-0.18672609286204636,-0.37255863620252105,-0.19284657221377677,0.5530167606253136,0.281303297282928,1.0557118734777386,-0.6303089744307886,0.6278379578519822,-0.3448401320534822,0.2162131574470321,0.09566005484241116,-0.5478529622221185,0.14042052780074762,-1.1603701642126107,0.19893577997636722,1.3278349621174201,-1.2706181225505622,-0.4900296940886235,-0.8036951248037667,0.2134415554921048,1.4662277292868164,-1.527926092854797,0.26589841096737393,-0.8070346955644945,1.2152253190396256,0.1733077638745765,0.6268027952806197,0.9135953668213376,-0.6223279432277091,-0.6406155167049598,-1.0928152050755484,1.23239480526003,-1.0717207042891337,-1.6096325599275898,0.946657604781045,-0.7467803745744189,-0.526738139944908,0.5069780985365967,0.4347451006803704,-0.8317009970092235,1.0147037869148459,1.2960671915769253,0.33433037998667264,0.8683202975662998,1.3357405738200454,-0.64353879635683,-0.9136277109964787,-1.5700138198730904,-0.33108948010216305,-1.3208892864552,0.36637200569226297,1.2160028213130694,-0.5849731442944941,0.051447765377916135,0.6361835929584052,0.0204682115348426,-0.8742923558437425,0.7518660849347283,0.8931851509705668,0.8713072563311721,-0.98339166076036,-1.1940279728751488,-0.7648929383724752,-0.5293055646653946,-0.8078680285277425,-0.48355820385626247,-0.3018796207099993,-0.1471458308103522,-0.5458590433450274,1.2315015763464217,-0.32282177825474717,-0.0020467836678874363,0.29646303004609253,-0.2902909246459784,0.6581682360104031,-0.806084572154464,-0.20283346333377594,-0.5584399360049723,-0.17680664853532474,0.40875005811051635,0.8354917816238445,0.8643389703298126,-2.1568806172433344,-1.3123407933035456,-0.40688412664232165,-0.3504625902826476,0.8147322266620034,1.3842320946119455,-0.6728367733510263,-1.5547005716978137,-1.3444734136896592,-1.6275223589104844,-0.22725309471152264
1,0.2442465994095809,0.2338126837170221,0.2346150301715415,0.9999676947987666,0.1151377573075929,0.3366017151402279,0.4861542226581375,0.5734407937379266,0.6140613774780331,0.6028104429180577,-0.1112726036585026,0.6540868929522792,-1.6925699705469446,0.30294360896896977,-0.22191121298034605,0.49802522092514184,-0.1439976673587583,-0.8099643266131614,0.40029747515102754,0.4498642839687289,0.6062720467826863,0.26095585264265597,0.9073169007251857,-0.35176030851494117,0.5864920633379904,-0.1835764730800801,-0.04254569029410912,0.5009616030108566,-0.604264191889599,0.337949717301105,-1.132707929144346,0.2884513372681809,0.7024205374573038,-1.219343097853524,-0.1286602168211352,-0.5205719405415927,-0.15114213223379294,0.5663080389359025,-0.715701236895836,0.21058867714754043,-0.5333139889376102,1.1454418426313555,0.5502918864806504,0.3672185505638497,1.3039810261542901,-0.4402145545688021,-1.023317999953186,-0.9632612209709575,0.7313061728195651,-1.1509532233265634,-1.0276243398468616,0.7327284913094078,-0.5979878603385308,-0.4833055346070112,0.2549257306760998,0.5843097264076906,-1.4688932909907066,0.7719983717673046,0.6605760811926527,-0.05767282130179489,0.7463792664117677,1.5293512017160642,-0.5242012324012667,-1.2819394928425136,-1.721513254687867,-0.04800318471567354,-1.1303229838357753,0.5752589311956126,1.3516513147900657,-1.2862620357645953,0.3163333865368271,0.8795644462896707,-0.5190157759042483,-0.7571091423113925,-0.2235957441891449,0.17614205451305942,0.7735584387594239,-1.0191988599606479,-1.909423937832935,-1.1070891833474148,-0.632589259951561,-0.733653796366603,-0.7041314160814022,-0.25213494797584834,0.21237851869583257,-0.28816846531734214,1.390841858344285,-0.6663241959437578,-0.5455668778757403,0.3721966812019086,0.29171193297168796,0.7645162695191908,-0.81395201658982,-0.06538961373261366,-1.0209757855025412,-0.4489474520286117,-0.18178069579982464,0.6285583295158492,0.5423720104989771,-2.2388986156190223,-1.0587934059916047,-0.39440152278699925,-0.5667165198759959,-0.3452025291481949,1.28480926163689,-1.1978015461679925,-2.0293357512768053,-0.5689445621490063,-1.4180428300831251,-0.1681928544862268
1,0.4142995838863685,0.5230930519362631,0.1367198627385316,0.5314914248600554,0.2806920674490394,0.9653022726841152,0.957841172236623,0.6059359599653661,0.1089679251025215,0.5804535338725851,-0.5723521469532126,0.5632294164192526,-1.6169619808980336,0.45597830648475335,-0.2304737763184994,0.8819347087605798,-1.7087255561362822,0.04884890354509625,-1.3777837080359288,-0.8264903104524749,1.3724285222549661,-0.1051721269458006,0.943143163681371,-1.1787557233571064,-0.08648167987272518,-0.570743535110531,0.6772403795166874,-0.9192399730182894,-0.004385095084676535,-0.821510274221887,-1.2924242061178246,0.36893878644848205,0.7756079648407062,-1.0801748110529652,-0.346792998050028,-0.13031483970959185,0.44212768209101755,1.6835031240601064,-1.0732051705547183,-0.3891668677796353,-0.31637979967397606,1.4961264576786677,0.6763817353874889,1.0649163254258847,0.9623274854253,-0.06176426626372314,-0.252434136872305,-0.5573732343446404,0.9205590631533275,-1.480433281531908,-0.8004735834065277,0.6757949789514369,-1.642527803445923,-1.3034147874319622,1.4829016298748454,0.9505167556686557,-0.7007337321446542,1.5467562202650897,1.149384942158404,0.6880745740965825,0.6634425000132871,1.4579054764817103,-1.2827787883472246,-0.46562888058697544,-1.8994556664197462,-0.6412500933220268,-1.76542329079579,-0.07164643985340781,1.5731765840150296,-0.2509483901118147,0.5350006124304084,0.24171945405518652,0.29398852963361966,-0.5137765811590912,0.9751416131575715,0.41062432555993594,0.33795077132496,-1.528560018057291,-1.6654129570920142,-0.4821436292779573,-0.12432155222769076,-0.850842019143014,-0.8924779829347907,-0.5243812339301008,0.385349475913179,-1.6265223491789218,2.0125824726002977,-0.3377133321263054,0.4319229333324113,-0.4825205458234284,0.030650009140666755,0.21136506271792366,0.06456586041969549,-0.547921561766531,0.36621329146280757,0.16114532136135443,0.2366943102295184,0.8894079134154432,0.656378497415064,-2.0968987590403154,-2.138756731775311,0.23157023316750508,-0.6615268838632788,0.6638274318473331,1.4815706956967432,-0.49370870184832377,-1.4425895645626865,-1.2866972098585743,-2.5392406713159703,-1.1182639021654013
0,0.4312606223860681,0.6824373724825858,0.6859801198236412,0.6488740829413845,0.3299035013672455,0.4609011979094819,0.0368274195290188,0.3682182093774673,0.239947681282877,0.8967570798145471,-0.9545038573082731,1.6556081140786099,-1.4278372457606627,0.8479217634970863,-0.03537613376414714,0.24774976800242499,-1.2050175612095715,-0.5858662757124051,-0.7280813711617875,-0.4136268729989652,0.8125391385204621,0.9065651048774237,0.20844496729633408,-0.016251893747334684,1.3632120413490065,0.190773195525371,-0.04145157313856688,0.5647101689401841,-1.0788412837311812,0.894097831179475,-1.5750317873098483,-0.7159402068070574,0.7009426479828731,-0.9806450724751241,-1.0880768855076535,-1.3022090113490066,0.6046414771500924,0.09150917719647589,-1.2215402651411091,0.8173884765200483,-1.191835466245602,0.8443611941090475,0.6881892918381033,0.45757284562770106,1.4687923309636497,-0.2828117496892765,-0.49366579219079837,-0.6473725011184283,0.8418626933751628,-1.2301973823284953,-0.692474166261055,0.63320923140114,-1.1496015357243836,0.5334824170500012,-0.24713290436231963,-0.06161711069206578,-1.2276910148726412,1.343202548452857,0.32346334510471325,-0.018965517989269792,0.2626830693603448,0.5188017878498313,-0.7821280234785541,-0.8177714456696609,-0.7787628069627454,0.6722713680711467,-0.48054604822162633,1.2723463281677003,1.2852920067423952,-0.8521801285150401,0.5368710355505303,0.5650048080127793,-0.4000187112777793,-0.0644529644515511,-0.010181091221645143,0.9961401050534161,0.35060503347776345,-1.0705113889337867,-0.8146341150689193,-0.28602782987072767,0.3778145237536997,-0.20552713281777177,-1.3783881523190098,0.2425411000710448,0.7557646787012098,-0.05859091339697202,0.8205690423124369,-0.48503425325739524,0.41785429829098836,-0.10676956313740091,0.36416454976134127,0.42532793933814006,-0.9944544002296685,-0.5063309292715475,-1.2612897030231771,-0.7337670635249468,0.839503232790597,0.00879850173147187,1.64166840256984,-1.4757413459243758,-0.6838121309983051,-0.5417937992507714,-0.6674247303229061,0.2744098644891837,1.4023179930421443,-0.6327139858474735,-2.0786734736161203,-0.6516947074669762,-1.1933685159381555,0.19322987222339888
1,0.1348508185789608,0.1375423472291475,0.7219056382183767,0.3972727887192473,0.8468487636781187,0.94407110814288,0.702639303628824,0.4590985173631248,0.4070281016556265,0.2361766676182055,-0.4358558960486732,0.7415819867977141,-1.4551224830962386,-0.05794235218396865,-0.1043534111967528,0.6010302478114832,-1.2093109307391834,-0.11860396431350949,-0.9924256552118529,-0.06024989762619015,1.2938214864050195,-0.16420513736253634,1.8774116868844302,0.17272321117016046,1.2349865228403645,0.24605658100355748,-0.4111639614922466,-0.5430447270625132,-0.6042218972193365,-0.2505177470069988,-2.3118395069616775,0.07395910101435452,0.34812954924421047,-1.9881924673399316,-0.9589787314521331,-0.029589042038750867,0.653857209838491,0.9364015687376395,-0.6503896654775336,0.11264192991642752,-0.36231068433788927,1.1319083428502053,1.357264955892966,0.39235319770417,-0.07477059129259048,-0.6149312636900008,-1.1646483097658717,-0.41020913517726704,1.0534270323433432,-0.5940325586656938,-1.3567826352038233,1.0305225794024924,-0.5520932402166624,-0.11490037577932824,0.7864953953386064,1.1058576960446855,-1.4160332715969026,1.783573820365017,0.6064140400610327,-0.6134420904247461,0.13054619196084885,0.9044318027570426,-0.65069760037347,-0.19087506595101772,-1.5727448004128293,0.0705647274667313,-0.294322436563137,0.35310720053921674,0.3437384619630003,0.3752050910638251,-0.39491989939237476,-1.0314984921419266,0.6268853114166819,0.9173267904212499,0.05459694338781749,0.9352707942032714,0.9823774626477357,-1.613751034548688,-0.20176870799048952,-0.5328375985955026,-1.5037548869642188,0.08199291675206749,-1.4359147368546605,-0.6888374786217095,-0.08654748787541607,-0.8352057951181401,1.0749348110969448,-0.8296816433391029,-0.15719675441351147,0.4663878116890663,0.8722150800755671,0.11116195860442614,0.17093574788369872,0.3094104689426114,-0.785638965403916,0.6590526320957575,0.26280343991637234,-0.48939277973604095,0.14839423299355506,-1.3336292235080798,-0.9077472089748593,-0.06976529164043568,0.5290193742097932,0.7322779460669429,0.2312804171109833,-1.2080610406102779,-0.9368004250859404,-0.9589448922476906,-1.45666664962075,-0.12307401087462176
0,0.9710301202502548,0.0288189551918847,0.4159120413395878,0.2038551665113759,0.2937114807461409,0.7061695909951167,0.5386811438725567,0.1556988835750298,0.2408069058549203,0.8924054828343154,-0.25054453461691556,1.27886751360182,-1.4067495792266942,0.7397415577381237,-0.6759805166615562,0.5434523982536388,-1.2045973981508,-0.7904606477053053,-1.0536071538856338,-0.5848739007834916,1.1235574907926849,0.2448475777544013,0.610554749676443,-0.20451948797633585,1.16677048768884,-0.23543076723479658,-0.4233092210648439,-0.33201760075578124,0.05778318580761474,-0.29567057499437355,-1.36743095543853,0.36736929086427317,2.01776248208994,-1.0389611921412945,-0.6339278175720142,-1.027282569056965,-0.2660015716271891,1.0709110013536778,-0.9943925621797568,1.5421864271318613,-0.44083725755222275,0.9627445827782163,0.27130729658379144,1.6641122868654306,0.7464999298066712,0.39864141245744544,0.1771032303646121,-0.2025926035678371,1.6297796800418334,-0.38627683207950325,-0.8332800954525886,-0.1632725966684203,-1.1610033407167974,0.05013879608657644,-0.3078096554793138,0.23009331486563778,-0.03315089704605102,2.0289289009088853,0.25758797834119496,-0.3211547986350861,-0.01311466589907545,0.3584289644401407,-1.244593455486258,-0.09325915271205681,-1.6310604476088975,-0.28885921720421476,-1.0876127291574123,0.3939898306035889,1.204769779677694,-0.3690103414638445,-0.17643813482326842,0.3863741866926809,0.40629226173420363,-0.11264439213377397,0.7494987882927352,0.4384242052077753,1.1714973672584006,-0.8406240661014963,-0.93724597073822,-0.0973762603278073,-0.7024143375619897,-0.9675809980485212,0.3472915396255674,-0.31540967102679,-0.09604295758868511,-0.8000452632835686,1.397745821905459,-0.1743483669400287,0.5079567099831795,0.17804411472658666,-0.39811127198056406,-0.2569916458998049,-0.6957436270531718,0.841306365880053,-0.19446309533014602,-1.2537393677125055,0.8523713539919506,0.6415712193805432,1.3187474256549288,-1.4973786316672681,-0.7586471018346882,0.6122292083314318,-0.8235869608211095,1.0193474712268247,0.9404339501330319,-0.20279606381640766,-1.392448878397073,-1.4985833935440303,-1.2265367206316495,-0.01895503473676842
0,0.351929035588496,0.00800267620571,0.0916183195655802,0.9624091054241108,0.5446301888664248,0.3482424140587394,0.8392350075083528,0.4761980245473396,0.7048989206199338,0.1240278709841309,0.1446765265306899,-0.21845747468316654,-1.5269589275991853,-0.3503008480034425,0.04627463587754463,0.4184599565323897,-0.06520696922046511,-0.8932793504270431,0.39985789088567847,-0.013739523550960643,1.1351683900206722,-0.3793883877467262,1.9517369511444316,0.41099389999749925,1.3594444077268322,0.4338121336338488,0.3627923429046729,0.16230799526838322,-0.0622380656129235,-0.3385156758614054,-1.6424632472777325,0.9460775602020778,0.5648980107872928,-1.888179795348744,-0.29078812758721545,0.5239850633927428,0.17213698349845513,1.1054544832284434,-0.6247997219192628,-0.1062164536460776,-0.2799011352240805,1.1611445160565752,0.4358133398462067,0.41513418805399543,0.9050175756929709,-0.8449629540714246,-1.0205670401129239,-0.8278804628035995,0.7369795640656174,-1.0777834076014516,-1.582832553416165,1.0260356751945032,-0.15871484541680547,-0.9945744559831412,0.3725641614886628,0.8825792439001389,-0.8666946581793277,0.5994128099546167,0.5133285089087235,-0.21775289373813003,0.7721018153922278,1.8669927819507064,-0.5608821957427953,-0.4344936849653418,-1.5948700484852822,-0.4883109836074639,-1.3727891303438664,0.33813479739903735,0.9436287057435763,-1.1645734409136828,0.3945806711790359,0.6492729916689405,-0.5632636583436214,-0.48217765524926187,-0.4794860433888323,0.06688425714593614,0.822286852430998,-0.8993409373747561,-1.9112217302524792,-1.2851196764040003,-1.6029383679838172,-0.6891675185384887,-0.4008284365845268,-0.5941315796670613,-0.06181666448972701,-0.5514708784384441,1.7885685723811775,-0.45408106870814113,-0.8156782006782046,0.8701581599746477,0.8276246653622453,0.5990506149436948,-0.4750980647804133,0.4585453305351305,-0.3985220351727503,0.25031332123644096,-0.7897919237732739,0.915745356597488,0.7510636069105073,-2.1537467179576018,-1.588122024472761,-0.2675784713895857,0.005591219815868548,-0.4999374487578105,0.8634413822218644,-1.4545020079728803,-1.5756425743718578,-0.8653467337979636,-1.16091636667258,-0.08815133979000951
1,0.9698562334701544,0.0806007259839919,0.0642120006267037,0.8035852767115805,0.8123181325332033,0.3054726141560033,0.0863540411726427,0.5483930805760031,0.2265297727672848,0.7436400561821987,-0.3695125130274561,1.2788571949217695,-1.9972925588897483,0.8137960560535046,0.07978582282744623,0.08295513898952467,-0.41135089341213604,-0.5799957285611276,-0.43231309335446927,-0.7201759091966042,1.1961233802774571,0.20616498458004567,0.45623930245205563,-0.4845763139406709,1.5855148853226628,-0.3526149959354829,-0.16150846568730753,0.17902607583314212,-1.1208438582308764,0.193203963752899,-1.921635673805815,0.24852388329620254,1.0278663373347894,-0.5584548435524587,-0.5765739272281126,0.26380295370469586,0.41376949805062413,1.093131893295149,-0.3174687225764781,0.8563554008917305,-0.39873147179792684,1.3595487382357807,0.6728841960933506,1.2657748319458628,1.2623179262121151,0.22568367322640254,0.7749075071464324,0.18116691281496766,0.9149196270882216,-0.6139626929659835,-0.40942943570708834,-1.0310494974188482,-0.9473236053679591,-0.4349877288330757,-0.05900368471843745,-0.30532393784964057,-0.44107952790461274,1.6271536039367516,0.6912208923294535,-0.7123978224016709,0.6621814939322527,-0.013280876831498423,-0.30853381530782176,0.45860507581154675,-1.4126146530370345,0.04166603187069186,-1.1271269081879665,0.6643254876252805,0.8150364840656569,-0.939012649457649,0.2802433071887778,0.6816714935240258,-0.2864113773390781,-0.07245848017062981,-0.209252599133125,0.38372815485201645,0.16139022798034025,-1.606810713857045,-1.4246753031424981,-1.1466530671417479,-1.2805079736667866,-1.444037595797607,0.293686351721013,-0.1638630430958861,0.17588755771228792,-0.616850109190042,2.3374243164596615,0.37611367382268984,1.0647195376020546,0.16625861117437904,0.4281776834818603,-0.5876076588186916,-0.8439442190945003,1.6372762762000042,-0.9359985963012549,-0.5410912402035978,0.5215817940582406,0.5243396478523066,1.7611611493858625,-1.3073570585089158,-0.7809600579855155,0.9511426704085213,-0.8199542773693882,-0.7844423877046742,1.2794164681465154,-0.6181661963975613,-1.6978037192376123,-0.9470880075938043,-1.4570479607363784,-0.9070141935092938
0,0.8500463510563062,0.4569110570887166,0.7804257324672735,0.1378894833373922,0.2428974774189169,0.496208319330652,0.7558763316448979,0.5964408401273815,0.6971735369420239,0.5008935277196657,-0.19378759356446698,1.2280962247140086,-1.8485276940296562,0.5994555862329096,-1.253538630760506,0.6590446868985945,-2.2170128498369723,-0.312835764641289,-0.5751568422930898,0.5087821578064894,0.9550835398509795,1.062065820376292,0.9681122885654454,-0.6397226065154269,1.1622150202437107,-1.0145664105018783,0.09260460850978718,0.8190513020950275,-0.11187036469241517,-0.47636449780494267,-1.047388149059061,0.2034752879759686,1.2817872362459586,-2.1249897168893077,-0.8071931200105814,-1.1884316993982886,0.15174044638288464,1.2677782014181356,-0.874722510219081,1.044985223045228,-1.126880791360815,0.4468396751547711,-0.601204870178977,0.9842192134728331,1.526116258256183,-0.5469358041440908,-1.217359458914574,-0.2106806128622405,1.6686073685638994,-0.905738518011545,-1.5837952692646626,0.7873942538238142,-0.6233095636237469,-0.08669216529213813,-0.4200192131765516,0.3933998748818331,-1.203374049645134,1.426150562616985,0.6266440454727136,-0.3617379163369209,0.708775758423799,1.3355999060709751,-0.4806050294437964,-0.16319389752315108,-1.8677950647966444,-0.2927178005213162,-1.4583242923324882,-0.24895181040445244,0.6183789255858618,-0.5309515458791575,0.17342908129502027,0.03859356080912382,0.019205320584671857,-0.32265155855258515,0.8566305494806699,0.5494869817152468,0.13450850979999748,-0.32836345780134774,-0.6633430618749292,0.16118484187932267,-0.5106225613668852,-0.02149300812346327,-0.938804103492565,-0.6617880471784449,0.458443752796601,0.0905214086635245,0.8698844704638522,-0.32621564859040475,0.208016768742872,1.0811484132139941,-0.2970889408586688,0.06736282600251939,-0.11363384106583979,-0.7266587027842155,-0.9085450586720767,-0.34653684123389283,0.8640126166470863,0.3512774400976285,0.44605238654389345,-1.5597403037530442,-0.8679106908559227,0.450629841129324,-0.38530224456440004,0.5551576825996781,0.5820573695324721,-0.27424228008158635,-1.1828435671037463,-0.6890336779737586,-1.8001543252603862,0.6352840777345196
