y,x0,x1,x2,x3,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99
1,0.150009486416522,0.5781905125033504,0.880458685142964,0.8480295960243671,-0.10442295085844956,0.6979971160971874,-0.8291966438557351,-0.14497988391030214,0.8153364512392167,-0.7933383040025437,1.5470506670961521,0.8161790290591557,0.6294990075180049,1.2336274685513193,0.3821657107421696,0.1155227089238159,-0.4568890729145688,-0.656026741269409,-1.049241665758529,-0.7006789713824381,0.05475959240936869,0.7998263982020681,0.2482998120864983,0.9208512311805936,0.09547742274121684,0.02098126450729157,-1.6942955269712299,-0.9744862025473453,0.7817702280913054,-0.4238339163486553,0.6162555400037117,-0.6818560987916324,-0.7566099004246631,0.240109532431433,-1.082810020810102,-0.08274513316770653,0.5579568903507204,-0.8247552642155925,-0.7164783102319934,-0.10454311534246954,0.16046275329062198,-1.245257528472161,1.186100236342425,-0.4313169316234526,1.4381978931508175,-1.0720828518712486,0.6138853356924563,0.32749436292768663,0.009337477078940573,0.3761501683144609,-1.203715777529571,0.6103495804875516,0.8089603232884746,1.0261652783623925,-0.08734454669162894,-0.782442415714049,-0.4486700265588764,-0.1246252794793549,1.7886305172926695,0.5099477627067518,1.276093926501014,0.011656978081036759,-0.8211346961954177,1.027194079453189,-0.06021493617882566,-1.0852454642260052,0.03903527289093309,-0.029018383895629205,-0.4629580879034494,-0.16617731837788335,-0.8704072386278732,0.8516678963240311,0.5943494726127602,0.6303720612258783,1.3015200968552945,0.4587920979642265,-0.9883055408155088,-0.5320045733658212,0.4619397154216521,-0.9791552272607964,-0.8601221919548304,1.1081494283698503,-0.22579858452025214,-0.05112748693836266,-0.31357027688664435,-0.37469494049282204,-0.06115011350072849,0.5229851373379037,-0.317558512275066,-0.29819080026371175,-1.140711403169763,-0.38845724755475675,0.5926480074804666,-0.21829889024824353,-0.3077284551241983,-1.1013519117907498,0.4937185222639594,0.4429261394827255,-1.684543713555988,0.2876459442943957,-1.0707593911289721,-1.3609936941277594,-0.9981391284525368,-0.6354510529093512
0,0.059545259032531,0.6821423888601056,0.9364231058306284,0.0455664904099573,-0.2929990843723363,0.5398233742453222,-0.527118824816797,-0.38889181564045616,0.5543949398380478,-0.9965189865230655,0.9445893059403003,0.8081812691824136,0.8381035139162262,1.1749563808971801,0.4099789980159318,0.007825637643676152,-0.7183161023495446,-0.863511039244661,-0.856859748837096,-0.569490589809469,0.004103813422722292,1.0061432440926308,-0.13982782489629783,0.8442754626038986,0.45654847889585837,-0.021524740343366846,-1.3519148696375045,-0.9900332563930495,0.8527243754032375,-0.10081501106836571,0.2895780103539491,-0.39930407174919375,-0.6530544102294763,0.6429906243737527,-0.20590427691116797,-0.34878027273453,0.12438608889215991,-0.5993005811772588,-0.7979069370213104,-0.17578593133237183,0.5574805609524739,-1.4117316063686443,0.656599157303684,-0.4705390165681691,1.0108127116330052,-0.5988001922327582,0.6899887519451023,0.08385741867046188,0.16528944329230905,0.3521353216169059,-1.0675962925439233,0.853234589638181,0.6176339581072725,0.9988613978388661,0.11892560493146156,-0.7711288366189212,-0.5720404308949542,0.46399286727277034,1.2739208130997026,0.4235587242179736,0.8163172948462233,0.06727023995216658,0.16977785863226696,0.7388368430576807,-0.40999713044497743,-0.6238007427178992,0.11277075258074092,0.09436547285565648,-0.3245207079265717,0.2049397342364388,-0.5108360297781499,0.4523897873464379,0.3726779318942625,0.08764099765742273,1.1626148449964917,0.1635834577499007,-0.878630149552642,-0.9646442495191555,-0.06407087505236536,-0.8621212303101214,-0.5807227252337648,0.6215189800141359,-0.38954022537526833,0.02136394385386301,0.265615976995655,-0.8825114473852693,0.06223187711742171,0.4448043417245689,-0.06830227813689889,-0.23650201484850944,-1.0834621239159672,-0.09027850733553021,0.49571230079049694,0.05884731603017822,-0.9333282343253582,-0.7615459884420622,0.31363668896724006,0.2837084090200966,-0.8775196285123953,-0.15953859448384583,-0.9364480110985738,-0.69572574685034,-0.7717565548563918,-0.41714556877190384
0,0.5755421937043635,0.1220746029851306,0.6302230588967037,0.0967257257104139,-0.4202905971795558,0.8092680702300592,-0.9141403733158495,0.08075600115311052,1.0708890738142833,-1.2485213965446338,1.2079616673966884,0.7942407663775826,0.34799360561601606,0.7339589591429562,0.3692927592791561,-0.13650792537572268,-0.839437493576339,-1.0465291468325213,-1.1454332506098366,-0.2157480046132465,0.0662198752447433,0.5700155249413874,-0.31697978059259696,0.9284847114295743,0.5659522242304031,-0.045871435559935614,-1.2159473246025316,-1.1584179777051269,0.6306440658595425,-0.38648871658851935,0.5953585664272211,-0.3177843842581537,-0.5896330485571116,0.5435498280131653,-0.6199933821606463,-0.29343485152556625,0.051748479960256305,-0.6725545289801691,-0.8574406242768089,-0.2673462587625745,1.02713169656951,-1.5774557067712256,0.7253075498791625,-0.3193005255910734,0.9598841503558089,0.08230974916471578,0.041139445222882286,-0.08045339943000424,0.5163230753323973,0.22719658748901742,-1.1376662661562942,0.817630025143859,0.9567415011855769,1.252599985115464,0.12802894551463015,-0.5363522407090291,-0.7618132787085541,-0.09615210322731578,1.1550774031427962,0.8536881127185765,0.6752232411833307,0.22450358035692478,-0.022327908376793913,0.9144323401599455,0.06270993724297608,-0.2689477568129248,0.2412885545085098,-0.1977762858512223,-0.07904974769341169,0.42766826013284687,-0.8922985515607819,0.8148615101918727,-0.001752388342267262,0.6771828902517861,0.9530446392456158,0.30060761953841086,-0.9010254292783371,-0.8401661684118886,0.4603540573401193,-0.878660484887692,-0.48341238431532596,0.1339439392058364,-0.3633557784387573,0.601470665531264,-0.09595572541571451,-0.5749795700904902,0.054468020129788734,0.07745973002858117,0.12278101291210448,-0.5575249383839064,-0.8945747474086855,-0.1639044083704134,0.7566977359188379,0.4122437204657242,-0.7499359556951407,-1.0400449524800428,0.4011492175177959,0.587993885546007,-0.9415972232148262,0.27467588963972894,-0.6423300387385835,-0.6188795759248891,-0.8856537250806228,-0.8664590053738983
1,0.0150463065822044,0.2585976609153571,0.9608101444001468,0.5168916553745935,-0.18487274619737595,0.6345544709546008,-0.7680085091263076,-0.1881392001944875,0.7772346699744614,-0.9771430137623934,1.1282557130323758,0.7135018052987058,0.4988153386970825,1.0222714713718766,0.8057107252666533,-0.1287696330397585,-0.6585272615262405,-0.6965236054710708,-0.7797134934655725,-0.7609837061941307,-0.07675094312282248,0.9386923260741823,-0.07953176828467295,0.6442437055910109,0.6054020402198856,-0.07508614090300285,-1.4932989136059973,-0.7327756623784141,0.8321609455914599,-0.5363875366063817,0.3468656117182619,-0.4832952532526222,-0.7103269418909387,0.49314577310539914,-0.6949347727073212,-0.3202544446098785,0.4634652186032052,-0.6920914332526613,-0.8249876398848414,0.025830689173062416,0.46673243701756245,-1.5362672927841035,0.9055907718085191,-0.185605677529336,1.016968490950316,-0.7336831046675109,0.42374297698520313,0.23033372394526128,0.046314725362239226,0.15256869658195935,-1.0152106336753222,0.5077271516153641,0.6627919164198174,0.8708253751913225,0.03572709624259917,-0.8356395929211962,-0.5184265781089993,-0.11811178365949793,1.5563916808385618,0.5653498507182967,0.9847323262244504,0.12134105277567173,-0.5471659096169608,0.8619949225474841,0.06358340771397608,-0.6964745993252103,-0.21069068462746,-0.4128770092510665,-0.5489185030090415,-0.245936190895751,-0.7056546720254742,0.7173010521356036,0.5692933500259321,0.4500259597065546,0.9670399982342112,0.38735914999626814,-0.9238655304516767,-0.6268824841023308,0.28873670055268996,-1.153559764480184,-0.5497622903857898,0.7490302489217556,-0.4016192843033533,0.13301266828173883,-0.12291532068743641,-0.3797111079692392,0.1622730323793759,0.6079600692820132,-0.2729947827445724,-0.12254585966644473,-0.8396001705615074,-0.2899976770712237,0.5060251460759289,0.16894972075399267,-0.2802828662481649,-0.873857306411606,0.5545623749662274,0.6787558185147833,-1.0777110469474107,-0.05983933665342249,-1.2573835438624081,-1.025066770962645,-0.9705939400639495,-0.6080518723327895
0,0.5964230723195899,0.1750480840159072,0.8626720063476906,0.60848306858606,-0.2556149344196407,0.87933993036103,-0.9752020273201534,0.046000561935061385,1.0842010921381207,-1.1097978372001556,1.633206771649698,0.7104245400065973,0.13709727620387382,0.8649388453832025,0.4968175904273524,-0.06635724055393885,-0.7990279349826265,-0.9276835682331596,-1.0916534973708796,-0.587012818214741,0.024045619156127143,0.41722746835168006,0.23858615882541812,1.0696287147636163,0.36232280480981743,-0.12128154891611126,-1.7040837439960705,-1.2334442576128513,0.8557795186170356,-0.6259741385250517,0.6629809472582604,-0.25951032011183867,-0.7534166126002364,0.3443619434673569,-1.113117337822143,-0.04936611572537915,0.26497948243375646,-0.6727068112575906,-0.8332872463830947,-0.036436988862808384,0.554401268076802,-1.7540913510643077,1.1373981697336715,-0.13866740317485096,1.4469108330772595,-0.5538508382500849,0.5328092231494442,-0.11308303933523908,0.3337134269339507,0.32891844975317946,-1.3922219637299298,0.71753231805454,0.9462457874467876,1.312450007939083,-0.2020000522133885,-0.8807665560855037,-0.8029610096240619,-0.43134637981378166,1.4574988373495823,0.9609666625613673,0.9704275294892125,0.09159619979984747,-0.5751044269010667,1.1157772585344214,0.2780324436980876,-0.6299638547093498,0.12588773420692428,-0.3639999619265655,-0.32683339649738724,0.37452063131693025,-0.8458307589168538,0.8929871453570581,0.09241866032722496,1.0568740067564462,0.9135560730710814,0.3081643981734736,-1.2097575830186256,-0.6900320029827378,0.7880661988106078,-1.029398363921399,-0.47442844251239163,0.7922674567958924,-0.3735016533989988,0.43329072594560464,-0.4135017553730184,-0.30876529083737625,-0.02847261024288443,0.13629619966337797,-0.061542544908336515,-0.72524809230894,-0.93036909415106,-0.2104376394976403,0.8066088597084652,-0.00887398786953194,-0.2709539259662376,-1.2745185434481414,0.5303619836606239,0.387724769200141,-1.409964269749951,0.5452330977919339,-0.9740013246157989,-1.088491793957784,-1.0291778209326803,-0.8836649085813699
0,0.1815455147635671,0.0716814454342696,0.0778187015398126,0.2568996532804309,-0.4118133164257285,0.8440980266567308,-0.7511630391117121,0.4228214069138358,0.9586043205960529,-0.9614408333827819,1.0758640580008316,0.8812035997952626,0.4831007074957661,0.6623609960809229,0.23554906914316173,-0.2189928361497935,-0.5533731555714783,-0.9321553751595828,-0.9773184377204502,0.030282545158174363,0.25104144338343515,0.834529735166863,-0.79263771923911,0.6329444631595894,0.5293151340776076,0.24598497420593848,-1.0954445754424946,-1.052444598716862,0.2698903480597574,-0.0029739799838864414,0.5247653082968798,-0.5766576247040921,-0.1729622001613663,0.4813382059200285,-0.6941462596653333,-0.49762664970399956,0.11693638754823027,-0.8579752890805834,-0.7628154863808918,-0.5426691559436574,0.9031289671269027,-0.973802167223326,0.8630642633756791,-0.39441123052152166,0.8584732247992088,0.35492509497662034,-0.4436943279121084,0.2628900723039278,0.45016878340946653,0.018068014934969574,-1.0379304117859514,0.6825802917734797,0.9511248626598324,0.9410162937451693,0.3626240078415849,-0.5476059891837852,-0.5422914642193469,-0.09925619245088718,0.9838371870154098,0.5801265427362667,0.5432313988597508,0.30075658303362623,0.04060249524417701,0.5620443585846022,-0.32907485746382364,-0.07878444364146092,0.05178813908556867,0.11138885040438593,0.016120582488845146,0.026669867804131712,-1.0643781741896683,0.68312955142711,0.0772107754301592,0.3319284844982182,0.8869848060509168,0.40454080516057245,-0.46769210309733694,-0.4274966072622881,0.3040659543031722,-0.793822863711449,-0.9379756733357247,-0.18563512031733576,-0.03157636817391034,0.3116090026345263,0.11473799568615729,-0.6633915678112419,0.28001030241047975,0.34639212738847003,0.0883123090181199,-0.44280428476858247,-0.6604778440974464,-0.09308168725453082,0.6816030308875094,0.4568290015593665,-0.6741360919944729,-0.9773568117194802,0.44184268067716653,0.9455533306538119,-0.7962379348936194,-0.14008195954108674,-0.7285216908783654,-0.46035240174012887,-0.9340564967391725,-0.762619724984145
0,0.8709710338949475,0.8810688187017651,0.4017226202168827,0.6153531653293488,-0.1902304104641871,1.3396430889597593,-0.8312701910264632,0.05926490194038418,1.138994209107407,-1.3677235311388736,1.7081774333878037,1.1499287530892672,0.2904087452163359,1.1640077538266766,-0.4298362989544612,0.3723196623074394,-1.0239242986225428,-1.7706364563721086,-1.8438034014031257,0.14566638945354837,0.6223981398925144,0.29153672851762197,0.2286923794739783,1.4658749634456967,0.05817622244539884,0.0731247771100519,-1.7041992752929056,-1.871066691102994,1.000822533374403,-0.1596779825368505,0.8259216314594843,-0.34267361926265744,-0.6987619178472234,0.2677816245420828,-1.3814196995518964,-0.008982124483706215,-0.028580675968586777,-1.0582824048623702,-0.48037827236280334,-1.210364719712408,0.7524072041106182,-1.243284684544823,1.2546978213557247,-0.40138114577369044,1.295447943248297,-0.4048247217470431,0.7280556857203795,-0.1456251655923893,0.8365740466419218,0.5104241032803325,-1.6717684597601659,1.3245851770111543,1.199855758421952,1.2937388481831769,-0.03961931946627208,-0.760228150349162,-0.9114132105369112,0.22972039707854996,1.657043162850739,0.43167449408444925,1.013948384240129,-0.07093577624901957,0.2047744901719899,1.3999891447496324,-0.44308359357248556,-1.1482116541153395,1.1762445987399204,0.5470081259442541,0.25878964470946664,0.7762698422261938,-1.2362188132664973,1.0327155369374326,-0.1170095233197783,0.9311649990979001,1.1922936483928812,0.310706798218213,-0.7133133188773287,-0.453304313170528,1.1099052363433637,0.17970065927360301,-0.8685511567878987,0.7630306085159195,0.12962576441000995,0.35676801028276167,-0.2978043105628104,-0.6264597354117292,-0.3048424841545691,-0.3426889732969831,0.2561467492304794,-1.0235440563169371,-0.9907574293358679,0.10988701790059822,0.7574432849972025,-0.3754291774043132,-1.522962726150557,-2.0603416500689713,0.05475913215528318,-0.03618258159907604,-1.8942562619129661,1.1292049242428532,0.22943489535622447,-0.9536949243215712,-0.8030892137680754,-1.3539402099806455
1,0.5390195915987916,0.6535751553890374,0.6651037093987416,0.0875331273438411,-0.5075921580589416,0.8299772096842458,-0.7993019793498967,-0.16148093301327474,0.8689807129301587,-1.1374930411247866,1.1903791416900595,0.8439425237490358,0.5612723397912831,0.9409514126824396,0.025226361049980234,0.09544548957221165,-0.8205453962515321,-1.1924370429520932,-1.190337486532852,-0.29771757110779756,0.16293590898360877,0.718657662786505,-0.06177604311558378,1.0816431148925607,0.36454474807626525,-0.030643219922992314,-1.354394861420627,-1.3664305886122208,0.8411528601459984,-0.0326512505375269,0.6337873769266377,-0.3676269904981528,-0.6128691188985067,0.551827958758847,-0.6090991794299282,-0.2528204460406521,0.10442570491488744,-0.7007105114351287,-0.7582646498683476,-0.5177925866331887,0.8150976575833122,-1.5448409078081917,0.7237084116346776,-0.4010788099585934,1.0743188581314966,-0.19189467791653675,0.4399634541749698,-0.26977495414725894,0.5240517320542232,0.40566678913872906,-1.269561306835383,1.027591910134609,0.8527187620266771,1.4555004169021053,0.03913624075267869,-0.7379984670774358,-0.6853218736378618,0.2900670054296137,1.1800319165950397,0.48337438897637636,0.7270456440353883,0.06939384536153864,0.2295235536621708,0.9515776922653055,-0.3786258469931433,-0.5601255189965131,0.5909668518003789,0.20399526677363947,-0.04441429253218351,0.6605912114813779,-0.9323910522488497,0.740442800211126,0.026775271712182733,0.4404115623825816,1.2640040360145481,0.1696563344297311,-0.897198532488005,-0.8565203256285083,0.33747583261300274,-0.508408886781907,-0.6363848227051413,0.4591011315778685,-0.14469199864678486,0.3301236037244665,-0.0033628018966773265,-0.8205335446200607,-0.17302009087638254,0.05927630692396695,0.1163212448287906,-0.6447805894670786,-1.1563337546585608,-0.05282617018616823,0.615156434296954,0.07283517952638778,-1.1914543125618893,-1.2149770434821479,0.34999753896645935,0.21814460357661564,-1.1444723479838959,0.31097522139822625,-0.3279911994618022,-0.5806798876650802,-0.9152155651147926,-0.9336607437398673
1,0.9897379870417382,0.1473791541181882,0.4202492395892617,0.7292142311775737,-0.227929883441868,1.2461548686239252,-1.0961230262911827,0.45532058306764667,1.5382229145831463,-1.2887837515384832,1.862895347522369,0.8210688360513284,0.10485359336661648,0.7371876080120545,-0.029597293116967738,0.017335614021257564,-0.9948413155415095,-1.3536659639508637,-1.5542214287854486,-0.14262191880035807,0.5628698170479439,-0.26259042055955734,-0.11300982773504406,1.514727372444363,0.23853682576142746,-0.16366375021343188,-1.6559025973229713,-1.5118196515518183,0.8333483284272347,-0.4342432941609916,0.6643007280782047,-0.18107204283547323,-0.833363593713616,0.2718286549089227,-1.2511573388329098,0.2532066122627169,-0.3602946446359247,-1.0028489288641491,-0.7240484099111468,-0.5248235234953031,0.7039371215268224,-1.1620881753388335,1.5734578616203019,-0.34828528155122707,1.5534937976242986,-0.16889898843446075,0.3396369162022747,-0.18495256309131375,0.669699562240905,0.18212503252062148,-1.5378178019530913,1.1834119919516983,1.3228202617995775,1.3674048564416539,-0.046890805393986254,-0.6869409871689219,-1.23871464767356,-0.5477263766584849,1.6114865449268185,1.0813231170066668,0.9331873174556872,0.3732974235865134,-0.09748910558619985,1.4066783630809023,0.3089894476377765,-0.6386027282477655,0.4696201294561534,0.024171148402592515,-0.09701226128821896,0.3787458848470319,-1.0014872724795594,1.1607846193465399,-0.4032875121022682,1.2986061602685806,0.8946095584738797,0.42836383294614055,-1.193156082517988,-0.5066735527259233,1.4752833031227062,-0.741670350476296,-0.6943488244079418,0.4808302313246815,-0.2890769039306904,0.7828267919756973,-0.743813946340417,-0.30735854321544925,-0.19044220634971054,-0.09875373056643755,0.17995802332106128,-1.1935924305817358,-0.5765247931775181,-0.27751000419793376,0.8910723095518993,0.06459600596070003,-0.8817929006166896,-1.9562724722166291,0.08067660791051696,0.6483106442288693,-1.5743226639461385,1.0839477744770172,-0.47115866365978565,-0.9797723569171964,-1.0744393223832656,-1.0618757704516213
0,0.3186834297309361,0.6962695538108961,0.9408782100439742,0.0494530725178978,-0.3895451649039646,0.575558556825577,-0.6802286472223935,-0.38325021142584437,0.6775035977902877,-1.0625862596400313,1.1020527081580067,0.8118746628850024,0.7096902137599852,1.1711284383007101,0.26460574137959725,0.10857017817597955,-0.7949819217293562,-0.9872982912285518,-0.9864150820885401,-0.5577868607968369,-0.0574850205376107,0.8961282888562939,0.09655980843637423,0.9696490176710515,0.40862448147144265,-0.11314133381026319,-1.398307932573579,-1.2483366891509124,0.9546673311442477,-0.13174481546442215,0.45706237799109684,-0.32592232421906114,-0.714998631163225,0.5661736392232665,-0.4218142516686678,-0.25889039338040576,0.2199151380883864,-0.5386573229327789,-0.7972494544054365,-0.15986765270912792,0.6078753477443317,-1.6447214751468875,0.6746964394719835,-0.4288001724345244,1.1388020067435063,-0.525680512569173,0.8268757435165665,-0.15361381791063378,0.26813474559142814,0.48003643699394044,-1.234377177765845,0.847670806113018,0.6465913502735392,1.2339977408583345,0.010971406454559986,-0.8228787124792187,-0.5645200118624297,0.4278124775893453,1.2415427731469897,0.5104531192595644,0.7606755382055177,-0.009271485616117759,0.1723951394478786,0.8443492290650887,-0.3916771775518214,-0.6076413596680567,0.3213027677344894,0.10449743566648122,-0.27628680459747545,0.5014999257173774,-0.5657832681229703,0.5117233679888441,0.26877386766446276,0.2805467157303302,1.216061304809065,0.11715030908720217,-1.0148311937595709,-0.9724658540530428,0.1380805253847619,-0.74383436407586,-0.5279634342730924,0.7512119192263595,-0.3301533129731309,0.10674302326533344,0.13463446683916827,-0.8928376033124328,-0.07851637477061585,0.2999604253532232,-0.02711556028344347,-0.4184970945037451,-1.226834426399354,-0.0371883379900823,0.56635348584244,-0.009266858243596927,-1.0288756665764394,-0.9219956183936453,0.3692050077778891,0.03541888743423463,-1.0072875070111367,0.03794285205357582,-0.7346131924877692,-0.727441441688332,-0.8199022739824404,-0.6051525774137102
