y,x0,x1,x2,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
0,0.2871504399247947,0.7523268297560006,0.7829862243883307,0.5472646403471635,-0.07385091848737335,-1.1091205869227425,0.08480552754346476,-1.4049621618846164,-0.5207129401121777,0.05489083397646326,-0.6134199106638567,-1.4061784402197608,-0.05787978942413058
0,0.969947767957318,0.1821056139359842,0.9242359879495732,0.7498339096024624,0.005872558875569951,-0.8209194547769405,0.19989984694510574,-1.7559936858954703,-0.9593822839428846,0.1429523208707235,-0.7294774747624097,-1.029812291734971,-0.06869065817472089
0,0.8549705404798389,0.266228820471478,0.951771855344418,0.7979726893395047,-0.06033221942614011,-0.8818839880350937,0.21663003675314493,-1.7832809526603504,-0.8752512279095207,0.18376745158413405,-0.7529567797804697,-1.1371396884089118,-0.047899395557957636
1,0.6087468073470945,0.0363645934455841,0.0493523941853627,-0.22554313855272384,0.7088282901405235,-0.7744097750938229,0.22838211631946123,-1.0924856161483836,-0.463243188906254,-0.38275232814673277,-0.723694987656889,-0.7418676992450133,-0.6424609668214183
0,0.988844346747092,0.9742278048486273,0.3096808418631183,0.4289688013987499,-0.198301616871649,-1.5746923973493423,-0.24487367662056025,-1.1891840865273118,-1.2550973693779535,-0.5146291876919193,-0.7969764180283341,-1.0189978660301797,-0.4690462143427482
1,0.459260706918858,0.1681650896003331,0.1893706686244853,-0.14436850980886393,0.5778072336843708,-0.8545323499031605,0.26495517122747564,-1.1493964661864136,-0.46259777947899505,-0.3409537865753647,-0.7822821830681389,-0.9123886244945649,-0.5802997258572479
0,0.5299683517338909,0.6587760634553171,0.1795116466231865,-0.001080333602496522,0.28158731220615196,-1.0787134307018602,0.014781428443116413,-1.1155261726251509,-0.6728148314761034,-0.28098877867240646,-0.6937907653415357,-1.0046091217365762,-0.46338267806108346
1,0.0341325639746969,0.7452433300297577,0.3600505879011424,0.0028213901733690873,0.2279666474164311,-1.0657294384100258,0.12009481223097597,-1.0247697117414785,-0.42500313233007103,-0.13935460291942012,-0.6749213330715306,-1.2564342153631116,-0.3672108426145645
0,0.8289378493043649,0.1709944613745405,0.2028266090931304,-0.06838371472609202,0.5728041937287758,-0.8077570805691537,0.10499159845126609,-1.1736603795799045,-0.7048579863245669,-0.38265581764907347,-0.6676344000384788,-0.7513812025597514,-0.5369603638770476
0,0.3842999152440287,0.5778663432755426,0.8909256111476291,0.650916790476085,-0.08778424344103843,-1.0207855708432008,0.14166226651727895,-1.5929172628213801,-0.5643743435402713,0.10637915133458134,-0.678654349875367,-1.370411089427109,-0.047012941506870604
1,0.0558575411622469,0.9525611456882072,0.4430504198980141,0.11406426141010577,0.03598646973522785,-1.1868459015812731,0.039970516236450475,-0.993148695440342,-0.38793420507855114,-0.07404078347258913,-0.6033014141874794,-1.3559803527204555,-0.2375195473319348
1,0.2882050005038408,0.5053400530958473,0.2005574392115818,-0.08970381197301228,0.4154647179446033,-0.983567785668973,0.159733322986995,-1.0997387124046385,-0.5051405381519242,-0.24812492139549946,-0.7376654764336235,-1.0547627229820615,-0.5024773689651003
0,0.7452429245597598,0.0964046269384999,0.7670070768542613,0.3592863686969906,0.177657682320576,-0.7571273342815326,0.26651836658041506,-1.5922416092647915,-0.6621961253281486,-0.11036059708401576,-0.809064825872022,-1.0456342163413466,-0.23848355741784172
0,0.0018024223101261,0.3898522515098611,0.4796406188068772,-0.00011481329716379884,0.325085309746384,-0.9260495979396708,0.29255924531245925,-1.1695380146566408,-0.37316308054976843,-0.24777450161378803,-0.8102814312697032,-1.2332657013788484,-0.47359400140951136
0,0.5616902517508127,0.5028308945527917,0.0877475999501935,-0.0840969009068761,0.43287837552383757,-0.9796015117379904,0.06101808172101058,-1.0972452206790715,-0.6270167857659811,-0.31000808767292987,-0.686652362219938,-0.9061281706840975,-0.5512316708471667
1,0.2255165090428584,0.0469243714180901,0.3887095970523847,-0.12488059270319261,0.5094004194793141,-0.8435224757337008,0.40024118792856556,-1.2136964577147356,-0.33758614502603274,-0.37850976982998147,-0.9251095056273024,-1.054078812494308,-0.5943906612836924
1,0.5285624407077497,0.6855225295039379,0.9065052200219896,0.8396725853779108,-0.16827443520071067,-1.142716366863049,0.11262597270505945,-1.6215312852702481,-0.6988485104049674,0.19932576748574776,-0.6467467333218728,-1.3913330648284161,0.03475050519159714
0,0.2048911084385869,0.0769416809865362,0.1359651024874514,-0.23445927406268557,0.6477356004880195,-0.8828075085988175,0.3790226654907648,-1.081564951361922,-0.335382557619159,-0.35461917380514263,-0.8670519080764215,-0.9669596175213567,-0.6831366954886621
0,0.6187461862041839,0.5026676297090318,0.3156858562528897,0.08725449056253433,0.3160904176076409,-1.0033094142545897,0.08854347579406377,-1.2125303238353975,-0.7131434725186719,-0.2745779264241982,-0.7103620711752059,-1.0070243134850092,-0.4302679838664488
0,0.9468823501508972,0.8828651170350911,0.0828975825595826,0.13239632393043776,-0.010677698907373355,-1.3899845472134986,-0.281450748479168,-1.0799460167618369,-1.104221011554241,-0.5706325661849393,-0.7458243760270322,-0.8495724583288923,-0.5908549787027894
1,0.0134248678773969,0.1776673538271332,0.533069418973767,-0.03325782527833748,0.36053089281845196,-0.8669416923720544,0.38621644839889774,-1.2383186376514101,-0.3136646979378467,-0.3345652587692114,-0.9176386162571393,-1.2055439414294677,-0.557134636800772
1,0.8027392641522031,0.8172685511903195,0.355953970570194,0.3204841648041335,0.009217305267718577,-1.3031479736037208,-0.09407359041598638,-1.217177362951156,-0.9912572935338885,-0.3203908285398872,-0.7166056598929559,-1.0660603076988098,-0.3765422476994143
1,0.3842460343307734,0.5320380435504863,0.613737580223294,0.2804777246496957,0.14003369630935433,-0.9955015989785068,0.16734201333892323,-1.3552418234998957,-0.5831899855083548,-0.12462416404259283,-0.7343846641193224,-1.2335659182064311,-0.26022394410943017
1,0.8491919714860319,0.8841315485464813,0.4043121288024145,0.43018145433030486,-0.09053794500012234,-1.402532719442111,-0.1167595408459162,-1.2417662447025308,-1.0697024078625248,-0.3230304186375159,-0.7350282740960298,-1.1047613388465296,-0.3505682281260954
1,0.4711798803584992,0.1038855366225026,0.9724914627138512,0.4845154024001661,-0.027811482146621755,-0.7393996047968971,0.2782913439592206,-1.7916205063738975,-0.4513776584225073,-0.031151232742062163,-0.909271522813215,-1.2330098758200616,-0.20891101075738921
1,0.0727397150704893,0.8771886727651511,0.3822867995315574,0.049799626585119945,0.11982910879702827,-1.1430801586541257,0.05905774343354648,-1.004605903748684,-0.42505329554770266,-0.10942667524252746,-0.6391682624972498,-1.2948900240056824,-0.29898764475015777
0,0.6930559927104252,0.7256277854776934,0.1806783113129776,0.07440124654980061,0.19057915393790978,-1.1598389385770154,-0.07024840700750554,-1.1279659222746445,-0.8179802309319151,-0.34092525769779486,-0.6921678207132826,-0.9685461660600986,-0.4696846139963449
0,0.3118405381739074,0.8875872273428362,0.8136741870721703,0.6770278466844833,-0.17868925353554696,-1.2218634385545326,0.04101050042858477,-1.3961143839989965,-0.5142220242359953,0.12660962611783233,-0.557577484424466,-1.475152566761017,0.03380283529795845
1,0.2989810627118978,0.2624097864548741,0.5028067506469154,0.04008086298858757,0.3443943698339589,-0.8812935124908633,0.29598670386811,-1.2948036540535672,-0.4509440500981244,-0.2721580386502926,-0.8416793585865646,-1.1319537760436984,-0.4444859025831545
0,0.197460823577606,0.8136318051317918,0.1988549631166213,-0.07181641466059777,0.2256472511066271,-1.1287063838195708,0.038851484714947065,-1.0047831733194097,-0.4983613325345459,-0.17603280890823986,-0.6827769089210753,-1.147882731756765,-0.40917508207381714
0,0.3522320032849934,0.9551805222461948,0.6021701427838383,0.42179951225114853,-0.12557326141056943,-1.281257999142043,0.0064894310046880385,-1.225467161336718,-0.5742087274763357,-0.04021586661786029,-0.6237582993084205,-1.388330560841638,-0.10480620818017082
0,0.8784512483218153,0.002701362746749,0.1196213015949271,-0.1842001731224844,0.7107776753437591,-0.7014353076454591,0.09709607572260674,-1.1252936491856287,-0.6492303225412676,-0.4300401793672574,-0.6374297666390181,-0.6151617568625805,-0.5720738208487254
0,0.047852931856513,0.0102397877873476,0.0764564909127919,-0.29023819346803315,0.6959881851555467,-0.9159881157901818,0.4522501222735083,-1.0179080253573694,-0.2795936809324082,-0.35606260794462635,-0.915104099055375,-0.9979400377034887,-0.7685725949764096
