y,x0,x1,p00,p01,p02
0,0.9253588419516342,0.7150805342944574,-1.1854796796178846,-1.3664297134742192,-0.3987120742085073
1,0.7356553954599728,0.4936051414205894,-1.1522580640934044,-1.2006227375043725,-0.338067861989942
1,0.0399643380618615,0.544127726306767,-0.6432081913092232,-0.8069700628325321,-0.6152355988801289
1,0.8219591291259208,0.3913443330836451,-1.2461628397342857,-1.2864417555907635,-0.22104404143006065
0,0.7458034535970367,0.9456547136155066,-0.8556405565353238,-1.1887051551828034,-0.7379874369380472
1,0.4102070560185812,0.8686759981921238,-0.6378956666629084,-0.9036596087742129,-0.7812777976418058
1,0.6610713840669038,0.2544396129694936,-1.1799589784756905,-1.1858403869563874,-0.24013068378177999
0,0.5068699290861234,0.5111303852069914,-0.9811566107597078,-1.036114502383996,-0.4547164513390783
0,0.2323996122378054,0.8692800298033801,-0.4946791256319655,-0.7878164285985849,-0.8282326033196334
0,0.7552475139738679,0.8837347789295348,-0.9203724178171023,-1.1942760987582564,-0.6661384165738933
1,0.057791669861803,0.4092301075348235,-0.7422833915513452,-0.8657819258941778,-0.5283774421245395
1,0.2316464247303581,0.4568904340695128,-0.8230964332528202,-0.9117810612598095,-0.509124525134354
1,0.6046399974453157,0.8596842950960267,-0.8104196344207109,-1.0552128845434818,-0.707456857105909
1,0.187956288778843,0.5565319539281731,-0.7306441604162983,-0.8603937137644302,-0.5849140486701558
0,0.0915694447389837,0.2051258031686195,-0.8626327390519353,-0.9465449913090673,-0.4210929956105392
0,0.75225964037047,0.7988703889142396,-0.9867591055076221,-1.1898450849560418,-0.5815396648960022
1,0.6544404920707464,0.147372803902669,-1.1956225456252154,-1.2003796293430697,-0.19807908651785985
0,0.250304779322025,0.7006398857537154,-0.6649264016210141,-0.8439367979995394,-0.6754072771185122
1,0.5488802096986802,0.7554672579446517,-0.8517934761797916,-1.0202476256613262,-0.629780869582999
1,0.6805184833155498,0.3777558983375428,-1.1580242305362,-1.1770814761931376,-0.29445497822535066
1,0.5794282274136067,0.8433753265729161,-0.8034490408660696,-1.0351739194439402,-0.7008878765628612
0,0.7980745162898479,0.0873671016281881,-1.2753936309597806,-1.309759316769275,-0.09308390713072233
1,0.8812829536558325,0.6428761675079798,-1.1901896710261524,-1.319995148522968,-0.36451933120417385
0,0.1706041852939634,0.2009700261784962,-0.9079192280782292,-0.970324025881103,-0.3979232896734383
0,0.1427423734843009,0.9797409544411546,-0.30234082952005814,-0.7053979862231039,-0.9588676276881563
0,0.8561626607342796,0.0120999940481055,-1.3005462956619238,-1.364849753852258,-0.02974477899246153
1,0.5388092766425331,0.1522885828654774,-1.1306638453649676,-1.1320850327903098,-0.25439782209558265
1,0.1752745856000005,0.5849871387728472,-0.7018779477700753,-0.8452027794917826,-0.6079332774823947
0,0.0812798316374303,0.8007756154877789,-0.45216798936322244,-0.7259358869587172,-0.8016615760336165
1,0.3857032894835962,0.7017467870757914,-0.7655144909042536,-0.9197885386576958,-0.6382636078650867
1,0.5162991179681502,0.7737612004675124,-0.8105508527652183,-0.9936163663967018,-0.6580490532289383
0,0.7972984541559498,0.7490079578372731,-1.0601718072151631,-1.2338849250303805,-0.5100179516248716
1,0.8023737470772713,0.5937481375677391,-1.1550697592649,-1.246662298311853,-0.3737134943311873
0,0.016202114608445,0.2432865857576168,-0.8052397908794784,-0.9145886746337739,-0.4572778331852864
0,0.9223742243563656,0.738270095369758,-1.169385110790348,-1.3638683566618164,-0.4224885650795579
0,0.3866165278418382,0.4348791803137568,-0.9378245494003153,-0.9883186796813943,-0.44911191289266933
1,0.6310961711085679,0.7764183180079548,-0.9026885616261491,-1.0829168968241216,-0.6163362026617952
0,0.3746948633846227,0.6475879637589236,-0.7983003080656893,-0.9262428683248299,-0.5983505157010082
0,0.5594676235491493,0.4927164672388041,-1.027969555885273,-1.0730765912662013,-0.42154104347191873
1,0.3554498378981968,0.0848593445251448,-1.044380446566564,-1.06190838659389,-0.3002571117617871
0,0.6705301724178078,0.7447026863896004,-0.9591329049903129,-1.1185344467721623,-0.570005841248605
1,0.6905714357853364,0.3949490803057452,-1.1588793716927892,-1.1813795316797626,-0.29927061828850215
1,0.4594967589953856,0.1502272431561898,-1.0866006803396666,-1.0927091799466884,-0.2857731169350112
0,0.1108096455031947,0.9378767049118631,-0.32718291082067996,-0.6974645352772091,-0.9232365906477862
0,0.6822777937138661,0.1549590614110376,-1.2098519747631469,-1.2171570497137643,-0.1863556422456498
0,0.7404556758583939,0.1404628514939112,-1.2429088879290955,-1.2595281874935311,-0.1480055401664546
0,0.3180493502767123,0.9533134274758917,-0.47309409420665327,-0.8260279777272175,-0.8912784838504614
1,0.5466156295897405,0.2327935585809804,-1.1168374769251057,-1.12022734552105,-0.28402977918173616
0,0.2250967458207529,0.9012686810960142,-0.45529644380768614,-0.7755737607964046,-0.8609063334119255
1,0.5199269471178599,0.2090354635436865,-1.1071392895152021,-1.1106401308925655,-0.28504493227689864
0,0.2741807616042506,0.7608151890036917,-0.630968858818115,-0.8400977731847002,-0.7193223671344502
1,0.3352956860672704,0.74342801034917,-0.6927208688182301,-0.8798571598039565,-0.6878731164304922
1,0.2683997138726546,0.3529359373575023,-0.9013413107339092,-0.9590806958342726,-0.44017404086467576
0,0.2344965125983134,0.1297611179232745,-0.9673395359619417,-1.009287555326872,-0.35288808902416574
0,0.9034171727383228,0.1451573667234093,-1.3270324626947343,-1.3897974884270292,-0.04057612349956361
