y,x0,x1,x2,x3,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
1,0.150009486416522,0.5781905125033504,0.880458685142964,0.8480295960243671,0.06350820243901883,-1.3734244006689469,1.354505513608048,0.007808814719163382,0.6703033321970076,0.04886937699828305,-0.3516019227474735,-1.2727303224790945,-0.6543940547115626,-0.03129410171454179,1.4479550295935966,-1.481850626243584,0.12618206279267646,-0.7763509626241276,-1.608950920527173,1.000906865551981,0.01568354720821509,-0.7387957415915779,1.0716324556226988,1.0224289414016865,-0.7857745280257524,0.9610359336689718,-0.48539277453474167,0.7673467065417949,0.611524975610029
0,0.059545259032531,0.6821423888601056,0.9364231058306284,0.0455664904099573,0.33863138467290804,-1.177859764043234,0.9398768898961508,-0.3538677795769007,0.36219589372141386,-0.45288004980372903,-0.2967924942950529,-0.34909705672856367,-0.9109041730590636,-0.10135707498592114,1.164633996361138,-1.120432496326626,0.3090804481957342,-0.4040713619817729,-1.8953882966113365,0.68954276780913,0.4355003033596295,-0.8096410404218906,0.537315887362089,0.8950801867807878,-0.7150987240425285,0.6373342394472898,0.10747793264770493,0.7034686867410258,0.6412585496215876
0,0.5755421937043635,0.1220746029851306,0.6302230588967037,0.0967257257104139,0.5116520010617327,-0.8979140016531257,1.1403988532961573,0.5745010978809786,0.10258804072378949,-0.7411307876580807,-0.1900166192395439,-0.6767711186256705,-0.5146575014938142,0.24143935762596425,0.9356424460051977,-0.9097278776383054,-0.08012808386238501,-0.8760912304974752,-0.8882554476718332,1.2111716572302655,0.08600365370074974,-0.5380989450817433,0.38776908299766427,0.5903840060420243,-0.7511271381973588,0.7363212595289456,-0.031813065408721315,0.3268548109270441,0.24312736919065855
1,0.0150463065822044,0.2585976609153571,0.9608101444001468,0.5168916553745935,0.35943580674695036,-1.1705037581739126,1.3374788564625228,0.0005896913759972596,0.5422998452904317,-0.28404113798629016,-0.6520859752086781,-1.1227832796054793,-0.7024094622240548,-0.11453996015558593,1.1013884699489618,-1.2212019482400105,0.18343591918658575,-0.4476046922862683,-1.4871908238704559,0.8293361616448387,-0.027903713774986013,-0.7742220787994474,1.011078172095784,1.1858494704464257,-0.6734185149812494,0.7469501519081819,-0.25098471460033256,0.6181530989725372,0.7045766374589526
0,0.5964230723195899,0.1750480840159072,0.8626720063476906,0.60848306858606,0.34130066814297355,-1.2475547856468254,1.5123404563102698,0.5303790830549286,0.609009981612787,-0.5176525850115679,-0.4587081999749625,-1.0754416277851113,-0.7610208759722562,0.2507556302817546,1.2838981410202508,-1.3124011214059998,0.09721370415744728,-0.9536709866444604,-1.1022784956389595,1.4494320511144347,-0.27630203633651795,-0.6508941149839631,0.9144197575921155,1.0218703640817033,-0.7588190547915489,0.9839967878439495,-0.46345801423104616,0.34511941960140624,0.3345123240002062
0,0.1815455147635671,0.0716814454342696,0.0778187015398126,0.2568996532804309,0.38946435548033087,-0.805476915982333,0.9872376623627258,0.7654142495472498,-0.04970949194241586,-0.23072964439661497,0.015000761700080974,-0.6051557758783491,0.01916730347800847,0.24719382313615954,0.571073687080943,-0.6062544957918053,-0.3520084826124089,-0.8243957860002589,-0.5933575436913077,1.1424345612669422,0.18083928262446664,-0.6002961848928292,0.6083727056805238,0.5202740938553095,-0.6223388861506197,0.4008353973218859,0.13010547662056923,0.7716879937648443,0.18361936943843804
0,0.8709710338949475,0.8810688187017651,0.4017226202168827,0.6153531653293488,0.24772708211118605,-1.3679759630878252,1.2485882787051146,0.6980386764111369,0.04819512322213836,-0.2746582732114376,0.4544522817177516,-0.5665346970698093,-0.8122748298440859,0.3395569657203963,1.442559105203169,-1.3536977916829958,-0.08987896860445171,-1.180469461388189,-1.1183410861269,1.8102335654878692,-0.236621146899129,-0.5613402224957016,0.10031726353525573,0.38485252968691086,-1.2380749342718878,0.8049740266226844,-0.2085228470237048,0.2951685055424854,-0.09279625488333727
1,0.5390195915987916,0.6535751553890374,0.6651037093987416,0.0875331273438411,0.38103588908831615,-1.0860339069332228,1.032639937428923,0.2229588810419453,0.10685440905724883,-0.7237506855419842,-0.003492387353581493,-0.333211109728124,-0.7364856673353385,0.11822491094677587,1.0866934620510251,-1.0824198970234822,0.16041284605327208,-0.8136539353185229,-1.337776240182916,1.1753288584680097,0.3020146369167932,-0.7397798437627385,0.14119565741815282,0.43453306311374074,-0.9165952618451128,0.7886082425976253,0.054575240669741794,0.3884004646991923,0.3744124960731208
1,0.9897379870417382,0.1473791541181882,0.4202492395892617,0.7292142311775737,0.33034298797763123,-1.3130710290167862,1.4485463202705373,0.9928801757235757,0.1902088513402983,-0.3138728457380101,-0.09539988034463592,-0.7168535763230292,-0.4818465884261136,0.5869399913271894,1.22259954878578,-1.1183998277296034,-0.5659633045946741,-1.5307014404353325,-0.4602082000027423,2.04007887043765,-0.42575095560821863,-0.26344530595799676,0.6560131917916954,0.8320080657874698,-0.754393377974696,0.7622676752526557,-0.6614508873414083,0.23362980449495724,-0.3377976705369424
0,0.3186834297309361,0.6962695538108961,0.9408782100439742,0.0494530725178978,0.33283418036342727,-1.2516378681842064,1.0543026350646734,-0.1953943108566447,0.41911717846588215,-0.6420394691269049,-0.2709614341238184,-0.31178211226328434,-0.979989499325416,0.013984267196138886,1.2332536064127257,-1.2793839917786427,0.43196520667737043,-0.5739119416615436,-1.8095385378994042,0.945208116562237,0.44682284201348016,-0.8563853432371107,0.4267277039057742,0.7719947271063262,-0.7860688301227045,0.7680538426647617,0.12407222313799546,0.5100810277757789,0.615143288041312
