y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
0,0.0852898817246453,0.9640769624526287,0.1875323152281284,0.7794477202091231,0.2128428597774204,0.2469592379014501,0.6627362103722356,0.6223100130061437,0.284538631617256,0.0010959066802139,1.0286912981560083,-0.4991629952058272,-1.8636041813116981,-0.26317086431580705,-0.48685494236349847,0.006709884149611333,-1.483210212075619,-0.9062444542121514,-0.07629043184746159,-0.00014684288986136976,0.45575737611319606,-1.1360497421700846,-1.1645894695769767,-1.2397188510930726,-1.990535661676879,-0.03659915829527156,0.1911213992752444,0.5535330394163351,1.1264346535087328,0.15801978239464565,0.9801534819988935,1.6639776165579645,-1.09832900853105,0.4420587922656851,0.3283057980624673
1,0.5561406971357559,0.2694330803680239,0.6311381269604526,0.6771098562971795,0.1431457473116614,0.5212738192234749,0.8041865276499692,0.3759564411771247,0.3087353565469908,0.5451988141742348,1.5306868219836376,-1.2874844900222358,-1.6678396060735874,-0.4129068617448395,-0.46162774878077334,-0.15851631787471615,-1.5973533875288084,-2.252842190051515,-0.0959073637566846,-0.5908943300025108,0.8110208047075917,-1.0674804898473118,-0.9559400634518173,-2.2471446363113405,-1.3675026156535173,0.5060401663915631,0.2615541487573088,-0.7308074525669672,1.1619764804809143,-0.4027098794114976,0.7906561409491114,1.9262599389164017,-0.8564069961829976,0.125299294123535,0.49984085185130217
1,0.2442465994095809,0.2338126837170221,0.2346150301715415,0.9999676947987666,0.1151377573075929,0.3366017151402279,0.4861542226581375,0.5734407937379266,0.6140613774780331,0.6028104429180577,1.9710459660021058,-0.4602542987901817,-1.1865748134393022,-0.41671591778025735,-0.6198836519891122,-0.14484126381981297,-1.0121687752924675,-1.984657739477347,-0.43943253707794716,0.24369375795996082,1.1374229943523884,-0.9728798924948825,-1.4414300032791565,-1.7185607943509948,-1.2734377034926185,0.8821150900435694,0.3116894526305353,-0.6393670708357018,0.19076272431667843,-0.15913531380694954,0.2689053803011381,2.2522626595161923,-1.3407892992444346,0.06758719351033585,0.7238568420702572
1,0.4142995838863685,0.5230930519362631,0.1367198627385316,0.5314914248600554,0.2806920674490394,0.9653022726841152,0.957841172236623,0.6059359599653661,0.1089679251025215,0.5804535338725851,1.3406759242166266,-1.225104499584497,-2.4870501522034223,-0.10445778069087515,-0.2990701055903496,-0.3037233871595485,-1.4084758726469437,-2.8420951936824697,-0.6764003677862133,-1.0954939504013514,0.6632093745704767,-2.097202345310569,-0.34939850589820926,-3.0597525555335587,-2.317504568299764,0.36020860652600495,0.5087356441809328,-0.20282493414610625,0.7836702933582178,-0.6324267532974002,0.8308344143409137,1.8665078611893295,-0.45134485464457197,-0.33941945459498896,0.4375934416247272
0,0.4312606223860681,0.6824373724825858,0.6859801198236412,0.6488740829413845,0.3299035013672455,0.4609011979094819,0.0368274195290188,0.3682182093774673,0.239947681282877,0.8967570798145471,1.530700427214653,-0.6988197208055029,-1.6750883237613001,-0.251943166414474,-0.2282130240426792,0.1547924770831538,-0.5600923620493374,-1.6064232737566722,0.22402008010692043,-0.514078664818223,0.47774374523389607,-0.8010331983347341,-0.2711244593565021,-1.1773760885718403,-1.6306908138006257,0.6525958092722388,0.09193214669790764,-0.5419973120010135,0.6972910778120094,-0.6541341400231204,0.4702627854266328,2.0498291546375387,-0.34396177198536054,0.6896046854199261,0.2852960558445849
1,0.1348508185789608,0.1375423472291475,0.7219056382183767,0.3972727887192473,0.8468487636781187,0.94407110814288,0.702639303628824,0.4590985173631248,0.4070281016556265,0.2361766676182055,1.5633427281812045,0.2933203867552954,-1.822794089260988,-0.7501020754162383,-0.29339941632399263,0.4761411366394456,-1.3820183750005848,-1.5391323259980891,-0.4993159682144315,-0.5257278230885291,1.3960186077243522,-2.5782891535239876,-0.10495333687469603,-2.9329937216974753,-2.1102851517307664,0.32441938240131313,0.3521810026900148,-0.05685209920606639,0.42234014067357334,-0.6078578067463234,0.9981798827332757,2.23385224085707,0.0606272728877871,1.1111923131760708,0.7427785754589336
0,0.9710301202502548,0.0288189551918847,0.4159120413395878,0.2038551665113759,0.2937114807461409,0.7061695909951167,0.5386811438725567,0.1556988835750298,0.2408069058549203,0.8924054828343154,1.2622082662942253,-0.6542015306195577,-1.4829714481267016,-0.36269394793852866,-0.32641580342831444,0.15213866650033972,-1.213556567642448,-2.8094572844411907,-0.05874161343340559,-1.3115020874146428,0.5483768743431904,-0.5498784885190933,-0.46074558304044977,-1.559690893214035,-1.2432904313011737,0.7375402846316187,0.7688394729351544,-0.766128198369668,1.1350188442767783,-0.4836175215459583,0.4168434475663215,1.6193026915312783,-0.17932822497052597,-0.04487792041725878,0.5471077837589098
0,0.351929035588496,0.00800267620571,0.0916183195655802,0.9624091054241108,0.5446301888664248,0.3482424140587394,0.8392350075083528,0.4761980245473396,0.7048989206199338,0.1240278709841309,2.248409202598889,-0.1853139638922761,-1.3433644711214043,-0.8031596893672945,-0.5284941876881138,-0.10297143275650389,-1.2957436858903444,-2.359589536135858,-0.23126223740515905,-0.3757953440906824,1.4574947024342744,-2.0303356532407233,-1.5000728725012187,-2.0397851962218665,-1.7168827434839442,1.33054451020498,0.46716426924843785,-0.8340411775805855,0.2735528312837534,-0.4469500955136005,0.29841226954477706,2.48371072060297,-0.8758657368311139,0.7873652090836019,0.7061944825464977
1,0.9698562334701544,0.0806007259839919,0.0642120006267037,0.8035852767115805,0.8123181325332033,0.3054726141560033,0.0863540411726427,0.5483930805760031,0.2265297727672848,0.7436400561821987,2.001712914422797,-0.6359566787226547,-1.6604604957920772,-0.5847199924212927,-0.9555503122425933,0.17740232365950148,-0.9344274344147424,-3.0608300758831986,0.40173643850671137,-0.5884407631188248,1.5224366864069987,-1.1640588119718476,-0.9266682364575077,-1.9725306655232462,-1.638792811264433,1.5329586136293667,0.7601324173501629,-0.4270340065678222,0.4548767397443581,-1.5567596393165875,0.13908367599509688,1.8772993247430259,-0.6184909258266378,1.1612000411323686,-0.1296148071022217
0,0.8500463510563062,0.4569110570887166,0.7804257324672735,0.1378894833373922,0.2428974774189169,0.496208319330652,0.7558763316448979,0.5964408401273815,0.6971735369420239,0.5008935277196657,1.110714061075854,-0.799475849911985,-2.1793749145871257,-0.8562191633900457,0.004007921101066669,-0.23715061517849811,-2.0472728019892754,-1.7360700156896423,0.3612045065085215,-0.7701557546994863,0.6258575806794141,-0.8611309025223709,-0.1526158449846248,-2.680248592421913,-0.9786853247662388,0.2719899439529436,0.15133162459069033,-0.8608778921314082,1.548931571627724,-0.4355077266494304,0.9419161539780977,2.1863697590407076,-0.039830039340284985,0.7544539449288326,-0.025193964927851906
0,0.6456040990771147,0.4009828999549882,0.396551784625234,0.3226741990836621,0.6625317315564693,0.7553963662573487,0.725881259644507,0.5247475811645272,0.5592730478827788,0.8223003879858091,1.3879858565292125,-0.23888397011291174,-2.0772292553137865,-0.6195010175332998,0.09610462526512102,0.00664278022478107,-1.1961991387922002,-2.4928631477928933,0.2719912277735007,-0.9591964764542643,1.639258021046204,-1.9136402749222856,-0.4193287495098743,-3.0043434393545954,-1.8202468955453408,1.0034108945191178,0.31027122508543137,-0.4152410970498942,0.5276422981653044,-0.637882663831961,0.32671557294006603,2.4479790103083827,-0.05877722520797896,0.4055353766328043,0.2572834534183602
0,0.8612661801363427,0.3526072479234026,0.4267004002613177,0.5066016898769085,0.2238525299228144,0.885056673425692,0.0515312984445284,0.9571718064821568,0.2637949118358274,0.5136983964124698,1.069754923685106,-0.5456863039452949,-2.5268293272852445,-0.48838808903831243,-0.6792358112766254,0.23904648575246176,-0.10924694964252066,-2.3928249122630856,0.18892520519352224,-0.43021737327476506,0.08030460086826006,-1.6955893240052706,0.3191626401938182,-2.354154586951306,-1.0486735723343057,0.0709897721183207,-0.454990884900074,-0.9057461008855044,0.9411862417814747,-1.5547385969235348,1.013165169756118,1.9427415645356514,-0.8851148484212865,0.6125880128949232,-0.03544931305824718
