y,x0,x1,p00,p01,p02
1,0.3226127998578133,0.4268937084289347,-1.0352651346321804,-0.21423288931389273,-0.41218984095300765
0,0.9923431359273917,0.7881033266962639,-1.0365775603029066,-0.34703738852589233,-0.8833919121248791
1,0.5288588475292851,0.7066741713434297,-1.0918889053251877,-0.26823597668625154,-0.6738710861084509
0,0.7785050780685007,0.076755402854984,-0.7427929527477114,-0.17994779621334855,-0.18357113311165035
0,0.9676948056610284,0.7548786823404581,-1.0272235964302228,-0.33013907034559564,-0.8349822928319115
1,0.2377072033374014,0.5882610622310983,-1.124565148625289,-0.1953263708022835,-0.5402941338445748
0,0.1912018172797474,0.2130892315783722,-0.9866099678548214,-0.21996864777250438,-0.28182929188728945
0,0.129061553206897,0.1755858955859179,-0.9920911839049424,-0.2203106810841983,-0.27085964367138304
0,0.0912409589407847,0.1840244553972028,-1.0078652827509949,-0.21526253931121545,-0.2827640932353771
1,0.4648776157233806,0.8940185885691436,-1.1700665885111274,-0.30001934385247503,-0.8734743142560316
1,0.4479792995496078,0.7283192811684097,-1.1203667383372935,-0.25518840202482307,-0.6845311732776348
0,0.809299724392994,0.6785472949363611,-1.0203548450911546,-0.2952004577893862,-0.7026976689459633
0,0.7306580054788016,0.2622090138702497,-0.8470189253729554,-0.2113912294523194,-0.3128440323022742
0,0.7202730283218024,0.7359142927655238,-1.0589872468765722,-0.3065929064289639,-0.7434988930700868
0,0.0237904807034132,0.8818745833108053,-1.2743603204922462,-0.1427917962456556,-0.8269013393437606
1,0.4529686778804141,0.0580510125735193,-0.8307005267138485,-0.2353134638933572,-0.16606025753950132
1,0.1623796982517916,0.5419118055610251,-1.127506323182055,-0.17991920964101085,-0.5052161486199166
0,0.9690230111667676,0.0495790551237458,-0.6915596103721451,-0.10885545177070313,-0.18485399688433005
0,0.9820015277852222,0.9429851393123276,-1.0842447851207295,-0.43809287010383635,-1.084226509057352
0,0.7678749041352592,0.1571678477451549,-0.7859529454911539,-0.19233351757453898,-0.23949120887174935
1,0.5790843562613435,0.0572600731578659,-0.7888538950338315,-0.22041726677309492,-0.16219909510578212
0,0.948052416468258,0.2243629352356841,-0.7868634718792088,-0.1563288376814223,-0.31561184426307787
1,0.0386824254680434,0.6658843036901587,-1.20423982490162,-0.14180570067694878,-0.6163613911561077
0,0.9160470448574334,0.7620290311673046,-1.0357110369687883,-0.33271906912634064,-0.8272812126587618
1,0.3101171702325381,0.445876721316443,-1.046911087476274,-0.21181964690288663,-0.426469880676048
1,0.3614278868089858,0.1393667219684764,-0.8980587295044988,-0.23491101344805748,-0.22045812240155135
1,0.6521044931800558,0.2335343288722152,-0.8525825530184897,-0.2184956043412939,-0.28397116790305965
0,0.2177000784193534,0.6933076840037142,-1.168620840479962,-0.19251955378723504,-0.6335627568886505
0,0.1147208267741648,0.2865728684133535,-1.0407213219886242,-0.20062844727976095,-0.3363122329021421
0,0.5496579100338295,0.5642808549455506,-1.0302619320135848,-0.24798110777682866,-0.539022981681766
0,0.5459653399764643,0.4888149158130235,-0.9989320937008677,-0.23932504309120795,-0.4724328180267793
0,0.8674807493673697,0.8342046426854579,-1.0669550470672762,-0.36355618753438584,-0.9003345026197793
1,0.9739556589323224,0.6517810339232015,-0.9869107338282403,-0.2831968532452843,-0.7190283178588399
