y,x0,x1,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,0.3226127998578133,0.4268937084289347,0.17070176178147387,0.5210275972350699,0.5175907510028029,0.8920967609350893,-0.296296114857298,-0.5452441069907951,-0.5952034663879133,0.9415848039017604,0.252879414959231,-0.11006674108327623
0,0.9923431359273917,0.7881033266962639,0.4135423983409055,1.0703422637787503,0.5500095125603506,1.1510161222440816,0.5064539864836247,-0.7592950549316525,-0.44730634692512505,1.621062764223798,1.1048932860023433,-0.2685159258960006
1,0.5288588475292851,0.7066741713434297,0.2657736519589349,0.5504199650551714,0.6006651058937267,0.8648444176370341,-0.03318573859757528,-0.6089295032793627,-0.5911608728461978,1.191660983709431,0.5807551972568638,-0.04480988240954494
0,0.7785050780685007,0.076755402854984,0.29407128948558864,0.7848927302910511,0.30933356548306523,1.060843391286423,-0.01131058537409977,-0.749579283981258,-0.5204956710986464,0.9784591134105837,0.4024809288422008,-0.38337380432994983
0,0.9676948056610284,0.7548786823404581,0.40265591650586086,1.0237734226348045,0.5332066184476342,1.1358986705329346,0.45855757632041944,-0.743811260443898,-0.46141647531750524,1.5672451601353445,1.0440674740849027,-0.2572369072993368
1,0.2377072033374014,0.5882610622310983,0.15587765348393887,0.44800448564474843,0.6227055915700802,0.8075378710999962,-0.3027391595360607,-0.5288283428856616,-0.5968353691772357,0.9762502878175903,0.31119458798949867,-0.005424289982405836
0,0.1912018172797474,0.2130892315783722,0.11593128471118713,0.5804950836161745,0.4616443046390383,0.9326002452951059,-0.44224591939262853,-0.5489248348666439,-0.5906129636088738,0.8124719917240003,0.0845659120575898,-0.2001996271325544
0,0.129061553206897,0.1755858955859179,0.09346224137288539,0.5971158371764553,0.46222532653104725,0.9367640745361129,-0.48825340837282283,-0.5440794526274548,-0.5887198787018125,0.7792326527586454,0.04483028065894251,-0.21312352661506387
0,0.0912409589407847,0.1840244553972028,0.07997942205950899,0.5957516744917315,0.4760133580902406,0.9305124693564368,-0.5070202249662656,-0.5334874348674624,-0.5855588115523389,0.7672922535156668,0.03375450362018111,-0.20573752751456698
1,0.4648776157233806,0.8940185885691436,0.2653513453175482,0.47492747045793104,0.747163237490686,0.7391665211329714,-0.00015538156798071412,-0.6569935489827403,-0.5930084453634908,1.273798654459895,0.7094999364556981,0.05238203445238179
1,0.4479792995496078,0.7283192811684097,0.24096724891615884,0.49527053412484967,0.6383025896982686,0.8185330903677429,-0.09285215793040608,-0.5956995450700503,-0.5988188135037135,1.1579770697849354,0.5426393269258962,-0.0032084551110556636
0,0.809299724392994,0.6785472949363611,0.35084442392273274,0.8035804916321087,0.5146016009935078,1.0319957665906683,0.234519150870653,-0.6799407522619676,-0.527717388453923,1.3653527514570294,0.8010167627505314,-0.18509106837522632
0,0.7306580054788016,0.2622090138702497,0.29006746489024965,0.7349761078040268,0.36122309802334873,1.0437544816529896,0.0008675829245580516,-0.6830177965521577,-0.5375807819902433,1.0509137590728201,0.4489420626136758,-0.2983463873860339
0,0.7202730283218024,0.7359142927655238,0.3311784859407487,0.7105473111865853,0.5661779211098558,0.9587876054513226,0.16334306849996422,-0.6633278582511065,-0.5540288936697304,1.3382422054257888,0.7633142523870537,-0.12409410947754682
0,0.0237904807034132,0.8818745833108053,0.13908199621806577,0.27871202001475043,0.8570327577753913,0.5619679642748912,-0.31213952986260207,-0.5871206424327335,-0.5670574455806169,1.0234829064862632,0.45809802727204063,0.19866999461044357
1,0.4529686778804141,0.0580510125735193,0.20985574525866202,0.659467185606666,0.3361509949427867,0.9962561609436072,-0.3078151711507597,-0.6582664560256953,-0.5873005373651985,0.851734285457014,0.1538882086689107,-0.3164239460193177
1,0.1623796982517916,0.5419118055610251,0.12643872110761817,0.450277199956746,0.6208916651057229,0.8087110514459708,-0.36655727155437473,-0.5101998841876022,-0.5899668543900547,0.9206240705401244,0.2433654465183517,-0.015619470103877865
0,0.9690230111667676,0.0495790551237458,0.3167838248316164,0.9350285049979205,0.32332520047080743,1.1258949442108506,0.1922131078922698,-0.8264886203766642,-0.44928929280069996,1.0602342550217738,0.5876010766793137,-0.4423401828688615
0,0.9820015277852222,0.9429851393123276,0.4338165927032972,1.0961745531886076,0.6570244507276382,1.0985325784892597,0.5763815320294179,-0.8060306419224563,-0.4362200490624957,1.748366725754284,1.2468605244020106,-0.25533101712767325
0,0.7678749041352592,0.1571678477451549,0.293898511472926,0.7695332620200662,0.329241625319865,1.0588998421536997,0.004707357610073395,-0.7220175148634571,-0.5243112445728388,1.0143146340040468,0.429960546429157,-0.3502703200543169
1,0.5790843562613435,0.0572600731578659,0.24763505896006774,0.6926605318719273,0.31624513014194744,1.0150187122233667,-0.205938556689513,-0.6936874785093881,-0.5690406025280479,0.8922817868987865,0.23386274125365025,-0.3429310990687795
0,0.948052416468258,0.2243629352356841,0.3283895851447248,0.9194940390834812,0.34799422044322004,1.1373199266937426,0.22916416045835947,-0.7683837343094497,-0.46150590434793365,1.1565835549847017,0.6508567898390234,-0.38082179492336743
1,0.0386824254680434,0.6658843036901587,0.10570532105489776,0.38225127726275254,0.7200848038421312,0.7129353035014803,-0.3964353679141717,-0.5060953258414899,-0.5745431559428325,0.9182844758130766,0.27602835096120015,0.07441272154683594
0,0.9160470448574334,0.7620290311673046,0.3908152453228987,0.9498376642234784,0.543620057463871,1.0913470893146575,0.3972538294610396,-0.7277382235177037,-0.4847438417307075,1.5227198270164435,0.9890914172115953,-0.22576707638938256
1,0.3101171702325381,0.445876721316443,0.1676855595492626,0.5121466806373761,0.5300609938185571,0.8827925860640007,-0.29933936124736593,-0.5411581490812254,-0.5956748233474615,0.9443627159322205,0.25721878589867636,-0.09734929635499474
1,0.3614278868089858,0.1393667219684764,0.17670663867324068,0.6191155072053887,0.3867115109903144,0.9713494463603645,-0.3510819635577496,-0.6093527471992739,-0.5919110282017376,0.8487463629091149,0.1350473536730728,-0.2625184990108452
1,0.6521044931800558,0.2335343288722152,0.2683334862095559,0.6905511527519247,0.3623480089124279,1.019264076994179,-0.08482141448280549,-0.6650845294814,-0.5553568405035681,0.9980161295326478,0.36779178875012253,-0.2870118561145678
0,0.2177000784193534,0.6933076840037142,0.1616962510859077,0.4059776221920423,0.6874574100358287,0.7495055812086601,-0.27731511463123004,-0.5427421170175857,-0.5969461230410036,1.018793241053468,0.379922971437014,0.0549438543848017
0,0.1147208267741648,0.2865728684133535,0.09082406030140858,0.5505206220197497,0.5148902050082721,0.8997969080252721,-0.467801773699388,-0.5166047291049204,-0.5839794560993519,0.8054704302713996,0.08428494175155263,-0.1526475610473627
0,0.5496579100338295,0.5642808549455506,0.2585690476486518,0.5844940672164075,0.5171585231101934,0.9235590700318609,-0.07014964350478413,-0.5976649628666565,-0.585631545962687,1.1192675456805063,0.4860658908502637,-0.11136192711437912
0,0.5459653399764643,0.4888149158130235,0.25089670789555985,0.5939156270931151,0.4824356264031915,0.9425286936598536,-0.09973593085389043,-0.5968816735719392,-0.5833502385403598,1.0757130176990815,0.4319691630071163,-0.142909031241216
0,0.8674807493673697,0.8342046426854579,0.38733763371130064,0.8945356861234945,0.5969211966931627,1.0321379167779487,0.37421480616684216,-0.7306861639608967,-0.5009060197519865,1.5360502567849095,1.0019628004865988,-0.18584205389891223
1,0.9739556589323224,0.6517810339232015,0.38849713759288873,1.0098885326442906,0.4798529794415375,1.1565376839127448,0.42020132799923415,-0.7325495677332244,-0.46143251105043204,1.4882676753636528,0.9639741719608272,-0.27697852203957635
0,0.2776845592278857,0.3118315512530235,0.14898624463075807,0.5501006074530086,0.47977459104071346,0.9173864048417975,-0.3605531256483901,-0.5489074387851675,-0.5924487365453872,0.8776271365860976,0.16844080293993047,-0.16135826705577663
0,0.924600741693276,0.0028340953310184,0.3118669538547086,0.8971173299977238,0.30835077418709783,1.102522387709739,0.122091329209385,-0.8248307044121418,-0.4688291688768614,1.0089016631315635,0.5159933852140905,-0.44572409933956725
0,0.2276337261923775,0.8414752875021622,0.1844873782533784,0.3570871705404416,0.779636363276564,0.6646199537375846,-0.20627210719460132,-0.5939895639538312,-0.5959820389192286,1.105887000665305,0.5152708114360494,0.12597717732216757
0,0.246229373494658,0.8441689272540777,0.1903310041248765,0.3636640021011164,0.7762479909199131,0.6701302769126064,-0.19229134398022812,-0.5979858986738744,-0.5971691857680765,1.1172845938818468,0.527665621624877,0.1212209705271416
0,0.183168341091498,0.7999755019095147,0.16573668300678454,0.3564607799350596,0.763849765830165,0.6751125894772084,-0.2549928850530353,-0.570117276092982,-0.5931904130100343,1.0590218562239333,0.4538320789788349,0.11880207520648169
0,0.7492114165124749,0.920587084189987,0.3618671517508233,0.749817108013616,0.6860637922134811,0.9055595964345063,0.2866381891793549,-0.7301704800391673,-0.5356557869839291,1.5004161591653233,0.9684041946315909,-0.09933988564514401
1,0.7074568753076395,0.4884617889826557,0.30089500398382274,0.7030323756048091,0.44491775187282134,1.0110443208612743,0.052606824936734874,-0.6426973540222802,-0.552924505316878,1.1667763601153138,0.5622461076543513,-0.201590312588155
1,0.2279268568894479,0.4274349119848811,0.13804257972028974,0.5025618725932954,0.5459646066394798,0.8702633945646958,-0.36031110272823225,-0.5240249980788553,-0.5926221152788763,0.9015922652311774,0.2047911630077576,-0.09059572589833831
0,0.0527207219123649,0.9344867044775316,0.15484905176968733,0.2607799991977311,0.8890873369183379,0.5302455445724907,-0.2684062233384539,-0.6211202816486542,-0.5692530098531321,1.0697192123529198,0.5249280890296719,0.21998513900813974
0,0.1320399040369118,0.2656291319729542,0.09607613322788851,0.5590971396218666,0.5008535340887572,0.9091030951779832,-0.46336321966436045,-0.5242835770918743,-0.5858222522975631,0.8058971109254316,0.0820976580460296,-0.16575541404711555
