y,x0,x1,x2,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99
1,0.124552989733209,0.3089829390148769,0.5455843475444044,0.20796426798289347,-0.26081294329938565,0.06842186091090524,-0.16011465922034981,0.38606646032139447,0.3502442784590751,0.5763111861731363,-0.5978420052243806,-0.3520266817357901,0.062068343795126935,-0.8587629629070531,-0.5976717403860198,-1.0353335261609546,-0.484643315402752,0.7407402443126401,0.14786547375093587,-0.9655757544227354,-0.555317439545364,-0.4599559289685742,0.9660275403120845,-0.8973075677835245,0.5679738344987622,0.11330342975980078,-0.17584596714903628,-0.42088204330666906,0.07402582812127781,0.2550293252022406,0.25083598655662775,0.7370581093824664,-0.8660514387897007,-0.20532021054245372,-1.0723036510830313,0.31234688662873356,0.48458717810377283,-0.7282333078073101,0.15435859291654247,-1.2710206398171702,0.04716294969150534,-0.02966876701703759,0.28753351830644613,0.14040165384935643,0.8791822893967249,0.0058070954313427375,0.0036888422033095475,0.22563411086806895,1.2244853832204237,0.7798418487152893,-0.185358032036268,-0.32069344100211844,0.05157075077942593,0.13966471241404216,-0.534590958146783,0.5308147843732851,0.4007522397595237,-0.3851980052997555,0.49572079047535067,-0.8809711932718673,-0.920035542315446,-0.1231407948289788,0.40887343535755194,0.23891931521535423,0.38848023535875076,1.1688624821842073,-1.0250947185544559,-0.7881132911336148,0.9572739398563721,-0.27810417060958753,-0.1478216219974651,-0.17969630849153323,0.005523652765695965,-0.8842402213252002,0.7662607780065936,-0.6407835821287529,0.5347731985898244,-0.26079565413544076,-0.4882768237624235,0.28634984810332215,-0.2626054426602888,-0.3382073155914911,1.252715402010962,0.7947320742041266,0.9987656279151899,-0.46319461894753816,0.5873695454596065,1.0909540035644998,0.023218146055999887,0.20163113357456325,-0.6743468958881733,0.5410936644137985,0.19070518873664294,0.15101831532097792,-0.6167399397940905,0.4915103650561836,-0.7906745510990366,0.3310414096674404,-0.38793767865012646,-1.0630526607852648,0.12674859722302695,1.180907413600176,-0.27371191474735596
1,0.9484078060345064,0.5655880376558566,0.1223275248295721,0.29410316699277805,-0.266452384144765,0.30575213621554787,-0.006315106898001266,1.0995592908415397,0.487829688583458,0.8015508959962463,-1.2906197383826894,0.4976065665349047,0.46818461909238096,-0.7000287239601144,-0.861841349168008,-1.1570873041634855,0.03934310859777118,0.6803786869582885,0.41658838742847853,-0.9240536491878043,-0.5010810816021128,-0.44088338836636404,1.689094715665011,-0.7968015291507997,0.5956540818276747,0.4925834617230562,-0.3308751176006016,-0.1200766678295022,-0.24698386449836188,0.4525266761164021,-0.18371813140793,1.3491157023705433,-1.1426627521911352,0.05187551632469147,-1.6817878331755431,0.8361307226727301,0.5486265447460839,-0.8614961795357404,-0.3539863702130595,-1.38744587975189,-0.11763380958356595,0.031681876070648825,0.4564351781121512,0.05981581018938783,0.7608219922823218,0.3187153236595697,-0.3029077570519446,-0.3750277568434428,1.1891942156122908,0.33554167164877724,-0.24673636015057335,-0.490239642922606,-0.32159943179605527,0.036373411128215107,-0.6072566718881652,0.5583383874346194,0.881208174470013,-0.0388123759285371,-0.14004993328515392,-0.15879933147746744,-0.5964535645008913,0.1008676762009383,0.08510274511868848,0.440943286408638,-0.33341765621666597,1.1035564487102036,-0.3722893158392338,-1.6164793161375806,0.7463472838780901,-0.21491871850687183,0.1672980847134622,-0.07756075556259569,0.5460573286441333,-1.079285518004596,0.577454253969206,-0.9103030415687063,0.9151976851766722,0.28163431909782727,-0.6491866602870742,0.9436232808087465,-0.26402305555131245,-0.18859605621423586,0.6980375643799358,0.3478032420704162,1.0449340065023094,0.3024540892253436,0.13363198444637173,0.8169506401595883,0.1469598207775037,-0.07668366845353133,-0.35955934655057914,0.7917873003719093,-0.1119431383355505,0.8355232663913102,-0.4340664575447505,0.654181998209386,-0.8766156866558796,0.8167880291358223,-0.48657595934597325,-0.8202872827677998,-0.2761577844845349,1.3004297010936814,-0.3202156928377249
0,0.3221536150026741,0.2032391467100148,0.992859852318297,0.40436131812464965,-0.17301574830336924,0.1822039750943689,-0.1209219171651805,0.16330361721548475,0.4504691480943117,0.8815575109155527,-0.44679674359438226,-0.13504721066691938,0.09364682979962853,-1.2699907349528086,-0.7182210995983069,-0.9209306644435612,-0.6179970007742409,0.8746816402583173,-0.19554558367827948,-1.3146181313616978,-0.6873036671496904,-0.4319622025114491,0.730192652223087,-1.2854909913886696,0.5606216944379888,0.23196423151075835,-0.06105636278903931,0.20080958771695165,-0.08125181288016124,-0.0025618495018202257,0.22730964191446815,0.8767906758135076,-0.9319332033006937,-0.4597794056654234,-1.2560865221156443,-0.018573987227790162,0.3434874531291037,-0.30006598574245125,0.00884075476065667,-1.4542503294570353,0.6414605763614685,0.17618683860235446,-0.03954857746015655,0.1781700052234297,1.0583827012643297,-0.3805068194930853,-0.5188503742019372,0.2796586663264804,1.1656235372266028,1.2057452514553335,-0.32365268277905457,-0.2684277816242957,0.38723650465536397,-0.12745213514669773,-0.21181252418656243,0.5867579715187666,0.6703829237229668,-0.057216094633771634,0.817318101770582,-0.7759856238210798,-0.8218962323652403,-0.3406865118070479,0.053170646755109185,0.4099616797347805,0.42511394478013464,1.3509163402672655,-1.2389523822877957,-0.569736691224866,1.0822384563647869,0.19032581381172614,-0.2519052797580564,0.05114740291163477,-0.20892251560433045,-0.6419527019067357,0.7229322971284586,-0.7829837635464393,0.4268313829907139,0.14002376184753604,-0.34277450665093223,0.5068038311246167,-0.26392057389730433,-0.03622836616422022,1.3837314093568027,0.8946042479307165,1.351798378889228,-0.6751454676241139,0.6075318150028631,1.6101396921956885,-0.0961397411705284,0.0015781030805945735,-0.8844179349711534,0.4524039731208121,-0.009741119913879485,0.11339316367966533,-0.444543096102183,0.7871947179999956,-0.9073788955063725,-0.11718426514210314,-0.3375986730812863,-1.4045940915760116,0.08555177046283907,1.261940875879423,-0.5936682688571588
1,0.9233414829298998,0.6617126943090821,0.90215626463816,0.7208085524075112,0.33214179602306704,0.5683050775439878,0.052693264831188455,0.7663209143274399,0.6244833862385555,1.1556818208993886,-1.0651574785635773,0.30636423122503387,0.5015607518049052,-0.852649113070187,-0.8488454002339668,-1.1383535240977647,-0.3326031929061065,0.4953453126819133,-0.6213466769255462,-1.408249973341264,-0.5415349502680834,-0.24327710559927304,1.2373274516057742,-1.185481663595347,0.4040867831169601,0.7283080194392767,-0.14119114635940255,0.352705773813346,-0.49041850155574085,0.05909923711605485,-0.06211411127281444,1.416135360363364,-1.270459419996483,-0.16760566761548942,-1.8700872856691098,0.3415577454893481,0.04965375265217152,-0.6439479048073339,-0.30572653782158565,-1.7048784704915876,0.7360200976939782,0.14009193457967906,0.12574989056279812,0.08513432214105775,0.9556946244463244,-0.07683740010176146,-0.6501976296589997,-0.5543849966143742,1.2074325062067819,1.3343959636510179,-0.5839536688047601,-0.5716089385662367,0.1459319067839076,0.20586257985599052,-0.013166886299272047,0.1423226777997908,1.0429903669976124,0.47895128683036453,0.5644110981803742,-0.1658185046805562,-0.7553429910889033,-0.22072151487940408,-0.13892318958311467,0.770386714008661,-0.32009084181009995,1.36975553052566,-0.6296269530042713,-1.0180900702917357,0.892130656774487,0.1752287150098803,0.0280707490642718,-0.05609680265942606,0.08074821773136087,-0.9232679420168386,0.5469619735855493,-1.213976840438365,0.675980288067727,0.778852441104743,-0.6259359359304586,0.9676675057207416,-0.1320207317702464,0.017098562796687033,1.0048683528747029,0.8141033672269347,1.6253072461427278,-0.6476183669907539,0.2961677468273297,1.541826914604359,-0.007139173718928072,-0.48909461391364867,-0.47934247572015687,0.9916441500810176,-0.028777100158294266,0.5898080986423603,-0.2287027114410423,0.8114309355017524,-0.9931704871864901,0.11008198976076373,-0.1126045729802468,-1.0900826965153279,-0.5251215003648458,1.5098392045319473,-0.6730257383246105
1,0.3443803860843416,0.7818360672590278,0.6912228108757766,0.3053869935984781,0.04288029189538204,0.16810048558437976,-0.01178571229133889,0.770596941938116,0.5159647190291122,0.7057886560669127,-0.8094843941143592,-0.2666410631964552,0.24136572835742187,-0.5417161506949905,-0.6316624153827066,-1.2587536302056985,-0.5228262662935261,0.6799231490462022,-0.14497692050670308,-1.2739740982216154,-0.5447255986734388,-0.21408668951429782,1.2279297858385143,-0.8068851084738662,0.30367460095195226,0.401990671031737,0.009768829090837594,-0.20665499775614993,0.3090738106466622,0.3997511545184245,0.2533227070102634,0.7857797141379783,-0.8994835358720834,-0.007097363731150906,-1.2216708552781237,0.5535674361795411,0.21243106007120288,-0.7728067823824358,0.3750351446800675,-1.4421514991992295,0.35976017775662317,-0.26293457254266717,0.3438722297961994,0.27288488828597757,1.1349887350252528,0.009206683240454122,0.23468339814000216,0.06607819329586631,1.1780911801101388,1.0592243061520614,-0.34114020223168423,-0.5835935988774053,0.07422339081514741,0.5303681083885783,-0.24333226198703936,0.15421343517183111,0.4364273848792666,-0.04932666409527824,0.35796148533187166,-0.6680752518092271,-0.8223737553535959,-0.1668977028896951,0.3811200425474331,0.38320871222077835,0.07815029525716807,1.4314264084074384,-1.0140894415617392,-0.8670527044799734,0.8050175173238445,-0.2841728237358107,-0.18250596120232956,-0.27366293419164917,0.044703981987531276,-1.0334880088725542,0.5778833185276273,-1.1019953785353453,0.5962019306099421,0.12400701216871637,-0.6228907521315755,0.5537236496612509,-0.15113094146694028,-0.3733984870886148,1.4826356276732964,0.7948095530680716,1.2343436886498238,-0.7164793612285968,0.3915794961407315,1.1158775487848507,0.25972804026130214,0.041138081159585935,-0.34788936731915315,1.0130498446688232,0.22324350570459733,0.3856260627733747,-0.5061764980067249,0.4568749053020718,-0.9065013555805466,0.5949511915018658,-0.04917227705035402,-1.0330671934780704,-0.21061428797504222,1.3282798037858772,-0.5911305678869605
0,0.296413125764518,0.1697448911945328,0.7092894741823788,0.29185196104707256,-0.26152829172122005,0.13374512342661896,-0.13833889410832503,0.29679478926087294,0.3951431506323043,0.7527393951054686,-0.5934172239729575,-0.26339587433539263,0.07540503698287646,-1.0360227276334713,-0.6717473284465868,-0.9605481132874594,-0.4647430995918768,0.7590957126865581,0.029871539428146368,-1.0362728493186055,-0.6116258224369594,-0.4508372000220371,0.8851934062097766,-1.0903001114418718,0.5902926507353842,0.1510845854392077,-0.18743234856139135,-0.17580002356578367,-0.04877681842792409,0.14361228606722054,0.21149240628705493,0.7785845473513312,-0.8908857862897811,-0.3344128175225331,-1.1743388879829957,0.16684233883845206,0.5040187304127323,-0.5554761708120575,0.05507792329342619,-1.3726338694998073,0.2222940574371926,0.05332541460310902,0.20341128263183283,0.15112810969287369,0.9326717149347483,-0.09208643815367522,-0.26568596641678444,0.16886094343004843,1.198279164839585,0.8821509953234404,-0.21977708827926168,-0.2461626322317515,0.253810510701383,-0.030160085122886086,-0.46377563269533495,0.5699061613394133,0.5585483172616551,-0.224560311038586,0.574946220143389,-0.8231288853046427,-0.8646322190021981,-0.199295116408274,0.22894483862293902,0.3047541564208481,0.38189858508730123,1.1896081522156359,-1.1008722636449297,-0.7629306416605975,1.007390795539821,-0.037778687938957625,-0.12238073848517224,-0.09227846224170358,-0.005827777273058013,-0.752576859257237,0.7703970586425184,-0.6918996155005677,0.498768497203725,-0.04952649296881839,-0.38953558933984417,0.43307941285841556,-0.27468559194265024,-0.13669640759310403,1.180937440047136,0.8010798741627051,1.1277736341772617,-0.48138783409317537,0.6183945978639689,1.3282839894749319,-0.05280576305146256,0.058865449188805305,-0.7501092605573672,0.45919491772197635,0.0728112222724882,0.16573720510086845,-0.49034058261797797,0.6208769259069299,-0.8467550733477541,0.15929255501131265,-0.44087392245182155,-1.1399015763749858,0.11609269491412783,1.1969093682782745,-0.3633108504168889
0,0.3969751580909694,0.3280901136381761,0.4020794673531926,0.2056017944101342,-0.25893955328126383,0.08787626037699416,-0.113970568937332,0.5209258808004404,0.41090649089239,0.649111899961468,-0.7384655190748746,-0.2340695091290956,0.12351254018747827,-0.7725030650276409,-0.635546316081971,-1.0015606125139118,-0.29605003103660915,0.6009998067631799,0.2037836631028547,-0.9071713242488895,-0.5338897760201445,-0.4190524581927441,1.0999884235547317,-0.9378571895265044,0.5872810810298734,0.20938707155780503,-0.20665085504511949,-0.3813192044766217,-0.025583756427360226,0.3347343808631585,0.11528410018649701,0.8228243815951359,-0.9518007799400985,-0.1304702908784662,-1.2226273655165316,0.3974583349400692,0.5405123604461141,-0.7913441249937447,0.08431573570706268,-1.284624638769278,-0.02091963473283403,-0.06300691175457188,0.3771696228190971,0.13137818199657128,0.9049894762856916,0.14440392702772167,-0.07271936647138935,0.03151796423099854,1.2152470864647387,0.623419059572902,-0.21792757109357896,-0.3826852027983454,0.058871640456284555,0.09734023373366114,-0.6437275880426957,0.4992475667670866,0.49946427024871526,-0.3224274180749617,0.34855805167729736,-0.7013220339111045,-0.810767978231686,-0.07549231764166577,0.3217332390111425,0.2504070989317135,0.22786436252440917,1.1515765354372074,-0.8852724267489746,-1.0162994692056964,0.9063697452542183,-0.2317864288762857,0.020436833322199435,-0.18111876150171088,0.1329031298589037,-0.8900092108449209,0.7664443419361918,-0.7072961846393514,0.5843242244913902,-0.12175737599699589,-0.47565920610095697,0.47741627962803523,-0.24319137836381327,-0.28242290139324416,1.0293152105717178,0.6643825426643241,1.0102708701594991,-0.27570467760982376,0.46825195331101427,1.050632249840895,0.04750726589039206,0.0688996708429503,-0.5101086606395135,0.5762704349309533,0.13465029576240556,0.3141143285849149,-0.5406025536490073,0.5169504273431228,-0.8737802750567714,0.5008086188373743,-0.4235115556888544,-0.9521752882382919,0.09644254287158768,1.1667025702917886,-0.2582493099636621
0,0.1623687951514155,0.3803797973685066,0.4021633331547145,0.16353088788455242,-0.27141969973583296,0.0303516721522703,-0.14120551278051297,0.493755546999025,0.3573519593990914,0.5314839949856794,-0.6506164832176962,-0.3467760551817775,0.06873333067256084,-0.7480196992047602,-0.5785342520280023,-1.0431135621388636,-0.4017161265928463,0.6722047749446336,0.22019669446590415,-0.9017729879706191,-0.5359762043329153,-0.443552016114515,1.0511629832316982,-0.8424648210224445,0.5694185461007581,0.12841007318815686,-0.1847972394139803,-0.506675489063232,0.08754224888309195,0.3503049131976471,0.20197463101829174,0.7692355964736597,-0.912871507910593,-0.1194138641991544,-1.0723068197098473,0.40868324042133714,0.4924852716185577,-0.8364382194277773,0.17097996288354672,-1.2229460360299336,-0.04609123739678627,-0.08708243757685492,0.3507312591417099,0.1345092796946265,0.8796253372004593,0.10966589288030779,0.07432285130579126,0.17320556005084953,1.2143234670450838,0.6813132225936559,-0.18873865742000076,-0.38285527061615093,-0.015259589231205798,0.19025460946381517,-0.6150728963387773,0.4967594352528674,0.3602991450492941,-0.42973716391578654,0.40683990943103593,-0.8265323483535225,-0.8941399721954237,-0.0687231880672774,0.43305366503016274,0.21099101231056772,0.333153686617011,1.1475131756759993,-0.9402391403624271,-0.9087292723322942,0.9232021285276439,-0.35561039188759125,-0.09372749607222819,-0.23304974949831955,0.0640704566171678,-0.9366609008888445,0.7764131720536396,-0.6419436957823482,0.5537207870611454,-0.28974703611967323,-0.5263598347784797,0.3172496821480623,-0.252181177240407,-0.4058076886428283,1.1892458809745545,0.7268095206142362,0.9373358004795526,-0.3843550721621855,0.5230677165244536,0.9741360967554888,0.06308441830966217,0.2071733091953681,-0.5597903624392971,0.576832486270408,0.2218380475904553,0.20994814001512052,-0.6649298039626765,0.4567029943544858,-0.8199154491354016,0.47047225008105076,-0.37851797701951156,-0.990488369570608,0.13862481397368054,1.1732704932043174,-0.23602733424879427
0,0.4464151702115151,0.8630181939796843,0.4913647437806924,0.2625066848360419,0.024248617518816327,0.1368656271469967,0.04208022905910656,1.0411496975432313,0.5073693589383992,0.6845035446500027,-1.0100479272871978,-0.22150309282054106,0.24493765864849532,-0.38458476623369864,-0.6282302236216255,-1.3183617013575497,-0.3670709702651048,0.6574835499081708,-0.010595808235551365,-1.170218515587479,-0.5050147546863797,-0.23226387542969948,1.4120825152594103,-0.6725216796593513,0.32087995719355217,0.4190131819444673,-0.03642749337110121,-0.31231315814767047,0.3377088388581054,0.5403961986091352,0.16235223819232397,0.9098198828516523,-0.9476422475779008,0.10970190931465418,-1.2495831837259188,0.752518176949125,0.25710496718976716,-0.9194317749957232,0.37254186547677726,-1.4018671160714655,0.16780536270865626,-0.34732733950213757,0.48879164181323104,0.2335050988475551,1.1230171844263483,0.16046876203582364,0.2790452269140099,-0.05027789373579916,1.1363913326890382,0.897601912642431,-0.28227618579371694,-0.6526878587708591,-0.028052435269231187,0.5837581980413352,-0.33317850220766476,0.1197929932677059,0.46675738491272223,-0.052539110576113254,0.12141753876292515,-0.5640428238529583,-0.7755774774540933,-0.1297306723514779,0.3549970854093523,0.39697655089431494,-0.059532411986622194,1.3386000663737108,-0.850753698216574,-1.1141560661711205,0.795132719632479,-0.4005758111193177,-0.10051092851432662,-0.3645313219834078,0.2530192537044612,-1.1452612237657616,0.5534529992354957,-1.1408136188751044,0.63244001771219,0.19004461242738335,-0.6891033916346808,0.6929120687651233,-0.22652821220016522,-0.428888802330113,1.3052791506608,0.6591007154276987,1.1465789455352973,-0.5601473942579515,0.374580396836667,0.9195640182455984,0.2933289416968414,0.01035945152561276,-0.2068383568494608,1.040704312388807,0.24038285822141126,0.5091436033482877,-0.5708946868709086,0.4152809776969539,-0.9768396510759046,0.8064508193276947,-0.10770154285785512,-0.864455371814485,-0.2223624873781531,1.3469874086914972,-0.5596039839734995
1,0.7264890879494266,0.500956316024716,0.7178295840495795,0.49404913450098903,0.0498596673160304,0.3260638762327847,-0.0657321102930694,0.6167034386509633,0.5001190880095872,0.9532763920314952,-0.8993846089508565,0.04006770893815277,0.3442716357791962,-0.8505851498854531,-0.7956577982037488,-1.100883147357442,-0.31281954461535477,0.541680459403092,-0.23431788944790183,-1.1923017459489185,-0.5724725456382918,-0.34627034135834217,1.1749225000837462,-1.0900859176683688,0.5097122636050273,0.4809625845770894,-0.1803067278095622,0.061805246916069576,-0.2943078626410884,0.21048135866066425,0.032712753686737386,1.0863066624565099,-1.087688508552283,-0.1633102154452373,-1.560577733987237,0.3279417692690367,0.33007600032633855,-0.6434506171154016,-0.07186376706591084,-1.5358106654546455,0.37807937859864493,0.01505127852320231,0.2821264571561768,0.13899237315640497,0.9636774607411479,0.032526267199809195,-0.38086064298224065,-0.24532531518207495,1.2595290178026275,0.967563392519222,-0.34474980544234346,-0.45807489848823413,0.12106115649181876,0.14402266283000376,-0.3152873455740091,0.3177829145564466,0.8005072496405071,0.1189119618430764,0.47242588609617125,-0.42298643500539634,-0.8075587769332281,-0.1557594057496431,0.07766442526110531,0.5544050415409288,-0.060324243952306816,1.3248694689044214,-0.781806647768638,-1.0147555971177094,0.9016222651208322,0.02491872426511787,0.036439528647900815,-0.07336323820443025,0.1252781855905546,-0.9096223282190735,0.6438159392647801,-0.9971975860542616,0.6589449721230322,0.3989394668940656,-0.5217722884600623,0.7565031626513922,-0.20648766667640242,-0.0571594625258058,1.0241900856188892,0.7406819567895726,1.3266973949016352,-0.4659935375967935,0.386933301885088,1.3218374255011918,0.03471553488359744,-0.2477741047458906,-0.4722429306805753,0.7987712534515251,0.02967221781778076,0.4767437522391291,-0.31147331895962976,0.6358132642736479,-0.983956544089005,0.32985801371035156,-0.28619907652503135,-1.0083291722675027,-0.22257666573657792,1.3598550949108226,-0.4736616117567518
