y,x0,x1,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99
1,0.8723437717341204,0.6385992938342623,0.281713993448954,1.2118700433558218,0.002789742855970938,-0.347366537904862,1.1583238747969689,-1.1608707321615268,-0.9226046812162985,-0.23807483085887454,-1.3403311277633603,-0.1275871807739474,-0.14672758423115373,-1.0990027408048542,0.39279879662739514,-1.2791689564701485,1.055578406820356,0.370421784139153,1.0672851143980862,-0.4916600323814304,-0.45085691368464487,-0.2855017051038138,-0.35113867224180967,0.36284929740630956,0.3306541909009556,-0.38185836719951743,-0.22734224881830384,0.23165052309015494,0.32512030017922566,0.5441798458242827,0.28427804509030474,-0.5567045752657894,-0.432691321991882,0.7039493247228666,-0.1538664611885797,0.4885494181912892,1.3531045200402234,0.29245457631079774,-1.3024637055878991,-0.6347699272126428,0.014556730042752573,0.19115378721851828,-0.3936080928414122,-0.6301601229640109,1.4620208366727334,0.05167393645421289,-0.3630322845005955,0.6887369827882567,-0.09659203043796996,-0.1691613520132578,-0.5077392218877724,-0.733283981920873,0.6469249677212359,0.12337727911618553,0.46489115528714225,-0.2470121843439676,0.754884846636488,-0.14583995336759262,0.9488622267774526,1.2247729867409456,-0.0462517695136426,0.9002555811356533,-0.19296823675978209,0.40378066810891183,-0.38988820371699284,-0.4798827128694562,-0.0200526498365518,0.9180531499627285,-1.2157854166427124,-0.3933127285724302,0.8767721133664562,-1.0331429908043277,0.30779867659515164,-0.2670038598693911,-0.6594158947101452,-0.3071954071831047,-0.8128827483539836,-1.1876002232511462,-1.91560172700763,1.0490261218818053,-0.7566528090654617,0.6230333495054532,0.8364393338995704,-1.0881858921200631,-0.47058348375973685,-0.2599228811495816,0.8865712718650098,0.28786523260445057,0.4440469442066082,-0.08849088545613856,0.23984251390067582,0.34734410054407444,0.5869373709856907,0.2871995658701542,-0.6200247301055914,1.1425068844502224,-0.4675814212141668,0.11708220505783558,0.7639180380719998,-0.013553457599342324,0.8824758468831962,-0.39311841223930444
0,0.4578669251810372,0.421676076791657,0.28764212795542327,0.8141213244842211,0.007123706516733944,-0.7050485963530635,0.9502892536057,-1.0983155340547996,-0.8882928889927774,0.21466278269893413,-1.0985750681883735,-0.222823281196664,-0.5064363714710635,-1.0159319569947172,0.1421137591001524,-1.1249568283836817,0.7737484114702783,0.719475870637811,0.8844209003484095,-0.4772037841950221,-0.2789900747148116,-0.1933098778058107,-0.37192113022533235,0.17943162240117172,0.230673438923989,-0.5647153609684713,-0.14994347422396964,0.16094773953953775,0.09610042823916802,0.46840407589349264,0.14369767914782916,-0.610432184227612,-0.6990942243176788,0.5462261607183196,0.0022470905277566684,0.525706038431168,1.0273071409718102,0.09343736216389835,-0.9330327981034572,-0.574114822762188,0.16882172020411207,0.32358069139760176,-0.5390770470605482,-0.7313225693945948,1.148762028311622,-0.09850858353925755,-0.5526200221278529,0.8218865223711049,-0.22184075741384943,0.06800670154774154,-0.3658695066560738,-0.8142940579388998,0.385646893012405,0.16559409535390335,0.18087083171322177,-0.5438133071535065,0.7208095567846703,-0.033399642191846574,1.0266832173842253,0.8471208248631045,-0.11250850403102197,0.798013543454235,-0.0992967370995178,0.16713126193981725,-0.3998048626367689,-0.6789347130551239,-0.2851538713541962,0.7779999094736464,-1.072737798491797,-0.6195764948585968,0.38988619879261127,-0.6884799826298506,0.5749028106180731,0.16900110532846666,-0.4991774677077671,-0.12871971751097064,-0.4784609933277951,-0.9962403672169302,-1.3711514518454022,0.6502013189162902,-0.44008949081399856,0.31215636541628045,0.5134224993637271,-0.7897443199461592,-0.52940787985026,0.015927269687299718,0.5545245402849052,0.33996386159881187,0.516684545160663,0.048966869408289884,0.30609409198916027,0.16943345097540202,0.5665616442012908,0.3763360200691636,-0.6297494691216946,0.9355294645738881,-0.4694782599342666,-0.14813132255891615,0.6007970349702128,-0.017709780335568505,0.660955565601951,-0.6932909828438268
0,0.7167524727183396,0.2996674784166362,0.3321899665650062,0.9268724875001451,-0.10620187918232116,-0.6252451909717734,0.8852890681556801,-1.045342856462292,-0.9300174485696169,-0.006351650124939709,-1.301355733987136,-0.20753955430161347,-0.4933381788178756,-1.1883180086677205,0.17482144551544185,-1.0533418466967521,0.8504148666605232,0.6706926433468398,0.8092266972898345,-0.3749656793058594,-0.20352290535564327,-0.3602748396143359,-0.3632304747738338,0.19340596069291843,0.2148217622256241,-0.41193987817061173,-0.20270753444920395,0.23919167941996936,0.24352385070897997,0.5575754390004063,0.27661438997580035,-0.5144648146360153,-0.6368090207020697,0.6987095415437039,-0.14761275465295465,0.4578083055864352,1.0345770919494897,0.09890698667328758,-1.1478289819350087,-0.5159356967046042,0.20812266570827231,0.16820751540407444,-0.6200065266234043,-0.6892920059814718,1.2944868607921776,-0.046166335637856326,-0.4906894196069461,0.7320705612598235,-0.1755637219184278,0.053889954784668265,-0.31604554689154757,-0.9112652644919307,0.48087090739507077,-0.028299197863021357,0.17845553882329104,-0.48641597867262143,0.6705752730804051,-0.13424578522341507,0.9652428869754455,0.8807499048456436,0.02202116603385101,0.7311142038490879,0.06409249763779114,0.15616436118849347,-0.6077259391547134,-0.5403113052676627,-0.11880579560981251,0.7817959994106949,-1.1699812231600057,-0.5060817455420838,0.5908759341366276,-0.9214819476087733,0.5568264256555968,0.1065693372267292,-0.3161865027748306,0.0004448101986615086,-0.5277582278352869,-1.0240824383690226,-1.5106630581694953,0.7863021451931362,-0.4560538760810862,0.23549645988617618,0.784790688187046,-0.695097214592146,-0.594982894895068,-0.09067916420726273,0.6617885699204756,0.28822874972997786,0.6908755909198859,0.08396838127346029,0.30019361682455115,0.2973068921846554,0.7163675337773973,0.21343222120706257,-0.8337946873876759,0.893988577428015,-0.2418315620845932,0.01624904475099418,0.6803137972146591,-0.12204163818809877,0.694768908491942,-0.5731448657290742
0,0.4674661944928597,0.4419207422313567,0.28792919686187674,0.8253226326873107,0.013420982508400108,-0.6925356755708242,0.9625465196977174,-1.106578735406062,-0.8857503955784511,0.20403458839235236,-1.0981829253153388,-0.21737030919652506,-0.4936521377708009,-1.011958244278661,0.15630390290223292,-1.1390999350810052,0.7861416765406601,0.7058679346573802,0.8972148087011312,-0.4817552958461685,-0.29318955010844805,-0.1925127757539756,-0.37043507642160256,0.18755526381265128,0.23813571588308133,-0.5658764129691229,-0.15285538006181434,0.16239419750514966,0.09767089922501669,0.4712799204888143,0.1465085349873805,-0.6103994508480997,-0.6894512868086097,0.5457579873619756,0.002761719426786215,0.5250584645267654,1.043642654335096,0.10061528438954413,-0.9385112684013478,-0.5818672899240277,0.15989898820849288,0.3301088413505817,-0.5285749413546393,-0.7298000147174518,1.158827774927461,-0.09594348642534749,-0.5500624719288945,0.8198646684206681,-0.21654268475138272,0.058111035659600845,-0.3758732870203583,-0.8064714354554973,0.3929745213506964,0.1760687997562403,0.19412877237114043,-0.533126893554789,0.7264509549119479,-0.03048273526761063,1.0324049861128088,0.8629666812758368,-0.11854401492842702,0.802430371024944,-0.11147064850781511,0.18029003460776152,-0.38788259759045324,-0.674280041946749,-0.28123450635029357,0.7863672596707562,-1.0753958202194849,-0.6160573952006229,0.4020972437845269,-0.6919199281245292,0.5608607490439683,0.15048028055331028,-0.5138726841076531,-0.14090061517615934,-0.4913628760580228,-1.004394387330322,-1.3911724888496966,0.6645957601650058,-0.45515341584773217,0.32825076913178053,0.5128342909816332,-0.8073890672452654,-0.5253542897949781,0.010335963107823249,0.5612043305023744,0.3390118203838136,0.5055586897096266,0.04112271906767399,0.29955928854697433,0.1698553537044409,0.5582655144458548,0.38658303509103614,-0.62103173050734,0.9498251465576503,-0.48497653435027716,-0.14385563176780825,0.6038349418632116,-0.010068565593213397,0.6649597475220694,-0.6841702400472899
1,0.6478523917950071,0.0602843983548174,0.3812027790437294,0.8416298947036763,-0.19731477350267868,-0.7397395426028068,0.7892719896751388,-0.9999573356647885,-0.9426529421739837,0.07843703824945777,-1.257841101278152,-0.27824662249257837,-0.6184926681434818,-1.2362578392528545,0.06151098109184235,-0.9537850690651255,0.711526636193027,0.8155541534074695,0.7043867683912777,-0.30759545349437406,-0.07820432064685284,-0.4019166786507477,-0.358476224942947,0.1275148136470918,0.1175494222853112,-0.4056908787820462,-0.18420217250072188,0.2541100961978974,0.20986290744804362,0.5121493618819518,0.27489514183281966,-0.473832334002706,-0.7577180584030545,0.6786634485779904,-0.10624990882451807,0.4357891885526356,0.8463097994187934,0.0073602594028875,-1.083380050547265,-0.45615549725184007,0.32566505493748416,0.12020362776320234,-0.7562450043754732,-0.747300870195079,1.2717149210586018,-0.07099750609988562,-0.5150732436551873,0.7307639296390741,-0.23880759459759726,0.19806747230077199,-0.1910485050773035,-1.0502040935975665,0.45823528112346934,-0.10849996909463007,0.03113140507089463,-0.6418088411140741,0.6084403500025501,-0.18064187062159678,0.9336963196800456,0.7248129526751141,0.08826487926120352,0.700051659101603,0.18308305339783731,0.028896960033539146,-0.7349448229742,-0.6027364572539541,-0.1537116020461783,0.7120916475396002,-1.1164142142206057,-0.5760489844884539,0.49826629554489416,-0.9461523117060633,0.6750501587950541,0.2992538256068951,-0.17453616032555802,0.16213422545623754,-0.4322388753393252,-0.9167298669942024,-1.3484950032810732,0.6594576510973196,-0.33930406015821474,0.04087313553997486,0.7982808252645585,-0.5064177607911924,-0.6402670781860431,-0.029482856019092413,0.620977772965597,0.28713783336072873,0.7858131483146567,0.1864477860498778,0.32894593599989286,0.306567527054807,0.7694401522625742,0.1378860250129556,-0.93556983524623,0.7427645431408403,-0.12370956701165137,-0.06892315979735926,0.6736094696748618,-0.1466732906418778,0.6135684284863842,-0.6745907580292805
1,0.4318729992773669,0.2206787742015981,0.30290533876879167,0.7616234915343574,-0.06585998261767867,-0.7880615090274454,0.8549530025164603,-1.0386103827908082,-0.9087152772029546,0.25673757115797924,-1.1268330989738775,-0.27018354241587034,-0.5992455878298993,-1.0713846651744714,0.03276082202983956,-1.0082511516329353,0.6795131523636754,0.822854954538822,0.776999469773065,-0.41726441764336025,-0.15533303885100724,-0.2298542968036885,-0.3840776126472221,0.12492135797484855,0.16180545605929167,-0.5230790109715122,-0.13571420554597877,0.1637795363508963,0.1058264827033132,0.442181905508542,0.1490806185406374,-0.5887955360713674,-0.7718672616173354,0.5684498803980045,-0.014409660027110352,0.5218778599808436,0.8946402035278856,0.030102284728331243,-0.9222246033764259,-0.5024196683693184,0.25336484474271875,0.24582152666589774,-0.6457415500648516,-0.751185460911029,1.1109703851829154,-0.10538336597244,-0.562271685222658,0.8199821477186644,-0.26017254288616576,0.15903895781697694,-0.27329259952409973,-0.9118239491041655,0.35990236805370873,0.05146129958838522,0.07548455796268123,-0.6325789538158896,0.6681037721588728,-0.07801400485747227,0.9694022350876472,0.7314765206907627,-0.03668523521250394,0.7642237342244165,0.020861543704609808,0.059738098067499926,-0.5312200907066804,-0.7019959167810714,-0.281624686141076,0.7152381488998629,-1.0625551423038053,-0.6379838834333595,0.34105894353216587,-0.7165880705815149,0.6837810629104952,0.3110005321238778,-0.36245168372457043,-0.006266462731202458,-0.3994287661562802,-0.9249904070143476,-1.2436343502999676,0.5557117102926717,-0.33471768033950733,0.1709935953141458,0.5646701327284813,-0.6355831418619189,-0.5715458307154916,0.039972454644888585,0.5386105455656769,0.3403700627206499,0.6204626340862146,0.12033566804904741,0.34985730273731935,0.19458902045692789,0.6503035140151607,0.26538727916273824,-0.7296387549308198,0.806556343686747,-0.31660039199552664,-0.1673820296730777,0.6069052900543561,-0.0799935635669587,0.6297898183895948,-0.7439780964738474
1,0.5685853944838617,0.9537119171468932,0.3530565617637679,1.1975599187093802,0.14443752435367052,-0.41274753176142764,1.4882959850105917,-1.442689270036999,-0.764714164906673,-0.01779303606937485,-0.8257763839719402,-0.14009331156601043,-0.06435967467499633,-0.8157914933656534,0.5607874120887286,-1.6637459169593976,0.953503299836593,0.34243168872470137,1.3882479256328408,-0.6882248415347028,-0.7154838300271162,-0.0466582714489165,-0.2878409849365257,0.4420266699487012,0.33098278638469225,-0.7386537135486747,-0.17638044511680173,0.20696881437477738,0.09210999985818183,0.3626269404330372,0.16599445130018217,-0.6310596989265432,-0.49968816571246977,0.3593695715500439,0.24999616447768072,0.5709678788391591,1.3866147813876157,0.3356737363017641,-0.9266775168426573,-0.9017021681747096,-0.08828221245720966,0.5301967867216233,-0.2270671223514057,-0.73973228748612,1.530814041356702,-6.052027572164137e-05,-0.41052295768746283,0.7512287550024624,-0.14018830715079367,-0.18222493468929038,-0.5990155165542669,-0.6584843604321607,0.7267313139682308,0.6664105080161422,0.5143242519282897,-0.3813221561122506,0.8715529474384025,0.0761048804165938,1.158696638179204,1.3271747634034428,-0.3058895968165714,1.068122510737866,-0.5618286495640702,0.5755744742366786,0.07396667428674018,-0.7009192871109097,-0.2389098068368433,1.0664692028409088,-0.9971731764118347,-0.6208935247446522,0.6977500095414138,-0.7961719401543532,0.09026932757918707,-0.36450759273538175,-1.1361634596945254,-0.5890355949663424,-0.9617450529843656,-1.1756249321271521,-1.9781629894431627,1.0081600515737261,-0.9923754931459569,0.8156365811131175,0.38185570646810474,-1.3659714810273378,-0.2749429713052791,-0.07025189219939945,0.8293470795776241,0.33224852493544854,-0.029426818221682277,-0.21433429685711658,0.08804865985483065,0.09511624392561074,0.1962188038743693,0.7309685126568984,-0.18725202972613272,1.2883324194031398,-1.1225663394009475,-0.2475300241524857,0.7261754042891082,0.3795468972381667,0.7342163884679456,-0.4935004917010586
0,0.3012051065194584,0.2112571599653057,0.27161317347760927,0.7089815425107319,-0.053688160170815104,-0.8384391836493426,0.8620076334695788,-1.0159695817051,-0.9124969574599722,0.34606206204048945,-1.057654943848616,-0.2966674693231365,-0.609119616152527,-1.0223809836048807,-0.009886007149514438,-0.9900519530970086,0.6093625559232588,0.8570838270804114,0.7730707157437509,-0.4517821576182207,-0.1428752826126061,-0.16284627651620492,-0.378878681649623,0.09873324966714468,0.14468529154675103,-0.5753200854036855,-0.10551868259800037,0.12880146396532,0.062454579618277224,0.39353589606548856,0.08131181671128523,-0.6270084660805457,-0.8146451758903259,0.5177571495348203,0.03912160765783872,0.5491927638586558,0.8460075084041712,0.02527102511796964,-0.8475528445584091,-0.5066530107926794,0.2520486119902097,0.25628644959145963,-0.628885619781281,-0.752477059949207,1.0367767099189766,-0.11272216867607951,-0.5627896180651778,0.846737774940662,-0.30070874749802234,0.16885259158369242,-0.25893188212950574,-0.880757460132921,0.3253402246696578,0.0938921795248572,0.04317632095336827,-0.6749001517006645,0.6670924598441966,-0.0672723753757412,0.9438862072239685,0.6931990672209378,-0.06867448416886524,0.7943463781553498,-0.01022089102172202,0.04210562437478487,-0.485504218669823,-0.7641972061034858,-0.3502535417267925,0.6905172033326774,-1.0114860084817106,-0.676661364847732,0.24716227257418655,-0.6393554698711783,0.7122491856645854,0.3598074400449504,-0.4039412536069187,-0.03741673050576409,-0.3557615008380196,-0.9009859088234344,-1.1549364394717698,0.4820658285463211,-0.3029663127577245,0.16892785119459736,0.4829282803441918,-0.6358324528923126,-0.5376026126548337,0.07787545659486413,0.49935302508022067,0.36116345621280765,0.5796550053803227,0.12269391895419657,0.3871258295995178,0.14795573577628868,0.6251443117196976,0.2777630743652391,-0.6677371584343574,0.7883918782215812,-0.35104400003072617,-0.23329642115586888,0.5633808771937621,-0.07042054120910453,0.6360823705366543,-0.8143996454884592
1,0.5901561835955078,0.0986465880420995,0.3594784499648294,0.8190852744758645,-0.15775554205648612,-0.7569091268073986,0.8034645729435934,-1.0148954534324672,-0.9301061631174253,0.13231027493852823,-1.2251757510192647,-0.27649953445600944,-0.6185032510646293,-1.1879923237795331,0.046429798589514314,-0.9655178719836457,0.7025781745024371,0.8228638003123471,0.721011590684684,-0.33436565872731133,-0.09673154421845058,-0.35386955687238086,-0.3716085764243437,0.1274402802879008,0.13033518084486703,-0.4336662899960443,-0.170021898302717,0.22614150697324922,0.18053773967212183,0.4898226638921932,0.24270764153488056,-0.5071655136212462,-0.7632834366788859,0.6490017776874825,-0.08341997795899794,0.46381131482427945,0.8602035941666225,0.008840363896236016,-1.0363588814672695,-0.4644531264033717,0.30780486799030715,0.15688036295070729,-0.7306929491680612,-0.7519021723377242,1.222786326669419,-0.08233475444587524,-0.5337886120515111,0.7594183076739887,-0.24293729809397324,0.19219044651979514,-0.2150627856697279,-1.0162608366543322,0.42625743572345687,-0.06986761718966802,0.04332238349673161,-0.6407413411540598,0.6266631044457148,-0.14904806158231548,0.9454518183163402,0.7231435148899648,0.056169451065027666,0.7158197804456587,0.1405256098278981,0.03219935306573813,-0.6815515339854546,-0.6317007469595964,-0.18653867886969921,0.7119144708488894,-1.1046163941008063,-0.5942618381141745,0.45416461852674767,-0.8790301743101127,0.6847869828764084,0.30987225602118246,-0.2238832246137237,0.11812175152700763,-0.4215370227137052,-0.9154652176040113,-1.3131617749574755,0.6243544663335704,-0.3332994401005156,0.07562652631803703,0.731521122850611,-0.5386528477437953,-0.6257240845436556,-0.008943581010225764,0.5985121825392149,0.30395651684334185,0.7402710377934826,0.16889696726552322,0.33307171592443063,0.27704194715868946,0.7374657064807669,0.17082689937612167,-0.8803544712785526,0.7547803968938378,-0.17371160531732802,-0.09544465698878216,0.6602735691180028,-0.128423447870177,0.6152963348188868,-0.6913137574788583
1,0.2643240149481999,0.35402984418638,0.2522165991933792,0.7103487697031068,-0.005476848873106947,-0.8070213304009288,0.9205084780500907,-1.0428613227759849,-0.9044013727001787,0.35594704250668724,-1.004918833847602,-0.27535449879327073,-0.5587494073908503,-0.9738197850373701,0.05687024636936758,-1.0655562967305245,0.6482481255617014,0.7997345899361076,0.8429282633026738,-0.5077275449866442,-0.22262136987404643,-0.11682683216436766,-0.3611799900441011,0.12115286665394578,0.18322340756732042,-0.6371200576368913,-0.10435887170890716,0.12011112741930219,0.03877375966272652,0.4076197571764197,0.0542079349926808,-0.6522088950315642,-0.7841744024209636,0.48175169957452446,0.07173845035224836,0.5535883248483592,0.9106276363247318,0.07063836279071363,-0.8252449589239056,-0.5637436201323482,0.19377513208501612,0.3161269396742877,-0.550320770600057,-0.7326806763786442,1.0348639113983977,-0.11685438100950846,-0.5537834860075665,0.8570552599649983,-0.28808789954631553,0.10560647593988853,-0.312943654406102,-0.7993497716766295,0.32311434099983966,0.1931098405921851,0.09408447177183586,-0.6324684203830849,0.6997243595846505,-0.032196771375162234,0.9813054782555644,0.7487925002044568,-0.1349910864866907,0.8168092015361912,-0.09856568542090677,0.10827946705421174,-0.3794192665950459,-0.7694817124486028,-0.38704017855595,0.7240497636802243,-0.9939255697225386,-0.6773889200345535,0.2316480478731671,-0.5871622077818702,0.6417876413557358,0.279637508564289,-0.5009767313188788,-0.12572968717272726,-0.3836113457428279,-0.9444442921845325,-1.206687168794374,0.5253878409267461,-0.35538725115193887,0.2523105481042047,0.4169701501190493,-0.7314938783274557,-0.49722146608681306,0.08303626636653111,0.479256780468397,0.3642216877770071,0.503566176190281,0.07875542981489567,0.3676693417690072,0.10607902895082728,0.5571392078845615,0.36699719450140783,-0.5842760731646187,0.8707381891210055,-0.46722410856725344,-0.24428831062372527,0.5291897946827678,-0.027372595424240774,0.652399513279632,-0.8127323768111334
