y,x0,x1,x2,x3,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
1,0.150009486416522,0.5781905125033504,0.880458685142964,0.8480295960243671,-1.2979636703949702,-1.0437544112480013,0.11005573909359084,1.189302113580725,0.20096612004653341,1.2029074618626538,-0.10661115460908643,-0.6287900446917765,-0.938411420896355,0.8270243835769509,0.10524117071835198,0.9886213208367473,-1.2696556446504306,0.15533565287521106,0.7459104187814861,-0.04563886173611507,0.19405688305749805,-0.2384286302399472,0.10280198176374522,1.2272386247696048,-1.4250451356313214,-0.19518101826653267,-0.6411231217228629,-0.7111204441159948,0.8327459220154727,0.07653078192685574,-1.3153759828062717,1.221908286490692,0.9167226124890624,1.6717293826197999,-1.1517639775439243,-0.46428988106920005,-0.027972094606956738,0.8853185435729614,0.12931915701641294,1.3207220853542472,-2.123672199795556,-0.2678833481728018,-1.5346175265582307,0.9246060886884317,-0.8172249463458676,0.4753980433366779,-0.7271684371049114,-0.18419518290761028,0.6362323188659985,0.41470550679665,0.23966073227914675,0.035193730432561285,0.4188847688608117,0.7262850762698676
0,0.059545259032531,0.6821423888601056,0.9364231058306284,0.0455664904099573,-0.9968787057635138,-0.8326148365341727,0.37291451622046773,0.4699340772345366,0.3556742008262683,0.37311625856645236,-0.5420248031221176,-0.324733807878715,-0.6330616557074349,0.9770803823796594,-0.053133153954671906,0.5846651844431877,-0.7399848763840583,0.4084484250509064,0.3779723729600252,-0.12337085394372094,-0.009239462996580386,-0.5399843238901677,0.07905173643311043,1.472116060940709,-1.0336475391847357,0.36457078467517257,-0.9111624140352107,-0.5765320517827537,1.0352948149101877,0.5569306133971429,-1.3303549546998754,0.8957004040400527,0.8786779526457783,1.514544376734993,-0.9432322555153229,-0.5998433928079385,0.15017486201777538,0.7460418149780377,0.20820697481371725,1.5763235157334419,-1.4495747293486392,-0.3530314492887618,-0.9536680540121066,1.0166828560634393,-1.0506445986440767,0.6357642125834605,-0.41326386469744003,-0.4016071708924275,0.5780721161637589,-0.19750880465750348,0.07770164243143556,-0.1038288779418957,0.4354339597257192,1.0629701955964919
0,0.5755421937043635,0.1220746029851306,0.6302230588967037,0.0967257257104139,-0.9812330900802008,-0.41080385142130293,0.49048053206777315,0.31192055250086037,0.11295838057259965,0.5006801856964528,-0.6959484258386541,-0.5183080528623187,-0.6834877652212588,0.38138682439379223,0.6735465673817714,0.4500701326389776,-0.6450767833066193,-0.05260813508599361,0.3019033653886212,-0.05996710805497041,0.37254421395812126,-0.260774630331076,-0.05243256022303363,1.2843706204609222,-1.6061947566200867,-0.1663923504834933,-1.0209940403347162,-0.43814577867697985,0.9288618407278506,0.7253888891028346,-1.2105998195276721,0.8948498411582857,0.9589241596981818,1.4693188941742368,-0.7396742435758501,-0.03712414946944024,0.8082466999927905,0.24357182760848356,0.38789422728717177,1.0424794289231345,-1.261615670217459,-0.6428365719348018,-1.3039258778168388,1.0916736681328338,-1.006564275020391,0.5211032905365965,-0.5343184072707109,-0.7878552657044875,0.6864556023595386,-0.4232852611720802,0.7347279413730269,-0.028221419080626985,-0.19623915392641997,0.841166988210524
1,0.0150463065822044,0.2585976609153571,0.9608101444001468,0.5168916553745935,-1.1816524647043603,-1.0170897991606265,0.26531313851242444,0.5994928590881798,0.14977423302123974,0.8138604320109782,-0.39977985066077965,-0.6310487586052795,-0.6743956460323494,0.5147894636157883,0.1181750326527562,0.881209264976653,-0.6956159671512743,-0.11120550456499036,0.3873188690294036,-0.21872479052307262,0.3441405277979043,-0.36194566614109563,0.012888660273454663,1.3936366744302802,-1.5364641190007258,-0.2571718598153789,-0.7444904739973462,-0.24187950192996988,0.9459236853605664,0.529383250137305,-1.236183683626951,1.0169600255398856,1.0158446091327673,1.635842748185408,-0.8972276524009465,-0.5497181413576248,0.3825541550995318,0.5379538050054703,0.171340427637243,1.416579963092454,-1.6754215685358385,-0.14038250508031025,-1.1039680362582471,1.0713961815194581,-0.7896424594726316,0.42152085295845804,-0.359600443042317,-0.13988081102812894,0.5507072432123497,-0.1245680651575698,0.05902882550316804,-0.1810290816117305,0.12067414625048084,0.9051643680565064
0,0.5964230723195899,0.1750480840159072,0.8626720063476906,0.60848306858606,-1.3463693380407236,-0.6696399419454611,0.33168388757124195,0.7342261434008517,0.008123287447377562,0.9265333042893996,-0.3978296851731442,-0.670231964687447,-0.740688437961418,0.21046774959716896,0.5440951202395222,0.807721447775571,-0.9518575787333906,-0.0031597750352165277,0.5830643276465751,-0.059721212302025775,0.42062264702946045,-0.0069220576231473485,-0.04269839115399171,1.2572463420986566,-2.220533068530562,-0.5528842793953905,-0.875039384072089,-0.4990062838099457,1.0389525119853251,0.462262887385433,-1.3332470279218147,1.0592854830287188,1.0755909895847748,1.6441736384137233,-0.924098125598474,-0.3458798416819407,0.6082322479592936,0.518017454723968,0.07062022750814445,1.2269763205826698,-1.8928656729340865,-0.6831599478056285,-1.7904637703742987,1.2561574359746153,-1.1807928172765518,0.4009863843530612,-0.6592919719188184,-0.6853642599292546,0.486490371991646,0.03559174403611225,0.7673201221760011,0.13572693356659582,-0.023442959568899184,0.7875156273370371
0,0.1815455147635671,0.0716814454342696,0.0778187015398126,0.2568996532804309,-0.7896848286911425,-0.4106895664638177,0.4229761235873326,0.33491416337970087,0.1297351703313576,0.4613356899804281,-0.9144445359420815,-0.8706120658655881,-0.6533880240968885,0.7626242260477495,0.7776470020447563,0.6984943785929123,-0.5014047649221341,-0.19212261930167246,0.047574252446095075,-0.06344845407775616,0.3254123079932966,-0.41938506056424557,-0.1309420951355524,0.944084406345985,-1.1814724245770085,0.028423947347236068,-0.9221561418310684,-0.2645200660303644,0.6165218194752413,0.5597628001863331,-0.895323582646168,0.5799431093044307,0.4789073468190623,1.067506400319134,-0.46009022031884655,0.1532708873173338,0.4994838594625986,0.29540819664580487,0.7177269223092415,0.925671636270844,-0.720853062843166,-0.25365712780336086,-1.0749245647082057,0.7636043158363964,-0.7012760375554147,0.8482011693375131,-0.4621538526906646,-0.44092194822102976,0.8313275254322654,-0.3873313027441346,0.5077416244387665,-0.30719947217051524,-0.47234888488071775,0.8097115449862682
0,0.8709710338949475,0.8810688187017651,0.4017226202168827,0.6153531653293488,-1.1195418393962762,-0.14288815744914557,0.658362811570378,1.0379657076292674,0.06088094051987684,0.7856956470747792,-0.5827447390252256,-0.4267376095309964,-0.545920314796109,1.3197463353734704,0.8283589577378606,0.7205036486926742,-1.783692772033407,0.859351254132262,1.341804235843658,0.3899419104012232,0.2502585075116466,0.5541393080536393,-0.051897917042057984,1.3220252409299775,-1.6637987127994236,0.23705618622506652,-0.6157138609840247,-1.6143634186373346,0.47736662933326623,0.23292251109031187,-1.3350029299013293,1.169027664057619,0.8080419068319753,1.8703303232527573,-1.3439631286477356,-0.5827509978536014,0.043833433831480514,0.9823430868631843,0.0017048481228775225,1.3663023476019038,-2.1158161912054667,-1.285067296312847,-2.093818954462525,1.2670708558408648,-1.4041256722839555,0.641125145682562,-0.9054332372906649,-0.8160441171573306,0.5402303326838152,0.3249044239545677,1.6465224077811138,0.6403452790684148,0.0871419979266472,1.279722522686431
1,0.5390195915987916,0.6535751553890374,0.6651037093987416,0.0875331273438411,-0.9628472753268671,-0.32273011998831314,0.43760067400114205,0.44465398784311655,0.2378419302354997,0.4749845756257803,-0.5925135805984915,-0.3465541044940629,-0.6900332900248534,0.7916777274552141,0.35415162211401324,0.5679080429021975,-0.9657366649109107,0.43442336548869365,0.5875160936145113,0.0035895969702720845,0.17237075435496896,-0.26354177387184785,-0.012958901338423357,1.3202850679974898,-1.2754541209273353,0.08132400646121302,-0.8584535907899037,-0.8024254227408948,0.9487933169432365,0.5423746113574872,-1.372642122848579,0.9897904401835504,0.8098185541078574,1.6452792966010683,-0.9199984663351575,-0.26857093318614617,0.3701427358428812,0.5962890507105216,0.2173560504293864,1.1873026953176142,-1.5041807222368475,-0.8479188513942066,-1.3699619074495983,1.1760515897694197,-1.121473411256946,0.6884574468558035,-0.6789844182210141,-0.7131233145474125,0.6104304121510654,-0.08466441890957174,0.6651855873660599,0.2536192481251734,0.17653832341991865,0.9613124083658223
1,0.9897379870417382,0.1473791541181882,0.4202492395892617,0.7292142311775737,-1.430106073946853,-0.26985179404093335,0.4253818451006764,0.7986003023918616,-0.10017752573314853,1.0324061636671704,-0.4678654963791718,-0.7663161033114495,-0.6895234492750404,0.4265022039739831,1.2182421874806049,0.610358338944962,-1.2472987597604497,0.13445771655020142,0.8953663270202628,0.15562906514902872,0.29193011077766057,0.6447990001169932,-0.1909103793984155,1.1446895322219608,-2.6140905949265374,-0.2508980475674945,-0.9845161517675259,-0.9440170366631382,0.9008373414869266,0.32001165966592615,-1.121314502704891,0.7765861939447181,0.8519938278401237,1.3569791929403434,-0.9304702757657719,-0.053181463765119175,0.8136308293188527,0.6251025077042571,0.2864632327578755,1.0877992152154672,-1.6983193585828353,-1.3039160704418635,-2.1527761807358026,1.2022881051463887,-1.3777552903483616,0.7058800644088611,-0.8267499819454069,-1.0187703445295768,0.4466365158721961,-0.08356079948124903,1.6505926578766406,0.09529722283747774,-0.4622135721716545,0.732190895295554
0,0.3186834297309361,0.6962695538108961,0.9408782100439742,0.0494530725178978,-1.0871612014984617,-0.690487307935375,0.4770599145070698,0.5096591530370504,0.35609958513272694,0.39266493939406094,-0.5761710715361738,-0.28065525095806326,-0.6190164118860494,0.8195184418858471,0.06214102371781806,0.5448126049079887,-0.8713680351898645,0.5174889676948027,0.5042307607527989,-0.0740160266430736,0.035648428929916515,-0.4599771858047303,0.02766262466900688,1.5023386860991732,-1.1803067226401251,0.16199390414687695,-0.9067614150831326,-0.7666314960452328,1.1120185419803876,0.5618686349194834,-1.4686727988632122,0.9983922168370042,0.8971777889996975,1.6757859567365192,-0.9496211211227312,-0.568584719379398,0.20249737269375095,0.7131853720181891,0.07281680561238961,1.4757181524133853,-1.6989324987144245,-0.5395676103423253,-1.1672016648654981,1.1427176340044218,-1.2502150588555345,0.6122014781544678,-0.4984255564763973,-0.5633763785140807,0.5502054329782926,-0.029219663391853327,0.2837134368752178,0.10688948219591866,0.4384930596569408,1.0158047725844774
