y,x0,x1,x2,x3,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,0.2609553959188668,0.8325203665502053,0.7452029036275221,0.3362713944883756,-0.5475620500144733,-1.2011129328117254,-0.5798575423051989,0.5269743301249571,1.0888480691824256,0.16369241733393092,-0.4808710976221024,0.722741182956895,0.8420769849168054,0.1508184599190548
0,0.8161536000179047,0.8656872751557401,0.9272647377995166,0.2849733103181965,-0.22868434535332444,-1.0380414900640107,-0.44237946561749836,0.5227502334715747,0.8652721951228968,-0.14498332915151513,-0.07773625882784556,0.6494538972282874,1.189622352116453,0.6396032733715511
0,0.5301570668713382,0.8392145676947367,0.623262482582568,0.7080192913377102,-0.4595108541336783,-1.2715037688240463,-0.6071887469767338,0.36878584512329715,1.1242781710103853,-0.04008066818040075,-0.6538040040717197,1.187158188586182,1.224622514663543,0.23214388492443191
0,0.2023551932188455,0.90687337593857,0.9801220268292355,0.0470132197971145,-0.5863351756521151,-1.2574402595013006,-0.7255457576358388,0.7773799593511225,0.9109303879222043,0.2534653806621677,-0.16950356232365626,0.43120756897256635,0.669419596684971,0.3423534305459585
1,0.5309633362949518,0.8925691544629669,0.203813987165821,0.2918571558563576,-0.3124482709661241,-0.7265397730181774,-0.4846618092754568,0.07952467032199986,1.3315026269705428,0.17533651835459388,-0.783313339574629,0.9241664951079182,1.0041085816779936,-0.1837629289196122
1,0.316475630576069,0.6862926607491155,0.02707978715966,0.5549232027527812,-0.598044961015121,-0.7660186258987896,-0.437875542429173,0.011157934477414302,1.2782651929917308,0.3227730061880158,-0.8361982300428501,1.0814577716171285,0.9013280287025353,-0.394873955959677
0,0.516298921566585,0.1082263635340371,0.1641777692974523,0.6385778103364225,-0.6893900896064163,-0.8564353111569825,-0.11926885131999361,-0.14857197652787574,0.9952979220038064,0.375600645783063,-0.5980029694816102,1.1078663448343704,0.7873564747626725,-0.3815107411418054
0,0.8860323903565906,0.3465590887775217,0.6546591583613819,0.8025735524117803,-0.4561994898478755,-1.2193650087367445,-0.01381907748959832,0.21980589072693962,0.8488328978320235,-0.05017479731484633,-0.3929382059967928,1.1936534690661336,1.5255131721246382,0.1747084685568294
1,0.9138588789313894,0.5768915848239576,0.8810034188667913,0.2235910112463438,-0.3759360636427322,-0.7598715034567365,-0.07265422306609652,0.3838083419713329,0.6754010506098496,-0.012753199424653548,-0.15063187476818943,0.6694846799645455,1.1664235040427924,0.46432149729599553
0,0.2864103632175869,0.2444983451197876,0.1419253746880344,0.2545229162178658,-0.665266914841894,-0.6669910071932468,-0.19051757601026204,-0.08365795262234355,1.0212843816779764,0.44635859559528285,-0.5969928139070332,0.9421392983170944,0.5179564578363721,-0.3110677098792481
0,0.8027499534302068,0.1757963470995581,0.1415846424688687,0.7053998918752042,-0.5420574418146439,-0.8666701965880563,-0.025242123361216603,-0.25611998160712557,0.9799330697764552,0.19644084648999768,-0.5690108164640396,1.0888030163540563,1.116427417947044,-0.41001239934936545
0,0.5819203171924242,0.8768257674898047,0.383727487180315,0.9711952369374312,-0.6092618681100948,-1.247466346567034,-0.7869453988281566,0.2454908434701078,1.0986896931010803,-0.018333026023408125,-0.9617530674504721,1.6302969386826178,1.4273359069007256,0.1527417229802083
1,0.4275556464988015,0.9267319535648156,0.7429599067342354,0.7639248623282275,-0.5614988961376952,-1.474483538342128,-0.76065811539126,0.48949854831978834,1.157016195318343,-0.07539247813637284,-0.6616476658108608,1.14505880449752,1.2352355325159121,0.37314114945682136
1,0.7191553119997124,0.0753735919860865,0.3810622778675313,0.8070819639562153,-0.6595719727334841,-1.0834930777756036,-0.0119515347858168,-0.011370176362888437,0.8961773451236423,0.22018710667170605,-0.5124681688291874,1.2075609777828713,1.1231496131949117,-0.2398509754206074
0,0.6782438869842092,0.920609422824436,0.2359096949536794,0.7560372096193859,-0.4360347289627249,-0.9308156544843661,-0.5968146975201138,0.05876312682907206,1.2458362246976895,-0.017761887468695413,-0.9106603080311823,1.3587941491785875,1.341663702807472,-0.027920321396132125
1,0.3329520366206631,0.0240598940143789,0.4489140855076931,0.8341211494754415,-0.9190633919439861,-1.2049803429569805,-0.18030686292175074,0.1921866584645448,0.9570540708251458,0.3453001829149859,-0.630590626822815,1.2624689616572315,0.8445128794795895,-0.17480024128866256
1,0.9301705424494564,0.1040506335447554,0.9140970737534984,0.4302495615983867,-0.7636925834162189,-0.7174947333325413,0.39831531273213483,0.31991903001615857,0.5769716939961937,0.24552020587583506,-0.0829843598522179,0.761355770191474,1.2053666543808463,0.31772572210658423
1,0.0334732284028765,0.8961069061329464,0.3473919642864014,0.2604090442088248,-0.6448350717089217,-0.9053767973887277,-0.6086012613060802,0.38996666651478973,1.3238072785227217,0.31240477536088473,-0.7627629629126965,0.7003373501811876,0.8446256136136714,-0.1707822364055927
0,0.9168959980699009,0.2475507199671285,0.1938338552967325,0.9833580355669792,-0.5422164145473792,-1.2081668532434406,-0.1236295012326211,-0.17563337729823686,0.8808107740774733,0.05072181641778692,-0.6018810554439566,1.3322881252803596,1.491213454882474,-0.3215059340928056
1,0.4637707450601106,0.291093781445383,0.102196156639906,0.861954289689448,-0.7223383704356585,-1.0291714412029933,-0.35785188864640527,-0.06808950145905297,1.0160905851256796,0.343979209929498,-0.749453651275916,1.319566699079807,0.9540707817595742,-0.3944770669461045
0,0.3044055825784988,0.1964216321083096,0.2839820302706562,0.6800784928821547,-0.7778648236238779,-0.9828655161768279,-0.25633855316396936,0.07017870950031065,1.0164821774436175,0.3682112366525278,-0.6757814937554223,1.1527247463668224,0.7558985553230444,-0.2674750903828683
1,0.1374830382303263,0.6180179797203575,0.785396250739707,0.7495696528566296,-0.8297407567087003,-1.5516980441182433,-0.5562240675593051,0.5999378504953624,1.0601101039117216,0.11835345505392679,-0.6708371788168465,1.0051334243093542,1.0268994654059553,0.17297925810468306
1,0.4981546570214838,0.8121579467675508,0.7252627583107891,0.9565372150508497,-0.6296837286382545,-1.6365785302543714,-0.7534797243764377,0.4923320013076061,1.0437295199721996,-0.09860633038802433,-0.7328428125257707,1.4651956855906256,1.4262694584237112,0.42432781879374526
0,0.7065906952299971,0.1904176408756974,0.876703822428886,0.9238441388370248,-0.7749551000854249,-1.5945002257743301,0.028238092821153526,0.46232797696359246,0.8571861015365929,0.12576603070238992,-0.296596265150111,1.319847235455843,1.4723371615235747,0.3271779820716041
1,0.8660912917774074,0.0340066929774076,0.0726431625695156,0.4241565698176475,-0.5669344663002829,-0.5482750154049718,0.14829024623603881,-0.396770499409925,0.9739319887375019,0.23649540872986904,-0.49654024792310564,0.8317741125935347,0.9627387730922731,-0.44368608089506795
1,0.5988180632175039,0.0865068967810153,0.910884113754026,0.6901232569510644,-0.9003428372650211,-1.2638811606396112,0.1679831616953179,0.4364514693208582,0.8142832924694581,0.322906389005885,-0.22469912093162142,1.1002631232136915,1.0950515594716226,0.24637069476833195
1,0.787943199568149,0.3024963843093509,0.5616782497544794,0.957910272585577,-0.563552465326422,-1.4041005595196236,-0.15972584757893554,0.21160045605227956,0.8662120107208304,0.024843675697779774,-0.529111227585769,1.4246735251374079,1.4903787381682063,0.06618302516610322
1,0.5063324763794408,0.8127140992364243,0.3063786117057028,0.6749983307596459,-0.4849398648344656,-0.9841487786431611,-0.5595272328872619,0.1508703987207219,1.2124468595870437,0.09909841206928731,-0.8370998591290325,1.2281168478126316,1.1402109457619776,-0.09994977307262867
0,0.5889907178826749,0.6630800285391314,0.9270706908690444,0.8184998803951216,-0.5795022680194282,-1.6827318275805243,-0.42384367619562835,0.5563343682426118,0.9425820639472925,-0.04829567071403878,-0.35092605415843675,1.1908771049759819,1.3849267269099048,0.5362920003894878
0,0.2833973904639995,0.0256998924744641,0.2601806919121746,0.10009682112888,-0.7889351390691413,-0.5847848642638815,-0.0890790867542805,-0.08828236889562428,0.8474129656134882,0.5081160110970583,-0.5175788562538028,0.911640775605273,0.3533998090748668,-0.20612868551588753
0,0.6188418754766989,0.1911085094783952,0.8896791826274613,0.5277488807744909,-0.796925949614256,-1.0843273132161544,0.12713875232868385,0.40548130602579796,0.7594292769872711,0.31927352531286374,-0.2252862456386561,0.9854993004847081,0.986602491641955,0.2471947888234911
0,0.5507401856972186,0.4924198350925814,0.6921898696144019,0.091596573229438,-0.5195709495164138,-0.765230874889879,-0.2056719423411247,0.30960194045543293,0.7922254739862117,0.2860119231121033,-0.3842810906701917,0.8308153007827637,0.7126982943690068,0.11371187092513443
