y,x0,x1,x2,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
0,0.3680848623264954,0.0470595887923871,0.5316578566344605,0.34366849776566133,-0.09569221863155083,1.0594852578427871,-0.36693499626242554,-0.5445827778697541,0.05815164079263489,0.015284098100590504,0.6044302078142595,0.5223061536927617,-0.7948552429347538,0.33301248486867585,-0.8085146814239019,0.059175832030367734,-0.3249145960392816,0.05318304792569618,-0.48132097711636473,-0.6513804846991034,0.9855050941417888,-0.3480694864722677,-0.7576668436915296,0.9858269351320362,0.9341314906065324,-0.1348203784177014,0.9060431723593663,0.4980603530939461
1,0.6672598769042778,0.2339424690456754,0.417621745462061,0.32504890470206926,-0.1894019931618437,1.1659525595981879,-0.16987384227658892,-0.5473963336757547,-0.06722425194541391,0.27546556457512567,0.6832740049946502,0.4799922108550693,-0.9170094493025672,0.1701903884655455,-0.9644281762468333,0.31765175941027174,-0.46154891869906717,0.12159263687984641,-0.5398444922852437,-0.7407013779766374,0.9404472051898021,-0.5445655150750908,-1.0532121307593596,0.9247868332272379,0.6382644166167072,-0.14812319743809893,0.6898943194599125,0.33397837100015476
0,0.5596714369053566,0.4525410958915914,0.3281092994216537,0.469012094284628,-0.29410540346786723,1.0838493555917375,-0.11022159423253547,-0.41500930583468104,-0.08998497399762274,0.2546759705149619,0.8320407753647083,0.4936407988378279,-0.7584300749984892,0.25348371758393823,-0.8284786326443631,0.1708460688581844,-0.5859638744900317,0.00691952441699825,-0.5213697607523766,-0.8125560135426986,1.060581198831553,-0.6059174491276219,-1.0800642603057538,0.8173947021076753,0.5775004877689683,-0.04970849068949087,0.7853792064271952,0.36664765927184384
0,0.0677286892435703,0.3957568789695974,0.6275619172908731,0.5200484535859766,-0.2505107887361564,0.9332937912613511,-0.2740101177341383,-0.19872315607145757,0.12135119572400511,0.17046798922488565,0.8504325322576661,0.45817303355218497,-0.47084261957131135,0.41306433607986215,-0.6275812427704097,-0.18206033471128616,-0.3830313434685304,-0.1943552602466872,-0.3971984881573101,-0.6580832760505363,1.1657527434955064,-0.30694732271214153,-0.7069245345785395,0.8920507760155264,0.9066746037430498,-0.07295083579075917,1.1504227892971712,0.5974242910285569
0,0.8103478927570292,0.319620406288899,0.7335095046821637,0.1306917949415073,-0.3095057102268324,1.4577885850129557,0.048464185126003735,-0.40620069797442804,0.02677119671229153,0.7010772367388892,0.5934566561234726,0.42740466201257044,-1.0012545355869802,-0.14380772341894812,-1.2313936619870163,0.4422935151727171,-0.46272127995099654,0.10831915811272237,-0.5792256892500078,-0.8344486047908976,0.9095517410444689,-0.5427259291407925,-1.3468645153910856,1.125860662476954,0.7277010362952532,-0.39144487398464417,0.5403905777198359,0.3176871794028301
1,0.4449518990236621,0.903557286402596,0.9793552145678508,0.15478265204924788,-0.7919398673243108,1.4887426235057595,0.45249681943824466,0.31664617174818266,0.20687716933933062,1.1026589436982592,1.0505574527083086,0.5012387303174917,-0.3571185035970858,-0.2473035718691524,-0.8347411721048373,-0.1400364755960638,-0.8234541282430728,-0.2959264216117868,-0.5648744510397168,-1.023333443682791,1.355905288841906,-0.5368966611022064,-1.0819494749314253,1.2901821060769147,0.8143348907277084,0.016083628747729166,0.8751179473727767,0.6463678159449452
0,0.4502834894751002,0.6305468963794607,0.9218932958972744,0.20665331382709617,-0.6188530033290897,1.3676285371080648,0.0938392805239457,0.042005775378841904,0.145674100517455,0.7704773485186511,0.7689101023060246,0.46474623304028395,-0.5088140635153752,-0.08597674095318036,-0.8847034556277585,-0.028961975584742283,-0.5976944227413704,-0.18165916782869707,-0.5308311135170221,-0.8507843278839271,1.2401062793154034,-0.4421907617373577,-1.0618137187560235,1.2550353244650077,0.8543359013848001,-0.17274981395039524,0.9362686230624608,0.5309049414865563
1,0.0239980526874282,0.2467552773310857,0.3754764433892911,0.5789827749097857,-0.04394108333384198,0.8444077364874055,-0.35372218521694415,-0.38807165717720465,0.06390984105146309,-0.08402205153095428,0.8751404203628776,0.4642197900237693,-0.5545205942699685,0.603666003650493,-0.5932704591065703,-0.17516808541309165,-0.3558152756820621,-0.14964654888016482,-0.34884700228395377,-0.6051375473070107,1.059344999080177,-0.3358354614238093,-0.6193069589582437,0.7617354920374273,0.88063330624695,-0.014232887298473669,1.073797956778223,0.5808363802389214
1,0.1879597436522344,0.7144922914592373,0.5825406715179273,0.5632660799852247,-0.4328772030001055,0.9976340128706315,0.05311434582697762,-0.015551596854829264,0.019048953642844726,0.4028697964371115,1.0844400493410271,0.4691991253082671,-0.33303802235557534,0.2546452555638512,-0.629235224230339,-0.15230200861310755,-0.6194976444335758,-0.19910022333193478,-0.4770768796597697,-0.9046306217675216,1.2772933581813213,-0.44397139834988514,-0.8788997404818476,0.8338649995037756,0.7257863585609351,0.043172555701932944,1.0909108141532173,0.5490280247120837
0,0.1166364425806498,0.3324771444744543,0.7929381273613318,0.4049255004875056,-0.3105564062810807,1.0298444326792324,-0.3457091481686353,-0.18769083873953593,0.1952836482276068,0.2508740891932621,0.7246098835396229,0.44578190273894364,-0.5294563950693808,0.31677555442812644,-0.6784026985782209,-0.1667946587790013,-0.33706306347624987,-0.1973423172002271,-0.4174405380057537,-0.6171686676693069,1.157864565139489,-0.25901829565892837,-0.7207938734858302,1.0548818770737116,1.0131413082246912,-0.16178162781153657,1.178372798980336,0.592036925504992
