y,x0,x1,x2,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
0,0.3680848623264954,0.0470595887923871,0.5316578566344605,0.3042594472798428,-0.6706277995009581,-0.6702983965270876,0.32504897907100594,-1.0798610535062967,0.22729882300122597,0.13533932780894486,0.6403008841672443,0.1755370817888937,-0.5584967483582729
1,0.6672598769042778,0.2339424690456754,0.417621745462061,0.2080747563245494,-0.6659937880603786,-0.795522394866346,0.2700634858499762,-1.1204929798763819,0.4064846938531776,0.330206385908656,0.6384190241710799,0.11710836134920101,-0.7100222530711608
0,0.5596714369053566,0.4525410958915914,0.3281092994216537,0.3042178744699491,-0.4565385265538885,-0.8619476819284237,0.19733410614580899,-1.0783990909004089,0.37290751285112134,0.3258935726366945,0.4949907242661918,0.012914768511948883,-0.7133844897341988
0,0.0677286892435703,0.3957568789695974,0.6275619172908731,0.29259976299945734,-0.19649488610671775,-0.8026079259649724,0.3859713613811187,-0.9407447006220576,0.09995585078348761,-0.008087251771347496,0.40690151034004773,-0.061633047576324,-0.39338067659587184
0,0.8103478927570292,0.319620406288899,0.7335095046821637,-0.022012248081413666,-0.4073843416770171,-0.8281041304884094,0.6116087744799947,-1.098582376216095,0.5381747951783404,0.16877479261272005,0.7531997051716748,-0.14890310269340226,-0.6023609751411575
1,0.4449518990236621,0.903557286402596,0.9793552145678508,-0.18285602643132387,0.76044658885562,-0.9402944556301658,0.934319002499815,-0.6803787771530065,0.1476270668156224,0.05057733016879479,0.565286391164255,-0.8287526572063202,-0.1486976630298767
0,0.4502834894751002,0.6305468963794607,0.9218932958972744,-0.09646524182263466,0.2642409581235441,-0.8756410251586872,0.730591925140053,-0.918197484468931,0.2783784787018147,-0.02304331473567571,0.617123959553382,-0.4636162165137065,-0.3105248259048737
1,0.0239980526874282,0.2467552773310857,0.3754764433892911,0.5023342301084915,-0.41996716548043844,-0.7501339536361057,0.2709937362146939,-0.9442121669228818,0.10125156196867643,0.12195240354029485,0.3885018295369777,0.1439897502295927,-0.539885124248709
1,0.1879597436522344,0.7144922914592373,0.5825406715179273,0.27195178154789795,0.06377159201802471,-0.924583434474571,0.35393856861767303,-0.852774128957117,0.10095253769700525,0.13229677259246428,0.3686444879946846,-0.3421377274566873,-0.42787385800499383
0,0.1166364425806498,0.3324771444744543,0.7929381273613318,0.1363769509238711,-0.1559660307803622,-0.7746321442114796,0.5178944444053676,-0.9870459661275999,0.125244814617955,-0.1341857826132522,0.4784177803682523,-0.09003485547772289,-0.2814601169977624
