y,x0,x1,x2,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
1,0.124552989733209,0.3089829390148769,0.5455843475444044,1.0991424044245586,-0.493497820308396,0.10233248781825796,0.06992212105867564,-0.1657583305278101,-0.06420282232235769,-0.7639190751555828,-1.2463773396461666,-0.8997453511011086,-0.3747032650110165,1.269645231221897,-0.042872487975374365,0.8058766802930444,0.8967521722966132,-0.1370002620743769,0.5681207421469494,0.5465552085991808,-0.5574083172212904,-0.11893895268944893,-0.8937596621030214,-0.2055382977045142,-0.2827781205941125,0.750489029737182,-0.6732212388332602,0.03372038970334062,1.0283482417070648,-1.1820429759161388,-0.5116785770159716,0.21948786062202416,-0.2527606782394838,0.09300622458289463,-0.3083443859170736,-0.7106668872316461,-0.20884301234767644,-0.9978292099622538,0.9700777458907636,0.5811432222345017,0.02244191955290935,0.14288969608773655,0.6205436433370357,0.649601736406697,0.4281886246805718,0.8121884582845645,0.7651855070795989,0.3350145843506545,0.008578412585214745,0.1370429418707133,-0.03441630804755208,1.0671226336290964,0.43578923179236284
1,0.9484078060345064,0.5655880376558566,0.1223275248295721,0.9614154951748886,-0.5574646731625597,-0.09827372698961477,0.025235650378482157,-0.34324121287713805,0.25072050060990164,-0.7738949779136723,-1.9642531727958825,-1.0201618736694855,-0.13814758713258524,1.5027671710225354,-0.425999803829575,0.45259532316340606,0.8810068461873946,-0.3367656952381977,0.6630943914482511,0.15279865493884562,-1.0309558258434561,0.05978987024595065,-0.6458190361498245,-0.41854534953321554,-0.5438712724007801,0.6883843752745691,-0.38000266999563076,-0.20663400692421938,0.450811594181028,-1.3972065298229441,-0.884819940152505,0.06852336103238592,-0.11911537439449166,-0.5292126574792307,-0.3373410550227468,-1.6531012420898261,-0.169191326577364,-0.29517555012171354,0.8239832619632276,0.8388723231939128,-0.4618948807949828,-0.3292323794066453,1.0407656976474902,0.4951771490029345,0.3569101219329373,0.6364508932828041,0.2413923078595484,0.5245376662203366,-0.20043722818588708,0.5911086651849632,0.5446303440783373,0.9974851701301369,1.0745294752269747
0,0.3221536150026741,0.2032391467100148,0.992859852318297,1.1512279522469433,-0.4340382508307048,-0.6101062025980749,0.05698683319455422,-0.3977913778103489,-0.3013152432302721,-1.0051243906354324,-1.6038749530146466,-0.9961783917932046,-0.4884139627302434,1.2974795564639943,0.30148069540794953,0.9867338634102002,1.0611190593469104,-0.2213026386588454,0.4460253435135396,0.6631307639143267,-0.9228052272034042,0.014875402615059069,-0.7977730975715345,-0.4791482219323005,0.053267413444017496,0.9487401261290181,-0.45793020458905465,0.6228426992498493,1.4116052664298566,-1.7490620700141963,-0.18981267153591982,0.11686251118329313,-0.007101648850927261,0.30455024226058836,-0.36030251253006873,-0.5564703886994693,-0.1950517609286444,-1.059023351504543,1.2770774768106672,0.5088346080315705,0.4818435368886035,0.10237570470431281,0.8091425815638278,0.25760449699821936,0.2080154354856953,1.1775545817421884,0.9549232578162044,0.6152563417124763,0.44658987116012605,-0.04483553943024432,-0.10833276432343546,0.984273831596346,0.5296298394943773
1,0.9233414829298998,0.6617126943090821,0.90215626463816,1.2643563506715625,-0.8571813661106634,-0.8938615987191114,0.027069857848603673,-0.4780010946891537,-0.06623064987860303,-1.1171265458683826,-2.550665621429919,-0.6836971406151066,-0.36005117809488885,2.0713006655303596,-0.1054589068131876,1.010796181833216,1.1729085481301296,0.049714681525231064,0.30430989771602757,0.1686111077440382,-1.3159085813326947,0.4336789081767556,-0.727423184435032,-0.5481414489183174,-0.2797684560765041,1.6076946441315663,-0.6564351555569352,0.6404662538689967,0.6535454507674905,-2.344644560586082,-0.3181209919961704,-0.19460333530497148,0.10266053666562094,-0.26706962674110246,-0.5568051798043581,-1.412193446622551,-0.3735180568084029,-0.611764710311275,1.112354947264062,0.5751700816176983,-0.10673296207560415,-0.16765593010045077,1.3146855860856501,0.13795521597566862,-0.16141175673715874,0.9342559408050745,0.554797765093981,0.7778904898757011,0.20640821461789724,0.397901911479023,0.3915083975220448,1.1731989216914394,1.096114993478349
1,0.3443803860843416,0.7818360672590278,0.6912228108757766,1.3321615293476248,-0.9088618716128883,0.21695170449020373,0.02272151401643459,-0.1597980483786502,-0.14677497509813472,-0.8240196608018686,-1.815560660216533,-0.7323503106833296,-0.3471682325799376,1.7932921964452548,0.08070022232910727,1.037293838108556,0.9498447280066888,0.166202650846289,0.3333039636629447,0.1710851839629635,-0.6268297650553889,0.09810473620918017,-1.034413432330896,-0.2620610740633787,-0.5728909022528129,1.4457888195217738,-0.8644135740320205,0.12241742002076608,0.6313226562300617,-1.6876090702888686,-0.36658603811636636,0.132264530673724,-0.36582805058059253,-0.14274301539758216,-0.3393677757162053,-1.1224511254215832,-0.43155247217064396,-0.9724479591853602,0.8558810316733197,0.7326417358346433,-0.294562027443786,-0.024592510366211566,0.6377377027084294,0.564759025713243,0.4762016432595151,0.534947193457788,0.8962922828601628,0.4084594491921047,-0.09214465438492207,0.25600119277583394,0.16977785791497593,1.4961809737495808,0.6962182545566247
0,0.296413125764518,0.1697448911945328,0.7092894741823788,1.1029209430077858,-0.47805294057545117,-0.22855600169544327,0.12575709721821118,-0.2916724071312289,-0.1228384916047264,-0.8624552254390176,-1.3975796780137792,-0.9809086246969753,-0.43440010546887575,1.2168265091285282,0.0044482606828113655,0.7775577301299098,0.9368560094659648,-0.21229407929149216,0.5167753953964791,0.6255817551655938,-0.7221003949088608,-0.1491538061552344,-0.7977400384961127,-0.3550223984718066,-0.16760431802397327,0.7036894777141129,-0.5237593958429175,0.2901131968535192,1.1708757621968886,-1.365463755379728,-0.36707061336990693,0.22919383262730314,-0.07571702394715425,0.1655579084109362,-0.39521268666630893,-0.6668466314985214,-0.12351703353042631,-0.9714077806759835,1.1164707717101592,0.5352309385670759,0.21245871285882148,0.09908123232187771,0.7944011110762583,0.4883923784081729,0.2355491576450047,1.035403793371344,0.7346921350918557,0.45920622032459535,0.17779084494981526,0.1001543915205354,-0.056562132362308094,0.920165283653431,0.5013648930975693
0,0.3969751580909694,0.3280901136381761,0.4020794673531926,1.0238717918337632,-0.5339160536055105,0.06688761890358871,0.1097702787725515,-0.21703412184129817,-0.004620963526278858,-0.807155057652695,-1.3934000717401644,-0.936864288216057,-0.31511800814626933,1.2808439249985886,-0.24697117244089115,0.6827549620460499,0.8854301489328203,-0.22720541555832524,0.49807589749114023,0.498760487984966,-0.6268558810395578,-0.15769634441296243,-0.7845879008110861,-0.29234306979800917,-0.4305700152098645,0.654785221661054,-0.5548788264612108,0.05102255098056705,0.8452910756161153,-1.1663604219026331,-0.5489456099324381,0.24844091787325184,-0.13020340974718936,-0.026167715499990488,-0.3681749952726381,-0.9418740110849395,-0.0841316576848034,-0.829401108294001,0.9669759322849752,0.6220470975439569,-0.10369538237254466,-0.012698267062887021,0.803685731408419,0.6749294948500594,0.36701068532626335,0.8052100429697275,0.5943599607703931,0.38477075460410504,-0.03615353036664531,0.20977402467839354,0.0969850299535208,0.9513784989503661,0.5651264330362349
0,0.1623687951514155,0.3803797973685066,0.4021633331547145,1.0467314719308412,-0.49746435907642855,0.23885964842177093,0.04469042954448104,-0.14090235446667407,-0.03347658265229142,-0.7572226476057016,-1.2518560059355535,-0.8697031765785849,-0.3282429108639074,1.283227031892133,-0.14675703999798526,0.7747096555105536,0.8624500015641983,-0.146011020879741,0.5498889725096531,0.4976848738045789,-0.5017252536589075,-0.11472178627131666,-0.8790658196355512,-0.2072681197481981,-0.3802666868362976,0.7309861011911808,-0.6814313070592211,-0.0586753042919433,0.8863009298790263,-1.0978773688320083,-0.5846131901369147,0.22847055079992074,-0.2668487428346842,0.026771071663563135,-0.2834823075901933,-0.8250870761391755,-0.17583747011124046,-0.9281055599675,0.9247442905253099,0.6180416283608261,-0.11063273390158221,0.08965246599405244,0.6255247917748276,0.7287863208886621,0.49971021719750275,0.7081958282770497,0.7156004078768425,0.29298400945984665,-0.054314364815364245,0.17586043553035155,0.03705098573760128,1.0866157018958258,0.45192419059852423
0,0.4464151702115151,0.8630181939796843,0.4913647437806924,1.2710661322872456,-0.9220396702923943,0.39879057493187764,-0.035548453643701745,-0.11039113556996374,-0.08272920593749941,-0.8119396344825979,-1.9212607772752521,-0.6834394927684949,-0.28957196209221653,1.7781665043670754,-0.07733673454485304,0.8891949153336743,0.833278750248113,0.13959956126101616,0.3684141355911244,0.0814897583468019,-0.5356414272964336,0.0693118421919689,-0.9764398477371565,-0.3041732243491585,-0.6928356136745161,1.4123569939546055,-0.849651395256187,-0.058662277018576306,0.3702557812737021,-1.5648892292548529,-0.5137581792037003,0.173962455208734,-0.39066705382104844,-0.30944458250147655,-0.36752292491409333,-1.3928801152738444,-0.3424569554322252,-0.7846481815329517,0.8328616895239597,0.7831968539028653,-0.5045517005746502,-0.12027040124914115,0.7079660020338755,0.6117550674363709,0.5456330750138183,0.35155235198984963,0.7570989582112718,0.32678160063702427,-0.23074510006612373,0.3698828034976781,0.3323956820312131,1.5258114999763557,0.7597894665000712
1,0.7264890879494266,0.500956316024716,0.7178295840495795,1.1535930843752664,-0.7541081924958367,-0.4751974950089606,0.10082663498923924,-0.35445175018115627,0.04014113380986241,-0.946265461138555,-1.9791999071220585,-0.8595885078373651,-0.36564515976004464,1.67116312770641,-0.17599526280212327,0.8236784947108283,1.0575237703345637,-0.11035546788163182,0.39699014518612225,0.34211922541622874,-1.0175318973830243,0.06875120140349623,-0.7862650409297177,-0.403107299059848,-0.37105242571516384,1.086533480455773,-0.5810299713296301,0.41490402734097626,0.8208382321701705,-1.7679517602211214,-0.3707036733979481,0.08394018669445028,0.021631593426258575,-0.14542139494399972,-0.48742576512123864,-1.195635803422259,-0.21390246976545918,-0.7312728011673112,1.0707188266198895,0.5863390009557559,-0.07580289013652203,-0.12625259417505055,1.107475257650398,0.3753637613833053,0.06874184519784612,0.9388919284674893,0.5960730906034084,0.5761214967872217,0.0974633545883107,0.2669480631342248,0.2555501599940409,1.037673109845938,0.848721499242325
