y,x0,x1,x2,x3,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
1,0.2609553959188668,0.8325203665502053,0.7452029036275221,0.3362713944883756,0.8290223326014952,0.5004956577997096,1.0262860847722326,-1.0522027694072549,0.014686988705092507,0.33896711841087773,0.014971854914218964,-0.07686801695420233,0.06480220696935435,-0.2603265985645714,0.6605629678854091,-0.17304779596697312,1.4450981834928716,0.6230928956438129,-1.2415994483762296,-0.9762373759776193,0.8100301622524215,1.1284294013279588,1.4831764287308395,-0.4306189700357567,-0.0882977944037539,0.6870695591717116,0.569648241332687,-0.7470833742553085,-0.8937678817144379
0,0.8161536000179047,0.8656872751557401,0.9272647377995166,0.2849733103181965,1.0620978640467025,0.6826384551697614,1.2767191207911708,-1.2430516959325402,-0.4938089559534056,0.36993868282611836,-0.14108939145685767,0.17262034586378372,-0.3480731388703983,-0.3678637566881619,0.9644472506248079,-0.7124392069854846,1.6063245387167517,0.18702807084088327,-0.8558589334649197,-0.5803752083501966,1.245567102141754,1.781335862807824,2.36807201854414,0.24360869120502757,-0.14381094791759727,0.8725984144431441,0.7723885852316693,-0.4470230279965902,-1.9480769402443114
0,0.5301570668713382,0.8392145676947367,0.623262482582568,0.7080192913377102,0.9456547994277679,0.4163386986540315,1.3491915042430662,-1.0226196867149557,0.06779027550213168,0.30543935927782034,0.2215644715037194,-0.010830534379631118,-0.020070457287353356,-0.6453236903333229,0.6014104974517791,-0.019834084912236857,1.4984595917561288,0.3138421710356003,-1.0977089188409297,-0.9913810348207714,0.7604846138248201,1.0354323475967022,1.696783874079506,-0.4919655220961928,-0.6808877184210982,1.0047696996873428,0.6614577133071327,-0.725298956342399,-0.9515630593555586
0,0.2023551932188455,0.90687337593857,0.9801220268292355,0.0470132197971145,0.8505835477689427,0.6260860427620947,0.8672162657010242,-1.2421780954947867,-0.15461198801663953,0.4753644323424976,-0.31365854608107274,-0.040913897961581784,-0.1250839235546346,-0.03976732127595619,0.6775362192487927,-0.25472892620865567,1.558923935523973,0.7205168969347935,-1.3786420758670033,-0.9002378170820268,1.0276597687944782,1.3771750614815792,1.7809002734983947,-0.03434501813769941,0.4638996000472875,0.6754724513724664,0.6749174413687936,-0.7721222216061582,-1.174722936634814
1,0.5309633362949518,0.8925691544629669,0.203813987165821,0.2918571558563576,1.0841030921075328,0.2577438316497644,0.9383454323906077,-0.8951427815227039,-0.06645311024436912,0.08437814492505866,0.017847348332984604,0.16971711937243159,0.1573522768768171,-0.268322287624146,0.647222953304448,-0.5863844586182653,0.8695811927330268,0.4749822976538327,-1.0853447874216644,-0.8341487962236918,0.6790798848148177,0.7065901413575217,1.6214834151748077,-0.5547085613644622,-0.541531544944173,0.531614847696951,0.062106900091427955,-0.5510220408432897,-0.992077901510042
1,0.316475630576069,0.6862926607491155,0.02707978715966,0.5549232027527812,0.8461982164268177,0.16021865705653565,0.7945495398759465,-0.7132978034627656,0.2633752584681439,-0.04807868618657593,0.18486268003210216,0.06327462905156173,0.3797708203420367,-0.1360342930740973,0.5273433799729387,-0.4366887603551851,0.9335036434456137,0.6610805601709409,-0.9323580583247829,-1.039856386621081,0.5939399188788328,0.6652264827048239,1.308008849974448,-0.9106880636193897,-0.8992637362414303,0.6171946830057089,0.2408226627874361,-0.7480556623345264,-0.6252646142545686
0,0.516298921566585,0.1082263635340371,0.1641777692974523,0.6385778103364225,0.6999191767754045,0.1632077330670928,0.8903065982609412,-0.7466775165862317,0.3206472412871343,-0.24369762558641062,0.22049993237683044,0.0889591903848363,0.368298374693953,0.04487316230557262,0.726124541748893,-0.31878522024380235,0.9209835422231015,0.5906232575168514,-0.4126671886607338,-1.0580251684994832,0.9670981017248566,1.0596292067038622,1.1558323398893888,-0.7308985549065622,-1.255785835315746,0.4803604173373083,0.656147656340312,-0.8974157813363958,-0.962212586938769
0,0.8860323903565906,0.3465590887775217,0.6546591583613819,0.8025735524117803,0.9277180640416133,0.5219503053383344,1.544569633753173,-0.8398335197171969,0.03048435600047495,-0.008921802745199145,0.5105898783078082,0.3227504585536105,-0.016145229176230035,-0.3933757791821286,0.8422675145150093,-0.2655991866743087,1.408929500160607,0.1781648135203663,-0.3971272480729509,-1.0437702294341378,1.334665801872761,1.5099038062115522,1.8666724325342048,-0.32547780710623364,-1.4422821105292256,0.9065887054498083,1.0717923823606723,-0.6736887372519526,-1.7888699535301655
1,0.9138588789313894,0.5768915848239576,0.8810034188667913,0.2235910112463438,0.9422224841832637,0.7566307208342967,1.1963273454084649,-1.0428142159797333,-0.5322272981712179,0.12689151123001915,0.010954084982714364,0.21954967477445397,-0.23289236479971592,-0.2122714247675296,1.0206142463743715,-0.8358286608379872,1.4026071503859812,0.25428196498035255,-0.4858486896428129,-0.5682911171194217,1.3705983430506814,1.933836881810546,2.134528754836792,0.21760901303391272,-0.47637621320719925,0.6956535939386348,0.8471143212161922,-0.3745392420976913,-2.152893116146772
0,0.2864103632175869,0.2444983451197876,0.1419253746880344,0.2545229162178658,0.7379049371790045,0.18690177855497112,0.7218638608451803,-0.77608239702812,0.2797437682382701,-0.2728569562922282,0.14037579390838467,0.020084218833518904,0.43794007613125496,0.13183879038117444,0.8161186186365487,-0.4884153650840428,0.8607539546773388,0.7532454392237549,-0.6600114272078992,-0.884488244238905,0.8442129978206356,0.9515514010012739,0.9381716860591615,-0.7984038654632531,-0.8891510930816932,0.3305541033550826,0.4217660348103483,-0.7199666906216393,-0.8361977410675753
0,0.8027499534302068,0.1757963470995581,0.1415846424688687,0.7053998918752042,0.7891387625749289,0.196851710960152,1.0518939707972625,-0.7657043148468654,0.12729455200251139,-0.28797632592629907,0.3514557639456199,0.3221830143977086,0.3494467838418224,-0.007715335646886687,0.8214026673068875,-0.3659917803051503,0.8850886874988252,0.47056333926376726,-0.2836041777980717,-1.0871701018795505,1.2044702567849943,1.1166672508229198,1.4099847824582494,-0.613285592269826,-1.5048730663269487,0.5388342113053934,0.6605739650207754,-0.7746474746754572,-1.322568184535588
0,0.5819203171924242,0.8768257674898047,0.383727487180315,0.9711952369374312,1.0661173706177196,0.24480684047039658,1.471702282637804,-0.8133712519429487,0.16782004918720778,0.3133776013963716,0.3381645790002287,0.0495859011578684,-0.016652050499596796,-0.8628135905590939,0.3026280898151981,0.2556121843151091,1.4421514112126375,0.1254913871183937,-1.1589885338759423,-1.097811953544976,0.5548457685763645,0.6416860297717099,1.7575252724935508,-0.66139779405208,-1.1534843892417408,1.2420315753509592,0.532388471436996,-0.8153462278371592,-0.8039217717089837
1,0.4275556464988015,0.9267319535648156,0.7429599067342354,0.7639248623282275,0.9259223775105507,0.46367218508713715,1.4220006008419952,-1.118951246453028,0.07182642969168894,0.5003739920430761,0.2757502225309153,-0.10503492447429039,-0.17043321040659465,-0.7508130097081346,0.5390305112336482,0.23900867955483168,1.6854239291890518,0.3843667708783061,-1.3824411038866826,-1.0902618984095551,0.7014192758478516,0.9969102547664113,1.6873361041097905,-0.5031468492594116,-0.45674224576233086,1.1497756548464726,0.7976401237613615,-0.8329916346099298,-0.7649041901320501
1,0.7191553119997124,0.0753735919860865,0.3810622778675313,0.8070819639562153,0.7996662799598804,0.2803675678630237,1.1953788472051707,-0.7300129197656535,0.2593130256400958,-0.15781092521603846,0.3854100685187935,0.22225217250015525,0.17535297378725795,-0.10272653028947654,0.7253900310703959,-0.15523437403596824,1.0862370496079254,0.3867125983918032,-0.31369714190593023,-1.1574940413687071,1.162374682780253,1.1981250479152796,1.439010579414154,-0.5623155242556382,-1.480322633682933,0.6795115085736783,0.9021750082060205,-0.929482080559311,-1.3220525472734013
0,0.6782438869842092,0.920609422824436,0.2359096949536794,0.7560372096193859,1.1987571264620198,0.2708921361171074,1.2659703998831975,-0.868382819247769,-0.06911929855494381,0.22184974093498358,0.20916052920795603,0.1763895737624202,0.07837898795421328,-0.7039034693456794,0.45239539702340226,-0.230275268365349,1.148200190055951,0.14485954249338537,-1.032961169017197,-0.8871724981854717,0.6600339856832909,0.7011677971118864,1.8214073066208702,-0.6267198681231617,-0.9874496061482307,0.9397747575248773,0.23113366325198617,-0.6588730947970465,-1.0131042108919992
1,0.3329520366206631,0.0240598940143789,0.4489140855076931,0.8341211494754415,0.6287906543808341,0.25984741668775335,1.0629992247444837,-0.6842629914467533,0.44206920044798476,0.10884849466821551,0.33856752325430883,-0.054688946901329145,0.19105123609076952,-0.026938480470041062,0.4867648849477363,-0.0038805268909022916,1.1362080482266734,0.4961660102522881,-0.5436997152167468,-1.1740412778411495,0.853906870679475,1.086803184822483,1.1976341675782387,-0.678340094588188,-1.1673934315520162,0.62141687106223,0.9237478718234545,-1.214446429420748,-0.9477961104574442
1,0.9301705424494564,0.1040506335447554,0.9140970737534984,0.4302495615983867,0.9923836661700693,0.9101501353482935,1.2549713799535664,-0.8870841899595888,-0.4107920572047799,-0.03089050528811552,0.3937194612030987,0.22454719298033318,-0.28253222097171643,-0.23518244432656826,0.9864580991233998,-0.5689401286987258,1.356697902200429,0.3492351575889424,-0.2481808438269009,-0.8566678136919518,1.5416225002136024,2.103371184928568,1.8598706414177955,-0.010648375595959072,-0.8619401415582222,0.7658488488947242,1.291976840209753,-0.668675545035337,-2.1640176131537996
1,0.0334732284028765,0.8961069061329464,0.3473919642864014,0.2604090442088248,0.8897577226882993,0.32750398139257925,0.8967635123742409,-0.7561230396958226,0.1651165007081097,0.2238016706652505,0.1664021837162867,0.03941576231754238,0.27806300856426247,-0.11060028561858237,0.5407735696485277,-0.19388756585190042,1.1199957654140518,0.7514700817716974,-1.3953027483450773,-1.017286254027896,0.6257921972852981,0.5977278288180865,1.1908024309339733,-0.8654813471949788,-0.2851566723342407,0.449239573222728,0.1915798612980475,-0.6989438859439161,-0.492233055441264
0,0.9168959980699009,0.2475507199671285,0.1938338552967325,0.9833580355669792,0.9095915004414821,0.14015246837069276,1.4008917739120281,-0.6206655973669484,0.2165280386092614,-0.16457009482211202,0.5139057565137916,0.5329725395685686,0.27151588177510877,-0.14341615423366166,0.6815540824482094,-0.11065596843737355,1.0963607108823559,0.19578733155941036,-0.31167271069568026,-1.268032877008289,1.29333122403955,1.0135806268082193,1.7449548330722584,-0.5603543082757403,-1.9378292334039318,0.7844981945821277,0.7685518166873717,-0.8042024966250116,-1.6128440924960914
1,0.4637707450601106,0.291093781445383,0.102196156639906,0.861954289689448,0.6601732444973042,0.06309823685206752,0.9630176610031868,-0.6131015165016197,0.4672102499417512,-0.11057934985377062,0.24168076009691525,0.12141544510010269,0.3833850268170481,-0.07021667545221842,0.4900813836933835,-0.1795903788235605,1.0421346149695387,0.486499214453364,-0.5426291375859618,-1.2213524050485103,0.7622789977356714,0.8672940881485989,1.3186088524063215,-0.7779803050961149,-1.3943046449343197,0.6773420816629336,0.6421896592748714,-0.970014461155803,-0.8539879423756802
0,0.3044055825784988,0.1964216321083096,0.2839820302706562,0.6800784928821547,0.6214364192999097,0.21732995985410256,0.9170281915213541,-0.6894263441481798,0.4071444449078277,-0.06695529870237457,0.22907262198394074,-0.04324253827346945,0.3692111758518862,-0.013597802003780165,0.5823506222036984,-0.21508858961758903,1.0431719095663639,0.5943121463021814,-0.5893017337276619,-1.0634117724435859,0.7968081814657436,0.9966364086785237,1.0892302838796017,-0.7860290879944939,-1.0913249153509288,0.5239314863990381,0.6909445161015452,-0.9804728315716127,-0.7944067060534156
1,0.1374830382303263,0.6180179797203575,0.785396250739707,0.7495696528566296,0.5977808086974201,0.5217420533521843,1.2038039950021426,-0.9705533422582028,0.25991698651822553,0.49537886480540977,0.3976444364283186,-0.28755522133616485,0.0850648395630259,-0.3266109083389706,0.436622848008052,0.1877021309631139,1.5606849395522495,0.6694119446529654,-1.2095877580369274,-1.2058486835716815,0.7209721462256803,1.1097151051072334,1.275575708347295,-0.5949855523219392,-0.4134725214150118,0.9053491518342108,0.9803352988272754,-1.0841390646737414,-0.6838737766960432
1,0.4981546570214838,0.8121579467675508,0.7252627583107891,0.9565372150508497,0.8844829006293399,0.39923669396838535,1.6042925232322556,-1.0367719491829614,0.23978869215040963,0.47172532675396023,0.44354819101358267,-0.08175766499009032,-0.18500087943043858,-0.8124476805809243,0.4635330422349745,0.40279646760692384,1.7387081681632452,0.2730889498339546,-1.2578287468075267,-1.194562227499814,0.7117677271427464,0.9730420618073568,1.7575629094441143,-0.47884272302824205,-0.8855066817508626,1.352168948075365,0.9794666321609986,-0.9008277540134362,-0.8688267505691672
0,0.7065906952299971,0.1904176408756974,0.876703822428886,0.9238441388370248,0.9401786532388583,0.5886833206686606,1.5753850784650127,-0.902654831285795,0.2509429562300208,0.2977411606596821,0.6054593742898221,0.14131906111641687,-0.26103948206332195,-0.3476498005602642,0.679712670046497,-0.00329344205507065,1.574953932946928,0.23134555975593352,-0.5755382480082962,-1.3329958690007937,1.2596565350578715,1.6321127645298454,1.9066393526015986,-0.22510707184672316,-1.2559873859380848,1.1752042700710048,1.4863074089592594,-1.0603869351450836,-1.7753207596134024
