y,x0,x1,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
1,0.8723437717341204,0.6385992938342623,0.563847175430683,0.3221930097962038,-0.2809744357129064,-0.043387930198662515,0.5853170271357403,1.065245729349238,0.5533733990821155,0.33966941374088294,0.9409417414625876,0.5527183761451121,0.41084720377253797,-1.0131685002894275,-0.5714525445475765,-1.072731704112742,-0.07686136852828214,-0.4053535390053454,0.11626234784437622,0.5119575385401072,-0.7172136926998423,-0.797906077252945,-0.45737630166555754,-0.6148183684539732,0.4262158285376322,0.2985074061055216,-1.2741804847032865,0.932180774073601,1.8299800187598658,-0.1104872054919491,-0.6798716186968194,-0.7252342214571518,0.5453223788271936,0.7996377172231411,0.11935044962666337,0.4558394514281991,-0.2420544573457422,-0.09342888045253847,0.7658021770736266,-0.4876231163082427,0.17331095657732268,-1.1577007472011576,0.526936508688134,0.5855608249960763,-1.0794789824645157,0.018867678243941054,0.8801066234831438,0.9773357420281222,-0.27391580874073074,1.5164866073879144,-0.10002998702023636,0.28241219364317155
0,0.4578669251810372,0.421676076791657,0.29073886288792433,0.47204893790898833,-0.020027528086809007,0.06972371265313125,0.6554563658146231,0.9466571644165794,0.2529447014096031,0.46126042161813235,0.736849994483513,0.6074014927223211,0.26198614153790506,-1.020790041465705,-0.37970124959243723,-0.8674091097905833,0.057899744980362426,-0.45451385609758804,-0.11242941222121523,0.5899035434681817,-0.8544993872015765,-0.5479541354765363,-0.5715239222699111,-0.3767474048019477,0.6330190652966045,0.3822360949661573,-1.0301543880428343,0.9105911702337497,1.3096779953321234,-0.042616759244718805,-0.7150660627647735,-0.5757226217355629,0.7324111913350394,0.8362557628790355,0.24171687510854736,0.2747788183397549,0.025496047378252073,-0.2868081730257447,0.7299743005108492,-0.5433889977941889,-0.0919176938447801,-0.7573306790103689,0.3416562314180406,0.6122836579950981,-0.6300627231100553,0.3053886236561117,0.6321653689644153,0.8171241616771013,-0.5990415954266225,1.0693221430959674,0.030478121367173552,0.2851908727790176
0,0.7167524727183396,0.2996674784166362,0.3883101500071229,0.4245501369551055,0.0020661144381216206,-0.012006733141048831,0.6745698779203512,0.9866419481374316,0.4582192759322558,0.39296117284355314,0.7916009690946729,0.4758160752042936,0.3057606068764318,-0.9820084244561413,-0.6161037351951523,-0.814914233963553,-0.06758627012487671,-0.2749698976934496,-0.05709314759810786,0.527460735213293,-0.7033210771379502,-0.7536151827190778,-0.5962368516935144,-0.5366714983467005,0.5411682231691111,0.3284780429234597,-0.9855490311446684,0.8938011186431973,1.486756708952399,-0.0943513508713225,-0.6253889260579071,-0.4683734006885564,0.6651385837881326,0.8887072064280512,0.18163800434713495,0.390511553013772,0.06677796430761646,-0.2454319493831514,0.8221464049667011,-0.5894007382403702,-0.004629484926115649,-0.9549190849715227,0.4536657224395285,0.6011257790869354,-0.7828091518995653,0.2953988747648542,0.6165151263809618,0.7782790585847895,-0.37789391166896896,1.2654270649338386,-0.009783273517304396,0.2745597936195556
0,0.4674661944928597,0.4419207422313567,0.2939716480469954,0.47076971869390827,-0.03520567037999629,0.06558056735482348,0.6482537240797224,0.9471747321255494,0.2574634186035533,0.45836996708685096,0.7425306938032008,0.6093230451841415,0.2645575803736009,-1.0242130643599263,-0.37513920674532825,-0.8781664173834158,0.06093337329083122,-0.4597056537490328,-0.10261396955535335,0.5911388120556127,-0.8561123297456051,-0.5509220398893583,-0.5617381816273475,-0.38295536716749523,0.6293752612660269,0.382229975223735,-1.0457274728681938,0.9083337840934614,1.3260510257411278,-0.04336329513408613,-0.7202610248773439,-0.5878966063104908,0.7283958042369754,0.8310298495494443,0.23674380550157656,0.27708410718842735,0.011868346846372599,-0.28455077839189247,0.7279526839017482,-0.5345249384339286,-0.0784524195724873,-0.7649441977748705,0.3456449172943507,0.6127214851146542,-0.6442322437870379,0.2932194472412528,0.6448142633032279,0.8248460128501074,-0.5966213485483988,1.0803529245361603,0.028701882334530786,0.28201391771837836
1,0.6478523917950071,0.0602843983548174,0.35653524645279194,0.47451687998525177,0.14199160925547813,0.030354397217138902,0.7478409080860547,0.9441086384222911,0.4094047008701473,0.3548261628243053,0.7308251916962369,0.4108336407197188,0.29888907750604476,-1.0104605096101853,-0.6429052998300504,-0.6963254907130177,-0.08914676600751684,-0.19432876452673095,-0.10627971781158839,0.4991855045745384,-0.6551263391391444,-0.7005011113625742,-0.6936478933070138,-0.46750583318273226,0.5414125926783768,0.39645873545047394,-0.8393661063411688,0.8472726048017701,1.2964724323067984,-0.12295463888580327,-0.5509942245580566,-0.3470393111769601,0.7412413304498392,0.928892992404002,0.2701085903192806,0.3506352899277044,0.23635663988948916,-0.29719842562321325,0.8566598893781331,-0.6198928101470148,-0.1263419622406928,-0.8350435598562231,0.4088831961333545,0.6151943223105972,-0.6451620638373786,0.4242908139507087,0.4829066722170539,0.7446312876255278,-0.37080362591780397,1.1382388755543305,0.029496087268012904,0.33308984580121775
1,0.4318729992773669,0.2206787742015981,0.28485923268854124,0.4858319115462606,0.09815473609072753,0.10053064109026576,0.7161475481603217,0.9420134882287559,0.2452520420244852,0.45196882670473876,0.6996386007816731,0.5553823006550436,0.26095916754349785,-1.005662926988483,-0.4527670343077692,-0.7745925812266417,0.001224563721128477,-0.3761474883188737,-0.16501948148073928,0.5544060902812278,-0.8061770337028447,-0.5392439391686212,-0.6539535853053828,-0.3466023249502836,0.637479884089402,0.3913865893795882,-0.8976819698002811,0.9045389462574882,1.199525306282741,-0.05152608180487075,-0.6517188139983747,-0.46403372169592716,0.7615937217926442,0.8923410922275747,0.2858727115927227,0.27224189297964296,0.14918600232752302,-0.30116606876418855,0.7659511814926979,-0.6107041674866259,-0.18863265485610575,-0.7157532005996676,0.32120823526425535,0.6039550771514139,-0.5424516619587338,0.3991584021532492,0.529817387567927,0.7740468759656463,-0.5643004898909356,1.0064214577949377,0.044386748634631185,0.32663502896127855
1,0.5685853944838617,0.9537119171468932,0.4364192780414501,0.4646904562199023,-0.5213612656441202,0.030977526941302173,0.4531837221552507,0.8991113390479526,0.275726450194829,0.2604474069163706,0.8411097521327253,0.7127564683539621,0.4219340625900464,-1.2749695748928889,-0.030521555508850773,-1.291540150249908,0.19442468198385163,-0.7007836867684181,0.26730777404272066,0.5462336583004834,-0.9514116170274044,-0.381442873025323,-0.2789944313567984,-0.4201497352285082,0.42981637572866804,0.5897049016622113,-1.5537535497523343,0.7257746970603302,1.5825548751084588,-0.14811809307648363,-0.8819834641306559,-1.0812180150412232,0.7203057562318985,0.5619029710252437,0.27946786011172053,0.20648461418878317,-0.3809671187095931,-0.20822629784287527,0.6195471060289401,-0.14959487683209957,0.1871494858574202,-0.7353546109448179,0.37414873919844605,0.632675557207366,-0.963438915775706,-0.059154137430193786,0.9828671913111174,1.2565486061106872,-0.6180570636708709,1.2161408133131797,0.0011506264012874634,0.3692621806468366
0,0.3012051065194584,0.2112571599653057,0.2771213593047525,0.481897785158402,0.1356924363498976,0.14029355182833977,0.7347581444452975,0.9420017530816553,0.16729572047777283,0.4895910049351746,0.6834746351406956,0.6108464171046748,0.25494218367892535,-0.9993705480146577,-0.382785853459997,-0.784847513527531,0.03945104839638555,-0.43736401650330686,-0.21599770586054085,0.5683201504012596,-0.8496999394716662,-0.46541582226939526,-0.6873991997696053,-0.2736664026606076,0.6587936217773248,0.40607343146247515,-0.884149182097295,0.9360028983266667,1.1079851998590913,-0.04016025349327284,-0.6592305641386563,-0.48670873537578435,0.7801745606206059,0.8665285022138711,0.3278601827388157,0.2269408393487309,0.14961773028373782,-0.28894414019638404,0.727849634515496,-0.6227479243105601,-0.26531964765461274,-0.6391851065715394,0.278170721498238,0.6146011660692193,-0.46307567578220954,0.4198246541988901,0.5036958587237308,0.7799921111550949,-0.6442835943191461,0.9202368245481476,0.0409443830533133,0.3581818974887446
1,0.5901561835955078,0.0986465880420995,0.3305032120071714,0.4823011176310727,0.130783870886735,0.05449230884417377,0.738044617873762,0.9425647336148931,0.3610258659558302,0.38122887638327435,0.7175576874586651,0.4470092639425829,0.28681121479003185,-1.0098227472821344,-0.5927535656091013,-0.714612535194191,-0.07120440638550062,-0.2411136335551953,-0.12278915212843212,0.5104845517304901,-0.6978697554130574,-0.6500958119254319,-0.6811615838796385,-0.43215593580191614,0.5737074493792312,0.3934866922193743,-0.8493915771170275,0.8595978487988849,1.2650578462531936,-0.09915962598143979,-0.5799288903159358,-0.3749292224632822,0.7487836871050843,0.9274784229645301,0.27364055371913215,0.3302230536555671,0.21747879279033913,-0.30295862526445433,0.8343966130939859,-0.6211254092082993,-0.1458359865431956,-0.7995640302687111,0.3808989667846314,0.6070741232009486,-0.6122512886766376,0.4198875331724549,0.4949002981263456,0.7535059780923441,-0.42205058588103805,1.0972171443059486,0.037917594423424995,0.33142216176585515
1,0.2643240149481999,0.35402984418638,0.2741079188031216,0.46654957840535344,0.07691542328766919,0.12166383983491966,0.7014456607418036,0.9428443511744934,0.14874036770207383,0.5144335114908015,0.697456081090734,0.6737675399926323,0.2431140190009502,-1.004444779721874,-0.3003036029211941,-0.848098624200177,0.109609681870777,-0.5136058870131611,-0.20600635663464748,0.6087714154700683,-0.9058607321221015,-0.45517435954486657,-0.6444970473788466,-0.2705197561323153,0.6637143951670983,0.40522797486395357,-0.9728128743748268,0.9565745429244434,1.1449936269582879,-0.034220368007662476,-0.7068283248816415,-0.5672629540974862,0.7702189174455065,0.8050963622083481,0.3104666912393145,0.20946520982133726,0.0671640910670267,-0.2799398177399762,0.687237955266767,-0.5784042664629503,-0.22407288799328787,-0.6387321628569336,0.28237159800099887,0.6329913823224925,-0.49024957026454447,0.3683732302954001,0.5573630827587592,0.7955027766874345,-0.7139714404525233,0.9293599157626021,0.028929230448653087,0.33027700201922705
