y,x0,x1,x2,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,0.124552989733209,0.3089829390148769,0.5455843475444044,-0.7542153600184719,-0.5159668671152113,-0.9970153567095991,-0.6847364097619564,0.3691619454127297,0.7754702031189781,-0.5534753184508917,0.5950561021482053,0.018002911865499828,-0.08549095170107622
1,0.9484078060345064,0.5655880376558566,0.1223275248295721,-0.5594309949116382,-1.5343976139728148,-0.2934319691858217,-0.942721436883975,-0.037490848199081196,0.9944918131681595,-0.6804699057477414,0.5121950374551264,0.005141498389371881,-0.028000314828965586
0,0.3221536150026741,0.2032391467100148,0.992859852318297,-0.9728655359837027,-0.793332989778891,-1.228591580663685,-0.2718031753147962,0.35348541909589837,1.0569511970678511,-0.22611147268235895,0.28185413616315824,0.18704284877461158,0.2592684416728931
1,0.9233414829298998,0.6617126943090821,0.90215626463816,-1.0228903456471135,-2.214701812713526,-1.009662152644034,-0.7241744181856199,-0.10916815858551068,1.3015873883556113,0.004072543074459395,0.311559149648823,-0.007717411051251261,0.5133195619981488
1,0.3443803860843416,0.7818360672590278,0.6912228108757766,-0.960382244107971,-1.2129158121859065,-1.138339788310427,-0.851829670317395,0.29076463240724193,0.840250458774361,-0.27307320698093085,0.6150127240711242,-0.07230774211014183,-0.10562968711294395
0,0.296413125764518,0.1697448911945328,0.7092894741823788,-0.8100908277428334,-0.6170291084024081,-1.0761141715355975,-0.5078876108027619,0.32300685525988715,0.8944683952298659,-0.5329111437461223,0.4625321774978554,0.09584538561759653,0.07613000939173234
0,0.3969751580909694,0.3280901136381761,0.4020794673531926,-0.663940609746218,-0.7085791969608445,-0.8421269214061111,-0.7759765251775453,0.29832314449060693,0.8135112551712826,-0.6903469688388969,0.5656658202350987,-0.08139235404986539,-0.04308998420389443
0,0.1623687951514155,0.3803797973685066,0.4021633331547145,-0.6912547262538588,-0.548051628691326,-0.9068524289017603,-0.8107079992314359,0.373166200882285,0.738956948855788,-0.6189688106439868,0.6380125684809921,-0.07719135574550211,-0.13645080609102925
0,0.4464151702115151,0.8630181939796843,0.4913647437806924,-0.851039455171646,-1.3281857554408418,-0.997946329643713,-1.0540840341513802,0.23837517600459482,0.8278151379058188,-0.4300478322815889,0.6659752536068934,-0.15312851318694948,-0.2519632390515487
1,0.7264890879494266,0.500956316024716,0.7178295840495795,-0.8749837331795856,-1.4581247848624739,-0.9196401112109297,-0.6897954443781842,0.08457136936942741,1.0818567880595351,-0.3853859925039954,0.44238225129203884,-0.029560566039512636,0.2448470996869777
1,0.366374615207232,0.1903347122751266,0.2098578847124599,-0.5429576932382353,-0.5379574722008895,-0.7601867440246326,-0.8064529869295054,0.3477785063455974,0.7282874364379934,-0.793577288239632,0.5536552653774006,-0.11717195924164532,-0.05219755503075789
0,0.8893570988510319,0.05387876324128,0.0811793922300265,-0.483335307498905,-0.9580272631768408,-0.37646733538786925,-0.6406237650015327,0.10363451104081872,0.8462145078878145,-0.783891255825361,0.5272875299958371,-0.03458398237608025,0.20521924683700885
1,0.0333767065212958,0.402415653132729,0.0760737394556765,-0.5650910525831179,-0.4176205634577658,-0.768778652090206,-1.0039752289124901,0.45191538464756553,0.6056904831720756,-0.6788624281198068,0.6952463511057405,-0.21851469944565668,-0.2118815859628436
0,0.1384848981103582,0.0656933264490932,0.8571242557368551,-0.8827876770668657,-0.46538312355305905,-1.1980339642681963,-0.335694022101424,0.3815804028099623,0.9132423233112538,-0.42914456468037687,0.39996247571855714,0.2769086117679978,0.0710615601754868
1,0.0541409335852872,0.2022461067948061,0.4952626934637983,-0.7094612211796095,-0.3925477277644207,-0.9929149816629053,-0.6746036745172709,0.39672390598163054,0.7396569643548488,-0.5999627740725592,0.6002951669321555,0.04429677704159296,-0.09648795922860297
1,0.4831178072307757,0.0275691391107814,0.0710252743513829,-0.46172500773673264,-0.5120672460199719,-0.6733331373277631,-0.7607466830150413,0.3366661667171166,0.6892035224822481,-0.8635738320474833,0.5056153699995559,-0.12476160488988854,0.026292413230779275
1,0.902778590820869,0.1569461921979191,0.4435696988486886,-0.6903257482581264,-1.219529523877883,-0.5968011472450666,-0.5736299092003365,0.019340274766652527,0.9940874970719679,-0.6805798332810237,0.5150115627556764,0.000756919577445391,0.3107876638841163
0,0.3898883606306801,0.3750507915816772,0.913765756846997,-0.9633098395867211,-0.9817443420368602,-1.1698049560294714,-0.44298633743848725,0.29963916542787367,1.02422988105169,-0.23692676989089936,0.3571385142435047,0.07853729342624781,0.22366665293834326
0,0.4539407213680486,0.2287465216302928,0.4658998933747186,-0.6826135358123803,-0.7150352676103854,-0.8721167749514922,-0.6839056301173821,0.27417622726366153,0.8489709222063437,-0.6953363164037847,0.5267504958142115,-0.04207229877534171,0.03669928044916705
0,0.8164014085308753,0.5747366619225232,0.6599661576145998,-0.8546685929371068,-1.6530157405950723,-0.8295507317208187,-0.7776960735159033,0.0047247648479068205,1.1059712047883492,-0.38939938093108045,0.4701282035777915,-0.0241035500269035,0.22433967834745994
0,0.7897952831936538,0.7131412396108445,0.2736900187842407,-0.6740790743337728,-1.5211850529760653,-0.5842571993116674,-1.0411869770560027,0.045976401243594096,0.9606248644136525,-0.6283852981664598,0.5602812869981331,-0.08073018652849587,-0.14055912541791682
0,0.9433098981162936,0.0757123398570654,0.1063442902026198,-0.49661746343968094,-1.0565106343270383,-0.3298863703125955,-0.6272048591988288,0.05678139112248512,0.8818208054077386,-0.7568710005969227,0.5391843714751299,-0.007824394246124832,0.23479438414409937
1,0.8112978423949457,0.0431910730593667,0.6197953393857812,-0.8061713064304821,-1.0835952789350307,-0.8490339001985284,-0.4406444840625748,0.09091089520053362,1.005074532222101,-0.6425789134000177,0.4611501341674639,0.009557205220900353,0.3717857810664374
0,0.1922850584017477,0.0906855526643735,0.2764284610542425,-0.5646317727805783,-0.3715769978016591,-0.8713303565556854,-0.7555976369027743,0.4049010635838444,0.6892000042767963,-0.7640399222451643,0.573354816272746,-0.05122038783447169,-0.06509986756318001
