y,x0,x1,x2,x3,x4,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
0,0.9491664960228378,0.2088447607001216,0.5055950512412154,0.2395176364284175,0.4390140454162741,-0.644870131658459,-1.0685946000135145,0.26771886373578097,0.16090386415689695,0.7955277018821568,-1.5877492358503418,0.25906779246498784,-1.0770586502605737,1.1895775119323362,-0.16505103245005515,-0.5343037752004856,1.0553092069295114,-0.04583635856130108,0.09904463364834044,-0.1480552292141417,0.5648990714386367,-0.6604147007852359,0.21250114174241894,0.348281296191496,-0.20764478435303382,-0.8754969837786266,-0.5470757724600837,-0.2625709314938297,-0.6134755992383946,0.003997021145680015
0,0.6035650376639635,0.4335019903057514,0.864073489022864,0.2815245986752767,0.2959988540372013,-1.0537489943604663,-0.9272860943298229,-0.08668866375644077,0.0013173354356745505,0.40001941202175056,-1.562288933347403,0.46633606178014686,-1.2282536741683419,1.1428265925538965,-0.050236360391591996,-0.576181325461051,1.1406290763548461,0.26597317860429626,0.2253877615893066,-0.2628037672242693,0.2542589901461491,-0.4217699664640333,-0.14950177394073835,-0.18257517602798376,-0.09230801716341538,-0.5358359564640403,-0.618080262249448,0.02082279480358122,-0.9626074493861235,0.5469277345066785
0,0.9265806448301144,0.1227945205691362,0.3847718843340981,0.2730664312886247,0.5814537091370029,-0.5792009150091716,-1.1200753639465535,0.33060621017228004,0.21214960014762405,1.0576373124716005,-1.4676612816713954,0.1963392047765203,-1.0547346200607473,1.238076842836378,-0.2841865428918633,-0.5485794357712708,1.0656125273079522,-0.08410878837483557,0.08228035125946784,-0.038550742401991134,0.4537113354461031,-0.8635016786756773,0.32473950266437934,0.33528708675643226,-0.3581656993516326,-1.0769001631671833,-0.5478392946590156,-0.4925638038172761,-0.5594053037133906,-0.05668249997827223
0,0.1391644135487098,0.47459726430541,0.972042743058522,0.2111417477262462,0.4817784359563815,-1.011911251001312,-1.0025145773070774,-0.25385724079860966,0.0029650047723065987,0.6103691452355919,-1.2019628148574364,0.4145343933875892,-1.1405689438749977,1.1889972597929979,-0.03451623154558402,-0.8450242411424138,1.1042621203647724,0.68974336573669,0.2792145650406742,-0.25808425072181207,-0.10429215042934532,-0.6722634917676955,-0.3316040618853601,-0.6481705191039627,-0.21792545789957313,-0.5058504543530944,-0.5253320427624338,0.0746205415592202,-0.8780320350557503,0.685054186381925
1,0.665067670227566,0.799809828456183,0.9615291945608132,0.8637859642176131,0.2785505599691087,-1.9762651251983567,-0.8506929336281344,-0.2508127785747441,-0.07110740212356384,0.2907174148398827,-1.8774733029005726,0.12861516810311668,-1.3441667122848662,1.5785024883587138,-0.39926762734530463,-0.3215135565803219,1.771540676409276,-0.008380846579799837,0.5388264915272036,-0.14140112843358288,-0.735029456850264,-0.2689287177629542,-0.49777568786167486,-0.05918321503893899,0.41098010275358976,-1.2756524703242642,-1.0484741123434158,-0.2691343936975983,-1.376202479609919,0.8626264607886465
0,0.558868713774336,0.3326319263472377,0.3199990917815815,0.5134146282401586,0.7339453609421721,-0.7481682642911014,-1.039019574751825,0.01585801211311369,0.2157575955631774,1.2107199949951737,-1.111356974438465,0.2793910128548523,-1.2491935090999158,1.3824398484441809,-0.4324429160461287,-0.4202689392359619,1.3558413566837553,-0.06254867143197139,0.21840102720430812,0.10962553066350672,-0.19685705384368352,-0.928600801363993,0.4072908618001895,0.13010344869185436,-0.4084789596699565,-1.1843278691271777,-0.597809625575058,-0.6409923347257449,-0.6980883459893815,0.3435953974259364
0,0.847715152911139,0.9468046359798704,0.3821769446507096,0.0418463228032832,0.3464906111254746,-0.40389408451180453,-0.8984034782793789,-0.3121038578295761,-0.37907179880469133,0.35663844527687366,-1.3836250538577652,0.23956462866756623,-1.2716913995733587,1.5230050804499562,-0.20741716037239788,-0.2968833952178928,1.5074418707281507,0.20328899979368517,0.07008241846335633,-0.2191711509020062,0.0029668532661696187,-0.21478383126614942,0.9509905101296211,0.6928570965532566,0.5582704952194025,-1.112769656456724,-0.9690008786766968,-0.104454504443879,-0.8963756345784318,0.602087059144385
0,0.5066941422860849,0.1393101151673667,0.3561644235104603,0.4890188344509643,0.3935952522616535,-0.5992428925825489,-1.0359898421503149,-0.22939851323743263,0.27560673436419375,0.9974723046961164,-1.0115992062130048,0.5310635831155923,-1.0823784171184196,1.20761779518469,-0.24716412927684403,-0.21137996635406514,1.0494689020613674,-0.2621300785626248,0.17629553095780987,0.1258237903800883,0.19077272645592064,-0.7132332830465353,0.052725332150958204,0.06939249295992637,-0.23977344310391852,-0.7369617900340985,-0.35623637317756807,-0.43228351765993434,-0.6637038558774598,0.3629343826035895
0,0.4908949581549141,0.3061155131597881,0.1480637648961843,0.5766021194368934,0.7919239580764996,-0.7531008290887619,-0.9568085504443493,0.027414880455863738,0.2497168474093993,1.4024583759070337,-0.9216841070828629,0.23616400821000505,-1.270870994085962,1.3293140371260947,-0.556994482982291,-0.36812524750219994,1.4432869265855628,-0.17672266416901805,0.26533788108068906,0.23527904023647983,-0.3327681595431601,-1.0426677805438858,0.538653258281783,0.18600938578426043,-0.424126149661319,-1.2387935177141027,-0.49706371359227536,-0.7618834607285715,-0.6673894020745397,0.34448333888018495
0,0.9414366106158047,0.0460099801288421,0.8555774853671289,0.4035813753716194,0.4971052563510441,-0.9131470697740427,-1.109487831136402,0.4971631431437739,0.18641195648795536,0.6525854555934434,-2.1987550442896953,0.2876024961075637,-1.0838308897438043,1.1097736402550216,-0.1586356499759395,-0.5843910144904604,1.1536902808169103,0.18019208645472382,-0.005698771817586469,-0.4082150823466929,0.7221129278431918,-0.5356700497362069,-0.44585682967346546,0.015504298532427564,-0.5959816645343844,-0.8271311127270168,-0.5944552341055683,-0.10118781434484475,-0.8040125922365795,0.028459570170234094
