y,x0,x1,x2,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
0,0.2871504399247947,0.7523268297560006,0.7829862243883307,-0.7283938517245159,-0.7719400290752279,0.6702659407611526,0.0022525571636195603,-0.1165301253221876,-0.7927707153031235,-0.47820711921420067,-0.20071818319098664,0.02842232251730737,-0.47166759269452185
0,0.969947767957318,0.1821056139359842,0.9242359879495732,-0.9916825271499896,-0.6254808454614029,0.5964090062770727,0.7799732726301319,1.4282412201828785,-0.7778022298562137,-0.49693955593582295,0.40274159284824607,-0.5473234363969013,-0.007116027837034874
0,0.8549705404798389,0.266228820471478,0.951771855344418,-0.9037986209875148,-0.6422949367802449,0.5357688909740792,0.7106955760622096,1.1975327470196686,-0.8195053896329259,-0.5518724395266885,0.321836681833198,-0.3640950135136341,-0.11923253404771765
1,0.6087468073470945,0.0363645934455841,0.0493523941853627,-0.6199326082817261,-0.38156273059238377,0.7240551786822775,-0.23958844201782653,-0.34506535847656244,-0.3961973754460832,-0.5642696400368751,-0.08744663036429341,-0.21144995392044214,-0.7049008234646507
0,0.988844346747092,0.9742278048486273,0.3096808418631183,-1.7919983745592794,-1.507442894913888,0.04915643230467192,-0.18239373228799538,0.3070466700725042,-0.4545796075578302,-0.49543672708073216,-0.8179748575001983,-0.2497440764613233,-1.0126130586315099
1,0.459260706918858,0.1681650896003331,0.1893706686244853,-0.6342448646921388,-0.4486457783398788,0.7663899571088019,-0.18368247311529456,-0.39231574566202737,-0.4792557006902956,-0.6754210082978019,-0.08800163341516383,-0.17378771885750513,-0.6712358554123624
0,0.5299683517338909,0.6587760634553171,0.1795116466231865,-0.8816399945596923,-0.6982799244809863,0.5209018958616891,-0.09772124037075403,-0.31247333571655944,-0.6035436371456815,-0.6269944848366362,-0.3659402833629443,-0.07699202704382806,-0.7676308706721804
1,0.0341325639746969,0.7452433300297577,0.3600505879011424,-0.7253266513321517,-0.6308401194528244,0.573578335284777,-0.2516532916952594,-0.5405782887210298,-0.5627394251511936,-0.7009116622591456,-0.21059067440649296,-0.0153637601302833,-0.7215471491181041
0,0.8289378493043649,0.1709944613745405,0.2028266090931304,-0.7943592880615356,-0.4801309077263752,0.7156012066046558,0.02911306742755163,-0.01998780140617744,-0.4319451768486141,-0.4465827428610052,-0.12026774372414525,-0.3024881101514806,-0.6014891863948992
0,0.3842999152440287,0.5778663432755426,0.8909256111476291,-0.6635458081257121,-0.6898688422070032,0.6464041627166075,0.2426803387943135,0.164498035926475,-0.8166787005434089,-0.48629276155871315,-0.052518328239794944,-0.02664311607413439,-0.3274990243744226
1,0.0558575411622469,0.9525611456882072,0.4430504198980141,-0.8379234818282613,-0.7809671440755311,0.37351996975069357,-0.39292293871759976,-0.5639569075881198,-0.5993064893727158,-0.6455897619558512,-0.2969848611706554,0.050678135047840536,-0.7940847875738284
1,0.2882050005038408,0.5053400530958473,0.2005574392115818,-0.7178580025883806,-0.5716143025236484,0.6595555610881239,-0.184713609113033,-0.4731782895115058,-0.551016989962393,-0.7106379784830529,-0.20453763458228316,-0.10160924809369519,-0.7236772953166429
0,0.7452429245597598,0.0964046269384999,0.7670070768542613,-0.6922516875825511,-0.48099151726579803,0.7238660054510001,0.4776705155903055,0.43494081923253025,-0.7265268341146706,-0.6123114442424977,0.19339607934133496,-0.2872543480380751,-0.24850798817706168
0,0.0018024223101261,0.3898522515098611,0.4796406188068772,-0.6035086166320706,-0.5150280783458854,0.7773369435315258,-0.1789531187523022,-0.5315024162783161,-0.4875867496494967,-0.727450676224667,-0.00817487564573747,-0.07830251861503322,-0.5674769959261219
0,0.5616902517508127,0.5028308945527917,0.0877475999501935,-0.8072758663294024,-0.5997640321515781,0.57484887207743,-0.1272652878469835,-0.32788678678003114,-0.5211665927399007,-0.6031466447929779,-0.2949331302282928,-0.13271142121371274,-0.7733590789808503
1,0.2255165090428584,0.0469243714180901,0.3887095970523847,-0.5589048168927891,-0.4158761436488975,0.8486493988509506,-0.20274079676405046,-0.48539582368809436,-0.4755265197532488,-0.8037672624484612,0.0572272112600989,-0.15615728316138272,-0.5570975281973971
1,0.5285624407077497,0.6855225295039379,0.9065052200219896,-0.8322092935957895,-0.8593780427012921,0.6038742170069578,0.259132971214676,0.39680189094478546,-0.8520336597763614,-0.4446304868122133,-0.09773057162699669,-0.04373174589362777,-0.39069137310146096
0,0.2048911084385869,0.0769416809865362,0.1359651024874514,-0.590009159646781,-0.42363950285580043,0.7841726877297549,-0.37155452556901386,-0.5642342074918044,-0.4042979663064638,-0.7940775285410567,0.01048327269026245,-0.1619347392900444,-0.7016539835029166
0,0.6187461862041839,0.5026676297090318,0.3156858562528897,-0.8326346981918713,-0.6346666110216573,0.6890859055788938,0.04229334676683349,-0.15035818891310346,-0.6134610393353344,-0.6076712614168367,-0.255891786819311,-0.12890950825696446,-0.6612955359180206
0,0.9468823501508972,0.8828651170350911,0.0828975825595826,-1.5163328000571743,-1.1598470148875193,0.04800087479064491,-0.19860388772915585,0.11412825242336225,-0.396401909882021,-0.49758477663320483,-0.7590368980569868,-0.20367469999691498,-0.9827939883375474
1,0.0134248678773969,0.1776673538271332,0.533069418973767,-0.5603748588584401,-0.46175725007801166,0.8146329305155346,-0.17864873631598607,-0.5401922909818824,-0.44900779170232985,-0.7732595125514249,0.10500292344617357,-0.10736402821198934,-0.49897710195866174
1,0.8027392641522031,0.8172685511903195,0.355953970570194,-1.2636312414845694,-1.0404204048992907,0.41736156784513606,0.020925669167887802,0.09031953276797211,-0.628942049903693,-0.5383862338922724,-0.5223725813606114,-0.10365375477766889,-0.8036077614394699
1,0.3842460343307734,0.5320380435504863,0.613737580223294,-0.7090875646143191,-0.6161413012812423,0.7759492207763301,0.10717482286094876,-0.17375769687146547,-0.7359656825892814,-0.6360211281129903,-0.15175061885666552,-0.048536635576646864,-0.5014841560213692
1,0.8491919714860319,0.8841315485464813,0.4043121288024145,-1.4219565211525986,-1.2099415361510726,0.3445860078550972,-0.008162690259812448,0.17705634668679765,-0.6233914139606757,-0.5189369318344418,-0.5840777190333031,-0.11795844539160642,-0.8506126531408421
1,0.4711798803584992,0.1038855366225026,0.9724914627138512,-0.5063319533944162,-0.5079616362045538,0.47649105871570874,0.49544540464272224,0.3522227853354908,-0.7612388631327172,-0.6560837925053389,0.26910857105273156,-0.15018355386283222,-0.203965554973125
1,0.0727397150704893,0.8771886727651511,0.3822867995315574,-0.8052405232768107,-0.7185594729234371,0.44407114301923484,-0.31432091221778774,-0.5460099382024668,-0.5998699245881932,-0.6760538602121945,-0.28050655780054745,0.02391457207073683,-0.7687141348445441
