y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
1,0.2248420069648453,0.2284727582961478,0.0265383218791749,0.3401143887873825,0.179597070903877,0.4181624201381066,0.457235165312284,0.3854140481431112,0.4805867213994195,0.7465194171149554,0.25457364334267013,-1.6280904131187675,0.6447030448663714,0.025851727479450654,0.7898954204113994,0.10110549437858068,-0.17691702668545647,0.5683466002871319,0.07692129805977171,-0.975194689023909,0.9342166626148224,1.4630150954314771,-0.9066279570749447,-1.0015693657702434,-0.4389522856025015,-0.3154711042943015,1.2026206087436495,-0.28387442063105556,0.35366060042638775,-0.3334029854344801,0.40968395494561594,-0.22750692513995135,-1.4732138984129555,0.5234159404595877,0.28685599847930265
1,0.4428037616345739,0.1764921864121645,0.0658674688977268,0.2738872789649073,0.6317814307162779,0.0782981085735939,0.0759451287810691,0.3746699791455733,0.757060419984371,0.0101490277441872,0.6198883219343558,-0.8018797613946336,0.5591001273814035,0.7644642426789703,0.8395627746775102,-0.507918144488027,0.46556987362259405,-0.41820207564169337,-0.38629015433378666,-0.8388771938668248,0.5250760776472699,1.1836663470277045,-0.26344721425177386,-1.0440264422822076,-0.5344465048193285,-0.42666000826746386,0.9100450252484594,-0.8993826819555881,0.638156423831919,0.07078077303282447,0.11939381587029668,-0.11440630311389789,-1.0868910017207902,0.401026407615205,0.30163212003305434
0,0.098423668862672,0.6330301984091249,0.5779215735593216,0.6942153907918112,0.0309461723077681,0.6869183449563647,0.5825538042310598,0.0201359207923428,0.5204406403994525,0.1454017929303868,0.9123181878405319,-1.618023320375253,0.4296035811789208,-0.20538262547016511,-0.0994745472065337,-0.46779163172281596,0.3544957333068166,-0.4447179025568545,0.09461411196822918,-0.7110951197323325,1.4885693248438456,1.5841788954216416,-0.40921249094254986,-0.19295170452539526,-0.8664711829071382,-0.9600460431751485,0.21612354042761528,-0.6834414733665409,0.9354994407325463,-1.4064375304098213,-0.01107563962874136,-0.006143765052658505,-1.5182429565090947,0.5005254637291834,0.16609578869257627
1,0.7633662849844225,0.8824890610813182,0.6568583259624641,0.206715906839158,0.3314922766005111,0.9609860110354408,0.7754253084815551,0.0717739065802001,0.0801849186205154,0.9899323900417976,-0.12933987904717192,-3.217009605616395,1.1370228588256512,-0.30989057251022395,0.7326952465920669,0.26187488937894665,2.3138321201313192,2.1999928477790154,-0.3115428167456018,-0.6825479678558992,2.7270155909739846,2.9231304455744813,-0.8765573198665321,-0.5236793523760715,-1.6289640072519638,-2.0516397411420226,-1.3877634958345866,-0.9001158305661877,-2.2197968150509673,-2.8080491860623735,1.396038448169876,2.032997630491926,-5.52548132073796,0.1640998631435143,1.8609126451168645
1,0.8486584862676547,0.6402024974356433,0.8024109096767973,0.3392652224045069,0.3883639901736898,0.4107592630802915,0.966050143692596,0.5871371405631257,0.1165666920201523,0.9109151229722676,-0.24837890806105156,-3.5770478157401504,0.7109280895396245,-1.5087718842541864,1.22525921278971,-0.697571796956558,2.130882278329545,1.8442111032796227,0.5223668142881392,-2.126169418431783,0.763385923880851,2.102200457892408,-0.6739414720898819,-0.5012921596046624,-2.0387475063993357,-1.7847118941507234,-1.9523497940755155,-0.3672423155297043,-0.7515847500952495,-1.8353463683247206,0.3105706169314032,-1.4512699122841055,-3.909817124785474,1.2938284026135518,0.786875578207008
1,0.2772929451482969,0.211057936913526,0.6210648957852586,0.1751787911947923,0.51107310138148,0.6242926046775081,0.830768683491628,0.7177979405053259,0.2027327512492781,0.6944671604492503,0.29925642748778725,-2.870836410398209,0.535574933552184,-0.552525711982702,0.6211198081834618,0.23644715802863736,1.5905397702479076,1.0266291614981098,0.9868571089526971,-1.0947683152420202,0.7771956792245488,2.3280349289436657,-1.0012526307825724,-0.21422131483119422,-0.3590657939300149,0.053645263707361696,0.47812850350667646,0.32114821247551634,0.3642568722622734,-0.9865962733988015,-0.05598055904437349,-1.3312117955669944,-2.3881053436536885,0.7797267862119849,0.3661072904146205
1,0.9166480159152028,0.8610869535746675,0.7888451725238792,0.650707820965857,0.0335004269352482,0.5615792295919213,0.5175056216739458,0.4658393568962293,0.388167198192789,0.9923942818431152,-1.4072772209460434,-2.271419259571491,0.7321688514963267,-2.019680088131033,0.5762691560778325,0.03345033111782571,2.313023677079442,1.5830019140395004,-0.2883179410013006,-1.9743251012647642,0.5034568522340792,2.8470983626971504,-0.05966966044342584,-0.9561348506186521,-2.854873551683169,-2.518343117525832,-2.1751130565832146,-0.5956116605096785,-0.1455180087861042,-1.541812319775451,0.7057748801147095,0.6837922861643471,-3.434182383745081,0.6954709256666812,0.6364289256568394
0,0.16109662072288,0.0380465624201213,0.2698827075454781,0.145708326215125,0.6901983626086236,0.0592574108078345,0.1815864753162606,0.0392589215411587,0.8130866094768184,0.3149723890366348,0.38069124363671364,-1.0387413025078769,0.24926831373820849,0.5725913520084727,0.1533297174340404,-0.3897376169076539,0.11351595648756602,-0.05150090540458046,-0.3665291358612826,-0.9314783540630905,1.045291524078007,1.3486133037510915,-0.20985310753638006,-0.5129559271781444,-0.10334091427247698,-0.5195138012059668,1.1051565914133201,-0.6312640326113497,0.7398423041709854,0.37875068799769096,0.587668776484501,-0.012466717148605592,-1.1519013600528973,0.4465448315636737,0.1836659571867388
1,0.9855373917902296,0.6674121924168069,0.485822841891867,0.0705303660239911,0.5369794290383852,0.5662291477430383,0.1243992560416953,0.4837939985026931,0.1163419441849096,0.5782324730949769,-0.22236028589483126,-1.9359001590900828,0.8773315892970195,0.2551092808260952,1.4579953212197858,0.6414052785389286,2.1682296755110486,0.7179408158352437,-0.434496560688394,-1.8654161545663153,0.7893591101892101,2.598065061380818,-0.3329914656757345,-1.2142201650758526,-1.5249054815574974,-1.0832318404963384,0.4520688557647118,-1.0737829449748992,0.9720646208562929,-1.1824374633243238,-0.06382408465483161,0.06869192870074473,-1.7817258949404622,1.1651966444554511,1.0433259255657286
1,0.7325761241228692,0.7535829611324871,0.4775857770032654,0.1007769596035691,0.7366795422948138,0.8194499426545417,0.1987976442880614,0.0954239213678181,0.4047317357922539,0.476359973825771,0.3719681031306876,-1.5088780623103073,0.2717440723616428,1.296789491207522,0.741256914079984,0.7352505875880435,2.6921645293893253,0.7879034188387668,-0.5557442400899144,-1.4999673645927665,1.3200232626815969,3.2745155122419263,-0.22317712001604628,-1.123653343287935,-1.37864978611613,-1.6604285552349882,0.22294828242387144,-0.9279667637201344,0.8797519541104212,-0.9459771170564029,0.7009950320464966,0.8017461434696274,-2.331209914711015,0.7105144818382529,1.2066747912224414
0,0.2987223115040175,0.3767137267813888,0.1077689827798422,0.163451240151361,0.3613118255197203,0.3258286551125047,0.8972995674353991,0.0351403422234665,0.8531215950941494,0.7385016823488131,0.32121150826883704,-1.3220789893966152,-0.3127207971381032,-0.1617855924491629,0.22027987924789078,-1.2869853473629338,-0.2254553337505399,-0.09851833658116738,-0.034951928417521386,-0.665105736370981,1.023579698955804,1.314169059995541,-1.4042126729898843,-0.9235455786359941,-0.4398134281615165,-0.9898211759435558,0.6789616291987529,-0.2028639771813217,0.4117494453462882,-0.816170025839881,0.4769591860555959,-0.05266208762892098,-1.8637800824817359,1.3498069905309644,0.045340977298523946
