y,x0,x1,x2,x3,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,0.2609553959188668,0.8325203665502053,0.7452029036275221,0.3362713944883756,0.3956656410374445,0.36646637527502696,-1.4383569426259906,-0.7453855920997556,1.0839378515650224,-1.1291908822181496,-0.9491385646198376,-0.02982628669176228,-0.1597414401772814,0.9042361396055917
0,0.8161536000179047,0.8656872751557401,0.9272647377995166,0.2849733103181965,0.41407075756122874,0.6399392785043108,-1.468292778161465,-0.4537730037605482,1.50224586768526,-1.257134014853119,-1.3229340369680844,0.5620563478951808,-1.3488438583811746,1.1396174508163237
0,0.5301570668713382,0.8392145676947367,0.623262482582568,0.7080192913377102,0.15921066471609963,0.6608248166670804,-1.7021074918786803,-0.9160125144364961,1.6008618772195875,-1.0207149392295674,-0.651038204389405,0.14312805154490318,-0.6780437629227424,0.7325568481354975
0,0.2023551932188455,0.90687337593857,0.9801220268292355,0.0470132197971145,0.6329781658609991,0.5549716271621264,-1.4248459362907315,-0.5858988155673358,1.0172219070821522,-1.3414381291263067,-1.382997147685813,0.2522451475912818,-0.2254568010689291,1.3473310771281457
1,0.5309633362949518,0.8925691544629669,0.203813987165821,0.2918571558563576,0.6980378342883806,0.5076459820198639,-0.9779424053236228,-0.7079704482707273,0.7457568016821101,-0.7592454593266497,-0.6595630809043611,-0.4550259484278962,0.22440946759448946,0.5785596940294616
1,0.316475630576069,0.6862926607491155,0.02707978715966,0.5549232027527812,0.37728198264767904,0.21709135556033282,-0.9576786183679673,-0.7536992270407795,0.9288157697720015,-0.6848442009853343,-0.4082242656372723,-0.44503055399678254,0.47568189741626954,0.5723748707256037
0,0.516298921566585,0.1082263635340371,0.1641777692974523,0.6385778103364225,0.2855329580944367,-0.029875525918149584,-0.8898422264319799,-0.31349837027483995,1.1485550624510288,-0.943754843738961,-0.4069737780710233,-0.6812773199782525,0.5329512925539794,0.3769533321204449
0,0.8860323903565906,0.3465590887775217,0.6546591583613819,0.8025735524117803,0.04241369233189565,0.07423388673919888,-1.5691975718980837,-0.4589856277560112,1.8154616871409388,-1.3685972008308975,-0.7363055777734282,-0.18168718193161684,-0.5011086374174509,0.5966469509381616
1,0.9138588789313894,0.5768915848239576,0.8810034188667913,0.2235910112463438,0.33961080222103157,-0.07769141659635108,-1.2306686147585513,-0.2514204509800248,1.3411924181793597,-1.2818364675967282,-1.3267342489866294,0.05369359606871749,-0.7324576119954261,0.9547861238204918
0,0.2864103632175869,0.2444983451197876,0.1419253746880344,0.2545229162178658,0.3730910211578184,-0.22500165782127873,-0.7349637573640301,-0.2867491602553904,0.9091127314500528,-0.826612521148447,-0.5136883809477617,-0.7760019879465786,0.7626950818747164,0.5228392783189046
