y,x0,x1,x2,x3,x4,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
0,0.1692771040272749,0.4891443638303187,0.7306634832811412,0.9171051299709294,0.4314359630174531,0.7825611471524152,-0.2812582447093537,-0.737448513543478,-0.0691337551870975,-0.2814110829676917,-0.426583266856139,0.7416645681634164,-0.8192025578901869,0.6642983837116245,1.6946406684902018
0,0.3274921822468767,0.1256784635506443,0.2466401871041544,0.9172317974886796,0.1046108687460942,0.4648155059733318,-0.48530289426536094,-0.707868242480317,-0.7311392038857404,-0.5954212555079549,0.21855225307335385,-0.17083689287017806,-0.945535194922995,0.7162153566913715,1.0334907450111654
0,0.879544604076974,0.0122473797810811,0.1768487098460953,0.5583270131782693,0.3579567160814374,0.014427168315998953,-0.4918695702478592,-0.8076540209416027,-1.3199911164220226,-0.3790311218918096,0.5441279490718091,-0.852358449981975,-1.1625864480177377,0.13734072505769415,1.1447272075156059
0,0.8350690678414437,0.8718818870748939,0.8390984972853519,0.7543051051425892,0.943751128773752,0.0481370961661344,-1.394135251890549,0.2261224585015293,-0.7070884158745561,0.35132282922070684,-0.695775028633463,0.6514863220321417,-1.2638709247978166,0.5636748884308697,2.337846814406925
1,0.019429740658165,0.7669416061841644,0.4959165890326549,0.7110053637341114,0.083416659951066,0.5274010098714582,-0.3631447851448983,-0.8676176698091205,-0.4996428961350879,-0.1650471374930415,0.0774955168671728,0.5240900488400725,-0.8405039888153718,1.0708016284884785,1.6314279049913598
1,0.1208570417679545,0.7338276859852613,0.1713821373010918,0.6316495332142781,0.8733853209921519,-0.034615113622595714,-0.4961765009214878,-0.6723193508093785,-0.7896137671616927,-0.7341444632007804,-0.17760471314892506,-0.38312547943424136,-1.283664552845533,1.4916582265120233,1.6975989139256715
1,0.7910820825880555,0.8845834529109295,0.5593773694829265,0.2974988438933362,0.6828565358389168,-0.1532105947738274,-0.49848333535737865,-0.4859978895204479,-1.0785586053293261,0.38399040777265014,0.07791753659590464,0.05299572393251246,-1.4008748068209615,0.8235427986487338,1.6628580897853076
0,0.2486795128262972,0.0503026264139914,0.0151632443761892,0.0690177726943456,0.7186806219456706,-0.19521804963467002,-0.4332514101357151,-0.5974596326383116,-0.6405820237362863,-1.0096162381930895,0.42069415528706766,-0.904562893316483,-0.9410054504201946,0.6962081462588932,1.0170573074935059
0,0.2901530302434827,0.9750692627790276,0.9252737022533252,0.7170753122187021,0.9675725367734224,0.40513090520440276,-0.9865056576255664,0.03182632725255739,0.07004177353626873,0.6498595841568967,-1.4787456265445131,0.855463335111238,-1.3333978285584538,0.9589153324561042,2.6450970106497893
0,0.2386986932669783,0.2750732878686442,0.2006346420787428,0.9161262517620368,0.8962366816104302,0.5236987686028967,-0.634901123044606,-1.0371210731942428,-0.3302832493832758,-1.1434253111370194,-0.16652054543951877,-0.39077134798916346,-1.2361005571391768,1.459397808902437,1.4707830753559683
1,0.6393049897758009,0.937063321278608,0.9739541740614496,0.0096621598346159,0.0451191444514952,0.5622576150742828,0.2225037524383013,-0.652445465779051,-0.6072784670573989,0.9581450152056467,0.05860642927191704,0.9900188118593487,-0.9701665778177544,0.6356898068320216,2.2261829057408113
1,0.1439247183616241,0.8238293339040433,0.6258493696708644,0.1563330713714283,0.7663940910063196,0.0524377001305581,-0.523381856414515,-0.3103347998037254,-0.3591082650242887,-0.04717561352272085,-0.3720748097897583,0.02620737719000164,-1.2020741338928096,0.8927424301385155,1.7762383455224262
1,0.4261671731670431,0.3807368040788264,0.9585594036955608,0.5312122378230193,0.0208431142056702,0.4266371131775963,0.00036150748581440314,-0.630935040767263,-0.5117345579836675,-0.27639159823688886,-0.026152441646763308,0.704497647382824,-0.6181425271295186,-0.0072391496404648654,1.7839646449574502
0,0.4342398400472296,0.2290196643572316,0.0706071226350222,0.6496962794342713,0.7243909081863177,0.07148788385846633,-0.5075963797080271,-0.8623170663157584,-0.7776545596676392,-1.0037998870330704,0.21180826352634158,-0.630287510024175,-1.033817314929724,0.9087053078270961,1.1650358967853793
0,0.6704891477874948,0.1572307141281794,0.8250979081965515,0.8208135984576472,0.9167858880436696,0.6621127281674176,-1.0467471942168771,-0.5950934909799414,0.2804460180983246,-0.9379310300606825,-0.45847226149730713,0.18821109099163652,-1.0712196271699321,0.3226099746351597,1.829560080906249
0,0.6273980069227157,0.7006400578637624,0.3640737885118832,0.1997512571265152,0.8223065165306833,-0.33973103681767036,-0.37606721208196675,-0.39581337530166916,-0.9487193554825808,-0.2920260417065056,0.08000436079347091,-0.5304567172511012,-1.3493482437172388,0.8853131809328814,1.4138391060276991
0,0.7224187897677993,0.0112930124681815,0.0103159962211241,0.4938424317408413,0.442103948431935,-0.05115021905368082,-0.46358944386021345,-0.757105009167328,-1.1363877807379963,-0.7162154587050926,0.47539152344601343,-0.8994938958867663,-1.0756503749805009,0.39035380540539455,1.0200875051902722
1,0.7487585715479181,0.0573154632220552,0.7009897011253489,0.6360888507118129,0.9841842988927744,0.18620697783412463,-1.0061951118970611,-0.7586691072819767,0.2460760493066826,-1.1021092689907745,-0.1861157591220412,-0.44352282820365174,-1.0331437318926358,0.5457288338003432,1.5858052316943634
0,0.030377493398356,0.9883811752741208,0.5758271946067086,0.7717264986996998,0.553204050948865,0.26062632764341864,-0.655507168184691,-0.8640825878155495,-0.37221790632284196,0.2759844241488849,-0.5813524104696222,0.7155846554905768,-1.2178378812872888,1.4221829163888018,2.1017520910368814
1,0.8603530672574425,0.2890483028322501,0.126537137868237,0.8038112957078021,0.3539771229003327,0.06561167010473305,-0.6019790034535555,-0.63967605680638,-1.625515975563892,-0.4777399442419737,0.5189201573000025,-0.5148297371631029,-1.2559564632760805,0.4286620404199583,1.1139695444215425
1,0.0353170428171146,0.4349512046376389,0.6313651634663034,0.4436669691104817,0.1837096841784955,0.4933743114432896,-0.27480831252349497,-0.706545329124152,-0.34873505808259486,-0.4993563965533476,0.2153668768052688,0.08912906268571304,-0.7517406496176638,0.5718297779611518,1.4863456961246582
1,0.223019218213932,0.694733097201335,0.0184806399981263,0.1941351743995023,0.5624028418299218,-0.019561575840491955,-0.3197599987675113,-0.5251935187951714,-1.0587052315824035,-0.538977522457896,0.24507024598432686,-0.4801189140098584,-1.2421719632343629,0.8224816807114391,1.2312782498320265
1,0.782673176276992,0.6927763700329979,0.7683006042226262,0.9731474746589,0.5137148784758613,0.24246719868339636,-0.6752474048394361,-0.19665810572527673,-0.8653090855860608,0.25318610794927915,-0.3228338889929101,1.1636414460069302,-0.9467373943395344,0.25711835297481794,1.9730820481894489
1,0.5849177216154894,0.619787799149703,0.3852956234996196,0.0509697146554565,0.0182613869659278,0.3159837287438989,-0.06219087763165978,-0.5230923857383838,-1.1854419419583904,-0.10500510288118982,0.4375665962777396,-0.2512415117507723,-1.0135553588960609,0.5014320246207811,1.2290371915837743
1,0.0217620084363321,0.3045998582389153,0.697377713047876,0.869686532580969,0.4402491532100139,0.8865375355955833,-0.3329273305823674,-0.7913771871593559,0.06468341814878402,-0.5093026723351703,-0.2843351466444387,0.39702557765125734,-0.8200712383731336,0.6714250381899589,1.665327496358679
1,0.1205150541689475,0.9140699657436904,0.6975070728883352,0.5877593617524445,0.700407738227741,0.21473057518683877,-0.59984157518708,-0.5669887852469325,-0.2792317217755907,0.1930946413292328,-0.6466590956629458,0.5085358499660545,-1.1738239610041699,1.0842148888315455,2.1190435898747513
1,0.2814973078128171,0.6033152867874635,0.8120327618526728,0.6367481096013754,0.6151225595230368,0.4273062761680701,-0.3300290485020623,-0.5318980466666231,-0.15040808028397804,-0.3113708545675493,-0.42924310458641096,0.5072121580006478,-0.8389190531222248,0.5063277353876732,1.835038291747369
0,0.277937456309073,0.6249004896872743,0.2607001098065695,0.4386166183131521,0.6712571155786432,0.004610379387446205,-0.354382697147543,-0.6536994785571972,-0.7980530472589613,-0.6111921876410751,0.059340430328406114,-0.31413470334355253,-1.1222099590096462,0.9232146458525032,1.3814711699745905
1,0.409760138270806,0.2571187820899905,0.2719710397425706,0.1904205163510558,0.2449366787357292,0.1640033943776745,-0.2544352534640674,-0.6129921235746636,-0.8741521306836675,-0.5839163370013144,0.42294019197325944,-0.5454613820615106,-0.9566909102828635,0.4504568375971639,1.046198581064383
1,0.6023192720016067,0.8817043556103626,0.3042314931122964,0.0255296940965478,0.1129755976217561,0.4082517500471167,-0.06549171581356449,-0.5316762794281277,-1.2947041199745468,0.18905032622727366,0.48854440519926473,-0.0315121726403992,-1.2315324323879613,0.6480581842876638,1.3179170930296653
0,0.594415148035371,0.5007583675803357,0.9623761582237496,0.1305792247177705,0.9355095698339894,-0.10311311216586201,-0.5936082687792958,-0.08659388821317421,0.30389493763274955,-0.5508481449976179,-0.23800376297685608,-0.018798584998935584,-0.7731934037714991,0.4446372729606628,1.6744110805252683
0,0.5840276731611141,0.6200668586538625,0.1177587789684339,0.0442217604453543,0.7774212932240813,-0.3953376572901932,-0.24117550833729426,-0.3631889723338949,-1.120595146148261,-0.4111753538838947,0.2862285542068301,-0.8209377867565698,-1.4083823991049549,0.8082098231427212,1.2032862881334143
0,0.8655876697961504,0.5087733478585263,0.0271434143158006,0.5346881945347947,0.12522553871653,0.12607161658446783,-0.3132932495508446,-0.489095039595896,-1.8091915982758902,-0.32045832059112656,0.7329049084557839,-0.5250610427947452,-1.312442750809237,0.44005516169988335,0.9221944904978263
1,0.5932022217972803,0.2659541967113576,0.6395855079850561,0.0673070093539448,0.3519030307287132,0.09593895044328289,-0.13378282267172031,-0.6246109165356559,-0.7309015401350017,-0.36514619560981904,0.2533285578499718,-0.41126922904864655,-0.9538288274777794,0.27200718974022925,1.2891768533380514
1,0.2895089011682878,0.8445740389627716,0.2718571363161784,0.0434669207088043,0.3536743035989583,0.21656422155747085,-0.25704977461517525,-0.5243149349344075,-1.017631086538927,-0.061498443944954906,0.24783645537614155,-0.15950977193439836,-1.26238985002991,0.7141277593123457,1.393118644996112
1,0.8431577242464556,0.6647595802858901,0.4205629772996413,0.2519049506497867,0.500065279771912,-0.09629789563776027,-0.24319338495261741,-0.5806875230567435,-1.3153971946683727,0.0002443061546215943,0.3993499942177816,-0.3740696795117046,-1.3150635421345787,0.5283102656904837,1.3325927254903869
1,0.2468616354203002,0.5075505823416153,0.1793606755219833,0.2918761705446632,0.0641347494009396,0.3204998000815912,-0.26645498020727504,-0.609570592222065,-0.9739862248637193,-0.546718160691975,0.4870289619730462,-0.2979685942478859,-0.9441425033314887,0.6389618311779235,1.1192890272907468
0,0.1012972385549169,0.4277269126914006,0.4767416586222129,0.48372795882762,0.4333062767810364,0.3525983040986959,-0.3591992608917899,-0.7433726256550784,-0.42705266228454747,-0.6440078371401078,0.14065504732150055,-0.11686455550167385,-0.8411714250349752,0.6906662235688762,1.4068088775218592
1,0.0400140422554793,0.6881931758269424,0.363770092254684,0.7066153805400822,0.2152665982687831,0.45175400632166357,-0.4025328450404405,-0.8614670680518973,-0.6153493534598236,-0.3896188970604107,0.15537890760105763,0.23119493497142057,-0.9040082605246307,1.0533830686780539,1.493375912984314
1,0.9214364010855168,0.5526636825953164,0.4914105338519418,0.1172480151610058,0.6323293884974706,-0.24688355660205208,-0.3368817010962688,-0.5624074030246176,-1.1687986793507015,-0.039105792722447824,0.45621582223270735,-0.680912554260863,-1.3382967781839823,0.44792189554532474,1.358501365368783
1,0.2937658212879281,0.6918946132370036,0.6494698995021017,0.3278054120214563,0.7154758793311586,0.0686918423122464,-0.3834001840529616,-0.47767066643224265,-0.3694482333257836,-0.30155805616749065,-0.27358994163050565,0.05381843734250019,-1.0365403648193396,0.7366109842049546,1.6554336299627774
0,0.1348385991310955,0.4223656391740719,0.1607835798829197,0.8340268997548589,0.6536914129490292,0.4115105915977939,-0.509064614980568,-0.9365819421487418,-0.5963951649941711,-0.8539103652513022,0.08264568070098764,-0.23735943508782884,-1.06776120113767,1.2496038023183313,1.3282562247081646
1,0.9712245275532038,0.1987709768394865,0.831208244028993,0.5709969696166141,0.9626504077153388,0.021720604813158365,-1.4372403204086972,-0.465168613669958,-0.04599224142422356,-0.704576971468796,0.08696822039851787,-0.3850254553062062,-1.010821772317584,0.014173736936906267,1.7143233987357682
1,0.5701269693692889,0.2462183727826633,0.4265457364202188,0.4878952574073464,0.0005097695736007,0.2963757948166273,-0.22117254601214487,-0.6370701354984224,-1.03023646033606,-0.36131072270773945,0.3845439863214159,-0.31460642529687005,-0.7820267889470408,0.3389639621480204,1.1470809419848
1,0.4446650663320746,0.2208078868464487,0.7540418536089737,0.4154257195768402,0.4765806174728236,0.2551561775684625,-0.27059680291680915,-0.653590980826793,-0.30946369515090993,-0.5999246396325689,0.010821385096494461,-0.03775094911702854,-0.7673704098090485,0.23256475084416237,1.4138877014197093
0,0.4851316535350688,0.5908655567982567,0.1183762064471672,0.3751234612039303,0.5452277406173568,-0.05041229648051151,-0.25425815523295625,-0.6079798100387543,-1.1273768887162443,-0.5573831353511924,0.29083461235811076,-0.4547819183025693,-1.2020728036536312,0.7559563683097009,1.150543118271456
1,0.2237369143044704,0.4083695981727188,0.4315997681126182,0.9233094973156714,0.6319097226208087,0.6367275308707447,-0.45434298333433903,-0.864619268221764,-0.3456659064500438,-0.6682594543672444,-0.1995429419628798,0.15347059315349307,-1.018578335070696,1.0858269660870858,1.4536246317326216
0,0.1310284253622148,0.3056462332558179,0.2911891999154701,0.4791878942898505,0.5147633629476683,0.2666693219768073,-0.41478303956900564,-0.7809318987523008,-0.5253776060700152,-0.8245710293487019,0.24650941110840838,-0.3772065302051072,-0.8806710926436402,0.7496574651053759,1.255373992455271
1,0.8899734612485353,0.2236431840334165,0.3357777882194385,0.9409354425019052,0.3055982551593247,0.12428407223877504,-0.7704754822056339,-0.6505085079239902,-1.4725737813064887,-0.20290892898353868,0.4377863299415616,-0.1639158792009711,-1.1700410351387238,0.2338040650677837,1.281736590941847
0,0.1917716490583607,0.0839444832226625,0.0192385904995718,0.9219458503364926,0.0162812352595563,0.449967279203746,-0.5449449773894243,-0.6416224196062349,-0.8073515153811226,-0.7390813920635239,0.37830887112944644,-0.40528302766302104,-1.07393718587846,0.8242587328365059,0.9395162231930041
0,0.0331012712537738,0.2925558748125288,0.5019210394507959,0.0841578992302355,0.4579836623637099,0.2536530606960783,-0.36817458148602816,-0.5182523059776184,-0.40566126094133514,-0.7295028450626799,0.2503170322801651,-0.37101626253651754,-0.9218269662014982,0.5181653415623956,1.2978032253922414
0,0.986246804679821,0.6130325754740167,0.3266644825590117,0.2305594710487652,0.4233024978278656,-0.06627129984745483,-0.25890042685831277,-0.5975141267032611,-1.6449029224598999,0.09653191099637069,0.7107335120544415,-0.5823758797753057,-1.4925108461359025,0.4018050480369886,1.2515539749059403
1,0.6691849707133994,0.930436953883796,0.5361066372110983,0.7913794598810527,0.0785989040033441,0.36049782872304287,-0.2000040617718788,-0.3645054774799653,-1.134976970407666,0.4713127258226321,0.06514596257964114,1.0785146398049779,-0.8779913406500043,0.8568234752790762,1.6286102784286227
1,0.2141461169494543,0.7050112931428596,0.9541763591013253,0.0261316811253697,0.4294364621481471,0.2837299543929211,-0.11596267156957991,-0.2600214040832983,-0.19434147857963552,0.10869377841600947,-0.0883173792245762,0.34955842153924965,-0.9747989691118876,0.4033540808942627,1.7656862268617954
0,0.2948860810331623,0.1249448415628151,0.1752866874660732,0.4984220023010527,0.4359060059277523,0.21298221505183387,-0.4313535672896479,-0.777984941419855,-0.6694514837756511,-0.8624885663323336,0.360740636218011,-0.5517357374119719,-0.8714003967018775,0.6367167314912003,1.0805768628982693
0,0.673879098927134,0.0116180816288525,0.2426076720897982,0.2716207930332683,0.3093360615609587,0.027747145802735573,-0.30804375653986715,-0.6933344439204285,-0.9974583611436331,-0.5066184516489718,0.4843961965715267,-0.8218457435531853,-1.0129599946249048,0.2897904043656056,1.0269718986965386
1,0.3358822730213393,0.9349939821184752,0.3175286682736608,0.794085377103175,0.8118049449326975,-0.05327287629851394,-0.6081283241912591,-0.5261928476151616,-0.9550092800148702,-0.18973353155555295,-0.42835989267446545,0.15157891631210144,-1.5067859899485911,1.639716661981583,1.9065567459481472
