y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
0,0.0852898817246453,0.9640769624526287,0.1875323152281284,0.7794477202091231,0.2128428597774204,0.2469592379014501,0.6627362103722356,0.6223100130061437,0.284538631617256,0.0010959066802139,0.40197352787150226,1.788182311748942,1.2600430797087991,0.401198579150728,0.49866591417061673,-1.3908135762268952,-0.44641522371415027,1.1962130532026223,-0.14601714396264942,0.22195896449500596,0.13301398336297282,0.5957141314143115,1.0512727091719676,0.4981366656451947,0.25739805633734775,-1.0171844531078844,-1.4156112521071285,-1.0116610319338162,0.21965390037827448,-0.46478929871388236,0.10086936959137507,-0.41127789040920587,-2.6756458795119547,1.0529159011264666,-1.1092509240205477
1,0.5561406971357559,0.2694330803680239,0.6311381269604526,0.6771098562971795,0.1431457473116614,0.5212738192234749,0.8041865276499692,0.3759564411771247,0.3087353565469908,0.5451988141742348,0.38664482020469226,1.5826302526595437,1.9422783833387336,-0.3251909410453762,-0.17761448300041535,-0.9168264325496777,-0.6321398040272951,0.3948368688391244,0.721618010483697,1.1896411092764598,1.69441899092928,-0.7992794228082291,0.3273464813842414,0.123545798976903,-0.20355669204445054,-0.7671782917105465,-1.0671377929469263,-0.6486643477614741,-0.5121863823856612,-0.2794396744119625,-0.011637634488553627,0.41249051837845385,-1.5869526140553274,-0.09687408132000049,-0.8033420063400852
1,0.2442465994095809,0.2338126837170221,0.2346150301715415,0.9999676947987666,0.1151377573075929,0.3366017151402279,0.4861542226581375,0.5734407937379266,0.6140613774780331,0.6028104429180577,-0.14239366524140784,1.3640341761882764,1.1237675913837026,0.11377674153696392,0.5839712500566304,-1.1499883528279058,-0.11698979822256624,0.8173592810463198,0.2998262896791612,0.7828524520127821,0.9163532932678372,0.09385222748166268,0.14748900846374852,0.5938313362471381,-0.0008757762008516218,-0.4812758575621331,-1.502839584759532,-0.46176464662408057,-0.8913884898085125,0.07023125131468014,0.8890037315022934,-0.06794656315212624,-2.3321532691958424,0.2649208072885034,-1.200841198849163
1,0.4142995838863685,0.5230930519362631,0.1367198627385316,0.5314914248600554,0.2806920674490394,0.9653022726841152,0.957841172236623,0.6059359599653661,0.1089679251025215,0.5804535338725851,0.4558063350938225,3.822103293975152,1.5563201625084773,-0.7311247596211392,-0.1968738213487308,-1.812713390475806,-1.2464198606858323,0.8049075377204886,0.038876408014448194,-0.3814926176194206,1.7763514236002713,-0.9870418150791874,0.45247461499324393,2.193577862136221,0.8292818711719107,-0.8435670145875732,-1.0083508893860804,-0.29914869225742863,-0.09392240908615009,-0.6301199111623214,-0.28385752855357205,0.37074378290782556,-1.1892308178019895,-0.46512954692970687,-1.0072526752290758
0,0.4312606223860681,0.6824373724825858,0.6859801198236412,0.6488740829413845,0.3299035013672455,0.4609011979094819,0.0368274195290188,0.3682182093774673,0.239947681282877,0.8967570798145471,-0.6000600440292312,0.8300700974843772,0.7003192525238384,0.26821284959718733,-0.18748946806707784,-1.1765820925869315,-0.10141118853238743,0.13166204789790958,0.6372633983409888,1.5657864164986668,-0.2977243755475473,-0.25541524133889965,0.5490922248420803,0.483174169711924,-0.863243262683819,-0.8216154072075604,-1.727718349838892,-0.9368246692594039,-1.195956700796978,-0.43394362891802024,0.7671685351598168,0.053441470760096414,-0.7183104803788729,0.5717071139298748,-0.7360064924433294
1,0.1348508185789608,0.1375423472291475,0.7219056382183767,0.3972727887192473,0.8468487636781187,0.94407110814288,0.702639303628824,0.4590985173631248,0.4070281016556265,0.2361766676182055,0.48817007415745933,2.1884878786396103,2.29876507170987,0.013694221087258915,-0.8741815223881874,-1.05913263320717,-0.9736595269292382,1.8551886595500677,0.13631538606764765,0.4758561155310521,1.0366277349252986,-1.0497793952470986,1.3638935625587116,-0.0548839926409983,0.07596834245492541,-1.3798775844266165,-0.4729216597564567,-1.1126784584127327,-0.4272323035923178,-1.292673785553187,-0.3244084257457752,0.5775353922119081,-0.26318287502475946,0.25762728958003395,-0.7423599916537853
0,0.9710301202502548,0.0288189551918847,0.4159120413395878,0.2038551665113759,0.2937114807461409,0.7061695909951167,0.5386811438725567,0.1556988835750298,0.2408069058549203,0.8924054828343154,0.0812465350401953,0.9413814890708229,0.7069478914499164,-0.618881041347618,-1.0963725687561297,-0.7495183929915742,-0.8430427631405586,-0.1451393248748221,1.1222601914832178,1.2203239396317032,1.9303251219091764,-0.8387460837972082,0.06399137232445778,0.2015574363784009,-1.1903607041589488,-0.9186919180978771,-1.01387548511567,-1.9313867199706471,-0.8578137598088355,1.2684833020457362,0.016950650769185255,0.20969187278372972,-0.761245195051406,-1.3343542630369574,-0.7321752401823003
0,0.351929035588496,0.00800267620571,0.0916183195655802,0.9624091054241108,0.5446301888664248,0.3482424140587394,0.8392350075083528,0.4761980245473396,0.7048989206199338,0.1240278709841309,-0.3656953877184232,1.9568219691584101,2.47520959334331,0.061099629991698955,0.7349548352366577,-1.5547992224127505,-0.13744415188038303,1.398616881857563,-0.3090473916785423,-0.4493977659866092,1.1320385640986672,-0.1567671254101402,0.4139065614811533,0.12999631154150748,1.1538997366861132,-0.3503505734650866,-0.7833502538915544,-0.6277975037869598,0.0908249474255009,0.6091541068416105,0.01901392310049023,-0.01157173674313877,-2.482345268570187,-0.013659690529199072,-0.3392708402933163
1,0.9698562334701544,0.0806007259839919,0.0642120006267037,0.8035852767115805,0.8123181325332033,0.3054726141560033,0.0863540411726427,0.5483930805760031,0.2265297727672848,0.7436400561821987,-0.8684147577922372,1.1175660678711226,1.1949631889800567,-0.5180175910504454,-1.6425770967715423,-1.5217186687694615,0.882427651170216,0.6045800046388683,-0.09209483405147514,-0.4565289443188809,0.27179727416939714,-1.030084248563974,1.2767839510894927,1.3259633743738881,0.48212143581699735,-1.9388103776087595,-1.2344313217588576,-1.8665264870680935,-1.2901873478525754,1.16545089527898,-0.4772253350590205,0.4273029514750121,-1.2571814441083207,0.15878023291352836,-0.6096711260497701
0,0.8500463510563062,0.4569110570887166,0.7804257324672735,0.1378894833373922,0.2428974774189169,0.496208319330652,0.7558763316448979,0.5964408401273815,0.6971735369420239,0.5008935277196657,0.43002698648509335,2.5326464829598714,2.972060947613068,-0.6783493020329101,-0.38779827709641307,-0.3745074315735166,-1.1738967027203902,0.7505964886938776,0.2265623838675682,0.9784626362080827,1.2546174479491687,-0.4142334588957644,-0.0377199687622774,-0.6555835225497798,-1.825703663745549,-0.6178072210434751,-0.944189311672475,-0.9430024281554128,-0.5677148758784155,-1.4533272380439675,0.19160719541837595,0.8896293267836471,-1.91502594573446,0.6815393320466134,-0.26838551663100146
