y,x0,x1,x2,x3,x4,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99
0,0.2830973962905048,0.2465339524172484,0.2756013000101577,0.53569335751792,0.4186506959139404,0.7663250774565327,-1.269489555913363,-0.40977587268719146,-0.5825186634068635,-0.6160334150037026,0.48028631031920666,-1.2558753674536531,1.0024754837009289,-0.7406165313105085,0.6098344921501435,-0.6826570628300055,-0.019484902879395936,0.453624199738348,0.4975745478722835,-0.3189748434638414,-0.5510928539776868,0.05632766432510601,-0.8768247952031767,0.5661874961490048,-0.8479829951169546,-0.5264801772615575,-0.28283756269225524,0.15943894500844763,0.6258909323017607,-1.0384280601947158,0.038862025922639654,0.03470021842670427,0.8272342711069736,-0.9048063367726554,0.10152225544811948,0.2274356109299388,0.0922017027796293,-0.3114160512576787,0.6387778231945072,0.5295585660793942,0.6131036130149077,0.4534733448617835,0.5776377603021084,0.29529670485491877,-1.1971944485625972,0.1438414701673521,-0.45555434766294006,0.1503240140937625,1.5194886274906263,-0.5594622969799296,-0.2016494372122686,0.1928914692450251,0.03205425793095192,-0.6294701488923763,0.39453802905040125,0.4321362917934296,0.6228309178826219,0.441964884510284,0.28389572105926464,-1.2460737800504278,0.8372358462629871,0.688831310431448,0.5127835725576563,-0.32361893744193365,-0.6020523640216354,0.31327191146834305,0.8406261387733556,0.9512901148883427,-0.463989700785383,-0.5115284790869613,-0.7525619953567093,1.005125479612248,0.8993871233265541,0.3621035185877908,0.9050023181920661,0.19106519425639895,-0.646718958394196,-0.30722937088103214,-0.5835975490733862,-0.8333582328618039,-0.21340755510598838,-1.0885747564839925,-0.47509314217782844,0.378466361384997,-0.7230675724029674,-0.4026759000252544,-0.6593960786540704,0.1723165794758158,0.516126673481111,0.5653500121238594,-0.7955171254717638,-0.8138786460548564,-0.8597776130583704,-0.30405672019422764,0.7535635999385345,0.10039878337383455,-0.7147650904697972,0.04502008974721579,0.019425826202644506,0.6425338114349973,0.3238824355705569,0.2660476109753613,1.1539098115191673,-0.041531809986489886,0.9673010602386277
1,0.5129127960580209,0.1378385458222506,0.3026481992004854,0.9437629565572992,0.0781229031843112,0.657386590438602,-1.7149977533375327,-0.38519332446849813,-0.473775982757218,0.0030649901992293163,0.6530486293922741,-1.1907562941637417,0.926368722577282,-0.889439483850097,0.8474747001215556,-0.08181336367231837,-0.015059204411027115,0.12369746915318867,0.07500469599200257,-0.09232891538401714,-0.978705269417897,-0.1505464245682717,-1.0870476623826835,0.757033326903142,-1.209954689810529,-0.4154760041953179,0.0853313918638604,0.10584067486263388,0.6160452491187386,-1.5099876681721047,0.37831199120785336,-0.21345350011357217,1.0330845532327582,-1.2883522768843163,0.7899627562708704,0.4338732281641779,0.5465785814376447,-0.44807212585124045,0.7839657521209833,0.2817979930900296,0.4487367402523779,0.6574267926339071,1.1377071660470561,0.3292893107279068,-1.2492067898476753,-0.12259955523196278,0.033751132031482646,-0.11771643853617086,1.4662285553848657,-0.49803335395369575,-0.8537123193182509,-0.3818759819868183,0.1760463392785607,-0.9202448904283987,0.4985277440497062,0.1802546599611463,0.8031078577304779,0.2032257988015319,0.1842413676673079,-1.3327125373921367,0.9648077096319684,0.6336530200406383,0.34828590720169034,-0.7537600944226049,-0.22309729619345312,0.24613988708872056,0.3732664231313935,1.246402015541089,-0.5635123110794253,-0.5929502953095558,-0.25728909501260405,0.834129665427103,1.3012092771744315,0.055010814844770495,0.5320667607915939,0.12029996123683645,-0.23295286634780957,-0.3438095683155967,-0.2974280807838853,-0.6506319275231263,-0.10312280634830215,-1.3449906788292778,-0.3729186111805869,0.21938993380780816,-0.5925330295248761,0.0020637038209380407,-0.9923650776959959,-0.2032964014681988,0.1426847250700519,0.44326897693906536,-0.9820161770465882,-0.8731185644432052,-0.3707246617309718,-0.14078162007266748,1.209120097029668,0.20895758512342316,-1.0708206421999975,0.11285628106510083,-0.15206469287655386,0.8073387832720758,0.290795501286999,0.018854073062982955,1.6746785371855846,0.049253101233222844,1.4541224578178793
0,0.8614459089165459,0.7338889301913734,0.3861358665080768,0.4668927293958848,0.1671895741858163,0.60287071973162,-1.398476285375891,-0.5991724437589511,-0.34498368392717266,-0.13759009590373647,0.15972214444878902,-1.0984710093545744,0.8807695537446164,-1.4006626270556268,-0.02667953899739872,-1.3011490441180107,0.788872097878065,-0.3147326795714665,0.5335121860857847,-0.5007710220169265,-0.642246805282605,0.27310316832090353,-0.5932353094497206,0.5206495574999421,-1.0198196052609894,-0.7094457215342267,0.43884491116603175,0.15791437211254122,0.44596813350687037,-1.0080824377911672,0.40362982732852837,0.1583049009170476,1.2533288422861528,-0.31194870294949806,-0.18037073080794597,0.24153548454706844,0.0008010907682657536,-0.6006211917024542,0.9138454957694676,0.34953220652313766,0.9181258307171404,0.4332762412170538,1.5411874621903432,-0.2542374147882274,-1.5599797875551746,0.30856275742902606,-0.030740205534252107,0.7561441748435772,2.110098905918683,-0.36147155738474235,-0.3362407716362118,-0.2822414513179579,0.20231918131049217,-0.7078689550107529,0.6405743333653879,0.14679106236219827,0.603538898515052,0.09470156360227695,0.4326509957398881,-1.193455571365418,0.7380999439656156,0.4833711159359057,0.5014960056550626,-0.21796186322790895,-0.246576916614443,-0.28226184555741596,1.415139945596805,0.9576403349391507,-0.5932508267922975,-1.4118990765720658,-0.5325094477470312,0.6175647007029677,0.42738915638169006,0.31295357335750157,1.1841862143423334,-0.3033742724149241,-1.0748296990068626,-0.23115685326723978,0.15200464605926145,-0.8379260619108062,-0.40974065551843336,-0.8001479300237536,-0.3831565324753275,0.41883598679698164,-1.1359358942626252,-0.3028788054925701,-0.541287067424426,-0.16821036535008077,0.45270085635965857,0.5701628870470401,-0.8359337191310344,-1.1304642258836115,-0.6721008543931758,-0.05866028395301937,0.5996162797220234,0.6281091525649313,-1.0753832026359302,0.38752172610131513,0.18302325342395498,0.7052633631140062,-0.0763814736471311,0.7020430055380543,1.284102203557033,0.3403911423805371,1.167570619388944
1,0.7798206623898813,0.7957340608969868,0.661343708406567,0.1974068677904099,0.2163726092408502,0.4734296347655905,-1.19311344415993,-0.5170502749065135,-0.33749336039110417,-0.3652362874734569,-0.1986618653093155,-1.0995375171850195,0.9355902140258776,-1.1407454562811503,-0.1297063096100814,-1.7035384443765083,0.9600834183427961,-0.36641710866188104,0.788885812950929,-0.5923927200326946,-0.3757069849154439,-0.2189752667418644,-0.9248963233374797,0.6671085520487262,-1.0823174950394332,-0.6613516910146048,0.3958443935536211,0.44221251017967983,-0.018756580025626694,-0.5492110457669552,0.26777222152106367,-0.24083672947206605,0.9371506021390504,-0.42280062149712966,-0.3472252396677984,0.11035594360508592,-0.26418012758023857,-0.6477440188118749,0.7474309126959435,0.5412772332624152,1.175529586097878,0.2817972380117771,1.283053590701716,-0.29917932217810395,-1.8472372747898431,0.17479734466931257,-0.40715568857328377,0.911074576175252,2.1621542094572943,-0.1702397263011407,-0.17572418215239183,-0.23002891044536158,-0.2039230297894972,-0.3338132229980336,0.6309932338717251,0.5031996498943878,0.055569865841412734,0.022518094226915756,0.23066513335139163,-1.081119187618848,0.45634671386763637,0.5539231425283799,0.7825441623930196,0.23151209178103793,-0.09661013627558243,-0.14541868347794143,1.5545620546713532,0.8357998784547903,-0.8139089156415957,-0.8765635006908988,-0.9634796458470641,0.558044289547305,0.036830665350919736,0.11500182395597112,1.7102201575520544,-0.18964980794908184,-1.3215511966886861,-0.3254259273406211,0.24286744836935084,-0.8982697542099507,-0.5166893895889086,-0.6320671887470173,-0.5861534506492959,0.4842781838266583,-1.142973217056198,-0.4298930047188926,-0.11107727460342094,0.023580965389858953,0.1646360748664357,0.6435537316328983,-0.7161660228732053,-1.1344959016327825,-0.786607728652477,0.01335849634916247,0.36346425708117897,0.36420301521971277,-0.8671473248166252,0.20380696162563341,0.17795312250675097,0.5768754230169375,-0.24319505301191777,0.6826608300657873,0.9980441434053098,0.46662032739063297,1.2819959045345142
0,0.4943760121728427,0.4711037615929416,0.4670286039168434,0.4218253428996417,0.0638464992780457,0.6000382507870408,-1.1819675637928595,-0.41692209873956443,-0.4751114981380894,-0.40778934295705,0.46191328166437595,-1.1712321312352623,0.7842758571995878,-0.8229640485235344,0.32801755692766776,-0.9497158845069702,0.2812597514825283,0.06233887898702543,0.5093799273882659,-0.2930742389616387,-0.6148979871631894,-0.0452820705100164,-0.8309025780545108,0.5723006038540017,-1.0727346019167627,-0.4844609851326616,-0.2274412923872001,0.09507026031023218,0.34502101803060914,-1.0190863142764373,0.09314965356587414,-0.08461528966730492,0.8412310024632664,-0.8544806492465696,-0.040132273222412446,0.15347800766102268,0.18253453637432737,-0.3298979031172462,0.7527681096069704,0.39116051111150063,0.6124230666310119,0.44937276614809096,0.873955058892007,0.04287173053517865,-1.3208929241784206,-0.04634837770076497,-0.4925465366683342,0.43503300298074526,1.5654230613839288,-0.4143295794965366,-0.31686957446012354,-0.048751429596665743,-0.13318823268639565,-0.42124947619339953,0.49024314483327786,0.5918768380208282,0.3407853240670065,0.2246683043227737,0.22345710323140247,-1.2163935052277768,0.6862013998364245,0.6894373218408834,0.7228277481985196,-0.32651275014775955,-0.17177309920099088,0.13295691785716257,1.013697549430944,0.809034424701601,-0.4784892051262116,-0.7763035782049293,-0.7770432678775009,0.7220129106849394,0.590428640669541,0.49522359441557445,1.1248718204114536,0.2160859340449686,-0.8088028631784844,-0.2735695310755898,-0.17293728866513022,-0.783438443833608,-0.25997111652829585,-1.018771678057916,-0.5178561503765768,0.39832365706905143,-0.7487254755511783,-0.44041950914939093,-0.3997163963049403,0.08711281650199443,0.33272138398666107,0.4892230110160999,-0.6254035609902905,-0.9267150818367721,-0.7751802984808985,-0.25719211036728507,0.7192573960420708,0.28259075503972714,-0.9365458146340186,0.11108589062718709,-0.05048494489314879,0.6201280308321176,0.10746692956846755,0.4841958647297678,1.273143486805449,-0.06424402889045608,0.9323012132614169
1,0.902142622644427,0.3243450348585621,0.5390715089960926,0.1460518367395212,0.3146868321829941,0.614884509657895,-1.3151659656471486,-0.40852737043155507,-0.762011844928684,-0.2990815579644626,0.21655557654176286,-1.2608487570047606,0.9096863717082359,-1.1364995358557448,0.34283371162387744,-1.3189018057744035,0.6047193240268757,-0.03613793896163367,0.8058900866890709,-0.308527991593343,-0.27278237862447324,0.13803317221526418,-0.6812173321752215,0.35814832572062755,-1.1407567066728221,-0.3915193713462494,-0.07451367867900707,0.05701174394362736,0.600564917247456,-1.0592719529341401,0.34964511320663194,-0.02086073698436167,0.7822681590568582,-0.46651177729282706,-0.019257042407890775,-0.034400708745613184,0.08416202471370132,-0.6287243464273206,0.9865730465458574,0.7657963915677777,0.7894817519776296,0.31477147357912183,1.1801567692022086,-0.3296591178107909,-1.470184096703741,0.3647105945944385,-0.18377240385825294,0.7581451730551917,1.792602899302635,-0.395850241051617,-0.15534809017365395,0.17684596383011625,-0.5513953169430701,-0.31516627246223,1.0170615034724482,0.2925661496381695,0.4871374458944748,-0.0658781582164569,0.4988969307136337,-0.9215034231481024,0.3942452670326236,0.5307265353539224,0.7123003894308224,0.055578769088651135,0.0017879518642883977,-0.3731073107330649,1.294487316817777,0.9001031528706911,-0.4746457793645316,-0.8572133056009553,-0.8116677750132908,0.302743121462046,0.3588729738003827,0.1730563153529993,1.094225404068506,0.4815599984201983,-1.2329138563850606,-1.0149113532765262,0.18468428933204373,-0.6228484021199302,-0.18315600766632126,-0.8475179946208902,-0.8094649126562521,0.06565827940733691,-0.4810385244579508,-0.580749121337117,-0.2435735696426787,0.05134416574184565,0.45981545632337345,0.9109023897203147,-1.2390449599847566,-0.8665724849958049,-0.8871753107866358,-0.48354120472351975,0.6839662709043415,0.18294947310943252,-0.4942319634086491,0.23843275546943613,0.2833929729852031,0.5576427908708189,-0.09414095465927408,0.48352698939585453,1.353845193328262,0.37594318866508936,1.0554572144780128
1,0.3740419406356812,0.6473662667151143,0.4449860648744788,0.7785022266547424,0.6943551736904489,0.7698686333487859,-1.4016176763232702,-0.9524112232971087,-0.2221653357006042,-1.038649659291955,-0.1297579454787529,-1.0793215077230547,1.0082684025325417,-0.6932282111760699,0.8275958025855008,-0.765637481667423,0.46396621779023783,0.2968415023836256,0.1217911948565694,-0.37857529797756906,-0.5364929701015407,-0.10072954041810953,-0.9486412674872399,0.7476622038814144,-0.7495391349530375,-0.540129301950025,0.3203495611986846,0.5332140948615187,0.6092671057939572,-1.030080669518991,0.20446170832951996,-0.10342224140017342,1.2707049300476403,-1.3021704833734353,0.09347180704879034,0.7528203161744974,-0.40602697292389484,0.14246263950403482,0.4595783685584377,0.4344243023682225,0.7734622097971847,0.055065450103868395,0.8774173518318936,0.20451826852923802,-1.5723431018221703,0.4017024987352445,-0.3098391186208177,0.3403986671611337,2.354744951275166,-0.22689901486209182,-0.15779156942291428,-0.5657236196779436,0.3791993890241189,-0.6270120002406299,-0.046498207263570665,0.13350437066217105,0.8210497370755858,0.5588302802532994,0.1445248250709111,-1.4333649519627591,1.1691433474616908,0.35261246464315243,0.20689381777192323,0.1367643113401632,-0.8947896596410707,0.655760083472887,1.1770340120090699,1.7416223893696328,-0.9149610449293013,-0.3397515193103867,-0.8330486152234043,1.362686083559316,0.8633938764772496,-0.06611508268814975,1.1420047601126515,-0.5781834217057377,-0.6014495217679775,-0.09381725457930816,-0.15476894397680416,-1.1013013294855816,-0.2957046115606913,-1.0598261589007703,-0.18274985959969456,0.7140953015729893,-1.2313904903847535,-0.3042269793701589,-0.6808733452101118,0.20948558861938912,0.73575675891621,0.42432421658895686,-0.9147406218839582,-0.6499457881218128,-1.00391708317967,-0.030300309859988373,0.5235759121790969,0.3903615466352371,-1.1340149295794915,-0.13090833777204047,0.1496306237186285,0.9577869807179205,0.3715876983271924,0.451724428251291,1.1204860339389315,-0.331584688314124,1.288590280173856
0,0.9917216413476936,0.802648804660512,0.3180076660779315,0.6443301665894335,0.4336167836213315,0.6154594078199496,-1.6084810203253472,-0.7904515831048458,-0.17808999089008318,-0.02436494139455059,-0.29752424802485694,-0.9427162280654011,0.9601923672486481,-1.930668553230814,0.00592650057096057,-1.3800575106487767,0.9609351513614917,-0.5531118624841826,0.39474563082946434,-0.5680164085824472,-0.7446243202054704,0.5469975948390337,-0.2893672921425537,0.5268986364123334,-0.8976846734282048,-0.7276059561425999,1.1997127293473784,0.38842955748210045,0.7278609742505632,-1.1313842281436846,0.7372701375344758,0.5063838540078376,1.6510933105409802,0.01498118510355695,-0.17961681888588263,0.598050091259216,-0.234199986345448,-0.5850051502840332,0.958017088808684,0.30219435503853526,0.9957115856016324,0.4986272587411084,2.2218639017507513,-0.37952655047613043,-1.7382230015449154,0.6253394141809326,0.3954498746366744,0.7228468969709824,2.665723373912325,-0.28578628254017274,-0.15970848292267056,-0.6049054863662837,0.4790336874844185,-1.1571766381518809,0.4509099863122006,-0.4205808756699314,0.9658950469599267,0.009463850857325245,0.5702726479256912,-0.9798932435857275,0.8777861507526656,0.1789217542675536,0.36265607812275036,-0.07350615013141848,-0.8689057645184395,-0.47563231292464797,1.5777446198783691,1.2962024111488062,-0.7606616362619212,-1.800912748517992,-0.3658368202218751,0.7681196299707261,0.3869455423943878,-0.10581098719136088,1.0564410893992893,-0.6768857750198731,-1.1380124752396887,-0.017253418392757094,0.06361278610692164,-1.0010347817586065,-0.4053950621699578,-0.8934254705620737,-0.022242650702196495,0.4505464111735523,-1.633830696373129,-0.2779198970279852,-1.1007104951926674,-0.22235697490626136,0.6585169847742589,0.6323866025255194,-1.0391169413535137,-1.074945520609332,-0.6908530729983645,-0.015026385273163833,0.41504236358631397,0.9149316583647044,-1.169324192742983,0.44159352902623933,0.4478615409688426,1.149821120948653,-0.008353252100849804,0.8380881455562956,1.5069147446195985,0.4505283292249272,1.3304949485948725
0,0.0979852939642472,0.7979260735236677,0.4181039009086389,0.4625121945535835,0.2556229894800722,0.7231236824085991,-0.9822037919722517,-0.5173602122063325,-0.1594434847906608,-0.89570136382693,0.21603084453091972,-0.8144387929670569,0.852704656711286,-0.8536459725844278,0.28554949976576377,-1.311993580241117,0.4190894592400072,0.14505587154709923,0.5206082343024052,-0.05724133392808198,-0.6704246101188994,-0.1554890779374585,-1.1416135721497263,0.7858067976291813,-0.7414141776563913,-0.6405646397155973,-0.03312203771420869,0.41255636373762333,0.29001952296806716,-0.7126547883976393,0.08674635839244742,-0.170142781952943,1.1926942403178002,-0.8656854596031749,-0.1583530880016125,0.34560237037608943,-0.23770441945116066,0.10856315755949239,0.2519757594074188,0.28742633211242336,0.6831059858996743,0.46135077145747583,0.7123485743628233,0.14243572054953152,-1.4276433541842202,0.18905705766659067,-0.7024956627421574,0.6638201131727647,1.7455849011067588,-0.19174113135169338,-0.24730745270845358,-0.009870284952834636,0.4528012245308449,-0.4442222214154508,-0.01826844168425171,0.6054013835756449,-0.08051418222349961,0.5613225167207905,0.030434041575086192,-1.3641541281778364,0.6869584809090359,0.5539861690480441,0.715169920917933,-0.3870360641273127,-0.48251924518342115,0.6468620503063639,1.1199560593208688,0.8968582728808072,-0.6981661060423517,-0.6591462485392758,-0.964455132091892,0.9784182106074989,0.5176251433745542,0.45909206367357647,1.3894391682699077,-0.11445297541581131,-0.6759094138650853,0.31645225149151013,-0.4921683382861547,-0.7123977180859747,-0.2542832510185513,-0.7706775677876101,-0.46184477648762423,0.7396375482990094,-1.0032616476402767,-0.36593942257977286,-0.44806367944271225,0.2467237580207405,0.42016068497027476,0.4822049649057039,-0.41679545453617683,-0.9437119691512567,-0.83989890129798,0.01114784912789339,0.48086876531231737,0.3101047253100548,-1.128104979051195,-0.04728503624028462,-0.14837833200222025,0.8025559919496861,0.20880713426736383,0.5072125340687973,0.838073574361696,-0.3570118560001343,0.9256952491502229
1,0.3256631545983564,0.2970191924858993,0.951775341766526,0.2145211196747535,0.5507195027619264,0.8832794908864852,-1.1363858364568271,-0.16811866694571645,-0.6479881881012464,-0.7753972444282039,-0.34786847231353135,-0.8576038163758619,1.2200250537925164,-0.3939712893113875,0.5130192807901589,-1.3218808893837788,0.047199638407557476,0.31521119605128234,0.8531059231627393,0.07039078576449247,-0.118637102089886,-0.7329284326501448,-1.080233954378385,0.3980975903855374,-0.9981879473932709,-0.059354022836814076,-0.5333831744326395,0.7011970418549869,0.030004059046250975,-0.7874562958569385,-0.18806464753277705,-0.543798944044089,0.17071450580748218,-1.3848464176675486,0.014434497213785615,0.4329516969729527,0.18028470901854127,-0.30420454208396097,0.25038940704167434,1.1029098314353547,0.48255295497097417,-0.21157943957436073,0.591600707195124,0.3650292323097049,-1.2110428467672862,-0.13445255858120223,-1.1220523324415668,0.5445256972683551,1.5828547649540843,-0.811732952048469,-0.01774805581787777,-0.34323936920350734,-0.8873854763987824,-0.13978417983427596,-0.06891509614579211,0.85086004952815,0.26280772122891094,0.12253120896813689,0.14809216378322526,-0.9570663845455526,0.8004264170894937,0.6431465794627251,0.9789869106995959,0.523634299684474,-0.44924300126975686,0.1640636959106922,1.131829089320183,1.3041733979910253,-0.015971753439610253,0.08764236740650196,-1.2222618032434942,0.8173774992416222,0.27386538928362075,0.43891173350216534,1.4741671206885214,0.5104207220943034,-1.3060134759906354,-0.6618714994040927,-0.2632269722037114,-0.904807306309758,-0.39263088026885046,-1.269875672291891,-0.4466182710141132,0.4357443202697446,-0.6159251365740139,-0.8845823277766678,0.31613473378736023,0.5553394449891687,0.3911306307963781,0.8191907525727934,-1.0110033069185151,-0.8902691089728372,-1.418138222882233,0.03097532358983026,0.5313863901053173,-0.3890682441253665,0.09776212218644852,-0.2732906731782593,0.4279662921251576,1.309939332307168,-0.0005676170984672121,0.34181092441962535,1.306490276051267,0.1712723043600953,0.864765948419152
