y,x0,x1,x2,x3,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
1,0.2609553959188668,0.8325203665502053,0.7452029036275221,0.3362713944883756,-0.5397847662370416,-0.09369613131591929,0.16621124316966618,-0.026191818507552565,-0.5361587533785594,-0.30429768547395647,0.42739217938798574,-0.05852767321518142,-0.01915614613589497,-0.6248465748766124,-0.4313782388212094,-1.031886081003689,0.8886130318638089,0.8460413595463668,-0.41262619368756215,0.8342742901306444,-1.3052767663799074,0.37401811546451263,-0.685947250944005,-0.6787919789240261,0.9951742054362308,-0.08359301314321772,0.4423439900920383,0.8155484022995452,0.6659520221286583,-1.0608711566864684,0.9042074570765706,-0.8063733778827088,0.7785980776996627,-0.4071020806694835,0.1844001558726501,-0.05681788213313259,0.07806806078918552,0.7267743207794574,0.0819899732336712,-0.5213343078904069,0.983623325443708,0.7469247584616321,0.24167789375548332,0.5425046840522006,0.2370620451196248,0.6465664419401149,0.7259739989375199,1.1634264898068478,-0.1319469861977273,-0.5538062309139794,0.5925105463006916,-0.10167373456438095,0.0533763143872065,0.7116628145245549
0,0.8161536000179047,0.8656872751557401,0.9272647377995166,0.2849733103181965,-1.1791639980096622,0.247570255492046,0.14506045331800574,-0.8222247347304548,-0.12547579220661736,-0.4150323004951796,0.46685938908057467,0.008494556529578165,-0.5227005826036626,-0.6954775748891973,-0.19329898604242907,-0.8557249404847714,0.08481029909248874,0.21127446694812188,-0.6995450032711883,1.0696414126004783,-2.021640368988473,0.5963516559141624,-0.7108059484266311,-1.0967889600481833,1.8452527111817705,-0.3169867722379203,0.06871692336231253,0.8211302207236838,0.4212832094793199,-2.1774943856266056,0.44896811452516916,-0.5874558900737261,0.39483521915181435,-0.6545493743005399,0.6927583079429861,-0.20392408214037666,-0.18583832169369666,0.905675225835077,-0.31755655282562195,-0.5893362502728697,0.8454449050606099,1.1435988417412148,-0.438693396212409,0.8765753557441202,1.3780258819387645,1.0513455595215475,0.7549717561633459,1.1765272544859278,0.3666582435250645,-0.291540032631381,0.8822484647951819,-0.5228209320816876,-0.2820134042273214,0.2771313852182512
0,0.5301570668713382,0.8392145676947367,0.623262482582568,0.7080192913377102,-0.44648997906624005,0.15244703331806683,-0.06214395350841899,-0.2919800893601078,-0.5868305200688115,-0.30079448123724734,0.589092388345505,-0.13672414556575826,-0.04275356616741405,-0.6293506131853135,-0.6161022875485228,-1.257357316336179,0.6391135298747581,0.8794468296544469,-0.3257641605740379,0.7383764504804878,-1.677536122082692,0.5254705400685009,-0.7614806058619169,-0.3890212025260636,1.102950385022831,-0.33841071491807234,0.033220770967545894,0.5122836448524112,0.6481107347375759,-0.9353966276540316,0.9373052871930473,-0.7105540795396208,0.32102658628554187,-0.7827487348889213,0.0469079331266789,-0.36644069632136883,0.7652102870194851,0.5332099890983967,-0.24469317036540944,-0.9649753761351806,0.6736504304503557,1.3683909524217088,0.54829617241135,0.12994440588458656,0.6728595324442815,1.347652059411158,0.8084497097743634,1.1840484631811183,-0.1014042664437763,-0.7682584404866079,0.5515570971296476,-0.5276853960335655,-0.20390118567780738,0.7325987760760944
0,0.2023551932188455,0.90687337593857,0.9801220268292355,0.0470132197971145,-1.119137904797433,-0.17324495551923402,0.2478862933381966,-0.17586744962319795,-0.40089786340996414,-0.34910539813250646,0.2882879000757338,0.015849936032444133,-0.18467673416175628,-0.5996572173341896,-0.25910796494272803,-1.059961225423065,1.0232368171984088,0.3701447394884972,-0.5634909732243418,0.8302786595643096,-1.1658787518351865,0.17793845413335327,-0.3898557332502554,-1.0223935416448016,1.4115162195739945,-0.12272375884619163,0.5629372918546961,0.752930988175352,0.8793488132821485,-1.448513312939557,1.0099600763266592,-0.9766674245161782,1.129327031656538,-0.41495025680223585,0.34897225593247705,0.3542888675845042,-0.5035104275697819,0.9629170762248436,0.41332740171540605,-0.4201357680624876,1.3694824649096262,0.47126766613432175,-0.4058902872362723,0.7125843392673125,0.3584897245081187,-0.11515706899364413,0.6952361376195156,1.300191661708349,0.3480233585888066,-0.46520498017613576,0.6822476875100696,-0.03768534056650699,0.17399357841140925,0.7096654465832034
1,0.5309633362949518,0.8925691544629669,0.203813987165821,0.2918571558563576,-0.2607141807053117,-0.04264310807630093,0.04085931333007913,0.01626443376609467,-0.6172548212500117,-0.006739452741041002,0.967714630512704,-0.08449329483871829,-0.02116788746375316,-0.7543336074445405,-0.2219574393073936,-1.2818611457295304,0.6056284140969918,1.3484745543138024,-0.3393544771611625,0.6406370715656123,-0.8606916737080759,0.6634678744507037,-0.9350999747266661,-0.37743426357992393,0.5972440692682419,0.015173517907085621,0.3043606825974821,1.0439196469782912,0.5559657856821406,-0.7583222500429287,0.46706016528050953,-0.7752576143207637,0.445641968982717,-0.18058579711556103,0.1388938385580391,-0.3566982299303217,0.7105212182612105,0.24564269130921254,-0.24248640571770855,-0.5634489182225549,0.6064667007029709,0.7065824907387274,0.22871558653538643,0.37977723343619774,-0.08809084050405384,1.100683069035987,0.684516528925679,0.8374105349586118,-0.7113681778098541,-0.6571843244029993,0.7560042498206848,-0.3157530837695192,-0.061238704329323275,0.5450231152977423
1,0.316475630576069,0.6862926607491155,0.02707978715966,0.5549232027527812,-0.1005708150487353,-0.19776495318843418,-0.4274038743550338,0.14413385969163683,-0.8015863908094604,0.10215684354954839,0.6269686697253705,0.16967608327090888,-0.046078604485290456,-0.6448935453799673,-0.4620163294604872,-1.1079882325556167,0.6424243274337136,1.3187439651838344,0.16153244201283076,0.6935310522950093,-0.9480032429214019,0.6331443113555818,-0.9030673161104658,0.01521402934631687,0.291763609858559,0.242119949924768,0.15921589976618042,0.7327950265071056,0.533518874240476,-0.5729273165272906,0.630434241423196,-0.7675905397865713,0.5746706328467934,-0.13323879326372473,0.03153816860150395,-0.41538530873504603,0.5815164463874368,0.14205195339520746,-0.03303768864522233,-0.5626323156848774,0.5817625115833279,0.5490747897089552,0.8806865519501638,0.28005193850540583,-0.13182489188029997,1.1062202876205893,0.576608905354872,0.7834314445846413,-0.7336894021872526,-0.7372282542983197,0.5248051043133143,-0.43051017894563937,0.07015227954091907,0.6754721019944977
0,0.516298921566585,0.1082263635340371,0.1641777692974523,0.6385778103364225,-0.15378178711857685,0.13072518539515432,-0.7886357722286378,0.06552385088833117,-0.7545433223385577,0.3703965407573257,0.16302736076245322,0.36565345919430176,-0.2014400752371238,-0.40192614360851037,-0.6767675039509538,-0.7107639257790789,0.4422370669636798,0.6939405437680576,0.6213922489203256,0.9508163762571649,-1.2670388764870182,0.3754853720656551,-0.7677538902355175,0.06550887788147478,0.43439386934073027,0.623693969193296,0.0870904561579651,0.3608315506152908,0.3218559414343014,-0.7632207487373104,0.7014773830089147,-0.775272287641313,0.5916505424372157,-0.3337242359218447,0.47419700177040847,-0.28258883655862443,0.23617991509589067,-0.012796453923778487,-0.0627641576376724,-0.3786423657152693,0.5213959973086405,0.5910428332667631,1.1561529632094263,0.4956950715341898,0.15919265777442038,1.5332533438097649,0.6049147044867917,0.6905174547446137,-0.8730561062976459,-0.8956081318892537,0.2508347409146822,-0.3922968360470884,-0.1513695495697602,0.6485184563647237
0,0.8860323903565906,0.3465590887775217,0.6546591583613819,0.8025735524117803,-0.4617558519659665,0.6175192085014991,-0.7991488438269152,-0.07348054152601953,-0.4539353839686296,0.30946101101512147,0.13371597087585468,0.42664262560635857,-0.48840956876540637,-0.40021248753603306,-0.6606064368547947,-0.6915803154629799,0.06491829778028281,-0.20385412379534248,0.5570931326344406,0.7892710595119098,-2.3317739878005854,0.3300039506320445,-1.078417960325741,-0.04938740681483687,1.1731293430075174,0.246858585385569,-0.41783459003080925,0.15809152023816753,0.4432510539154226,-1.2553573090381331,0.3033266331789541,-0.7481138885561973,0.14368656526471704,-0.8677528524259961,0.7029313065520628,-0.6017550086852028,0.40649974410027956,0.4169960077924229,-0.09358833534540234,-0.697204725437967,0.17996813824520116,1.3349005882506781,1.0586796282605384,0.30789534009550734,1.1830628805250467,2.133847727701289,0.6768837766734174,0.6730795709294272,-0.388546071195855,-0.9501127135728125,0.27624298189355256,-0.652975374624941,-0.3914976792650889,0.2811290239112134
1,0.9138588789313894,0.5768915848239576,0.8810034188667913,0.2235910112463438,-0.8828777718879085,0.39534071398459647,-0.2497926231164911,-0.5514052262615736,-0.3810421335024924,-0.16759962493482755,0.1405225378833748,0.4395281871953518,-0.5602371887364912,-0.5733625313200501,-0.2752575940405568,-0.23781323978067406,-0.16023704582018766,-0.028942124319993635,-0.16256444325451946,1.1247790317605773,-2.126647108070244,0.4399489493891291,-1.2233133087685075,-0.5998081442083513,1.4248008441454738,0.3800004911987688,0.21779553993582595,0.7713171793249272,0.1789770326610307,-2.0844223103140314,0.07721344419377063,-0.5392616623092983,0.41487816487289475,-0.30354666216862297,0.9338500501016982,-0.19517531494513,-0.49830532516319087,0.8316261364345837,-0.31064274529706265,-0.42914620421798527,0.5658688670598792,1.0637313401082906,0.13548358177367373,1.1476936018961583,1.3154027951712615,1.3531727425757532,0.7188787236727079,0.7038818290294768,0.052991035701443034,-0.1851286081034531,0.6352224116474192,-0.43646043923214084,-0.13022303965417645,0.2645964692844506
0,0.2864103632175869,0.2444983451197876,0.1419253746880344,0.2545229162178658,-0.2131831159086615,-0.040916056999580834,-0.36313421148386527,0.10700049441572922,-0.8070252436140949,0.20833404490270435,0.2655043947408782,0.1580921060964273,-0.1643590125562502,-0.46662949010139976,-0.4739612100747823,-0.6419991886264617,0.6624219386902521,0.9056019165640878,0.451054964720981,0.9574508493599698,-0.923570411313359,0.3196884173028747,-0.895611670473743,-0.08746993112740409,0.40889533357856345,0.6124682752353027,0.38832999776510546,0.7447820324075398,0.4424648891572621,-0.80159064578043,0.5909809986654719,-0.7594966094128901,0.7187604773661427,0.037826043942223414,0.28598719725290433,-0.13357652349342922,0.07775651207694251,0.23281714072734702,-0.09363347675319578,-0.34415280826022343,0.558784632462643,0.351278738438128,0.9109213909594982,0.7743752015882199,-0.15229678092946722,1.0884787200496022,0.7284125379841968,0.6240494638474811,-0.856996068582789,-0.6331736697747443,0.2790964924787057,-0.1634001464780676,0.001505959154371951,0.5231635472150982
