y,x0,x1,x2,x3,x4,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
0,0.9491664960228378,0.2088447607001216,0.5055950512412154,0.2395176364284175,0.4390140454162741,0.521007492221218,-1.2725734495562042,-1.005177382156166,-0.186889192863655,0.8642804561688812,-0.22376137256838083,-0.030221272748713914,-0.6195124642233815,-0.2219619887956211,0.9167092499954177,-0.7972527310162353,0.11522380220351013,0.5201174749317409,-0.5140011523541332,1.669331773963272,0.8016086363075452,-0.9235355732990124,-0.7932875673322981,-0.3185633849668702,0.6493009892956466,0.4089573673810952,0.09101572649080064,0.2623745577840145,-0.38843942593707886,1.463780293712856
0,0.6035650376639635,0.4335019903057514,0.864073489022864,0.2815245986752767,0.2959988540372013,0.5297412324289296,-0.7872136049994005,-1.0905411341877815,0.2382008164800802,0.6966806186420286,-0.9747554118598614,-0.2664756365898515,0.054915075326621994,-0.8537005563856417,0.793449676681485,-0.49052865186106775,-0.0676691449358078,0.6174021695039356,0.0888715568548109,1.5461707698930354,-0.06372969716850219,-1.2655138796016074,-0.5090464510862847,-0.09481399928967522,0.06758817349344123,0.3777008293854469,0.1645719107577825,0.6949689788205063,-0.03925054918563045,1.4975672461192315
0,0.9265806448301144,0.1227945205691362,0.3847718843340981,0.2730664312886247,0.5814537091370029,0.5998819407311874,-1.3235484104885002,-1.0104030349603002,-0.3245591279597619,0.9368151829929001,-0.10120226001296913,-0.0553598373418647,-0.7265031347472343,-0.1154395984006566,1.0045844650764841,-0.8208683713048555,0.24444138076499805,0.5259457940915708,-0.48200179331521753,1.5939189294141893,0.9779478775229258,-0.9142704628634565,-0.7462071256770052,-0.5208211226732217,0.6975881305198077,0.42047771209054097,0.005334087383659534,0.15416735508337906,-0.3738583407818938,1.356850192397599
0,0.1391644135487098,0.47459726430541,0.972042743058522,0.2111417477262462,0.4817784359563815,0.786433688415333,-0.6753978727641142,-1.271569998892368,0.5245724664594503,0.6840937772557634,-1.2619634794345935,-0.15583532608455408,0.264445095504668,-0.8547965332789401,0.7619920388258207,-0.02168408233187978,-0.0262319600520254,0.6059977512302254,0.37992966228170544,1.434327219800361,-0.43973701092486467,-1.3774056677704891,-0.31572091113967543,-0.1062252811141916,-0.44801246261052574,0.6113755168296374,-0.2646206731037507,0.8031576993035857,0.08911986930417537,1.2876061547371451
1,0.665067670227566,0.799809828456183,0.9615291945608132,0.8637859642176131,0.2785505599691087,1.3756373720771082,-0.5461931451001644,-0.7729587336057607,0.02988153312372198,0.4880736156632431,-0.8783535216634912,0.09675728398180608,0.4906692614490938,-1.99428419784969,1.565346285718248,-0.3954847293349382,0.4230674521028427,0.47198050450725637,0.22974005800879102,2.206475443365326,-0.01840699360227508,-2.353905339229533,-0.3586177982039954,-0.017440219927874555,-0.966863080919974,-0.3805308385911179,2.3240709869454035,0.6869974334806138,0.18948940228521657,2.3124900413504634
0,0.558868713774336,0.3326319263472377,0.3199990917815815,0.5134146282401586,0.7339453609421721,0.6137980857319536,-0.6657469302079728,-1.1372365926680592,-0.04283257140994251,1.1088989571592012,-0.20872141951775966,-0.3470765321128583,-0.501013975674058,-0.21029724989706164,0.9113374085740001,-0.7260973618608709,0.6217657391093873,0.5776149528263347,-0.1739465212094334,1.674638038909608,0.746427136541446,-1.0966378006943045,-0.4168537777254819,-0.5829717412996045,0.34534817059397493,0.3819241785628215,0.16323578374075792,0.032118777490867174,-0.18584626091357884,1.3409550217762782
0,0.847715152911139,0.9468046359798704,0.3821769446507096,0.0418463228032832,0.3464906111254746,0.6140924904528358,-0.7148809033480622,-1.2054908861319822,0.3666061408108725,1.4530480186471884,-0.16608540731655702,0.6593450452481674,-0.3927101926424177,0.26969150042529183,0.868867743662199,-0.10872355382300779,0.2994960901350345,0.5182597318652109,-1.1129316516771812,2.7552997104243646,0.6521315399563592,-1.256025535406281,-0.3588702294539731,-0.41450944802780454,-0.027709009684742634,0.28370973592084636,0.25288773202848425,0.10322820068750493,-0.5491444932630473,0.8660193107394485
0,0.5066941422860849,0.1393101151673667,0.3561644235104603,0.4890188344509643,0.3935952522616535,0.4819011818862945,-0.701567274846174,-1.0176582897378823,0.1826708357633616,0.72071864457559,-0.512557058434481,-0.4569782519082981,-0.48751215498097267,-0.35271262437278084,0.8048627294625763,-0.6715280401601339,0.40969517174087416,0.6417462263671223,-0.2607143357963899,1.308221668847455,0.4145140268656782,-0.9663172724441657,-0.5422068305835741,-0.743475203755086,0.3276506594580452,0.18341206625902767,-0.11814236897773728,0.06273014163767936,-0.03775835056220852,1.272264467458776
0,0.4908949581549141,0.3061155131597881,0.1480637648961843,0.5766021194368934,0.7919239580764996,0.5887727703626651,-0.6094188014408666,-1.1059923909101461,0.015022059062164358,1.0828068282371117,-0.0449235399442853,-0.3901917726004228,-0.5797127527841612,-0.05209908403162926,0.9630181998982252,-0.8439282697028201,0.7268118542998717,0.6374054763406606,-0.19965107333802756,1.5924629895945601,0.8171792893850697,-0.9877492298362471,-0.34796867918102375,-0.7404307608360223,0.3831474303635575,0.3525170627455716,-0.016615803821641073,-0.04863142315656108,-0.2142954029459778,1.186910972375545
0,0.9414366106158047,0.0460099801288421,0.8555774853671289,0.4035813753716194,0.4971052563510441,0.46882368375638284,-1.217436280346587,-0.9247179788708532,-0.3036570002569551,0.818857063067732,-0.40058221968808094,-0.19028886254439079,-0.5086496956138885,-0.9643221514822445,0.8919332127622666,-0.8857048988725972,-0.07953388353490787,0.3516845857542415,0.1721168577660198,1.3298076941256158,0.6840993502093126,-1.3180063144874088,-0.7433893380239902,0.07084952670407735,0.6535117531640734,0.37698254886130045,0.6359660359985305,0.5242353815563298,-0.3173711193001078,1.8760290903884242
