y,x0,x1,x2,x3,x4,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
0,0.2830973962905048,0.2465339524172484,0.2756013000101577,0.53569335751792,0.4186506959139404,-0.39616749470666784,0.05688913787779883,-0.768218738253455,0.34113726079471124,-0.6611644194734911,0.38162174346412153,-0.37230691405516586,0.5134961444882052,-0.5005281056805893,0.7411831696919831,0.330838701285261,-0.18487768173012614,-0.26453739533879195,-0.46512418728810573,-0.2829175966525461,-0.2527737246091125,-0.19887497163034895,0.08765466620220097,0.39936328445649905,1.049983941398884,0.224337531324245,-0.5048308812025323,-0.5584698270533686,0.7065770961332685,1.1752240349247531
1,0.5129127960580209,0.1378385458222506,0.3026481992004854,0.9437629565572992,0.0781229031843112,-0.6330842835488768,0.07873955264159599,-0.8637551219697706,0.0534265843968052,-0.43912149506929243,0.7709677646020348,-0.6508212799372437,0.37424413506670734,-0.8738604356995647,0.1671017641494516,-0.017297751195897108,0.1923918241864821,-0.866191715704481,-0.8093867060495173,0.09924470108025744,-0.01725107861087438,-0.42603852424364974,0.24056814969603815,0.869449448516295,0.7982438679907828,-0.2837849577558792,0.08279088967893586,-0.27899871675418286,0.8450164852809031,1.230295218169426
0,0.8614459089165459,0.7338889301913734,0.3861358665080768,0.4668927293958848,0.1671895741858163,-0.12019528399291839,0.0734799373072923,-0.07959097246729657,0.36294686438681273,-0.8246273503140293,0.030211732285659175,-0.17232910716559324,0.30414270379134273,-0.44881426401335345,0.7221168183408635,-0.24947839298699906,-0.46515605069004023,-0.3355141098078141,-0.9002362004569229,-0.37866166389243433,-0.21738909095583464,-0.614942039582284,0.0834276402459603,0.36847042393914686,1.5135809908700624,0.4074395220995871,0.025341050200715195,-0.8832062870467421,-0.02009175991990681,1.1929482985491435
1,0.7798206623898813,0.7957340608969868,0.661343708406567,0.1974068677904099,0.2163726092408502,-0.013739414657690394,-0.25029362587578957,-0.11873075101359189,0.791868800154217,-0.9199827245500686,0.006868964567682406,-0.21847465513451764,0.01626101165394424,-0.5056581858501717,0.9554042311383608,0.011227578973182604,-0.974621082364139,0.0008611055119751,-1.1046109081238507,-0.38986128754039423,0.1642967217656902,-0.07881274002149065,0.10214462115477019,-0.0064351370151798275,1.6810099062671344,0.6289180953080216,-0.025433726067150393,-0.7908396584941128,-0.21072728070145233,1.2853560778089164
0,0.4943760121728427,0.4711037615929416,0.4670286039168434,0.4218253428996417,0.0638464992780457,-0.17854508274102968,-0.17397563021498572,-0.6089016120174171,0.6104338556809463,-0.5807618982883145,0.3882113101630771,-0.44030203375694993,0.33945321844050835,-0.6091298026060727,0.7663071215791143,0.24712189781435834,-0.5462317422269126,-0.3740524729238486,-0.6015062869477152,-0.2825400592988825,-0.07353626692253723,-0.31045443438621506,0.06178985523344288,0.44896571443942157,1.2349750971010163,0.11301742422899258,-0.16736125710741123,-0.6092777249878765,0.2881977550109638,1.3555379743234388
1,0.902142622644427,0.3243450348585621,0.5390715089960926,0.1460518367395212,0.3146868321829941,-0.37365604768976807,-0.5502861331617177,-0.20417184854478945,0.3834005558733643,-1.0262371903752685,0.09935865858768421,-0.4034074285734004,0.2667099507235303,-0.17605545556061988,1.076962729992259,0.6244081911202615,-0.4650482258249996,-0.29412703929623635,-0.877258158892664,-0.219155060422095,-0.2465832323420524,-0.2740445070968105,0.1084676508500136,0.24978790414887558,1.503019331622522,0.6324124582450737,-0.10118036898365286,-0.977888520555627,0.10680164444422635,1.2848130718959254
1,0.3740419406356812,0.6473662667151143,0.4449860648744788,0.7785022266547424,0.6943551736904489,-0.2338476066853249,0.25952162788659083,-0.9994496607648244,-0.005515036252994283,-0.9932146907384747,0.6457954657230622,-0.0415621155268235,0.7266542884003029,-0.18938856876456195,0.634562446653388,-0.19819599915044026,-0.032181777692173896,0.09145832208375919,-0.9585629638674383,-0.7460425516256441,0.04160233988525289,0.01905584661413688,0.3976445953543246,0.42229592467567434,1.1831733528678186,0.7260507515801349,-0.8162970389967138,-0.616932958698352,0.642101280880196,1.0292662157620611
0,0.9917216413476936,0.802648804660512,0.3180076660779315,0.6443301665894335,0.4336167836213315,-0.07186225403136351,0.3836575167312974,0.1356444604806476,-0.23291736615403316,-1.1456971051301088,-0.3204474323471003,-0.0006124770834924024,0.6272063062281367,-0.2075571288064672,0.6265891710131423,-0.42643578748606054,-0.16596181561540033,-0.09211522357537831,-1.0580500006540408,-0.4827898353679187,-0.45743647541981497,-0.80437328786019,0.12989758258105127,0.4119471802742484,1.7116258720981021,0.8252094385235119,-0.12713367363589412,-1.3302297051948815,-0.05868582239834013,1.0448723673009828
0,0.0979852939642472,0.7979260735236677,0.4181039009086389,0.4625121945535835,0.2556229894800722,-0.22415020258160495,0.20110299224236156,-0.6692119117199526,0.8015115916140204,-0.6067880638093622,0.5171976760108689,-0.10242279534811621,0.39250579175289557,-0.3696913595582169,0.8002164339140104,-0.036517813969458864,-0.7481162717839919,0.06404855038583729,-0.7834729580846255,-0.43255778493849684,-0.01610479455572899,-0.000711641663712066,0.08582685417711605,0.2451720325421863,1.3777678124548407,0.24500431449711146,-0.46516829588664255,-0.7500694669670853,0.3270497661501832,1.2859700700863557
1,0.3256631545983564,0.2970191924858993,0.951775341766526,0.2145211196747535,0.5507195027619264,-0.5731599958488585,-0.9100861920518666,-0.550227186958116,0.7437407045708235,-1.2742823773578955,0.29266524190062976,-0.6159711705326947,0.7973248067906135,-0.41791115704582443,0.9476972367131994,0.8501754053993333,-0.7736081901538878,-0.0590935186851707,-0.5357819070659,-0.4054458626216638,0.26885681168900266,0.4188956196562656,-0.14096649481555912,0.005489562725346118,1.5758066271148725,0.38339288794892246,-0.2972572192087238,-0.6519732008977875,0.16331019955252876,1.3121275225984022
