y,x0,x1,p00,p01,p02
0,0.9253588419516342,0.7150805342944574,-0.5576817008979685,-0.13837212625580378,0.7212755524400223
1,0.7356553954599728,0.4936051414205894,-0.6763295433907169,-0.1531726500344764,0.4269181480957574
1,0.0399643380618615,0.544127726306767,-0.8501762367968804,-0.005185557114355234,0.34296615590434415
1,0.8219591291259208,0.3913443330836451,-0.6070060113016947,-0.17229125130735753,0.4250637357968352
0,0.7458034535970367,0.9456547136155066,-0.8046702585204052,-0.166930338836869,0.8338594609344775
1,0.4102070560185812,0.8686759981921238,-0.8978366044102659,-0.13857302006635264,0.5831667898294098
1,0.6610713840669038,0.2544396129694936,-0.705103682071189,-0.1683728354159134,0.32001261092264766
0,0.5068699290861234,0.5111303852069914,-0.7844686066167211,-0.11947959382701592,0.3652982677442133
0,0.2323996122378054,0.8692800298033801,-0.918264391633453,-0.09638177842364222,0.5522264736603553
0,0.7552475139738679,0.8837347789295348,-0.769941910554752,-0.16040587857137756,0.7551085513702311
1,0.057791669861803,0.4092301075348235,-0.8232462034097496,-0.01325415176166889,0.32844748000897805
1,0.2316464247303581,0.4568904340695128,-0.8244803478390478,-0.05634910199303382,0.33256277267056633
1,0.6046399974453157,0.8596842950960267,-0.840172982500315,-0.1611475926699953,0.638748874045585
1,0.187956288778843,0.5565319539281731,-0.8463753725719221,-0.04576206568023542,0.351955984152127
0,0.0915694447389837,0.2051258031686195,-0.7985917612812637,-0.0435473902892506,0.3353800417675579
0,0.75225964037047,0.7988703889142396,-0.7380515935199945,-0.15460192147031002,0.6555527854528199
1,0.6544404920707464,0.147372803902669,-0.7125410501582047,-0.18670627054398303,0.29774617874955805
0,0.250304779322025,0.7006398857537154,-0.8737418455133094,-0.07357161493046976,0.4161570796985979
1,0.5488802096986802,0.7554672579446517,-0.826647671130637,-0.14208002254848046,0.5144450675112211
1,0.6805184833155498,0.3777558983375428,-0.698151357565796,-0.15563713945278893,0.3591603533867176
1,0.5794282274136067,0.8433753265729161,-0.8441229743445708,-0.15714718972269662,0.6095998191162811
0,0.7980745162898479,0.0873671016281881,-0.6431307533966005,-0.23070582162838574,0.3155829711477945
1,0.8812829536558325,0.6428761675079798,-0.5848748366650605,-0.14775292415097666,0.6173121266448651
0,0.1706041852939634,0.2009700261784962,-0.7988883938641322,-0.06328169703498275,0.3282153570799118
0,0.1427423734843009,0.9797409544411546,-0.9465761273790226,-0.09572466469996312,0.6915479999402074
0,0.8561626607342796,0.0120999940481055,-0.6178852286940437,-0.26401923259423404,0.31954184191273743
1,0.5388092766425331,0.1522885828654774,-0.7531834849765754,-0.16004932066929758,0.29364559729778456
1,0.1752745856000005,0.5849871387728472,-0.8532785499833795,-0.043529089471180976,0.3596126619310975
0,0.0812798316374303,0.8007756154877789,-0.9090537322935938,-0.03916943103740025,0.47057079305609156
1,0.3857032894835962,0.7017467870757914,-0.8550130477787596,-0.10681624980138178,0.4349294829138757
1,0.5162991179681502,0.7737612004675124,-0.8429277507614044,-0.14016434257965615,0.5192017003114004
0,0.7972984541559498,0.7490079578372731,-0.6878360792069393,-0.15011730168238327,0.6388340617586529
1,0.8023737470772713,0.5937481375677391,-0.644175190373448,-0.15188287562845362,0.5211491766064263
0,0.016202114608445,0.2432865857576168,-0.7997392325550247,-0.019816422241881317,0.33642200573289993
0,0.9223742243563656,0.738270095369758,-0.5679194145409491,-0.13712205912200465,0.7401724199625742
0,0.3866165278418382,0.4348791803137568,-0.8019306966328602,-0.09471147938329622,0.33182832836790854
1,0.6310961711085679,0.7764183180079548,-0.7995664105204641,-0.1520286524293305,0.5654290057329994
0,0.3746948633846227,0.6475879637589236,-0.8438273244717573,-0.0986656954420731,0.4025979145604287
0,0.5594676235491493,0.4927164672388041,-0.7639010671671419,-0.12914519910156957,0.36860149034461775
1,0.3554498378981968,0.0848593445251448,-0.7896848399286123,-0.12945878656429416,0.30879784261515236
0,0.6705301724178078,0.7447026863896004,-0.7696813160022237,-0.15104133741875123,0.5563740895298072
1,0.6905714357853364,0.3949490803057452,-0.6938288329366311,-0.1554481468482628,0.3681729687827142
1,0.4594967589953856,0.1502272431561898,-0.7722516871101713,-0.1418557097910272,0.29740434978393177
0,0.1108096455031947,0.9378767049118631,-0.9385005742202085,-0.07562864597947389,0.6257201992125454
0,0.6822777937138661,0.1549590614110376,-0.699455818991707,-0.19098189328900864,0.30277501994836137
0,0.7404556758583939,0.1404628514939112,-0.6708337837805411,-0.20602916531471147,0.3112871548341475
0,0.3180493502767123,0.9533134274758917,-0.9346294510125905,-0.13732766682375538,0.6725472096390441
1,0.5466156295897405,0.2327935585809804,-0.7492553559663018,-0.14814666844365887,0.30364677727706324
0,0.2250967458207529,0.9012686810960142,-0.9268013337802443,-0.10119476135371624,0.5886429761455948
1,0.5199269471178599,0.2090354635436865,-0.7570808762683694,-0.145873921477654,0.3000235069572509
0,0.2741807616042506,0.7608151890036917,-0.8864276524082242,-0.08806401941518063,0.45859193295020123
1,0.3352956860672704,0.74342801034917,-0.8742130244010748,-0.10075564550908353,0.4545893966466399
1,0.2683997138726546,0.3529359373575023,-0.807015806391312,-0.070237617381687,0.32082513686490616
0,0.2344965125983134,0.1297611179232745,-0.7959455818622946,-0.09090905528067052,0.3249702376192727
0,0.9034171727383228,0.1451573667234093,-0.5567760843488012,-0.23520709260853853,0.38041001017266574
0,0.0333137885042523,0.2571653311503528,-0.8016952711696375,-0.02199612420405557,0.3342949945648128
