y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
0,0.0852898817246453,0.9640769624526287,0.1875323152281284,0.7794477202091231,0.2128428597774204,0.2469592379014501,0.6627362103722356,0.6223100130061437,0.284538631617256,0.0010959066802139,0.3888865533647647,-1.6521064863793054,1.615578935737868,-0.8464113846221727,-1.531207156999122,0.06698377717182917,0.5292610020123357,-0.6555786916642875,-0.6731870080453494,-0.25042586561980834,-1.014805382395431,0.7203903535993845,-0.9104828044854165,-0.5093588400030933,0.622429711814532,-0.5586992740720842,0.5561690401980419,-1.2699951287525322,0.2890827389107665,-0.152384995086611,1.5932786740326312,0.39962376585568327,-0.37807354529681575,-0.32206020521267537,0.0018731108059872371,0.02100293748444187,1.5610229306575296,-1.5461568056112296,0.5239499800692761,-1.7253917457849859,-1.6943792618675952,0.2412999507147479,-0.39504661534747565,1.1093019154891826,-1.454007215406948,-0.09538110685802585,0.7285182482341429,0.05865448272925891,0.6792328722883076,-1.358949923267221,0.6755444166687302,0.25186768651896496,0.15063361106499454,-0.7188708528303286,1.2607926209336964,-1.8753319821496062,-1.350893389942182,0.6619624540929964,0.6307683738015002,-1.6435600630977685
1,0.5561406971357559,0.2694330803680239,0.6311381269604526,0.6771098562971795,0.1431457473116614,0.5212738192234749,0.8041865276499692,0.3759564411771247,0.3087353565469908,0.5451988141742348,-0.18242249230306187,-0.7526187033185334,0.4076283831179032,-0.38523882929434594,-0.42846848301716184,0.037982811118073036,0.4815858043834914,-1.2500095014419432,-1.2479968161426436,-1.2900915031140074,-0.3558897274233131,0.6172009074969607,0.29019575772104994,-0.21915670576214683,0.5384065046260591,-1.614321907492691,1.4711050566522943,-1.8573485781734391,-0.04937168611423309,-0.0885399516263747,1.1496550487166541,-0.0750736888378114,1.1880825820511887,-1.2492025964495925,-0.6282433948966443,-1.2306089384483074,1.135669166534359,0.19239191875996142,0.08021781369380429,-1.6775759205806706,-0.9872095008574759,-0.07317270369542361,-0.7315843912068809,0.779261278836377,-0.24193668179231695,-0.05208721819200922,0.24648249814086814,-0.8157847017270119,0.016703313454612803,-0.38936361106129863,0.7410565517110335,0.4433775350187925,1.0660386044138592,0.15925103904560378,0.2971394597922348,-2.571052533585505,-0.8507184909915455,-0.035396501873828576,-0.03921602268294545,-1.597207834450718
1,0.2442465994095809,0.2338126837170221,0.2346150301715415,0.9999676947987666,0.1151377573075929,0.3366017151402279,0.4861542226581375,0.5734407937379266,0.6140613774780331,0.6028104429180577,1.1756052984247973,-1.5505341581339023,0.8571607826214338,-0.6638328854391076,-0.6980284996033379,0.15712361942419728,1.4654398491088922,-0.3497735533145366,-0.6536885026297946,-1.0125046922135625,-0.4170120990242343,1.2206868590352375,-0.21353448906091277,-0.5501492856040968,0.30885899921515686,-2.0561829158896217,1.567702543858814,-1.7125427272326599,0.2989959329604594,-0.48613844385394706,1.207231962606109,0.7782922233359996,0.6872049370267559,-0.40329438599277784,-0.5067494589297592,-0.8676212825137292,0.7819042514961527,-0.20988088632960036,-1.0365649516405089,-2.346650885403715,-1.6433555489920306,0.17914920955262542,-1.847698614948058,0.28827736085468786,-0.363453652916704,-0.2776924492016344,-0.1608009594865436,-1.5245946307656089,-0.08326876233123649,-0.6033249570366618,1.264361631088537,0.3819878693164936,1.4829139015212391,-0.019807562046301724,0.41494486072256326,-1.6533637640430985,-1.450325976248688,-0.6632889284219473,1.163237521614522,-1.0666752016893497
1,0.4142995838863685,0.5230930519362631,0.1367198627385316,0.5314914248600554,0.2806920674490394,0.9653022726841152,0.957841172236623,0.6059359599653661,0.1089679251025215,0.5804535338725851,0.6088756950661484,-1.3556044177214697,0.5719901495099117,-0.9239705453152544,-1.4793258039783432,-0.7141869396268087,-0.2781691338655417,-1.4036904557053391,-0.7983567579004929,-1.294568608265011,-0.1977894080913304,0.3584922527976271,-0.7940641464524363,-0.8710375638546513,0.46421361385734017,-0.41312190189633,1.194659208135005,-1.7518037398940842,1.0997105554601634,-0.6062727511289165,1.7789120654908512,0.18986363208144014,1.1206136212343676,-1.1832200209066959,-0.16593538131135288,0.29924262895805104,1.5704736238249992,-1.554426717596385,-0.25925688438537603,-0.4909858601226831,-2.2339121940049504,-1.1347376035783328,0.9093811564122501,0.9658915354897841,-0.7327569501338236,0.1134094815322074,0.9881402820609951,-1.6390601818302803,-0.8438094662035142,-0.9158990036866197,1.391434626583715,-0.6839274682542464,0.9784158553053527,0.9410506745300589,1.1951470862933764,-3.524791542104019,0.20919035561663407,0.7312888224831665,-0.9344348958227817,-1.1397841739320183
0,0.4312606223860681,0.6824373724825858,0.6859801198236412,0.6488740829413845,0.3299035013672455,0.4609011979094819,0.0368274195290188,0.3682182093774673,0.239947681282877,0.8967570798145471,1.73562394300213,-0.7997051867792954,-0.3044635582143263,-0.10989264921852354,-1.638988386469528,-0.20477334412048412,-0.04850661505076312,-0.7470956112671717,-0.7703838659338865,-1.2716241152843977,-0.058065269831469576,1.0056508026992064,-0.29996493242152167,0.020655876542530524,-0.06294104446864995,-1.1295614902185955,0.4754928097682648,-1.7184125049694012,-0.32645643259266344,-1.219693378914546,0.21275757033585901,1.7052164417273277,1.155945235795026,-0.6600628261961379,-0.21274612508928564,-0.41966122139132495,0.7351573909676801,-0.18122145981625667,0.71693372063476,-1.1030185098693632,-1.3209316575321064,0.9541503792208301,-2.239706853432584,1.131779039997258,-0.48877986397455464,-0.3278936833214481,-0.1482331949596831,0.0411504418098954,0.6782553039832738,-0.11281016664133044,0.416745019286482,0.3001148768696507,0.7367870375240732,0.7308848933029256,0.14844569349741468,-1.6802093180914406,-0.9802154738912905,-0.14638885135441287,1.6371989099448403,-0.9074362801512885
1,0.1348508185789608,0.1375423472291475,0.7219056382183767,0.3972727887192473,0.8468487636781187,0.94407110814288,0.702639303628824,0.4590985173631248,0.4070281016556265,0.2361766676182055,-0.732121875312943,-1.3703744470674637,0.22338239172370983,-1.2558470034969949,-1.514112592620782,-1.1816583134925973,-0.1477218765574486,0.32269274385915797,-1.4034143254584528,-1.6169968235859098,0.07402770295107325,0.3472889761026242,-0.4378031429803531,-0.08967459506309443,0.4251466669654407,-1.762227603484703,1.0685295418584007,-2.204213750767993,-0.2638440103414451,0.010066486580574071,1.494862538020479,-0.6833028845307351,0.37320479211872004,-0.8922678946574018,0.3472764603636722,-0.5874488382930593,0.20428424240910442,-1.6544978011259819,-0.41215481111146657,-0.36313775031695467,-1.963930125453153,-0.8091612555475222,-0.3231720667880387,0.543416284340534,-0.28652804465642434,1.0098895035408453,0.7345600445070569,-1.4562884535530276,-0.9162714138644958,-0.5490207094266906,0.6888321309436217,-1.136427001313437,0.40863354163972543,1.1914635182196218,-0.5649760782082373,-1.5768417512864383,-0.07843905216716168,0.4183654578083721,1.0815225679678182,-0.3356213346627393
0,0.9710301202502548,0.0288189551918847,0.4159120413395878,0.2038551665113759,0.2937114807461409,0.7061695909951167,0.5386811438725567,0.1556988835750298,0.2408069058549203,0.8924054828343154,0.487488095471084,-1.1870488783783475,0.06037967640292419,-0.19254447256834561,-0.5637711093849908,-0.41495771509489976,-1.3133763163247802,-1.5919217775674803,-0.7209351480715109,-2.9351730614950893,-0.22614435674236574,0.5323875914971034,0.3651215549627761,0.6803123246987044,0.5728083879823729,-1.0203535633576366,0.8329406178205735,-0.4565588454174041,-0.1605288193340983,-0.3653264181976295,0.8150044356762264,0.036887826144205334,1.2525196804805079,-0.7465226060489353,-0.2735525023830095,-0.4833855356027371,1.257218484427918,0.6602038704671929,0.6032666805461941,-1.010896826794046,-0.9563298704213332,-1.1366152474151319,-0.8142671076432166,0.5246547840628101,-0.5347392213697119,-0.23060394136477516,0.34467242710442464,-1.0133965372379097,0.3541082899261597,-0.07395081203156018,1.3089198048691237,0.11481817081721886,2.142584484496233,1.509877615740773,-0.3002351328078503,-2.655676464882671,-1.243244339309372,0.06454654566584411,0.1490388765955115,-1.8651350024218811
0,0.351929035588496,0.00800267620571,0.0916183195655802,0.9624091054241108,0.5446301888664248,0.3482424140587394,0.8392350075083528,0.4761980245473396,0.7048989206199338,0.1240278709841309,0.19779918839796803,-1.7112686697616801,2.157301300735031,-1.390805880098181,-1.2326795960461525,1.0221597171099346,1.0868009123476239,0.08688175308721935,-0.7039567496454807,-0.4528979953366228,-0.24068539625582164,0.5970208335313095,-0.9675804063460648,-0.7668546275541237,0.9036863788578374,-3.0597047256039342,1.1316185622979615,-1.6994756857716606,0.38353754501533904,0.4374015249015143,1.8324288997414548,-0.1040694325236185,-0.5077012508556515,0.11613175433445874,-0.2943466953900951,-0.554026535119164,1.0994962795503405,-0.6696144522392615,-1.4252641092828684,-2.003466021742906,-1.435803861553342,-0.3432529077045181,-0.5619390537636966,-0.16859697854603733,-0.1363681333540771,0.7203309480337363,0.623974274759151,-1.5993240007578637,-0.14326760804752706,-1.4232642215299338,0.7815576203622182,0.08623597338148646,1.400670413753669,-0.24982108764086342,0.045893311789242545,-2.328696119674726,-0.8779870126681566,0.00802111122070833,0.2974723041402827,-1.3704138975803801
1,0.9698562334701544,0.0806007259839919,0.0642120006267037,0.8035852767115805,0.8123181325332033,0.3054726141560033,0.0863540411726427,0.5483930805760031,0.2265297727672848,0.7436400561821987,2.3160528428832303,-2.0198618874719116,0.7870286072047942,-0.7893121062286043,-1.18724213180986,-0.08466837794543085,0.11775386724102455,-0.36999327166994106,0.2933838586683976,-1.9609840362371114,0.11478378724117742,0.5039124049086312,-0.8466625164007766,0.5199082027662889,-0.47180974290044586,-2.0824709241446118,1.7371637209082536,1.0635637313912425,-1.457080567766809,-0.12605510682899435,-0.02661712764312212,0.6255174204589375,0.5467404826816255,-0.6501849433615438,0.1973216133268076,-1.3344492133399024,1.3345827347682566,0.650179012187907,-0.01621772534284852,-1.397642100538157,-0.889343337247263,-0.03473787608705505,-0.3969836043628205,0.734529682008161,-0.2820196341190761,0.07102976714738637,1.0553002820061892,-1.265757546029309,-0.1728057149485042,-0.7806948060050952,1.6273833382614191,0.020557416414312094,1.3474055593611283,0.5281295233749639,-0.7402003645025922,-4.0027164207422565,-0.7070086674388858,0.7408992781734337,1.7924642232531043,-1.884045326574936
0,0.8500463510563062,0.4569110570887166,0.7804257324672735,0.1378894833373922,0.2428974774189169,0.496208319330652,0.7558763316448979,0.5964408401273815,0.6971735369420239,0.5008935277196657,-0.5767412105053908,-0.1322203709119665,-0.5487685157281832,0.6252337239374433,-0.11761427050854575,-0.37031051114917723,-1.9289977870945982,-1.9963258155628019,-1.6265040850611683,-1.8016069027929207,-0.6215431522259662,0.29487817522037774,-0.1147827261457301,0.36410454396048947,0.928367416354072,-1.1760073648708118,1.9288032216973086,-1.5566869914313706,0.6562035227000457,-0.493627142027773,0.3093994948280152,0.28476105924884615,0.9824480108492685,-1.9085613678105429,0.6075107999116056,-0.8171737556941768,2.152685397144405,-0.11739456840661983,1.3893914654020445,-2.1131572119561106,-1.5320639782699161,0.9664240902827389,-0.10223677156972069,1.1657368107962294,-0.32924847751967634,0.18283747452733554,0.07102330348957206,0.18726595779572494,0.7396023495078926,-0.0336527622376686,-0.41535561884611205,0.41927870355168056,-0.11587486092099927,-0.8955442251787641,-1.1176799137107454,-2.900791153855398,-1.9602548095769896,0.7360154459224532,0.2294804743154066,-1.0562864364207054
