y,x0,x1,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
1,0.8723437717341204,0.6385992938342623,-0.1479563725988073,-0.33500426038506426,0.3291928354741504,0.7026924344940522,-0.6104809773722694,0.5652458816119056,-0.4186391770140569,-0.39067420920447193,-0.09201733866215268,0.09408158725124019,0.2194326556890703,-0.979131393145016,0.12052088608101821,-0.5986538031113662,-0.17591152720765574,0.6136027763345253,0.9271492339725689,0.9917273896174762,-0.414015139263858,0.8646305211415423,-0.4447644514803444,-0.2514352314956909,1.427424913637047,-1.0176756917859,-0.03488288218467838
0,0.4578669251810372,0.421676076791657,0.016019578473839127,-0.43871182571578443,-0.012836283050755671,0.7046539904834664,-0.46089755066874405,0.7432466458494696,-0.1197953295196212,-0.30057038593357444,-0.05729297275905644,0.12940204723139773,0.385256633955352,-0.9612108373632376,0.35903670012952377,-0.5513651918461528,-0.3606196102832977,0.5047169306312874,0.7097502704309642,0.8096578561926943,-0.5842666438908258,0.7852074768196929,-0.18417628571537648,-0.4660258165144369,1.2175889148108157,-1.0764599477773817,0.3095152886855207
0,0.7167524727183396,0.2996674784166362,-0.012115629204847466,-0.43686770130552294,0.2021235755750978,0.6668774600146057,-0.501993885804785,0.5433550059489176,-0.3729986309027141,-0.3480223145726443,-0.14536564015985537,0.29824938874295365,0.5167948203726547,-1.0677724367599604,0.34519027285003906,-0.680632522095487,-0.2349541966204594,0.42276361624237796,0.8697121750924168,0.9388923765847884,-0.32117196107976864,0.8767247304709117,-0.24149614840353445,-0.3505854460988442,1.2838712938903734,-1.1215529842553729,0.2485653606781811
0,0.4674661944928597,0.4419207422313567,0.00920307940684141,-0.4328141973151646,-0.00872860926742015,0.7105223402726084,-0.45766127811688373,0.7433783441589225,-0.12065289935754372,-0.30582921288970855,-0.04989244178902855,0.1193083305861286,0.37018849630099826,-0.9603762092794782,0.3466198430382308,-0.5489412200882708,-0.36102966368983685,0.5197600714141443,0.701436685891,0.8071873384669368,-0.590594944459144,0.784846880377611,-0.1879915568879375,-0.46321997151425337,1.2244479343051033,-1.0745008527319344,0.2984048796913984
1,0.6478523917950071,0.0602843983548174,0.060111762460492206,-0.5086548197433642,0.19119269805711098,0.6388857906655419,-0.4914557849131946,0.4652479372681697,-0.3509573578786357,-0.29447039750584814,-0.21414829089747245,0.4244934059804164,0.6861130354523944,-1.0777718840098016,0.4517884763474688,-0.7130993576248381,-0.24638135416698556,0.26018872060526926,0.8607338299832606,0.8884980704865034,-0.28633845393464696,0.907843411849718,-0.1777768918908582,-0.3609391369943345,1.190204350684316,-1.1516453209303663,0.32455671851248713
1,0.4318729992773669,0.2206787742015981,0.0730977846156883,-0.4917565560874976,-0.006459791255622525,0.6595955008280737,-0.4858800040965121,0.6870269871987074,-0.1453121190341857,-0.26165879316030144,-0.13820091133374457,0.24464542578881426,0.5295845405415218,-0.9807067318562255,0.4481589988166661,-0.5973771767675158,-0.3350569114774026,0.36502286187828653,0.7876949093618686,0.8253238048708823,-0.49986167304107393,0.8125012468471642,-0.16163786599115443,-0.46478077133381135,1.1706664416123964,-1.095152022150703,0.3674407967722542
1,0.5685853944838617,0.9537119171468932,-0.14758077164395922,-0.28002528775456215,0.0883246868270418,0.9336297536025067,-0.46222324094319805,0.693700806187123,0.0991630375514155,-0.3734241549060316,0.226783041638667,-0.19863261866789317,-0.12247649404670849,-0.5823806059435708,-0.12894493878012384,-0.4599341313544103,-0.4410997821183625,0.8319929164540236,0.3200775563384095,0.4260946121785155,-1.1781098444522617,0.8679207781249498,-0.18457114988696863,-0.37809704171390635,1.2306011434733009,-1.0481095790195631,-0.1626352372132539
0,0.3012051065194584,0.2112571599653057,0.11046633262293681,-0.5086843757279391,-0.07386601953159913,0.6443715875213281,-0.5185789366731021,0.7581837420338894,-0.05928889404110335,-0.21468169780361915,-0.12061296242649663,0.2001759338577401,0.5183830817874651,-0.9296046953932283,0.4882330646304661,-0.5496389425369003,-0.3798022043188193,0.3469608744918624,0.7958170033669234,0.8057873816828676,-0.5699858149459165,0.7832829552266218,-0.15605297737614504,-0.5086913070836243,1.1216970920339036,-1.0611623441763522,0.40710437704281915
1,0.5901561835955078,0.0986465880420995,0.06650500642633131,-0.5068725585411079,0.12908000747664755,0.6447643675784905,-0.4833372398508845,0.5275193840726004,-0.29128516329538806,-0.2861892148134022,-0.19873753270469335,0.37802163968499625,0.6449558464609145,-1.053761019827009,0.45188811646866434,-0.685432236917474,-0.2680193861157623,0.2878525882893011,0.8389530588345597,0.8673041072419325,-0.34391463364939745,0.8808509448867154,-0.17082120693545708,-0.39089119556034724,1.1882892578529165,-1.1382667000196793,0.33731274416791485
1,0.2643240149481999,0.35402984418638,0.08007144074383399,-0.47954184092090674,-0.10068564263804977,0.6656858768005277,-0.5125016402090031,0.8288856151972804,-0.013338748917508641,-0.2274848792657761,-0.04955397749906594,0.10550907800107086,0.41822038053656596,-0.8968812167942481,0.44869961559425486,-0.4976944035673195,-0.42216666683374426,0.43301734506097084,0.7368233551758111,0.7940778954013225,-0.6549125047364319,0.7495548962743116,-0.16222771056772403,-0.5233473555467669,1.1296371335995337,-1.0460483936538107,0.39907431093668966
