y,x0,x1,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
1,0.3226127998578133,0.4268937084289347,-0.19368246700265554,-1.0946454270481063,-0.14994758252422494,0.5952986834988475,-0.5729468329327218,0.20615056284444738,-0.9950575455366938,-0.5369246479328078,-0.01954303655734134,-0.479092360291058,0.341400090795267,0.7583222330239949,0.5934515150104869,0.8531667940676805,-0.8487513487102368,-0.20144657811749708,-1.0046887589372706,0.6937669643544161,-0.2989932511065103,0.685548876581705,-0.7286190273236031,0.20254744737571287,-0.042915296928405636,-0.1551800100218611,0.9028046699029209
0,0.9923431359273917,0.7881033266962639,-0.35894456163638394,-1.5525327893923866,0.01963119850144573,0.9094221662026127,-0.3373235745061258,0.24089252931970337,-0.8045293696649037,-0.9053290903529473,0.2078134553406755,-0.3034221656437962,0.008886494553335005,1.6493295398846233,0.638793949301576,0.8616368763241489,-1.0959698275403142,0.2789991804349373,-1.1048377817156545,0.2919913500077101,-0.4780286005533534,1.0907707100524804,-0.8536421602209472,-0.18050969357682878,-0.09154646474574356,0.08972389534509445,1.0806230142179314
1,0.5288588475292851,0.7066741713434297,-0.25726702332684187,-1.1866815497648917,-0.14523378030753106,0.6554666996780919,-0.4407997272808763,0.15936997700008834,-0.9322993066990481,-0.6862801196757791,0.23719310020614945,-0.45093513267327606,0.08940591180785024,1.1605547832844838,0.6730268286438144,0.8295831858349483,-0.9014906526644999,-0.0800964583435036,-1.07876362763167,0.49179967575539907,-0.38639855986003246,0.6847417522628788,-0.7518733855070641,0.02497308250811847,0.057796276080860506,-0.06890186337041185,0.7566219890623362
0,0.7785050780685007,0.076755402854984,0.03562047633237226,-1.3857951418401988,0.025597401541143264,0.7467471752060011,-0.7913958448518308,0.3990967783198767,-0.9408067541883114,-0.5613619044218671,-0.10751477671407675,-0.5886009882277972,0.6087635633234334,0.7939903231822781,0.6351948938495091,1.1703526987891477,-1.0887194478180307,-0.11398613641104227,-0.8536593599082749,0.9353482707581217,-0.013981856556998297,1.0836868402287432,-0.44092668156756926,0.19923043108679675,-0.42212277747022764,-0.30282306533392844,1.4380238982437135
0,0.9676948056610284,0.7548786823404581,-0.3148183447646991,-1.531519933668078,0.017357701640055505,0.9027975209178636,-0.38637459795012347,0.24296405648929456,-0.8283874427813763,-0.871262910485098,0.20518575701659272,-0.3382784446878095,0.0650646626223037,1.5633019882486352,0.6304545611293638,0.8731698329794945,-1.094888298318293,0.22109385898012138,-1.0994513208999548,0.3613413677175566,-0.4453826758995482,1.0664625378643042,-0.8227250425740024,-0.1563206872008271,-0.1092561135013976,0.06165910789122941,1.075332718894373
1,0.2377072033374014,0.5882610622310983,-0.23584167948754758,-1.0163469178893043,-0.2130391971955589,0.5697067056221912,-0.5109514666997931,0.13826772492266137,-0.9861608200538583,-0.5040118451941749,0.034733971259212446,-0.4915358173064769,0.2049185422486755,0.8935166402963499,0.6486893479425505,0.780242272659446,-0.8084135909600941,-0.2234855822901476,-1.0790957767850997,0.5403925645359839,-0.39048940681750405,0.5929997446975687,-0.8317117383451865,0.1794793984328675,0.08941104926884703,-0.09121435456707398,0.7543358592044465
0,0.1912018172797474,0.2130892315783722,-0.20459407837038868,-1.0247935617994373,-0.15240619225306007,0.5502512723196257,-0.6162214540154072,0.2419185131191491,-1.0047413538002874,-0.49310148324815206,-0.17625253904248672,-0.4501878574427819,0.4425476564982656,0.5668506866921228,0.5276929841004588,0.8995750994684429,-0.7802609999985071,-0.22303723011346785,-0.9171747960849427,0.7589980847210466,-0.23610010925781935,0.7062106046622642,-0.6943223132049751,0.30920662270888394,-0.10130073449515062,-0.22705787105616146,0.9792533797726876
0,0.129061553206897,0.1755858955859179,-0.21989271145339562,-0.9892834662685981,-0.16389135475023384,0.5357959750032758,-0.6182078776967924,0.23738875472957147,-1.008036400192198,-0.47243617307011443,-0.21861433693234064,-0.43831089768224324,0.4532940170596292,0.5284199751527778,0.5082474556481055,0.898314381693015,-0.7489753162637106,-0.23285236834792888,-0.9047081061333874,0.7513032564049249,-0.2395114336670014,0.6965538811203845,-0.7041084653359181,0.3383022872441959,-0.09314429450029431,-0.2365935052442339,0.9704413080297372
0,0.0912409589407847,0.1840244553972028,-0.22957447264139186,-0.9696105608441613,-0.17364351501195616,0.5293528382820852,-0.6132387218226291,0.22628341057948337,-1.0134447740360466,-0.45396337382913365,-0.23420506317498974,-0.4343713509085354,0.4495727710230712,0.5234321660163365,0.5047683554254274,0.8843856392457311,-0.735182829060279,-0.24473006967076436,-0.912683612899489,0.733752897818003,-0.2564945378148039,0.6838689581569459,-0.72343052840867,0.3476409909776784,-0.0721301596522444,-0.2294816886526128,0.9498273077994629
1,0.4648776157233806,0.8940185885691436,-0.3751150394925286,-1.0760672065900485,-0.22145668865731988,0.5770124640774519,-0.2866223347775892,0.11237615572259232,-0.8675954136745129,-0.7291803191919382,0.3699224351070124,-0.4238610103272977,-0.23224537331306627,1.449008666623625,0.810132670816008,0.7966469826122434,-0.8390272229892562,-0.05110691606946176,-1.094366935424902,0.1941087185650467,-0.45386499486425697,0.6248179583083058,-0.7989380999026476,-0.038820053531160914,0.23267042987263234,0.004810564996221248,0.563729038677696
1,0.4479792995496078,0.7283192811684097,-0.26985836359975685,-1.1202614453889947,-0.180847353901964,0.6196138945067808,-0.43007729723334404,0.13802985774723006,-0.9322820730103867,-0.6507741636096076,0.22764540894810323,-0.46321277219826096,0.05066967219248776,1.154076965102517,0.6954964657517753,0.8054771356653121,-0.8662967716564639,-0.11134266709661104,-1.0904639243876006,0.45003747480065687,-0.40523093407656563,0.6357752897253458,-0.7844072495632264,0.047060826697590694,0.10482609752022834,-0.058918833922047886,0.7059697003499318
0,0.809299724392994,0.6785472949363611,-0.23100666277601992,-1.4101433100217942,-0.02803136335103159,0.8079720337059109,-0.4664240132959696,0.22720568733068092,-0.9050262899190099,-0.7820611427345707,0.2294269052489191,-0.41399622898203225,0.1666399310940644,1.2976104368858559,0.6263397596241234,0.8905987362244617,-1.036341869827958,0.04643750934008686,-1.0699056924663728,0.5245643064740763,-0.36255341436499156,0.9063457371138426,-0.721675005430235,-0.06736903902324533,-0.08840702670049325,-0.040519217695065377,0.9627448690872445
0,0.7306580054788016,0.2622090138702497,-0.035735993676123616,-1.3712627193266165,0.01130165533682141,0.7490572113081257,-0.7116139255578682,0.34668824076999566,-0.9654323371388792,-0.6059014525915335,-0.014369492365286864,-0.5393069557974053,0.5157217442613115,0.8390957026152033,0.6087585082673804,1.0492599739442463,-1.0630673031587505,-0.12432007713644912,-0.9263729596513053,0.8635485846824584,-0.12437702926306832,0.9949666770711294,-0.5300946086508198,0.13427552130228992,-0.31444083827880925,-0.21659898179177442,1.260027855760585
0,0.7202730283218024,0.7359142927655238,-0.2754487254386984,-1.331898198761359,-0.07858898312640795,0.7427240589298576,-0.4066935696539332,0.19086979209785745,-0.9046890969542987,-0.7872453103850781,0.2835683103727335,-0.40202209399237954,0.07463879065974158,1.319608108170561,0.6551879929100222,0.8639889941356683,-0.9768781144688983,0.030900904665540328,-1.0750975010357964,0.4602694827363246,-0.38976169122367565,0.8068125305068479,-0.7309111026762636,-0.060732347724381214,0.002322897634672529,-0.04493214711309576,0.8354944106149799
0,0.0237904807034132,0.8818745833108053,-0.28706711113156114,-0.7959732509775476,-0.31629754827428097,0.43266408143287155,-0.39862098110228966,0.0466037997059471,-0.9468013301697897,-0.36100956354007824,0.14597847789048496,-0.542198527259581,-0.20075143483341024,1.2765847664007939,0.9062938478127941,0.6886648647579975,-0.7007243561160635,-0.3495100064176801,-1.1390917254813246,0.08175571658221828,-0.49526039556962603,0.48818334046036815,-0.9690983562413555,0.13328376677345355,0.3585857243630408,0.07688236423618158,0.46307037028569986
1,0.4529686778804141,0.0580510125735193,-0.10794104763585617,-1.1770425999834162,-0.061932214629876456,0.6013728482712496,-0.6938302134221214,0.3389511042382977,-0.9695923056550051,-0.5832330457374638,-0.13897714239624331,-0.4851111055313996,0.5272083830684621,0.5883652460017055,0.5465180541419433,1.0597137860277785,-0.8769181221772786,-0.15456021533033,-0.8290109474272012,0.8922961493525268,-0.07319042115293466,0.8475748103967818,-0.5171766071540652,0.2813170351695496,-0.28023937826240436,-0.32068610507816825,1.185917597795895
1,0.1623796982517916,0.5419118055610251,-0.23656114532938308,-0.9827402673096565,-0.22223065401047754,0.5530575211997063,-0.5274154561793072,0.13808227810980347,-1.003089755987332,-0.4585616360977778,-0.03405810845403783,-0.4889081219835576,0.24747888990167383,0.8225149356730115,0.6304506971599009,0.7731785627078219,-0.783925125835841,-0.2551109798133664,-1.07210321729151,0.5524344992234828,-0.3906202200619433,0.5857715303702492,-0.8494480157078392,0.22205790217520974,0.09203343897247211,-0.10054606020708746,0.7647855977618375
0,0.9690230111667676,0.0495790551237458,0.14192455781898408,-1.487289466071763,0.04787428815296249,0.8815462473480975,-0.9139159557356693,0.4310633233480001,-0.8687214028052873,-0.4479193188710385,-0.19027464934951577,-0.700471562971153,0.6716391825408077,0.9690661596674808,0.7198343258870182,1.2550251254529636,-1.2361380045973838,-0.07413155629444591,-0.8821288493242625,0.9316331220744587,-0.02078484310529269,1.3426900353820144,-0.4534024050210128,0.18107301520332927,-0.5523780869606268,-0.24924453927993662,1.7318560475905622
0,0.9820015277852222,0.9429851393123276,-0.5785205228072424,-1.5507992328294329,-0.0326222069621366,0.8160238003979788,-0.05028310632358165,0.21742380029296887,-0.7442104626964559,-1.0651943700013693,0.32923039864275017,-0.14437934887923426,-0.3003394469660501,1.966845491460212,0.7252111606016916,0.84316052786084,-1.0385668813911508,0.4553267959839673,-1.0783311497781198,-0.022967732723920206,-0.5757164952972372,1.057126805710833,-0.8750174215701926,-0.2590808889092985,0.08643893437757619,0.13245159989490185,0.9261174876795235
0,0.7678749041352592,0.1571678477451549,0.009856597437853807,-1.3880943151025626,0.02506770804015066,0.7546316695653156,-0.7623663665263102,0.3812419264923791,-0.9527673977282469,-0.5788249352269548,-0.06950431260648558,-0.5703845996456338,0.5754737604131221,0.8148756702053239,0.624041769334973,1.1188297131544571,-1.0873417342660077,-0.12058669615492995,-0.8863798029816616,0.9081970930294849,-0.06111004266928648,1.0582361405377758,-0.47903940511917004,0.16835576070422964,-0.38291606442456877,-0.2614329568995565,1.3727942079072633
1,0.5790843562613435,0.0572600731578659,-0.05460172071603134,-1.2583107895149752,-0.02449994015800484,0.6446298900408111,-0.7249512499343926,0.36512086109812886,-0.9624452434625969,-0.5909519618163978,-0.11508210544979444,-0.5178870682946091,0.5572388801558623,0.652947988101031,0.5776955129669995,1.1070465912642986,-0.9501326121930946,-0.13873543587254097,-0.8293045346748492,0.9196435825259583,-0.03651995555373674,0.9207346906884474,-0.47156253159497485,0.2504265237725542,-0.33322354568500784,-0.32786767524190535,1.2688254182102112
0,0.948052416468258,0.2243629352356841,0.06113978837618383,-1.4986479995620436,0.0613868614311709,0.9019370166212213,-0.8329618461733438,0.4010060695758028,-0.9022327908088001,-0.5350395131469956,-0.0980406305624168,-0.6323688257405014,0.5896667806025945,1.0035348291468154,0.6644932631782667,1.1314794128059509,-1.21866815336862,-0.07827828229298836,-0.9499348578097667,0.8652512581901616,-0.11430072206762491,1.2692111972478033,-0.5445559768358557,0.10129307636137165,-0.4647621639531717,-0.1590126548692829,1.5569224311544743
1,0.0386824254680434,0.6658843036901587,-0.25652657116512523,-0.891017065024851,-0.2743836086290743,0.5081972606278754,-0.4899617452166661,0.08321166114965564,-1.005315195423346,-0.37598592166219463,-0.025712567232669438,-0.5102444392480171,0.1293763791638832,0.9427251464147302,0.703615229997422,0.7145101584604168,-0.7317003918318136,-0.3196909197969429,-1.1279927379016652,0.38494925720296636,-0.4633992250062832,0.515961451871079,-0.9457143037816932,0.22575297377759151,0.2200411211711974,-0.037879846362791965,0.6362343619107023
