y,x0,x1,x2,x3,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
1,0.150009486416522,0.5781905125033504,0.880458685142964,0.8480295960243671,-0.3585547089482776,-0.14654290970616934,0.1751457020851384,1.6218686857725046,-1.3718020002356919,-0.4857816351461052,-0.5158583844708386,0.4978953105647963,0.564968499401421,0.4332492691766185,-0.817324823232232,-0.12462911699019551,0.5352763664181481,-0.7455838802566788,-0.4104594883191829,0.3962047848763446,-1.1255782420402696,-0.42144380072228826,1.2397464679577277,-1.132075307406971,-0.7088592407237845,-1.1116302432746459,1.2117238321737933,-0.03222765701913907,-0.03937304829208756,-0.9676981154849718,-0.1656619225986674,-0.6791622742620795,-0.639323069745898,-0.1328090548571597,0.3927556565162441,-0.23123015357036034,-0.7047662481550658,-1.2417087591487181,-0.8501176507306782,-0.26042262543079014,0.08691951940243012,0.8737165021431601,1.1073249641986629,0.7744398983375507,-0.3026859498309679,1.160831388299973,1.4287551290955336,-0.9016640650498753,1.812003136565887,-0.6292280220312582,0.0011923693824252152,-0.8917615509790645,0.9513335186835504,0.8658486870395458
0,0.059545259032531,0.6821423888601056,0.9364231058306284,0.0455664904099573,-0.21227375445786267,-0.38322686351504065,0.3606425760385134,1.2857310137553457,-0.8432600025455214,-0.1732964206309528,-0.41378523777312326,0.4183063292921496,0.645828534758849,0.6002192910154414,-0.5226456578290657,-0.20005822168787768,0.4645114682824546,-0.5394564187472992,-0.27504943864432363,0.9540470400616726,-0.7993694096284344,-0.8876413581374311,1.0672327311929906,-0.3104844883687448,-1.059673390847521,-0.7049446935151218,0.7881657658047657,0.4112608819897931,-0.19539849833934358,-1.0000926188924275,-0.7479327815680633,-0.2493805794366162,-1.285261395453616,0.09382987980476562,1.1319668223107358,-0.018817926987245045,-0.9076492591627336,-0.9659964678581358,-0.8023942645412401,-0.1389285977453754,0.14837174620643095,0.6724087836798746,0.43688456949848825,0.604976999778997,0.23770961477499677,1.231686399134871,1.0980225631467717,-0.9752762418545682,1.3869351527281446,-0.32820081666923623,0.24068541758262474,-1.3951735165659345,0.28952592896124824,0.7517410731772471
0,0.5755421937043635,0.1220746029851306,0.6302230588967037,0.0967257257104139,-0.3592907589441146,-0.648860550252356,0.5549128459904678,1.2196123430631463,-1.2022969101911922,0.10079092483405323,0.1982477943214156,0.3235362778142893,-0.021876562992547022,0.301708584914656,-0.4973376277395771,-0.4967894316692399,0.7708688841937796,-0.3559526344787465,-0.26239663823156567,1.0990185803334693,-0.5454391029145728,-0.81224727640245,0.8293284858206369,-0.2708087039165523,-0.7846478390529457,-0.8660989289581498,0.5135915563580313,0.37683181964991896,0.1951208866213259,-0.8249576032728069,-0.6848167127798087,-0.42722474895671003,-0.8868591067912256,0.294704883046098,0.4082376349752156,0.08081741996067575,-0.8193608384498094,-0.695187829108981,-1.0631633610716273,-0.34024162982566447,0.5471808258083907,0.5614800225172637,0.01676737458208363,0.7043940940446684,0.415302739707712,0.7036092810469624,0.4664409932859222,-0.6367859369193588,1.2431107071323495,-0.7166052763016819,0.33015936067776464,-0.5503767076079326,0.5486123449962502,0.38863573708948485
1,0.0150463065822044,0.2585976609153571,0.9608101444001468,0.5168916553745935,-0.580667981421243,-0.6603965735682678,0.190407201379247,1.175181885624209,-1.099018654212906,-0.0785395622187539,-0.14980457461878538,0.16162666042249563,0.466031076904724,0.7714523361867239,-0.8811304625277641,-0.14654273693193,0.3505084567447445,-0.6659360591772064,-0.33980398293884206,0.8441851729010421,-0.48263321898103434,-0.8778609217190055,1.2666914619358594,-0.5711409972484233,-0.6733277034153795,-1.0742123063039286,1.1401680896332849,0.31538726505130527,0.00928370009226955,-1.1144317799361763,-0.6242592336641795,-0.545502056186704,-0.734682972168774,-0.11409468919816516,0.776221154634518,-0.06441739677342741,-0.7811380614254321,-1.4496375293139405,-0.813163142009094,-0.5586487549442187,0.4751241377325151,0.9136862265055831,0.3345064329857891,0.6673671610803624,0.21847709981136568,0.9853824103954902,1.0189866975660185,-0.8186192391740966,1.4073750763798594,-0.508046063216708,0.2416515049741771,-1.3529006364918053,0.9538681365877333,0.5822966082116543
0,0.5964230723195899,0.1750480840159072,0.8626720063476906,0.60848306858606,-0.6253743316352374,-0.6004257568885308,0.4661722648068086,1.513388135074926,-1.569191059002696,0.1908944134778358,-0.09728016707824053,0.4221479966004558,0.1856512679319464,0.5431830966801272,-0.8388868437930616,-0.30203387928944914,0.6888459817061076,-0.5611428340969169,-0.4451472857289259,0.8231231295672695,-0.7723116394543287,-0.6091925480174701,0.9497790434376379,-0.5092924165634894,-0.7274502939311139,-1.4128537248655935,0.8490581234069108,0.24358954565292446,0.0029367318711297874,-0.9680420818286641,-0.23338235896625492,-0.5391824370032238,-0.7511356573087975,0.107797410018464,0.46581036522615404,0.03280500041521935,-0.7110413174914799,-0.7745090390588723,-1.0016658997927592,-0.1857839849344244,0.6660071663580545,0.6892597300114981,0.21885280732546608,1.130164955569407,-0.013781079672049666,0.5686630355835933,0.8161352302474216,-0.8013677827063341,1.4576956675378716,-1.0905502413751225,0.42198658798439304,-1.0192637355811833,1.082962836978926,0.5386041990383323
0,0.1815455147635671,0.0716814454342696,0.0778187015398126,0.2568996532804309,-0.22079307899158143,-0.6211294614542268,0.49955789978697546,0.8311702419083014,-0.8569252156289884,-0.21149575079669766,0.4417689808326246,0.05114574196467882,0.39293824103507624,0.14635598879354103,-0.3440322353550998,-0.7894484973252847,0.7295461498142275,-0.3820034831312852,0.04813381573199581,0.8598304631732286,-0.342892279140419,-0.825979464082189,0.8499905396010918,-0.3870039486414725,-0.7379063515695952,-0.4185904414963956,0.8024727199112632,0.4763391344887806,0.16009672162982264,-0.6615647690570523,-0.5370303110495256,-0.4353510739749693,-0.781608214618874,0.1239618030379248,0.1325963439973656,-0.3503603566314551,-0.8341230422373521,-0.8840451734540414,-0.953122368042716,-0.5135862635025975,0.24145349155785806,0.5832901614699627,0.26119545869747013,0.3373299450064763,0.4802038267125054,0.69654017050819,0.5272682878098169,-0.8190004685939263,1.042853363142661,-0.1581339230042932,-0.11892421161876675,-0.14559624758102216,0.2816921750149765,0.7146019340473587
0,0.8709710338949475,0.8810688187017651,0.4017226202168827,0.6153531653293488,-0.07989373383844375,0.12265836944812256,0.9072044810636813,2.0987746621687275,-1.4152668017585681,-0.5381243196794848,-0.15886849803532418,1.0806314553229976,0.2533907197391568,-0.23081323985712604,-0.43468803227462244,-0.717476738102337,1.1333904584472274,-0.15679183555832035,0.2589004488652614,0.48899650863434074,-1.6299442775773936,-1.1345481187551518,0.19090865385072048,-0.46148427651636753,-0.14021769672484136,-1.0499862350595988,0.5478885179167894,-0.060405256246503905,0.16217436997895568,-0.3502357846257791,-0.2420306935235384,-0.08186336579093564,-1.2632322686752775,0.8172568373257758,-0.04860318000832554,-0.05454718750933103,-0.6976309963869672,0.36272918814657257,-1.2162892367792038,0.5611330179066396,-0.47322599642518376,0.4299298836203364,0.850183120822146,0.4758280575005309,0.16917587382258223,0.47684120250113615,0.1685517137894336,-0.9132055390603767,1.2345489177761073,-0.5875274220851243,-0.16952640371364933,0.054355656062845065,0.1835006723082856,0.6338190408709032
1,0.5390195915987916,0.6535751553890374,0.6651037093987416,0.0875331273438411,-0.2190953762607573,-0.2979594265382925,0.5680664051828478,1.4670314447590491,-1.271050717707916,-0.09172971594813421,-0.03242251530051418,0.6763923306865794,0.2529568445498727,0.1515178017298199,-0.5290938363304438,-0.4210271650892225,0.6519901863624922,-0.2984663817734525,-0.2561817622118847,0.8759879087671785,-1.0247443728071643,-0.7580843614662993,0.6816204086092655,-0.2791378289508929,-0.8085908727750899,-0.8325787247419502,0.4334157839431363,0.3171905236964901,-0.09356991033298771,-0.6952900867765587,-0.6316093059188078,-0.2606032573268093,-1.219983675598282,0.4403573787081381,0.6820821944719295,0.022646318877433645,-0.8431351511102397,-0.40220941109676595,-1.0424836071566537,0.04203330793638961,0.29292142417528,0.4956050607994805,0.3181820989914835,0.6051311962253099,0.2275159543916482,0.8849403972253528,0.6984743956669125,-0.6494450325666579,1.34839050960167,-0.6487625995345753,0.20245305810116035,-0.7724969028025724,0.20587095433025882,0.6528636860711294
1,0.9897379870417382,0.1473791541181882,0.4202492395892617,0.7292142311775737,-0.3445114573700452,-0.28511059411189316,0.5672060114877124,1.7307833529069419,-1.0658771281566353,-0.13508504138605001,0.09260053423877977,0.6027912153411752,-0.34794926983716384,-0.11752245431359677,-0.6195742261724358,-0.7314291605749653,1.4779566879886274,-0.5866169171941283,0.3445937583427078,1.0156276593770786,-1.016009945393698,-0.7171064748147766,0.47947450648771006,-0.9179543920095545,-0.6044644067841105,-1.1344774568150073,0.5992178890188837,0.14333395928786125,0.21429318013124213,-0.5605622025612518,0.2898227163514645,-0.09245844558845255,-0.6653780940066528,0.32746167420353756,-0.267086024558273,0.3145441337476531,-0.43699239373194054,-0.056312929899510276,-1.1730204824770896,0.3507447155505063,0.27346403525882057,0.5566284582752232,0.3335967768154856,1.6038977563370955,-0.08563401037007969,0.17712820940775917,0.11490712347605282,-1.2029794431245882,1.2159842531155345,-1.2087964634384802,-0.11755909578561313,-0.06110205320338098,0.5051455491907791,0.45985836758502746
0,0.3186834297309361,0.6962695538108961,0.9408782100439742,0.0494530725178978,-0.2246411254259061,-0.3200353893911536,0.522910487036368,1.4477219218964745,-1.0534018581066404,-0.03328595745551068,-0.3333167883266078,0.6740348365102277,0.5799459734507083,0.5551436166006432,-0.4913396678799827,-0.13014065912433564,0.5502452869094232,-0.4206319903397538,-0.3831538289032762,0.9640764173623203,-0.9408398001747296,-0.7574556203938485,0.9281895276582307,-0.15507197194018948,-0.9873722730319783,-0.8977336553356956,0.6528941914508193,0.2944810096311523,-0.21375444081487688,-0.9616254125097063,-0.5992378304284676,-0.33900700585005455,-1.2639709668413794,0.2252373608590734,1.137945536838028,0.04961238659619368,-0.9593550418015215,-0.7143903303131637,-0.7993016359063763,0.09567932920539897,0.27522414484777774,0.5843629247471493,0.43240042614005797,0.6409085656271509,0.17135131109046228,1.077771567197635,1.04350769454859,-0.8889357283811659,1.4371207046893029,-0.6065726473037208,0.46570335509290695,-1.2951552634011219,0.35023184224896914,0.7783117156800797
