y,x0,x1,x2,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,0.124552989733209,0.3089829390148769,0.5455843475444044,-0.47069015105531564,0.27638404419819507,-0.03231510830451879,-0.7436119203837065,0.31169911469373274,-0.6334631983378125,0.27992874932346534,-0.0658373440366277,-0.41208055445723746,0.5163981358906038
1,0.9484078060345064,0.5655880376558566,0.1223275248295721,-0.11451511665020536,-0.0207331755509197,-0.18279361479636375,-0.39696347284989303,-0.21379996515888558,-1.4309499779810766,-0.3170642432894149,0.06092760650788822,-0.19939990096707502,0.4499337111374078
0,0.3221536150026741,0.2032391467100148,0.992859852318297,-0.43121956123397936,0.5419042141803382,-0.3164543591576813,-0.8157097631809206,0.49713274559529314,-0.4159614690616258,0.48083480670982426,-0.4037007383788313,-0.010010703983670877,0.9953044670434177
1,0.9233414829298998,0.6617126943090821,0.90215626463816,-0.14532400698822456,-0.07460724866379885,-0.05820198459560259,-0.5173001673147577,-0.16147841259102258,-1.1919247328723235,-0.47247762275940564,-0.5946543648247354,0.018359081816759597,0.8250197052142146
1,0.3443803860843416,0.7818360672590278,0.6912228108757766,-0.4524582146812681,0.2786367236776503,-0.3047475545544523,-0.895748184620517,0.05992859274489627,-0.9717812020103107,0.08579448297715314,-0.5628311845164403,-0.49762905742987784,0.5958234928536977
0,0.296413125764518,0.1697448911945328,0.7092894741823788,-0.4263339837097731,0.27581134867610657,-0.11230814208593971,-0.7342916588463726,0.32978747604993036,-0.561524561887613,0.3257017094693132,-0.11635088203667243,-0.23007851850980596,0.6230395867243258
0,0.3969751580909694,0.3280901136381761,0.4020794673531926,-0.44760626282900584,0.12979316866633078,-0.042868230031669306,-0.6437106088728295,0.14916767697343486,-0.8626974049644032,0.10172145503724495,-0.02040539574325289,-0.29431760304649984,0.4548762172969932
0,0.1623687951514155,0.3803797973685066,0.4021633331547145,-0.4992281694115448,0.21898621714229588,-0.009385235144041033,-0.6938564349426765,0.23912430611263047,-0.7764568610404546,0.1909113459231771,-0.051338749213868495,-0.4253151849900978,0.43419486708539307
0,0.4464151702115151,0.8630181939796843,0.4913647437806924,-0.4170978473359266,0.16962259471170055,-0.3015102717444885,-0.793470487309492,-0.054372352065138366,-1.2770261235941842,0.004691895085634064,-0.6018977532738533,-0.4910016886028967,0.47462780834117385
1,0.7264890879494266,0.500956316024716,0.7178295840495795,-0.2851003632009004,0.0246164331505799,-0.0968195071200904,-0.6252209025187881,0.06257847808621365,-1.0143324705332875,-0.1560823840593568,-0.24075737832590594,-0.1341162404712977,0.6885097792535481
1,0.366374615207232,0.1903347122751266,0.2098578847124599,-0.4472107416242228,0.09391653727354002,0.012115644846302665,-0.5625845345766689,0.07487626202076018,-0.8692964992528694,0.09374955030453402,0.037893162079655124,-0.2781526490029363,0.32226605814995385
0,0.8893570988510319,0.05387876324128,0.0811793922300265,-0.16141173791413208,-0.13127684274080145,0.035805284218792706,-0.3919088136560015,-0.18084931277475125,-1.1230817706821716,-0.24752359853224565,0.34409660867059494,-0.10668432945026039,0.3498398894623687
1,0.0333767065212958,0.402415653132729,0.0760737394556765,-0.5388473037498656,0.1712575736878258,0.08372978309305998,-0.5593096223761463,0.17163562891951986,-0.9137497955885939,0.10447937162766373,-0.05567129674916193,-0.48285445050340475,0.2452029624974093
0,0.1384848981103582,0.0656933264490932,0.8571242557368551,-0.4410393427018701,0.48594037054213196,-0.16692687151927663,-0.7982995274173408,0.5364457322439282,-0.3066825111822343,0.5858831812517152,-0.22783980806019105,-0.1921140975255741,0.7297322755876585
1,0.0541409335852872,0.2022461067948061,0.4952626934637983,-0.46543868824875445,0.27128076575677174,0.027154723638646034,-0.7140067570850954,0.3154608299331606,-0.5883138525082124,0.31873499135067074,-0.030635449728101623,-0.41376810081560245,0.44730746106484626
1,0.4831178072307757,0.0275691391107814,0.0710252743513829,-0.3801876188813656,0.03451523174250009,0.029084493982202815,-0.47154057639738717,-0.04919629361837601,-0.9052027828655452,0.015929671800442784,0.09118080081087732,-0.19743152575648473,0.23959868667544834
1,0.902778590820869,0.1569461921979191,0.4435696988486886,-0.18254940094685695,-0.1655023765497149,0.14193081899417212,-0.4403602768467732,-0.06687191990778807,-1.0592113599083677,-0.21930439879181043,0.24163198791108154,-0.10880818399022853,0.4696049995202019
0,0.3898883606306801,0.3750507915816772,0.913765756846997,-0.4001403300226881,0.3915930539103324,-0.28766604319421407,-0.8205625098830897,0.34350897708877026,-0.5941794026836641,0.24859342390197892,-0.36943428187525224,-0.13952775700494385,0.9164961799026433
0,0.4539407213680486,0.2287465216302928,0.4658998933747186,-0.4179951312841294,0.1102001383385086,-0.033756138610568906,-0.6296411409477829,0.1413733633934784,-0.8185307118120287,0.11418226256252709,0.0013149459558810337,-0.23701928749309092,0.47166310084469
0,0.8164014085308753,0.5747366619225232,0.6599661576145998,-0.23316909564910737,-0.0524325233840541,-0.07774881997237386,-0.5639169424799881,-0.04189655701805325,-1.1344152662099483,-0.250868670951303,-0.252726104472992,-0.1333378370722164,0.634079843622108
0,0.7897952831936538,0.7131412396108445,0.2736900187842407,-0.23457773314533154,0.05654434931635607,-0.20271689385910682,-0.503936711929483,-0.16117682666434863,-1.4104316256217595,-0.20743620785703734,-0.28915917615389597,-0.2501779809454136,0.48879202920134873
0,0.9433098981162936,0.0757123398570654,0.1063442902026198,-0.11871156678619209,-0.17400177739395079,0.04540670616400945,-0.37688876212900846,-0.1909481453630776,-1.1500440783486707,-0.2845349502468456,0.398574407097381,-0.105537170608377,0.3677318272554191
1,0.8112978423949457,0.0431910730593667,0.6197953393857812,-0.24621329075080312,-0.06735894138241627,0.15541465546293656,-0.4732544014235885,0.02878489079326185,-0.9058817357759856,-0.07791002103721807,0.09399773956685374,-0.06646195972016763,0.5156534811404293
