y,x0,x1,x2,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
0,0.3680848623264954,0.0470595887923871,0.5316578566344605,-0.8325298451009174,-0.1143723395763717,0.7569380723589568,-0.33292985662954905,0.8028496552695932,0.11790149997030869,0.8920297690896147,-0.4251015584129578,0.3053552486521338,-0.7183553876351159,0.33251992604012437,0.6627169187300095,0.05718859704581875,0.4828504768540717,-0.7948492126025293,0.016235325219906307,0.8248211035861102,1.0264988865883633,-0.36051424342662663,0.14734397987230036,0.5562291885761484,-0.3826880265761334,0.14345743746376846,-0.31058336852471863,-0.898425017932105
1,0.6672598769042778,0.2339424690456754,0.417621745462061,-0.8558552676836082,-0.1069073639499815,0.8633832505866638,-0.31168754029779766,0.6544070572090287,-0.05448118622258855,0.7267068963233664,-0.4108171748316298,0.3959076409944308,-0.7045492213243116,0.365105231270939,0.7638906063502928,0.1306528767878986,0.6280292387516268,-0.7215456213072142,-0.006385635426066015,1.0424954544059284,1.0050268046791597,-0.31014355953032563,0.20444971809448298,0.3788703415745815,-0.6850021633839803,0.16067209971309074,-0.42486293242734924,-1.08646844951603
0,0.5596714369053566,0.4525410958915914,0.3281092994216537,-0.803007163410844,-0.12134664181355005,0.8895840950577901,-0.3407074436668121,0.5961449309458112,-0.11689904682185111,0.6070741375269909,-0.305756134626489,0.6038403194622496,-0.7010012144599937,0.21536032144376352,0.7837151518443705,0.16367166210234285,0.47667069712667237,-0.5994537459072443,-0.05657498276758281,1.108344887282076,0.9561091124475763,-0.2840804326525237,0.18374494294277616,0.3753252902127879,-0.6552495544985669,0.051353178681169995,-0.5288426317706758,-1.0604188867513569
0,0.0677286892435703,0.3957568789695974,0.6275619172908731,-0.7250286861743294,-0.28209560902361613,0.8724719114361138,-0.4790148672863914,0.6860713999657986,0.1392025922968682,0.6402263359762711,-0.2658445749068819,0.5167466804739469,-0.6585423460730068,0.16442442325570225,0.6031257332971137,-0.026290795499254255,0.3453845137815583,-0.6953026798234483,0.10164950794853211,0.6863528947902864,0.8483574663748484,-0.3076971510888384,0.3257901716012028,0.48181065524137273,-0.3380033478913363,-0.07276393874975645,-0.4784840160830837,-0.8333201406214509
0,0.8103478927570292,0.319620406288899,0.7335095046821637,-0.9331797417424741,-0.43702396657972165,1.1212727202908093,-0.2578482913167922,0.5362570460035111,-0.12971937121088692,0.8558991035983423,-0.4161770898803591,0.25320791980978186,-0.5495497854496215,0.31429120813830086,0.8870754405790825,-0.11516375361874638,0.8129348798657736,-0.7604122659644658,0.34906389844313945,0.9731778098895993,0.8090516763496812,-0.28041732343182285,0.4476298631396542,0.12665546638921707,-0.8078335951281167,0.11963608479657148,-0.36009798825221395,-1.1991391472361907
1,0.4449518990236621,0.903557286402596,0.9793552145678508,-0.37648132476712015,-0.6434879141231433,1.5865408477697382,-0.3633793019813871,0.24875336703328205,-0.16908834015130514,0.4552398020387146,-0.014656050019302314,0.44445047081419226,-0.7651014810685579,-0.3229078425255495,1.2496123697891368,-0.07915482568415731,0.6293210317887679,-0.38970468446090556,0.7157803213548056,0.9522074301067263,0.7546308636434724,-0.21967516745208263,0.6363452347194114,-0.0015788448136499211,-0.221950376402042,-0.1251773446218068,-0.5305325496178961,-0.8885760408087281
0,0.4502834894751002,0.6305468963794607,0.9218932958972744,-0.5491922141420164,-0.5068910580322,1.3486993642068383,-0.3324706055058102,0.48211856019015703,-0.034511555843010716,0.724395571293418,-0.22865103139478204,0.46521254467072126,-0.6254435421420347,-0.01588993058330326,0.9754765917565232,-0.13740093170573106,0.50193580282673,-0.5347917688246178,0.5548022283674316,0.6975328647336803,0.7884595146476949,-0.2998037217154783,0.5312343263679604,0.20723597827532736,-0.3795060884444019,-0.14634759672566633,-0.4564487981895139,-0.9291184816858971
1,0.0239980526874282,0.2467552773310857,0.3754764433892911,-0.859205018733129,-0.18421604658594362,0.6543269292953663,-0.5211253287283861,0.7765797126312631,0.1589560159713584,0.731432492794347,-0.26262019442753476,0.516088434262245,-0.6146522828768589,0.18201401038511683,0.4928972796577853,0.044228834710324086,0.28101673776539715,-0.765929007304232,-0.06515620981134009,0.7789942478505215,0.9153631986507087,-0.3033358882398043,0.21931745640659955,0.5832577711394007,-0.27989467999035045,0.0011286568317572395,-0.4658259878344076,-0.7838113396603996
1,0.1879597436522344,0.7144922914592373,0.5825406715179273,-0.7004049344771421,-0.33033956033410894,1.0259125605023622,-0.49617453318312854,0.5377336716010214,-0.06499072084621316,0.4155436783704808,-0.1277851572167731,0.6035813953709355,-0.7244765117432311,-0.015700747073281576,0.817452614464529,0.08265642072926266,0.4171846249506965,-0.48560882217981804,0.11663818964096244,0.9411177644400736,0.7996037261546467,-0.24922864017312543,0.32210531933519604,0.2604852481018121,-0.4658368891440695,-0.06701576789375406,-0.6095905363984463,-0.9512507872149487
0,0.1166364425806498,0.3324771444744543,0.7929381273613318,-0.6254074896202998,-0.3303541103656744,0.9798180079519322,-0.37670620232512425,0.6821662576566426,0.1423021387001341,0.7604407951996129,-0.3530273903761853,0.43028391878959327,-0.6896071282836662,0.169059965778339,0.646624503081195,-0.10528793209941949,0.39389398849029955,-0.7201452850098933,0.20628273434893107,0.542029452244156,0.8300750030740894,-0.3396964408360962,0.3718804288054499,0.5151637777188286,-0.2650707661329112,-0.0913532696730105,-0.39011355724441193,-0.8193882920127842
0,0.2039285041636805,0.072791856271525,0.2508691354635657,-0.8670897190539288,-0.047745501162372465,0.609078472559868,-0.4332763036795676,0.844591194073022,0.14593318038693132,0.8483966913721572,-0.3331449273332318,0.44826308445858415,-0.6718910375072163,0.23702209023229076,0.5496394187731463,0.13219987739408096,0.3334766570446388,-0.810888355306596,-0.15691954950798095,0.8719838977160956,1.0247359121508066,-0.3263748139532487,0.06997131996466767,0.6256085797231982,-0.26730936946252926,0.08633522654099614,-0.39965363625971806,-0.7953310681697819
0,0.2609570395114831,0.7482931323491507,0.3330868154335363,-0.7817156487516312,-0.2689053548324412,0.9088717963897441,-0.46452305048834236,0.512356148149717,-0.19883021881392746,0.41786396487427924,-0.16345715028112495,0.6824808392920579,-0.7289328836254764,-0.06964367841058716,0.8225606202038223,0.15275173034678305,0.40337620412851904,-0.43176036423717085,-0.06853182394899865,1.1013055544622692,0.8126434345158429,-0.23139942307088815,0.24123920790014156,0.33529803139171005,-0.5160736505723272,-0.03029480438271728,-0.6278994632069915,-1.0152469044998431
1,0.0489371004163722,0.6240924799904218,0.9795163164674662,-0.33401336469734627,-0.450917674353516,1.3614284408545727,-0.4251667122109546,0.5285744857065714,0.09575349885624762,0.5901143567792286,-0.19664361534622016,0.5601282345109596,-0.8830644479534534,0.003991665618852856,0.80851415719123,-0.15205496385835107,0.4605387482650867,-0.6331187923327922,0.3672804616865538,0.31227418813937124,0.8025194552580962,-0.3371074732811109,0.5918780310729207,0.43339324264290624,-0.055178395501592106,-0.2758963532274885,-0.45693020762136144,-0.7737902330300565
0,0.6064633861314039,0.2006738832207686,0.5484127216872227,-0.849556386851122,-0.16903320969910757,0.886543490068819,-0.3140449279834395,0.6870452183012016,-0.002512481444487613,0.8026845529095682,-0.422984883164903,0.32511326321135614,-0.6805578291010127,0.3595557778272916,0.7736919076924635,0.06682881076951701,0.6102170720051806,-0.7439933685848423,0.09453068652518712,0.9458936734650083,0.9799495457089982,-0.34680698617634975,0.23857814136504157,0.3773120632724912,-0.6222513420404298,0.14409235283156452,-0.37786556216790274,-1.0545341779666018
0,0.6991399856059127,0.1479145715264166,0.0046449962122983,-0.8547286293521371,0.10880734234635929,0.7487882857605013,-0.3215107345977418,0.6305346913514106,-0.04975171730881332,0.7365163687954248,-0.45014096849887875,0.5195076152611227,-0.754980149101371,0.3346452738500644,0.7140396265191672,0.2770779704280175,0.5631809354591368,-0.7506564909184081,-0.29519328989429555,1.1524123309797505,1.120956546275351,-0.2665822176139011,-0.006019918082013054,0.5635561288367548,-0.5483956651018075,0.15347296320766626,-0.5024119981166226,-1.0405567573448067
1,0.7550503666478335,0.7002792413741584,0.3486240505622564,-0.766284003651827,-0.2614103087046778,1.132922200795315,-0.20305904760899424,0.34773358785147745,-0.3823693477240948,0.38521203825710115,-0.20017086464789918,0.7618263440994464,-0.7175181028290158,0.07212902805895673,1.0068712833675832,0.14025821899094748,0.6354578768324851,-0.41456622504892093,-0.03613729397465906,1.4429003432161924,0.7666288416650658,-0.10207300856637379,0.22004754402394874,0.24067705991292837,-0.9034749483951788,0.08684922246825179,-0.5702377041839045,-1.174420606328574
1,0.9459230412454456,0.3624872089378829,0.1518996350154399,-0.8882955021270595,-0.10708483533341956,0.9577607443696942,-0.21640458390622627,0.4039829596923362,-0.3111476825026872,0.4897176728756468,-0.4154612358420687,0.6260832632140307,-0.7852396283499139,0.3069649031021568,0.7541898136961241,0.21752817577266617,0.8177019569223769,-0.650482299374964,-0.25731724251650884,1.3569643575832357,0.9330167122733126,-0.030247295347282654,0.1690173145577295,0.3350022591095801,-0.958184209532529,0.25012246719580844,-0.5101481547372254,-1.177124917914489
1,0.5950817402817876,0.5732932867074177,0.459292400486879,-0.7725915718211103,-0.22142643371829804,1.0262987379114985,-0.31363191925765876,0.5227150392734327,-0.18083897214448225,0.5307896407740831,-0.24449917787001457,0.6111219410467345,-0.67371136394521,0.14841583944180714,0.8815254061425969,0.1108701306592527,0.5231779193446152,-0.5219104749014671,0.06286287258140423,1.1698973645506565,0.8659680868904199,-0.2435146081828944,0.24934718862737268,0.25881076672379677,-0.7392967537540056,0.03982486096203635,-0.5485366068881069,-1.0961438630310796
0,0.7766203906794155,0.2855240667672255,0.8651316147574158,-0.9403670284267263,-0.5490521024166565,1.1803757876941199,-0.2472529627473941,0.5516637151101957,-0.09934606390315197,1.0647423782777516,-0.46627358784882017,0.14998734013929574,-0.4900360251608868,0.2984033308636362,0.8974143634097881,-0.21558179058837396,0.8086234011467919,-0.7841781798720172,0.5162274455600777,0.7707501196901266,0.7942737620437715,-0.35846556018246306,0.5156037847767311,0.16392318550293802,-0.6776804722587505,0.06968952308244267,-0.28433663501600476,-1.1716367137976038
1,0.0913142042569532,0.0170610974909751,0.4390781642806209,-0.8623236651067416,-0.11199679441580715,0.6260839451140476,-0.40886090079478016,0.8597175814872443,0.1919546941482315,0.865633417491985,-0.3398532153983014,0.3824402337936832,-0.6710699764824896,0.2578948455554876,0.5214807543201432,0.02484560134278995,0.35188478864341716,-0.8235267954556027,-0.07342337311813685,0.7641409952817528,0.9949047178149004,-0.30732980044623953,0.1373579844246174,0.6655393493302478,-0.22630985319589705,0.10735726696548387,-0.33984126689713784,-0.7606845396188401
1,0.1439611094499381,0.3381413494284611,0.7506295788970249,-0.6574754382481227,-0.30832665522884345,0.9505980254312796,-0.3893187041586507,0.6869417855447042,0.13765161211857704,0.743043257232845,-0.34039511811663936,0.44106873118477574,-0.6786084333512371,0.17704554257970262,0.6528311763804066,-0.07478690197781852,0.38812398546841115,-0.7112095013503138,0.18912393453905024,0.6035155927812571,0.8429466749414501,-0.333516486475916,0.346342081961731,0.4918000358976428,-0.3053923291170747,-0.07297554723622127,-0.4077415652497453,-0.8329852012859579
1,0.4744859237162194,0.8971985000060806,0.9677543865137715,-0.407968906668376,-0.6526405734002236,1.5817320145754712,-0.35319776744662323,0.24679091046216473,-0.18124123497411257,0.46520742340123544,-0.020166055904922917,0.44223112972277356,-0.7268324519583771,-0.31605687537776317,1.2509117736378694,-0.08897083727447141,0.6306166123940634,-0.38860435877404265,0.718459966825699,0.9927634489418009,0.7420030789864605,-0.2158315821025587,0.6246390076830013,-0.010899264156652919,-0.271645993955678,-0.11771899177004352,-0.5318534892347273,-0.9119652020195218
1,0.6120522364844039,0.8357126504841657,0.7385521892345431,-0.6378456306790483,-0.524861667079611,1.386987091589309,-0.28872619754962003,0.3014604686555231,-0.290071351811862,0.3889789565405903,-0.06908563990951141,0.5301498976692176,-0.6187796538151503,-0.15954145380087462,1.1824133121102813,-0.010493742039789828,0.6401625278174359,-0.37074114651076084,0.43042512837930264,1.3332380462262632,0.6646696152525279,-0.16306901960643536,0.4002492245144362,-0.005022439270555356,-0.7010809355848613,-0.006604761044345153,-0.581022605705813,-1.093790237346267
0,0.0117748311783349,0.7132486146762154,0.8140010620968553,-0.5456193599676473,-0.4277314171653462,1.213731927395136,-0.5394888726391984,0.5288969833951938,0.06611424342885058,0.3782223012101334,-0.08359404624652639,0.5956281166640918,-0.8289023591021722,0.01093659235839944,0.8167734307349982,-0.010614665178546784,0.46251144198043365,-0.5719525666322192,0.24124624855698215,0.6309379734177893,0.7831285364031019,-0.28903209255236545,0.477376890832135,0.30271596873266227,-0.2390202552269841,-0.18828706801050116,-0.5881608376229367,-0.8634174293302117
