y,x0,x1,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49
1,0.8723437717341204,0.6385992938342623,-0.6191271998197666,-0.3111031201771855,-0.032049700702582486,-0.7393543647967014,0.33986446737732656,-1.0222499102736209,-0.20611630344446283,0.021349565288883363,0.024272328209714637,0.047748629007651346,-0.40543566939374837,0.39792920222279166,-0.1834770335728328,0.13097982413828874,-0.09947166999431419,-1.3237765105846837,-0.5791915924028685,-0.3350697557006324,-1.0283385984611562,0.12700078167335735,1.1720763862886154,0.14307004161921452,0.7843351043150304,-0.5830587021663431,-0.9987872314357505,-0.7428125491802356,0.41778451673762623,-0.14860695972614704,1.0669892571922535,0.4879252831254819,0.5141188281020672,-0.04092382108839779,1.0071635292004866,-0.00841532827699727,0.39544244354947794,-0.11104860442743009,-0.05538882562669543,1.5316498345000078,-0.8348879401245457,-1.0022965142052784,0.22133742259554662,0.0715730542111022,0.24814186554828085,0.15296561933154715,-0.08599511953218796,-0.8038668638209415,1.3363279939805082,0.9244066746509426,0.7584762552692149,0.5856635541423033
0,0.4578669251810372,0.421676076791657,-0.493983974451999,-0.5054866861500894,-0.003292540427276242,-0.33919956356483183,0.10043616707369356,-0.7310431380463625,0.025106527203991008,0.006970745466534588,0.401906068988037,-0.19320847498322077,-0.09475291375937885,0.2275708362848017,-0.5895768160898449,0.04970097351087185,0.3291865025187094,-1.1547023698257166,-0.4775465333465522,-0.361150549331478,-0.888433329698748,-0.1250087469045702,0.9376229680863689,-0.011317045085077013,0.7724872574548541,-0.7966814817317058,-0.7255256061902985,-0.561046158223286,0.3849445348413626,-0.27474108467524994,1.1143642615695513,0.1941833564189068,0.6129443315861896,0.2015006619877106,0.7419896300163668,0.08558542902367008,0.185914101176836,0.06426691770431699,-0.5193605841060133,1.1839641332342035,-0.9157506241447924,-0.7273388854245685,-0.15932951812160825,0.07899278487297513,-0.17438574698820097,0.1783235513689421,0.21003924793629375,-0.9011801790088961,1.0045864172746606,0.9592054956229905,1.0456780013771123,0.8299576336181651
0,0.7167524727183396,0.2996674784166362,-0.5662909626421995,-0.39402164146545926,-0.04076042337617169,-0.5930724168496208,0.20411027649714505,-0.8685273071982849,-0.07910245930726179,0.12389273848641916,0.4478058056243222,-0.15577194744650674,-0.24896953205859934,0.37868061296952876,-0.4438711446274201,0.23443480706766062,0.2070715742647995,-1.1744518933139894,-0.5615856855606238,-0.27712578782225294,-1.0481622116227371,-0.020037817751168068,1.077565033497295,0.14445822649834578,0.82717107192276,-0.6735697583110847,-0.9631772635126323,-0.6434116099505126,0.35429129024704803,-0.2130627138434746,0.9731121500344251,0.2338761720881213,0.5440051312654616,0.02562338153286297,0.833922402592694,-0.033436617011143324,0.33442267540490056,-0.09284649346092438,-0.32987261851968774,1.2828417032439228,-0.9255179750155984,-0.8038803159854953,-0.001965223048537617,0.14059712560104515,-0.20221527005158896,0.2785696002854527,0.09343745058394515,-1.0044776415497163,1.0107870731100368,0.8431955554620864,1.0044809718791137,0.6905034834965043
0,0.4674661944928597,0.4419207422313567,-0.4971940062150002,-0.5020334555214757,-0.0017461843696246135,-0.3374010813123118,0.10607284848972436,-0.7382055534042319,0.02166261554506325,0.006014609183295855,0.38392432924500863,-0.1923590222228083,-0.09776444509960462,0.22815324400735926,-0.5757823467312116,0.04269768969918194,0.32042317828271444,-1.1650846607148284,-0.4802886474658574,-0.36471742114664385,-0.886033992384788,-0.11985264514092106,0.9410457737235043,-0.012609093041305398,0.7721118554582975,-0.8040513408069623,-0.7267477345868196,-0.5609039489566271,0.39361208266191267,-0.26815645938853794,1.1218005627877383,0.2036540571144197,0.6119760763601264,0.20444627982313973,0.7472181006080283,0.09650876670136999,0.1870041280899393,0.06837835461713926,-0.5086105418910628,1.1927473297154947,-0.9121618483550367,-0.7292929028137672,-0.14510688574707356,0.0785432041235112,-0.1541556434357354,0.17221838859992095,0.2054542841237955,-0.8944683665595673,1.018330138488243,0.95913501206765,1.0395342816194653,0.8277964279150559
1,0.6478523917950071,0.0602843983548174,-0.5141190647923564,-0.4532655978240579,-0.11018546662481,-0.5999519774481358,0.13259927455716874,-0.7752065335551825,-0.056306463051054495,0.14286216095168394,0.6625997728487689,-0.15763135480645685,-0.23528995653763338,0.4103984521579867,-0.5763700294909605,0.3140664675450247,0.33640718296251293,-1.1078729236114817,-0.5771575214076506,-0.18059184830516678,-1.0580669414082513,-0.11016415794041018,0.9885682021911505,0.10060865537378383,0.8238694767159999,-0.6472666457116744,-0.9060052441877251,-0.6571684493151692,0.32632421039745296,-0.3586264141478855,0.8636198056362334,0.08975250878900665,0.5469571075474077,0.06401748448129284,0.7881811614650549,-0.1117243725874753,0.33284573552327756,-0.14883022028926715,-0.4008865198624789,1.2266409137683136,-0.9994714774025758,-0.7897779640812395,-0.13323804322096,0.16456394888094306,-0.38499083939548123,0.34538792334180535,0.09221196604970563,-1.0564733879717834,0.8446040978729898,0.7902137003063459,1.0527937816631376,0.7549524664569248
1,0.4318729992773669,0.2206787742015981,-0.471910378086279,-0.5140796870626648,-0.03418137299894474,-0.402869743585122,0.06992528168378996,-0.6929284720887773,0.0280642485384312,0.028617746294885147,0.5558833297045751,-0.18038804907509406,-0.11443928828814555,0.25972588768077526,-0.6709133839754045,0.14450077832760966,0.3780199830534039,-1.0801058052776848,-0.4728908712133841,-0.2950251004019288,-0.9367314579513031,-0.15925614580690492,0.909818459393274,0.004287510122135764,0.7780698549076667,-0.7148620609367563,-0.7398274962098144,-0.5962213344527686,0.3202613825468601,-0.34555944625594676,1.020874895158567,0.10500423479645846,0.6099775241155304,0.1555737534220818,0.731443378747518,-0.016660440707187616,0.20767215009434187,-0.008949748251469238,-0.5543071927568713,1.1510604738728902,-0.9577586554035679,-0.7329523599517308,-0.2487631065123029,0.09225103635042227,-0.32790634145540654,0.2487894639627772,0.20548351425638278,-0.965056681667265,0.8943922752044899,0.927136043281866,1.0744409932785326,0.8340014844879949
1,0.5685853944838617,0.9537119171468932,-0.27590022510441403,-0.4505964031617915,-0.11940316378615633,-0.13913532217318703,0.13024756100016066,-0.7758104539902971,-0.09874779029925441,-0.10133644314125842,-0.19349471437086257,-0.07692870955269578,-0.0762427946853523,0.2609785897864708,-0.23743537095856757,-0.2662232476896133,0.20893025961085412,-1.5494255164408235,-0.4573638151334486,-0.4570095309104184,-0.5911589583901272,-0.06804364898302132,0.8822287721545389,-0.3625025493568064,0.6646908637502863,-1.0028606363041126,-0.46739850461687465,-0.7085195141641109,0.8253039297386973,-0.4744439790143062,1.2303376820655947,0.3037624936865264,0.5881523696571336,0.6138038188432994,0.8916493866972661,0.3179880015539976,0.3335638544962224,0.17901940473163666,-0.14622288849355525,1.5450060880918355,-0.8084891237634874,-1.0090992607192666,0.10113808241124578,-0.0028843827181120087,0.551908729650639,-0.182335015321639,-0.042764521362961244,-0.6519019991821431,1.3713518927635526,1.0033684688306772,0.6707577245178707,0.9432475180510893
0,0.3012051065194584,0.2112571599653057,-0.43182486628426825,-0.5592251767570686,-0.019428232532714983,-0.3456425825731678,0.025724683690717766,-0.6277799072472843,0.06836083962267633,-0.025685362089443473,0.5599399643353309,-0.16671121515089632,-0.0629659602914837,0.20193314272048515,-0.7590021217130155,0.09801292368386837,0.4382000910963197,-1.0490213983444756,-0.43328370776451247,-0.33196705230447726,-0.8850179273459391,-0.19416618285693138,0.8659083832950172,-0.03517759780096044,0.7632410694165614,-0.7140183061991572,-0.6668560527052723,-0.5719487178609203,0.3008832082385451,-0.3839768973815708,1.0418950920816716,0.08794320755455658,0.6368982625507748,0.2088280578413009,0.6895879922788721,-0.04608923295187804,0.1609071768109892,0.03230486494999656,-0.634683450915496,1.0984925058822712,-0.9482009700599885,-0.739121627113509,-0.3395488183625423,0.0750455204254994,-0.3504450978217438,0.21450746308542434,0.24332021671415527,-0.9375550299787188,0.8632829483303767,0.9731951477595071,1.0672665123461085,0.8812326621139941
1,0.5901561835955078,0.0986465880420995,-0.5035582148551645,-0.46551663767540685,-0.08774184185464279,-0.5451768738181602,0.11510374048735911,-0.7542512408355924,-0.033549501966425865,0.11163912537142263,0.6368806644359749,-0.16682638723068943,-0.20469921934540425,0.36942820751178307,-0.6023586268873927,0.2699728275658404,0.3445454982856174,-1.0947886131504123,-0.5439691465288438,-0.2064961471900722,-1.0284932183295048,-0.12782919643793542,0.9612339247193633,0.07058419855699742,0.8082004823150774,-0.6634847116485645,-0.8576311772655508,-0.6464630772606114,0.32000686730071976,-0.3558486823889537,0.9082836693786804,0.08707181070453679,0.565252517619979,0.08197611267066542,0.7773393612537514,-0.08043990910309706,0.2989083269437387,-0.11340039567202875,-0.44471931485963107,1.2084754414727505,-0.9925558282072224,-0.767869047848044,-0.16717241115962608,0.14186283160228494,-0.3733323451184738,0.3233217246862497,0.12502867120474492,-1.034019573324805,0.8590582454987327,0.8278483020868506,1.0640244413089723,0.7759394933306198
1,0.2643240149481999,0.35402984418638,-0.4319191545707297,-0.5758203997607322,0.00329535512458036,-0.26908279523223155,0.027916850873902953,-0.6278780813694177,0.08343381156134581,-0.05293314941208704,0.46205702978044816,-0.18569026725856944,-0.0104222555483247,0.15450235688571087,-0.7436936608300279,0.006598231230883142,0.44295986836800416,-1.0912982909935038,-0.42718825246998166,-0.39992088607350795,-0.821956440957473,-0.1872316823647445,0.8804593714204945,-0.05902952673386244,0.7559671760366213,-0.7851055120849653,-0.6290149674200339,-0.521971573413166,0.3411222646364339,-0.34613252534521777,1.114088766360964,0.14979423259446173,0.6463572685667979,0.2750517596760377,0.6645718544468738,0.010581381352848068,0.1288480083873613,0.11111186716020416,-0.6560944111233101,1.087514539728989,-0.9150142078413008,-0.7323192850889575,-0.3095755413781207,0.0630994173168976,-0.2636722078562409,0.1429066329761551,0.27192281085917414,-0.8895427397476429,0.9190237391267815,1.016163362810959,1.0555571921757654,0.8964090434506186
