y,x0,x1,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
1,0.3226127998578133,0.4268937084289347,-0.19941367731039275,0.6021621845457195,-0.7871348673473895,0.17222172724936047,-0.42360925115525616,0.6869784837924536,0.5848945927666824,-0.06503171743185261,0.2617786411285862,0.7450383033526289
0,0.9923431359273917,0.7881033266962639,-0.08391255827452954,0.8188542884577036,-1.739126319037442,0.6592708005967615,-0.06631113030600516,1.2800441683280894,1.0190349450705631,-0.17269203839625002,-0.7153894797656876,0.019783016290515813
1,0.5288588475292851,0.7066741713434297,-0.09843186694702238,0.6133028977920766,-1.0304928195410523,0.36161397741726564,-0.20177247898201411,0.9598783081781187,0.7306261948040961,0.17068786637794733,-0.08530416646017334,0.46749921315009113
0,0.7785050780685007,0.076755402854984,-0.06025638382181277,0.5944563345355297,-1.1480861773621545,0.3513072622408589,-0.6314646647793942,0.7280082334792795,0.7534858242363991,-0.6082990940955203,0.17395705857868096,0.5120053258555344
0,0.9676948056610284,0.7548786823404581,-0.07699377154325615,0.8027518083762237,-1.6736963499566162,0.6239899132352121,-0.10576452209901757,1.2480832071841383,0.9993476425588572,-0.19330077189454284,-0.6269888291173327,0.08277837763740153
1,0.2377072033374014,0.5882610622310983,-0.1595947212152496,0.6169795493143433,-0.7783992608804731,0.1830505513517581,-0.27438411635705057,0.7387016735709028,0.577720688031232,0.11700307116045269,0.21449686517782734,0.7185075111325742
0,0.1912018172797474,0.2130892315783722,-0.2922438060305501,0.5767787194478792,-0.6623533641250298,0.10438383628951983,-0.5319554449994979,0.4965505393388494,0.4912658906124573,-0.1684379747221863,0.437730111385914,0.8398318645171327
0,0.129061553206897,0.1755858955859179,-0.32055349121791343,0.5764246164026112,-0.6238675249080492,0.0837840688216424,-0.5325267195522112,0.44575719325016533,0.46097851080026864,-0.16924635934397314,0.48559973123183897,0.8660347649614296
0,0.0912409589407847,0.1840244553972028,-0.3268708167756297,0.5814114348458254,-0.6075552215508925,0.07113528272054499,-0.5135238779303223,0.4319757640778904,0.4455891444172455,-0.15295311371298034,0.5011635073970161,0.8799800178052748
1,0.4648776157233806,0.8940185885691436,-0.02497806121405777,0.5208790719222346,-1.052214999576182,0.47831820023232213,0.02954881993992367,1.0241893643895021,0.706157692253069,0.5687747310552433,-0.22937712320753909,0.26964232454535353
1,0.4479792995496078,0.7283192811684097,-0.09424336535118971,0.5992659225433487,-0.9665700458672423,0.33982510567276003,-0.17280051276266364,0.9289653230099256,0.6973474303794115,0.24428410302443165,-0.0389324017571727,0.49727859886137965
0,0.809299724392994,0.6785472949363611,-0.08141119085542413,0.7041668718658348,-1.3647151844892533,0.48369685341749163,-0.21556536477878963,1.1079697666674053,0.8734704337279787,-0.10563346502348883,-0.3288435355938987,0.29086660227057193
0,0.7306580054788016,0.2622090138702497,-0.091122446578406,0.6146293320118373,-1.1299623431356893,0.33470270412756836,-0.5409890364838876,0.8206634126963522,0.7518313121386947,-0.45059867707274714,0.09049309685312482,0.5316421442874737
0,0.7202730283218024,0.7359142927655238,-0.08652437912603257,0.6573786517334826,-1.257528842236614,0.4659476701569477,-0.1689259104560852,1.0822734324031322,0.8236409545174589,0.0795617445281778,-0.29881714239285145,0.30375643162314514
0,0.0237904807034132,0.8818745833108053,0.021923829390228845,0.5525110179447345,-0.8324140100499771,0.2708460976882988,0.08422929823284632,0.8298611922788262,0.5018718058888639,0.5767021407919306,0.10193411858596924,0.5274958952543481
1,0.4529686778804141,0.0580510125735193,-0.24399863210413678,0.5448668307348056,-0.8080156433462281,0.2052575804692818,-0.6744360633108446,0.5508742328358277,0.5856187588869671,-0.3755902703461905,0.3657298435334474,0.718196228118014
1,0.1623796982517916,0.5419118055610251,-0.18582312284770602,0.6225566139990023,-0.7254515259649477,0.1379217764003784,-0.2934166749115924,0.6723447779060132,0.5325985655286862,0.08413253453387541,0.28699996546735557,0.7773370039969392
