y,x0,x1,x2,x3,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09
0,0.8220113167432347,0.9088807496949316,0.7832988910185646,0.6913271037217718,0.7915708676841525,-0.2719013446023326,-0.5035414512968631,0.5952778178039052,-0.6177348521532632,3.12786192639751,2.664544176183261,-0.1931045794922034,0.5933503924152644,-0.10976113557289013
0,0.2292818209014151,0.4013904698956022,0.5470183788886378,0.0204472114312819,0.39533282170823775,0.17209784358826224,0.05667631088689393,0.03001927219118583,-0.7847014944902151,1.062807697787258,0.47844956390442134,0.6411804080843563,0.812277306793419,0.19782402408923647
1,0.0583878636044028,0.0165566394112577,0.1406939566864319,0.5695650869158495,0.6903866211838005,0.12808335917858163,0.2487507381200373,-0.02751051768140135,-0.4527375627062302,0.4600674522654972,0.19640333528237694,0.6383363205728375,1.0707767308838234,0.7807844261385773
1,0.0199930881415473,0.6623542313406305,0.1455814642323083,0.2337525774596153,0.4763887547980471,0.07756569282565234,-0.16631605993359752,0.1865911627198884,-0.5362361721914884,0.7653361286773496,0.5364360501842074,0.330053953241549,1.2217640426726206,0.05105507398836556
1,0.0826510221943485,0.5531657513058769,0.08367784616439,0.2644153857378388,0.5053292845670242,0.11739939328335698,-0.05108959772777641,0.1117334411230198,-0.5688640163813252,0.6810254504469659,0.47544513672574407,0.39108520825076454,1.1768682662903176,0.11887169800692768
1,0.6469702104483471,0.4012096333398405,0.4997875103004366,0.8295062042981584,0.7532763673617257,-0.47349554953784945,0.43726711810607666,0.46311213831288683,-0.4287992156222226,1.5365196540536528,1.2752269938834482,0.6073636225025832,1.1215401941156884,0.5768277378893214
1,0.0403788114784838,0.4464941687501781,0.9268712719709976,0.707322921705124,0.49010144576496617,-0.1632835451357685,-0.26262622984880907,0.19566888435739793,-0.6493629971066178,1.6350165002136599,0.6694540205576464,0.3317241936838155,0.8195303463589806,1.0747693155454277
1,0.347785607750772,0.4723466269237459,0.5860426477315968,0.8208172055092103,0.6668699270311561,-0.38360844619977447,0.16100132839429113,0.5439944719603774,-0.5172962517638441,1.4039098354409345,1.0303937803813432,0.405100139107418,1.0648568717030191,0.7714417996192197
1,0.9626556409922862,0.604506307752279,0.7946675150347924,0.2299298321602854,0.542145291060423,-0.058913265886459815,-0.065835279521232,-0.1781117460482074,-0.9928487782955504,2.168049216433936,2.183671901636357,0.4997697561771169,0.5733799318031932,-0.37783893894992215
1,0.8362766371132975,0.4493084914079921,0.8856968796826721,0.7376143857743083,0.6828804655954683,-0.2504343924673375,0.2606934692903792,0.23341964649854413,-0.5922914314195245,2.420315384877747,1.7558760902603985,0.42418145743463653,0.5607779673655483,0.33183043533752055
0,0.2754418339619334,0.3084282763595867,0.8763000280057704,0.1369399785968282,0.420940406113709,0.243098331910296,0.13873354173179075,-0.08611346924025823,-0.9526491920620642,1.4575159349738573,0.5395809826406994,0.5348558151848538,0.6099619696009833,0.44850866737134487
0,0.841711471056326,0.5746947798423857,0.5256559668171649,0.8062240955442888,0.7282254252489894,-0.5332453648628166,0.2739120795633798,0.4832345012782265,-0.3598013464939224,2.0353069216066144,1.9448732214409736,0.5007907382711209,1.0923197202112116,0.1818789335959267
1,0.2755595987597609,0.652904122756238,0.4603979936791426,0.4707767267874659,0.576716668688048,-0.14577723743263496,-0.07237751859070134,0.339845139410256,-0.682116626016289,1.2138511671583236,0.9766462942498472,0.35911284015831685,1.0686182607986325,0.20874122440808132
1,0.4806252428047858,0.6734044256415903,0.5515715280680534,0.5818726701946249,0.6435937098368171,-0.2535707349880068,-0.008271947449735919,0.41966387276624284,-0.7099332785413106,1.6079765244834097,1.3269178653117475,0.34871732298037267,0.9813209234205376,0.1995057861882133
0,0.1654349724502187,0.9410456473754528,0.1527822193160548,0.3117756143361686,0.526141500935891,-3.988455275230995e-05,-0.4456095648411,0.4748028609746867,-0.4976374544182633,1.1711517728115728,1.0023352719018406,0.13652871526605687,1.49015635666103,-0.41231050616769643
1,0.6439967609734673,0.5208163424116448,0.1285887002692027,0.3486284218121698,0.606887299544151,-0.05499611309710758,0.13659945789552427,0.016795063003874355,-0.7144802790843879,1.1032363548607438,1.0438022975568784,0.6276668306025367,1.1348183449336755,-0.14606298108445873
1,0.1129596314993309,0.4504885726750983,0.6030736137560629,0.6326924362793919,0.5891275057830512,-0.1742692288062419,0.009656008923758305,0.3097606236677526,-0.5959001562741716,1.0840382784840135,0.7333547638521815,0.41691586871022096,1.0190063090944599,0.7300996361674633
0,0.4225031545199682,0.1434521235002509,0.4281169154718334,0.7127517197282552,0.7362961850096836,-0.20447253862598955,0.4734484074608625,0.189173708759798,-0.5351754635286124,0.9864574932735006,0.6368413219595364,0.7938961406452001,1.069242825791171,0.7787768458405615
1,0.4720306077956271,0.9845797811862308,0.1271570631738611,0.7299520022393152,0.6380813959647275,-0.2376410396691286,-0.26778756398886455,1.0011002749681326,-0.5377887954587881,1.847585606532236,1.8975576363460915,-0.12653925315538175,1.494300027600779,-0.4454217082066668
0,0.8133744207900465,0.9244063988535114,0.6915233257322191,0.9670364088432118,0.7732254293940534,-0.502133452048485,-0.39595685735971226,1.2577805778994748,-0.11687860351438718,3.4521002229808437,2.9612184155164663,-0.32032090305814254,0.8964288640073002,0.17695026441974504
0,0.0939234898625858,0.971050847297985,0.3925438379050227,0.3534916120277807,0.5669218654284477,-0.13253462718033845,-0.5958170218288721,0.5063918462942361,-0.4318476659729641,1.3366486810046316,1.1632205975248395,0.07169341496840412,1.387909066877475,-0.24789278648745383
0,0.1385462964640199,0.6789657548868431,0.5336178130082561,0.4797424750715544,0.5637333056796852,-0.16002972871404006,-0.1833405494177931,0.3552545194246117,-0.6236783790072834,1.19154122120353,0.932144988781228,0.27955119276179946,1.065908516606168,0.3252587978897268
1,0.6045576068388029,0.2207561865596132,0.7632082066391553,0.1898014353191865,0.5500233933014703,0.18341544331381623,0.3756531080599765,-0.1058310349984949,-0.9397330476039092,1.4166868342461623,0.8482031475035318,0.7857216348755662,0.6955703547377012,0.1819917640512128
1,0.9326673553608404,0.8164464455303134,0.8718645371799715,0.4344162434230971,0.7074743428820846,-0.12248861708822618,-0.43838751506600115,0.05424597974088054,-0.9694666648245519,2.903433102376436,2.629771314833451,-0.035127294267032864,0.3955231073059486,-0.3234821181124804
1,0.3196945065163386,0.50693200375737,0.2617365514870808,0.7182929346139836,0.6970721558307594,-0.2602642298066326,0.1547470238261192,0.4410974484317859,-0.5548485971987785,1.0039099694524913,0.9381611201684585,0.3583494845583666,1.212625746840042,0.4501762416668997
1,0.884567832890496,0.8349833007750501,0.276051059847671,0.3334575204372788,0.552378843059003,-0.20702486274399173,-0.34180172795448266,0.10575837392398768,-0.773375486080376,1.944696111575048,2.000898820278395,0.4801809156144998,1.15480136798832,-0.7492359353703153
1,0.1078401672608674,0.1117557803012702,0.5919280611299901,0.914913428633683,0.6073330714370132,-0.28104504826720245,0.2346365239164911,0.4420444457359087,-0.5075996724931305,1.062323920841692,0.4030421951848956,0.6763801072997336,1.2335027091213657,1.3621363083381421
1,0.4575324712796863,0.9078046138435188,0.1243711762937676,0.8610694054327248,0.6568147701324007,-0.3648792796208123,-0.08907590100161503,1.1407653101467385,-0.5160192873314488,1.7777873768064334,1.8923544188955899,-0.14445990443267956,1.4726636595327105,-0.11419963386551418
1,0.4871332673198458,0.7649356381059903,0.1319502010838203,0.324459909092182,0.5527817054818612,-0.019689315777704528,-0.168047647751422,0.2573732098823942,-0.7490587693939422,1.2404572328335415,1.0848649506450105,0.38487161218109295,1.2827090328922464,-0.3479777308873579
1,0.3305822654570102,0.2485392449406636,0.1521663071533727,0.4203592046403596,0.642576815751262,0.06348479060622407,0.26988290892985173,-0.013257598681409957,-0.587768166435748,0.6906404925812284,0.5014836952183113,0.6591088605387815,1.0630271127890494,0.3516301083558756
1,0.6257371375541904,0.9573359213129692,0.1685806465120338,0.2890877841120391,0.5844478454485813,-0.013888729093193773,-0.5088175414043317,0.3701531564463671,-0.7378926023565237,1.7229189458256098,1.5295480723227972,0.24929295851376126,1.432530797097653,-0.7911541955626886
0,0.161793901121416,0.9674900609061506,0.2031483050834271,0.8108599497974609,0.6442933809658754,-0.29080932001905446,-0.2957278193119251,1.1316308215482644,-0.37682981956697165,1.4950861499811066,1.6863378255872175,-0.28696024511256063,1.5420355430737505,-0.07935244041052335
0,0.5310735054792715,0.4066530318690641,0.1435635310742007,0.7183874874764246,0.7725127353907226,-0.2721819767003063,0.34460523263012044,0.2882477016210612,-0.5228579711718606,1.0204249490967985,0.9757647767631938,0.520084697125134,1.2252113083476812,0.3720679084125556
1,0.5874689351449008,0.8662827576398092,0.0361232777174156,0.0927494478690247,0.5346874247855284,0.13633405672829382,-0.4153091250250568,0.16563929200449648,-0.7679613982662501,1.3572662565373712,1.0899743539849416,0.38437180267214577,1.4086535920359158,-0.6980923405558899
0,0.5211549310196508,0.0246309974089222,0.8789409771588849,0.420280521775921,0.549796274423112,0.20770149526440898,0.481096427649297,-0.11869890824193945,-0.8958349080938536,1.5392216742274312,0.5863052946079811,0.9114485090631619,0.6945886623202057,0.54612477548979
1,0.1445739895484177,0.5385534407736123,0.1780119516888275,0.8855897083135154,0.7231704923160988,-0.3109823249301656,0.07683472446902992,0.7395725999834311,-0.4653439926395736,0.8771004760409976,0.9495251237931963,0.0788450328605307,1.3914509604692031,0.6813803752323206
0,0.7467685503597661,0.4546474576975502,0.1122336700645091,0.3816389643895295,0.6386147041917086,-0.09753250426291712,0.22763775381332302,-0.07158534413667854,-0.6376392683588288,1.1162077819709815,1.152111377692668,0.7138241421105014,1.1166106351762122,-0.1338790218213973
0,0.5144105104598642,0.4982455705327376,0.998484153750506,0.8088783384431536,0.6176102599649436,-0.213725017918384,-0.034953535170303716,0.29953862896625716,-0.6945321355023729,2.5309621432092233,1.1907037153685782,0.16791552360833772,0.35616110216507935,0.8047842362254536
0,0.7032052294450454,0.6528729973670245,0.8786549574596629,0.3485803236772141,0.673159019356215,0.0007502104648830711,-0.07835203278258356,0.03365846308423931,-1.0732261573461102,2.2093314503536834,1.6364152564972243,0.19414177695514143,0.4698219410228188,0.06072998621589137
1,0.1436534506616783,0.5684901105930911,0.5734164449024074,0.3713380286229731,0.5157722937455648,-0.05973934238768944,-0.08120309748768266,0.2132016751126459,-0.6894858771723177,1.1234777897250814,0.7493184013174056,0.411065423983618,0.9569122440917587,0.37858907908057565
1,0.3675779895298234,0.1407188847972719,0.4269249255462737,0.3524302628779048,0.5899756231031329,0.08926037716635322,0.34920613337633505,-0.04304288829725398,-0.6708286644080752,0.8568067600660966,0.5048194820066564,0.8338950215530148,0.9141232396725374,0.42951166032039456
1,0.7808825013997991,0.7622854176664038,0.997592719792846,0.4799548919611348,0.8163809514909268,0.016759361848580723,-0.39272950840349596,0.011242922099252647,-1.0859488740701093,2.908735675953576,2.1477780184284962,-0.27961292932318305,0.1460072170928644,0.0775455273247969
1,0.4035700497843364,0.0323244899514998,0.9058885459812616,0.8986659443415239,0.4154689339877916,-0.2468693123844657,0.4896680440433168,0.2978733047595043,-0.6501878917896073,1.9360764825447383,0.3616891334631734,1.039878918057636,0.8644524216364546,1.2688471495082096
1,0.0655043038350714,0.0342320409430744,0.7850349224672994,0.5931657167766152,0.4516475757956697,0.08384165989283415,0.18754385011114436,0.021050278434023788,-0.7078119720250851,1.1408737794792405,0.24984030392220552,0.870046080371354,0.8966327457557692,1.0650786891286477
1,0.692069580382968,0.8302513810079699,0.4727803252937792,0.7470805193310017,0.7110227417286671,-0.42557003193603293,-0.12503499028058193,0.7382119996223088,-0.5440223174674019,2.2385513834017057,2.07687763064782,0.14989235851550706,1.1241341346812836,-0.06476236182429074
0,0.9991823123718834,0.829670726500102,0.9412094449439828,0.249971294863461,0.6783056138278051,-0.029111133653387737,-0.6141965454633678,-0.2464591090553133,-1.1507351854630203,2.9783439343067477,2.8509239305785505,-0.1274674070575164,0.2614587613781152,-0.518691791140229
1,0.1498577807490037,0.5021913332387846,0.7081007916759098,0.6690129087914074,0.5840151917397167,-0.2175255671545442,-0.05883865294844926,0.3448304778303724,-0.6149930440934139,1.3238502740196874,0.8439752284983584,0.3550032866185798,0.9473853500484151,0.7731813407602893
1,0.5403470684484629,0.553219203983565,0.8619253929220211,0.3540611921029194,0.6196930085080381,0.025106896111996783,0.04443637375482488,0.05825141117923455,-1.01080739380637,1.8799116572675831,1.1918398116396098,0.31973579248331213,0.5489668203874096,0.2770951622483155
1,0.6634616981311825,0.0149516270768588,0.8490973693787028,0.7583317577697549,0.5949062768034573,-0.15085777067992295,0.6815791211982177,0.12588709740694196,-0.6355851144851538,1.807611341196483,0.7345337986298639,1.0835019346413632,0.8351212419153389,0.82121929437905
0,0.2429434021525945,0.6796798381857968,0.2941974470848869,0.8045469297333777,0.6772581069702941,-0.3477100537170675,-0.01839360497782197,0.7422764640719168,-0.5023249324600525,1.1908232133027257,1.2093003297194183,0.10431554196529758,1.3231971562285108,0.4119219924904803
0,0.4092008607227037,0.8498323940168343,0.084016855180188,0.3919103500940705,0.5588572542041249,-0.021887875438749455,-0.24996780237681593,0.4025649052516345,-0.682474368535511,1.2617611316757953,1.1402958201893363,0.24726504001512598,1.3918104416248602,-0.4104274882129105
0,0.7228989353320744,0.6696647994656162,0.1101183525289315,0.0426952432091591,0.5132893902424429,0.0730487068319072,-0.15511190187618057,-0.04865534948242858,-0.8271776589260174,1.275563551786316,1.124367259297171,0.6237999146336791,1.1582808570229017,-0.5277709676039023
0,0.0867450903590149,0.9004075884684076,0.3428880358909506,0.3400043614040016,0.5363922645865187,-0.10022589070808577,-0.4555385470604604,0.44563512656000615,-0.48863166218944987,1.1939562837667392,1.0117974304233361,0.14953172178232413,1.3427024332968944,-0.16341270025247365
0,0.053917239570717,0.9221292676256186,0.9475382928389622,0.0527516702995235,0.5300706802107811,-0.05320634393891065,-1.0814179257881413,-0.07116761602383224,-0.6417740428133405,1.932482043946901,1.048736608967738,-0.11759924428147951,0.6465430344555697,0.3077459988370344
1,0.143185979380265,0.5212400994525966,0.4576776718360378,0.3898575893418518,0.5319937817581325,-0.041800213640828324,-0.015621483764213066,0.19978234196717862,-0.6530633756555602,0.9664576179997472,0.6818688614746157,0.44838064483503154,1.0188361853410788,0.3571929989257924
0,0.6845346988337911,0.8671084465037885,0.4055216505737214,0.4878528061211501,0.6338088156224737,-0.23228164356228512,-0.27859454335552314,0.44544958340606905,-0.7510061601987927,1.9865739001811284,1.8247580699426635,0.27616417803078425,1.1536088782278584,-0.4135938725375217
1,0.0959934975939941,0.4054122115689653,0.6508739587114241,0.3793633812488244,0.492777335692699,0.011051812657055548,0.0248291052599872,0.1113315003976506,-0.6995174171781141,1.0640365420494045,0.5760498158682019,0.5191966804070194,0.8770841162009061,0.5813933749827903
1,0.3686367398063317,0.7181670172271338,0.2638751412680541,0.9922842415364642,0.6980340745347469,-0.5285988137326143,0.06631677251366552,1.1658318904638691,-0.42219921832567087,1.5292412355863998,1.5837686932149242,-0.05879215206850396,1.4675913190782526,0.5523673415310745
1,0.7117649835301185,0.4824393609171256,0.5332949077667334,0.5649812138753141,0.6703399326343742,-0.2555941824098732,0.2842374007831784,0.18755437550290946,-0.671847894487825,1.568103076395344,1.3889234479756567,0.6437577127326055,0.946309016157736,0.16156955930957195
0,0.0901322814341493,0.619686685422365,0.6139922584519438,0.0424815169963251,0.37182154706615594,0.0709499507006599,-0.2186839443886678,0.13008650540042851,-0.7072962235064445,1.1968037642188845,0.5864606795687869,0.4395074391122277,0.8705895392103126,0.21722297201735594
0,0.3916421599255605,0.2203766917340494,0.4065464105552635,0.198636279155792,0.5327020047987024,0.139473907300396,0.28192731444581587,-0.05390128229853354,-0.7230839971177174,0.8941284775676019,0.5283088035340758,0.798341813374529,0.892822542384917,0.23905093007596
0,0.5593428729356252,0.0354969698088277,0.5074912621996769,0.8953847363414958,0.7741448477360755,-0.4213144158715339,0.7302281710256474,0.3671275495562174,-0.41778181745516707,1.251423863159912,0.668191518061439,0.9492908654246958,1.1970312119783302,1.0821499926763134
