y,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
1,0.8942747156027823,0.1595484093928654,0.6705621767640488,0.5952306453562985,0.10755065206790082,0.4076182267262909,0.5343253062153733,0.5790770714025603,0.7861823194500409,0.29033447036612725,0.5639485610345424,0.5492650688182324,0.8397305417860683,0.8255415721630056,0.8546640257992968,0.06733800673499268,0.6884861218790873,0.9851488367986849,0.8145446794575307,0.4627383145085284,0.49086070746335986,0.7123461222628208,0.8335783752787537,0.7616924094983107,0.6132728014920763,0.17493478158148623,0.33835218229179176,0.13430525941271243,0.5799663388549752,0.7168788375783257,0.31994645471900596,0.006155088015634136,0.6855506619561469,0.801882035562807,0.9992133096116813,0.37035658551181105,0.38821600912256093,0.31058005607488115,0.8877947814194607,0.9153558306445497,0.7312702080326093,0.7863391762102765,0.004310670133924277,0.05924060479264859,0.6172356883859519,0.8177201238852676,0.15342307461712057,0.8377235809991243,0.4294385148942934,0.9555817099374513
1,0.930692938039217,0.8426787033868134,0.2990764146972864,0.5282733485477593,0.9714579885666436,0.08069580232548434,0.44736794445782324,0.7506650266151846,0.5674598350603735,0.6886604688296234,0.41981773762024277,0.6772207778455174,0.5660526896545428,0.23874255079773732,0.6688450042616804,0.8693828723188668,0.05974404472767525,0.1385768858102553,0.533663090104825,0.5204374412221952,0.3944626427136908,0.8230739731528793,0.7458485592877491,0.6578087174604307,0.8249423976592428,0.5240830827920531,0.8147718447318693,0.32242456598066493,0.7500727990130254,0.2179759566539059,0.7295899952589107,0.21499156309945533,0.30498423774348327,0.5239034502977654,0.36755663337713895,0.39207649068760464,0.3060861102004775,0.19114609308000652,0.21690927486759204,0.26063000679417236,0.8844818244487249,0.5354576270291875,0.12862689158523588,0.13420276914854856,0.8348693261290806,0.6122029324710329,0.2761974221325073,0.24487268645412474,0.07534353872718735,0.14068908548348225
0,0.42803467388045646,0.19371726939576517,0.8942469662290345,0.2135440054176877,0.18880182037993087,0.17592157827171173,0.30906889459817666,0.0806338980987995,0.7499058259622792,0.4192724955299991,0.35215921517338467,0.9770759702039689,0.2954436083804156,0.6705674230412696,0.6885450036400979,0.06689150078276818,0.27525566044583716,0.06481029722415199,0.9462318796127097,0.04772022571045842,0.18247232229852328,0.563345067914402,0.8242428248222365,0.9275068517502735,0.05209820042950575,0.6072866503760015,0.03450739690080262,0.3398840654536799,0.7273814114331213,0.7988988026252344,0.5758584770728183,0.2273451566257354,0.6126566939467322,0.9039922808422636,0.5285263613252038,0.4310256995238686,0.7395594940844407,0.46313178920279274,0.6001571517567907,0.28048314307310407,0.9007439408770579,0.4451232351359412,0.9531307272827644,0.5472010007585624,0.5188225200777421,0.9644194549501747,0.8490679922123539,0.6080214551689792,0.8569372686414232,0.7805334592649353
1,0.8934515833887449,0.9577616779311627,0.0585274815115544,0.23529283803729373,0.11889708121184484,0.5932916070900058,0.5629476930288005,0.8093217927805744,0.8948033328663347,0.9550683885502614,0.07006927038893329,0.44383694201602253,0.6298237192975946,0.013438230470242951,0.3045236501264914,0.04546612222673119,0.5248783916048838,0.5274531036410858,0.8196762359599788,0.18747923157110546,0.8881967738593343,0.5220297597264169,0.13499497266038996,0.7948119000475002,0.5283656524040546,0.5521276546742564,0.24644852141068552,0.9387742874217583,0.860779217278986,0.9954091175333195,0.21363527677786365,0.09671340654929395,0.6663474161602,0.9702794554587272,0.766750881280241,0.8815986875820422,0.4573833305661681,0.7290741014745563,0.4729152928343143,0.873097403052943,0.5423843793193656,0.4883307017908203,0.701970032065068,0.3529257506523156,0.5191552792094177,0.7065624667516973,0.7010179930558549,0.25422262292773445,0.4286821854889059,0.8946453232362713
0,0.9550173363474312,0.7788348483243539,0.41263628663770413,0.8689662777423388,0.7231923952305122,0.3649114465736677,0.3378205767029697,0.468499727708411,0.780305258979644,0.047633878012707576,0.10715286750719821,0.9669155118048864,0.9427525569286913,0.8831956877682438,0.4327084181776776,0.5561329443621816,0.5703816651990528,0.18964102474986488,0.02724338126088144,0.395832937396697,0.43843705531785004,0.11730037668976223,0.49809321730923395,0.39881792186225173,0.5576402296599423,0.9191552707198422,0.08464737605814565,0.0031314028134219463,0.46791832904672626,0.06637896012118571,0.3389116072382954,0.8730144122432673,0.25227514106005344,0.7422900421078426,0.4540118499353718,0.554410052636465,0.8831948746790672,0.1276573323013247,0.5864655268969552,0.8823770182757368,0.9411777266222671,0.061943911274140784,0.6375935456919559,0.36036707832150305,0.7303156507188571,0.8643705827689627,0.09821808112111685,0.2717895254082737,0.6079009135686979,0.8218129069758543
0,0.9874084087510312,0.7730843877129951,0.181331706885127,0.06165863765695867,0.37477948648568393,0.9393597888952736,0.698711104130968,0.22789613189424363,0.9500111739661695,0.3413934124999912,0.6911356795092617,0.23655752796676666,0.6291506021499897,0.15379404410704112,0.7682383361557008,0.15890278936436586,0.6946127210971926,0.2690018479348659,0.913875974796955,0.48262335299261117,0.20404164139997738,0.08197187128390082,0.4975680778028362,0.5102320936500521,0.06930131694655373,0.4106632669164646,0.35529409426550407,0.5230196199772177,0.8775400404491307,0.1586964484581136,0.6118451508754782,0.25178424229324603,0.7548215186602706,0.8956229833136667,0.11094094425190848,0.45384129203814016,0.6967791112613885,0.15789588881272743,0.7853742832496836,0.9302447674138038,0.9231486555863138,0.41725701912655966,0.05845716044375282,0.47976995914067844,0.6408906376119385,0.015412422579774265,0.912624353065591,0.7986445511469925,0.19060839482808412,0.7916179311141077
0,0.7854938428113408,0.7556250544500743,0.5787576347914578,0.9999985239180653,0.4513001524740303,0.9554107677482874,0.34634328800318936,0.04289708706402773,0.972353499972406,0.5134238890564962,0.1488463084862781,0.7111332776995664,0.6320513945673268,0.5389099464269005,0.8760913086392049,0.8362652153067213,0.5803288475708482,0.4638832470994292,0.07061037969643202,0.07361410747285613,0.44189252352907826,0.32881585748546693,0.8314977380277603,0.7632117273878333,0.8725678473849915,0.2510707947497295,0.10778859883480618,0.28246439738809204,0.4065838124620952,0.21973196756273972,0.05069041981143474,0.9708244105752764,0.25015825513206613,0.5265497193906018,0.20657585473421547,0.9963558363596251,0.20171886918887183,0.001194262188802031,0.004941051109559558,0.5813156719546398,0.05571757897856333,0.7939413682330955,0.7739949739961867,0.5052173674857926,0.33091414919198436,0.5929914617272628,0.4597922038146902,0.207361244060004,0.13455936355542253,0.5932924483166183
0,0.7569934111559723,0.8988378038311429,0.985167887563029,0.6262934703076967,0.5066957576709611,0.30421682957345986,0.9031102527338002,0.7097462623732727,0.6507033683623114,0.139887722450046,0.723812604613627,0.7431368765576325,0.6402179173189764,0.9180566102282026,0.928984150834714,0.8574299351397863,0.014213915098884033,0.18160510499083626,0.13833061202709207,0.10242382672618011,0.3443802655788425,0.697393973513693,0.7747994907286642,0.8279989737913819,0.15087366781666933,0.341699370116868,0.42492437785432335,0.39954350063663935,0.16310196436117608,0.26337182464989584,0.3977711057689224,0.7577759061314823,0.8308866290970943,0.1351918191806737,0.7746719927286219,0.8432928939070179,0.35700646185243434,0.7407238058447692,0.5206654677215047,0.2725023667674794,0.2386782984139899,0.14174591910720313,0.9794372134140672,0.06891260950429745,0.4682276689907592,0.6570593009779531,0.9510074864410794,0.20558388302549158,0.40201879253163775,0.09800428135345896
1,0.949670306708286,0.825674893143043,0.41299880885691753,0.8912211396750516,0.5641254272311415,0.17487631554127736,0.5150544369742959,0.9554397790606061,0.7549201451432888,0.8691324035092585,0.0177911030668928,0.42876888520935386,0.280346069801901,0.8029968401113038,0.9573283809956148,0.1962873475700737,0.1359883155282655,0.3270028035490129,0.37564535668214716,0.12644888308585733,0.6247237141778347,0.6134213666170968,0.763008017043081,0.028230853660426658,0.4151443844802124,0.29114184185607284,0.7305926253413157,0.3011926887596571,0.0886310119201158,0.9414911291473492,0.40669757787477245,0.08987590321200956,0.005598586488811841,0.08275104151660106,0.2428203818341539,0.913683771098319,0.061190400960398184,0.48594359737310666,0.33387944238414125,0.8963191326185291,0.5470705009148544,0.5768029523187183,0.11185014065394527,0.23756298461031689,0.5570614827207504,0.25014477043694316,0.06911727828786496,0.16040306440107543,0.7195208008569953,0.5288313803118604
1,0.4461969382512948,0.32113516289544586,0.25819151757434156,0.37924701338649247,0.11227077905468519,0.814822385558548,0.8649287377673109,0.018625873684654626,0.006125181563509718,0.7429126062717457,0.4412509054546401,0.07909421210020762,0.16227434535338625,0.5958061447593105,0.5843103122154224,0.193039810792214,0.38386942067657304,0.5067500232665672,0.7797029279707347,0.9280844014053562,0.3585214321179716,0.7514161046254973,0.8805932236605449,0.02830653117055193,0.268528318028456,0.49975514189477455,0.9733757647156981,0.5413131650287036,0.7617272438972953,0.22056623375360296,0.45213507170934775,0.5634459229946234,0.35142422442356525,0.2780242498845025,0.08759348766147823,0.5997895548800487,0.03974180135164229,0.964633945979395,0.7972465666641206,0.9843176389647004,0.1575617808316634,0.04845320761665972,0.4642912474372284,0.25433927443206894,0.534554261097876,0.9698759558563325,0.18674317015885333,0.22435083944309808,0.9672203038012449,0.6372978020844188
