y,x0,x1,x2
0,0.2871504399247947,0.7523268297560006,0.7829862243883307
0,0.969947767957318,0.18210561393598423,0.9242359879495733
0,0.8549705404798389,0.266228820471478,0.9517718553444179
1,0.6087468073470945,0.03636459344558418,0.04935239418536275
0,0.988844346747092,0.9742278048486271,0.3096808418631183
1,0.459260706918858,0.16816508960033316,0.18937066862448537
0,0.5299683517338909,0.6587760634553171,0.17951164662318653
1,0.034132563974696994,0.7452433300297577,0.3600505879011424
0,0.8289378493043649,0.17099446137454055,0.20282660909313044
0,0.38429991524402873,0.5778663432755426,0.8909256111476291
1,0.05585754116224695,0.9525611456882072,0.4430504198980141
1,0.2882050005038408,0.5053400530958473,0.20055743921158187
0,0.7452429245597598,0.09640462693849994,0.7670070768542613
0,0.0018024223101261727,0.38985225150986114,0.47964061880687725
0,0.5616902517508127,0.5028308945527917,0.08774759995019354
1,0.22551650904285847,0.04692437141809014,0.3887095970523847
1,0.5285624407077497,0.6855225295039379,0.9065052200219897
0,0.20489110843858693,0.0769416809865362,0.13596510248745142
0,0.6187461862041839,0.5026676297090318,0.3156858562528897
0,0.9468823501508971,0.8828651170350911,0.08289758255958268
1,0.01342486787739694,0.17766735382713328,0.533069418973767
1,0.8027392641522031,0.8172685511903195,0.35595397057019407
1,0.3842460343307734,0.5320380435504863,0.613737580223294
1,0.8491919714860319,0.8841315485464813,0.4043121288024145
1,0.4711798803584992,0.10388553662250266,0.9724914627138511
1,0.07273971507048937,0.8771886727651511,0.3822867995315574
0,0.6930559927104252,0.7256277854776934,0.18067831131297762
0,0.31184053817390744,0.8875872273428362,0.8136741870721703
1,0.29898106271189784,0.2624097864548741,0.5028067506469154
0,0.19746082357760608,0.8136318051317918,0.19885496311662132
0,0.3522320032849934,0.9551805222461949,0.6021701427838383
0,0.8784512483218153,0.0027013627467490364,0.11962130159492712
0,0.04785293185651307,0.010239787787347687,0.07645649091279194
1,0.14641312326091072,0.6206219838702217,0.06085895986651235
0,0.34600368528233816,0.5219746810425722,0.742378423603333
