y,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
0,0.9263909667226257,0.1438457497068072,0.5947507702261349,0.5593546377246801,0.43723139532764843,0.6920133097711956,0.9623967004133005,0.17904109349667707,0.00844736678615099,0.8367915191774965,0.6773392231936345,0.9022450579485722,0.45489986727520526,0.7462839374444159,0.46040448784002774,0.269775033076851,0.5820059701419716,0.9231907018783214,0.908777773651138,0.09405901492210611,0.5625199936272904,0.33696538976620594,0.2936863374737274,0.5722715177373106,0.9033492854270778,0.1871954004169164,0.9000057503144456,0.7900525444660623,0.16254932444796144,0.11072275232775719,0.7641242938660628,0.14614916938408073,0.6898767302922835,0.6751252233550231,0.7879704748529558,0.12748270342081314,0.970746829347629,0.11784217895326055,0.6019658416018752,0.7506970965438966,0.8798363675681949,0.04534103045299387,0.010588700423195707,0.5429105258663977,0.032705725924129014,0.018043425162376336,0.334599041736497,0.04230455726321425,0.8982811921830435,0.08357874239875862,0.5487720575926017,0.7440310040279093,0.967065141604598,0.35137575440297386,0.8263312853791064,0.586462775698987,0.9117461338964549,0.559157327221059,0.9429369380029738,0.004849722492447306,0.24781766814496275,0.37402642787548634,0.23395021967047158,0.9318402892344387,0.7102250756336481,0.7102978005494802,0.5906972423186697,0.6117486025915267,0.09006057567038828,0.7094525659212174,0.5291101745555188,0.9895238903539807,0.328906093155647,0.2827601830253612,0.42895488824016204,0.2430181601589999,0.3052117163574768,0.023383750625022737,0.9655989917646193,0.3535473859128694,0.8167497610830424,0.3427830255600064,0.2561143925020203,0.8331829946553833,0.2916216397696434,0.6216246261615205,0.02619137992077969,0.03533377360219403,0.6907443451203804,0.5296396719877902,0.8886559101951097,0.09683614719126232,0.9770609720749885,0.9234462906681392,0.25758798879767664,0.31602448857722776,0.8194801857542303,0.908123869283766,0.3741307901090257,0.04994094562812279
0,0.7371521384978029,0.22739830513440817,0.6576466258258267,0.6986516375141404,0.9188040532826959,0.5376992933828258,0.6379963438755721,0.18549874334641547,0.018325450014548328,0.7273879009676779,0.7626901684903497,0.8747786285340902,0.5061048591622068,0.2413881591362611,0.6580978829839614,0.6851687531455612,0.40827813609444275,0.7815131962527675,0.6720474146419513,0.8302659467500001,0.16689032259153314,0.7179172629094982,0.15513879897110283,0.04628798842165327,0.21781350508371833,0.5017579088501805,0.519942432271173,0.7609124251035715,0.9995487202723393,0.4638369197580531,0.394925340741089,0.06877940132235127,0.8153762196725577,0.8892644796368586,0.7268830601566998,0.8339325236770319,0.1749460473252631,0.8058754683753356,0.9212484957039092,0.6850081478718977,0.8880267656993374,0.46973437467556456,0.003554653695586718,0.7758849505058524,0.9103465444478535,0.497512517312499,0.5686365431943419,0.7267241314026472,0.7146707996060366,0.9115497622924101,0.39380875465790743,0.9475546286944583,0.3367998966333766,0.21234319987408,0.4087054870947533,0.9768314192172106,0.7564925502592803,0.6877356096574055,0.8781779786899602,0.5542243441197564,0.9925924244288371,0.4261098879542725,0.9868705490192101,0.7416368450329346,0.2213348302243533,0.6413749283827787,0.5376391562467243,0.969234835240509,0.7726403548765559,0.12921030157640134,0.807601304048088,0.25312125668526464,0.5364820547285267,0.3400890931039324,0.26764289099795235,0.6618459190836434,0.01569809674883349,0.8075420524935417,0.7869595601944994,0.8736310686569969,0.22585061419945418,0.4546309332736025,0.28197602840628966,0.9290414367937958,0.044209168635908846,0.1580419946232,0.4028308230394775,0.7299178913265962,0.5169817442490084,0.31899984400243575,0.24339749880270745,0.5771534832002472,0.5356846422690144,0.19553095819701993,0.5129787302202304,0.490515867592494,0.4235890213325657,0.1324551531486211,0.13618207169911456,0.46129027619141816
0,0.30025450598047654,0.2082697076238038,0.3583037920069382,0.7760000316945354,0.18749595623115178,0.2710031377102745,0.6883883515082976,0.7370849557986962,0.5575267276479965,0.4830977811953858,0.6976265476275214,0.5971109343416354,0.1695655559823327,0.27349163449804825,0.5610914271524416,0.6280285346394703,0.3095688697610114,0.06799116887149514,0.6991973691208301,0.5771756868639878,0.6641343979420467,0.09584530059316987,0.047974093724931444,0.8252885099524228,0.25581803814254267,0.5977069223244875,0.7847867185001615,0.40074430581222176,0.8302142762689878,0.8823904620380972,0.9028054658715643,0.0657318147282121,0.048524476216113555,0.8266291480389123,0.6555064992160676,0.9990996797576225,0.6503540416974436,0.2733995503486174,0.9944426427622727,0.48778258811632813,0.5319685713376787,0.007502116344681675,0.6896691973664854,0.9116867779681809,0.46655205366653363,0.1808663647120069,0.822973651961395,0.23726980272232978,0.36377250567680874,0.7948735305629675,0.2682580145276596,0.4461915332224994,0.8427456363124646,0.9124608239642755,0.033664161343099575,0.8502766099719009,0.5353390705185647,0.4852808491994667,0.19810784050296582,0.7937386273760713,0.17376152338020245,0.36798482866695914,0.09332268500881591,0.5676701873687771,0.3750428348704682,0.4488615157953779,0.6304035831732718,0.7140455335116594,0.23938530638371747,0.3574280000975576,0.10730908690432628,0.31081230320696185,0.3886106442593771,0.9851348722252348,0.23066074424885208,0.971547796311546,0.7969697018743646,0.618792953581696,0.9972339756682497,0.01902183611900199,0.23537381891589526,0.5406533010080863,0.7168157807879031,0.18507171141595646,0.13503249311831633,0.6890761474686636,0.7277455235868528,0.26450261767033556,0.54137804214445,0.2496505020849562,0.06752308865223655,0.24160026843359383,0.03628171222812904,0.9120031843250389,0.9193195875048943,0.3659460180401769,0.4335836367190351,0.7600290200082914,0.5589851535453237,0.3266546704438058
1,0.14691014915571887,0.5462965379699412,0.5181521625735442,0.8166499628196593,0.4562523020908108,0.39059454786467585,0.5444854792699306,0.6073453628902029,0.3442609766253649,0.20259677088255335,0.6453662894781408,0.9423815144591783,0.9877090420762157,0.7199770202137965,0.34863564097426636,0.7301077903864809,0.3764168756283687,0.7384558830852208,0.5270715225679773,0.8589414547165619,0.02198668595324038,0.9973405923910419,0.2911824703926672,0.05052377676322528,0.9230968148072094,0.9903374173997256,0.7356368570301839,0.044862167298379774,0.9823448892811488,0.19739691449781271,0.5132303198900037,0.4110883266980071,0.4501096246630495,0.49793320733311974,0.12625371133861774,0.4088296478212594,0.2401835591560071,0.6579058362386073,0.7468403441647804,0.5401030153089091,0.8803946284567679,0.34506417524980704,0.7946256302242081,0.4714036545947957,0.43671572064550157,0.054110752915902394,0.452738302412821,0.7728789682799203,0.022378840808041423,0.4456462267986978,0.6473266411512878,0.3332273535792917,0.9602294139970375,0.9831809075697038,0.2795178547371451,0.4639646626213927,0.28566623762695076,0.5071200889343199,0.3734842341135136,0.44174655858701994,0.14096280364840852,0.7167628509448861,0.876017272137114,0.839119130181399,0.26292562815099596,0.9350836332244037,0.7713661989995022,0.4702500395873952,0.8424281412006602,0.4444432027961296,0.47864011507720394,0.4725001917301811,0.03687254548813024,0.5118684685787807,0.5539442605702375,0.6615995440193595,0.4722400117771154,0.043024542592083104,0.30264020628577537,0.9624220200681977,0.09116300681663103,0.28688549080406567,0.577924063072302,0.41330943397084663,0.6936013199358414,0.7383001285151898,0.8385532048791227,0.6669246527561575,0.846057711928011,0.3173915390437909,0.7574721481264683,0.1833482603594505,0.2567044484330383,0.6894655538538729,0.6059646805260849,0.4541099493612436,0.9952037320504015,0.10256978479933876,0.28783744222907925,0.3694135017523573
0,0.5039000458928399,0.3886268297995433,0.9963161206668407,0.8501002964835042,0.13106733438859164,0.1924720280411748,0.09256229860251075,0.2317181896431646,0.9482396144952455,0.14196266569993,0.9456662698507056,0.42893384464685036,0.9858279937775264,0.49992362984236405,0.4865309752243451,0.6065793962619582,0.44336456425468196,0.542085622486883,0.3076644966075446,0.9476624685731052,0.5167865929970896,0.3788150332126018,0.5465200330466602,0.5848435633616251,0.24036832885565784,0.5891167840301305,0.5861881504994731,0.0802337787602374,0.4708263680971084,0.14126509499751894,0.20238771133329492,0.23771493106225605,0.998505339835627,0.057045507945589824,0.639849362968222,0.18428379255439953,0.5552705006674155,0.6400771557942089,0.13197325090819878,0.5743417525636877,0.521032311222085,0.7816324828366835,0.28512966328157086,0.9689251846892845,0.2751846102373372,0.38887310747804293,0.6520809263071838,0.19287146922676612,0.5422870474559075,0.8939478885306824,0.030384791102031072,0.29055567346656375,0.054015846982342075,0.4960869908232558,0.296392824812967,0.4883412311933455,0.1360462656706174,0.6422937126295063,0.001139041267246066,0.13479674212549042,0.9802721061113752,0.47822145258723225,0.9228172273636401,0.5346107049493973,0.3774664858933283,0.8193533020519242,0.5707471153900671,0.7681185892784945,0.14611049263851605,0.7158501186480777,0.7397450243502905,0.6731434377060335,0.4965186816076068,0.36173015295620337,0.18587877389155694,0.3082512549258276,0.7349996671897506,0.6339287311176814,0.23072713094056152,0.30040512808736297,0.0994695247885442,0.6276314117350179,0.16587126067852087,0.5201267216342578,0.06437926237713132,0.9531225257318059,0.6092971336952321,0.41702541936372395,0.4830804102205358,0.2196019447285068,0.18773449311853185,0.25821067542604814,0.2754255093958815,0.5285474537465297,0.9959279011615212,0.05859455155740012,0.9035969718904501,0.9680037027413622,0.3594893871759488,0.2933930401407572
0,0.47331362200339977,0.891060916847674,0.148919640884824,0.3307270216312346,0.5741713452008838,0.44253986607896834,0.33355279583050146,0.05656541767938972,0.14196681104613607,0.9958517887343022,0.6073540971203517,0.6389146806307503,0.7946011327303064,0.9128985769166728,0.9176048141739925,0.048076684067049125,0.3638467945298004,0.13252726394037773,0.6902400400823856,0.3208554677628773,0.14248769212479295,0.5025695482882613,0.14410924719358598,0.6026750720720606,0.3058049788551489,0.8855190238829767,0.38660786787998325,0.6541047191317085,0.5297051299827541,0.023607728731543043,0.9152112959693981,0.48760940922732476,0.49651531669281534,0.7371306772283723,0.3913585115911642,0.42901785995504116,0.11442371802492413,0.727080517522019,0.35736607481735905,0.4920163623532203,0.6068025533208199,0.0776313143701911,0.2016122345541992,0.5647294908289539,0.6852275181855033,0.2859542061208792,0.914816287113131,0.053938864662825825,0.6907488973861361,0.2682718410422754,0.10010797704472374,0.674541411018364,0.9961861292813559,0.7692131494739929,0.5903538784422598,0.1543218070864787,0.38366641733120876,0.49199089203380286,0.06988314550171315,0.320526157079693,0.38549004787509145,0.5543564156344573,0.611545719211623,0.7053070190171766,0.36342076550309377,0.7706627016443409,0.650647366966998,0.09402479750903947,0.36224812249299376,0.7882497880044069,0.38044566682269454,0.2715016379653482,0.6762638803642901,0.18145927901689674,0.48102369458983063,0.5339166533498323,0.5131324744660818,0.6140595397978339,0.6189269864821259,0.7650249247707247,0.9671792614605704,0.08829259625721686,0.5047923350921797,0.4471892151269574,0.29651867055694336,0.7694069901348194,0.666224367038291,0.3067133590955773,0.8655007479292147,0.3685541631333902,0.6245702188398898,0.4353245990986816,0.7411725711264978,0.3401984396937874,0.381184335386897,0.37560110454133555,0.9738384002723924,0.5270579567657836,0.4953103465149288,0.22853838197338283
0,0.7220622808763336,0.19968212617355185,0.4273403502840143,0.8066566120772531,0.5871333866292293,0.18727375859847017,0.6727109895058794,0.9109674857241897,0.8782628757827302,0.2579392869878936,0.3304666675437985,0.28989471986817617,0.7745720757020199,0.7251615006578811,0.17467580957923823,0.538758103925964,0.8874590281758605,0.028004543882770183,0.35516510482206554,0.5459739958050434,0.547419507261594,0.7788831540823753,0.7954999349418732,0.6668869892452456,0.446000121578391,0.03811445931335089,0.04385428258485746,0.3652335722697394,0.038501425272497225,0.33357789085352507,0.5956320260525765,0.0908603662471511,0.5670860551885964,0.8562941786572145,0.9172243795707467,0.47831646721557475,0.7661487687815758,0.3886774417635708,0.48930585480982824,0.5608769445708746,0.9689418953368893,0.9281733240031904,0.7271277678206707,0.8708978694176567,0.7517972883470047,0.996684969992788,0.6003054373397124,0.3482432375603217,0.3390280908801864,0.8733723988379688,0.8249575709505927,0.23138413132535873,0.1598042644914076,0.788711821823347,0.25535957015002464,0.2424693541041173,0.6562316500279666,0.47789298455034135,0.1010975155470637,0.3138101038554847,0.11166330363113408,0.7593114034234248,0.630663445976294,0.7868970510445512,0.8747368921902158,0.5104399757441427,0.7991150231607592,0.4748669404139103,0.9536370961009555,0.6169989000921574,0.47769603727404375,0.2205941787602933,0.30348871732485283,0.671689626647344,0.32935153387352256,0.7471080070840899,0.1912744728461736,0.5670726483146168,0.018414796969755343,0.6007510327120857,0.3533269674326105,0.9276925070807485,0.36241327079665464,0.5998908724545687,0.8375631961220819,0.41750237064152884,0.6743999074883107,0.8940367806587651,0.7564965013657285,0.6571437601827449,0.8886910908157679,0.49880947879819393,0.22126318644764453,0.32552718143555137,0.018983090375434553,0.9301126630162487,0.6950621555904642,0.5312513803177621,0.7651010309952004,0.8991007982316277
1,0.2179277479683276,0.7708726050840597,0.16229770808076582,0.04307855347874101,0.9193855208197749,0.66255539778286,0.8096198741458277,0.21598758918949645,0.5294304173208787,0.49645321089560446,0.20076525777970855,0.2802893549057832,0.09021261869338792,0.4195670423696375,0.8851063054349175,0.3321437250991487,0.9471753499721107,0.044739047851329206,0.20341362692988818,0.44104918259208925,0.9892628923898328,0.5235285542932819,0.6917588509005345,0.4059038461387241,0.34687194278189926,0.38300416360629475,0.20588613064876304,0.398977594973443,0.08624738497059703,0.8844008477272869,0.1364804088225109,0.10796620614147234,0.9131848502765567,0.6150926599799252,0.9779013647007094,0.7324351947615105,0.024225787543634136,0.9926948751384738,0.38964580927292436,0.43680159570798693,0.48336858541110517,0.5240089624169487,0.7886914123549088,0.2529732441383403,0.01652994003150232,0.34715554929630943,0.7041030404268566,0.5152781156499704,0.9701144469655668,0.7386713054157263,0.12361654056688032,0.3483956928697558,0.7047699802337611,0.74507436604701,0.21802330103115952,0.9676263076998166,0.6965394952135727,0.45576771144873485,0.15393473926323187,0.23265390769745153,0.7612494407461704,0.6615796728972014,0.759037282338221,0.7450192979742188,0.4492522296049519,0.8893664782582366,0.5613965891269959,0.03380245888817324,0.7381841337889546,0.6478826943062143,0.9945708234864421,0.6694028603541112,0.6613646126741725,0.39145137210447545,0.947942739571954,0.8513031099121192,0.8644462680898365,0.40004477387749326,0.920368786741116,0.8392652894813702,0.002862504483625683,0.3406461235766861,0.12480178400999331,0.5422588700921047,0.8988920673676544,0.0017123559067756533,0.7423787204137199,0.49140548704261666,0.9448489546064492,0.523432973431476,0.27523946646919395,0.9174900634988068,0.5606239110707583,0.03437089208347077,0.013854309789667507,0.41833688085481946,0.3899391236767168,0.010761061398473548,0.9549521699831092,0.1984362996769129
0,0.5133552439116132,0.1883257568316209,0.9912579445888768,0.5016019749638773,0.3876726227300906,0.16840584524834046,0.7953463382256625,0.6178973323110292,0.25117589955633124,0.6648099756535832,0.1214951040683675,0.4967129652199097,0.251270296528471,0.06596819909199414,0.8376921592935357,0.15502853245141313,0.055733407636675114,0.8532103829585438,0.7704587825025899,0.9308346654690937,0.10672494394266818,0.05507259689637167,0.4451325058299803,0.2817964062743209,0.8211760358346996,0.01108169630615885,0.5539424935429293,0.003899705182390023,0.7495598765120846,0.5099759949908741,0.5393402324662856,0.6086435657504806,0.6660703895630705,0.6246679020059118,0.12137622461433317,0.5118253881907736,0.744496666939271,0.19074284407580222,0.3957750459266701,0.3485195989961375,0.963231814287025,0.07160132229053551,0.2214050760710824,0.5827288870364309,0.1249705032530869,0.7757635138709499,0.008155928853364802,0.6995155844489286,0.7661536316661623,0.6641851835739766,0.5204485639715977,0.9468195493183091,0.9053293778974171,0.08918410606379246,0.48384964221960514,0.43309628240099585,0.44536437149856234,0.42016436542394897,0.30288521376231614,0.4995322523402492,0.496541638299134,0.24736404175128757,0.6986967238925177,0.24838602670732335,0.9020546662893647,0.7087104636725355,0.39432934178145296,0.5705512111386206,0.17292321581376713,0.8555147861684966,0.06388301869912916,0.6268243037610107,0.21807368442115338,0.08395541742577062,0.38969127542130966,0.06138698467664072,0.4093152530089299,0.689711208630964,0.3405276471657259,0.562091058368751,0.7390568231577574,0.4610710000190882,0.21923052957517775,0.9439986750919536,0.24851874760495796,0.8953645782653284,0.7543189683301604,0.2407770935414133,0.0508802773066811,0.8320688965622758,0.6928128952355181,0.14507584857265643,0.10915406813752748,0.36766834537824833,0.41438174466102484,0.07116841904486082,0.6582190698716509,0.15576447649279856,0.993705361700651,0.15143899658775173
1,0.8238534399371424,0.1600656963523247,0.54354883091727,0.7130832771711094,0.9753629629990073,0.6713136629691572,0.44825781493148975,0.11193036788335575,0.8459405784395482,0.35201587069618656,0.18738363561295657,0.5226655812860773,0.14765502961248966,0.43226726608688204,0.4493262475455274,0.005944572336619269,0.6162691470934633,0.7670428307162753,0.08842090216955978,0.9797592668599515,0.7009629171165119,0.7276656479368694,0.053162808892267654,0.879325323753784,0.04984255925806402,0.25464924278659573,0.21015410221639652,0.9719062582468895,0.14210275755080737,0.7078317335463895,0.22852771028273688,0.5793385408785323,0.7950573010046776,0.10042124383035422,0.8901211180102692,0.8305059124635706,0.5282879570095523,0.26339756265774805,0.5281593064759393,0.49935977871920256,0.797267947021467,0.08492473775854592,0.34805878701474235,0.03136486472635669,0.6430626237192801,0.6253722565723377,0.24886104966302702,0.6853579127814089,0.47955514057654547,0.8315985504957862,0.8455264624781886,0.1855159697703973,0.8322950167079642,0.5721017232948895,0.4018286620898873,0.8966931311407996,0.16024180902424023,0.5289544339089264,0.25506965461722675,0.485698115067958,0.683598085689725,0.6497818776362899,0.4196149407561369,0.8332123387154322,0.7418409765346828,0.489269115250762,0.8857333589851657,0.09321068519572917,0.6722280632513223,0.5571139808433507,0.5844797621820627,0.755200708888765,0.4608093943451351,0.5382860792695049,0.6039432347121785,0.7713791107318487,0.7026238396951592,0.2133562887915319,0.8172465933540803,0.9745872765963686,0.14464774620573284,0.2203078292702777,0.014305075807359846,0.3843207768988106,0.9200542914296521,0.43039993784255004,0.33238605243850694,0.41306448432410847,0.7882442919679009,0.9046557229776634,0.5504921151504156,0.40490606114144423,0.9765933850115228,0.3688598709107165,0.6427513935555781,0.6171640729167269,0.1254689343476182,0.1539884135627423,0.1089195969155774,0.7169765358404777
