y,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1,0.6988644000084215,0.7026972779031565,0.4976926117574403,0.3535670183565668,0.3018965856044482,0.6585526585514246,0.546815714249157,0.9524105577876981,0.7373151430740563,0.8373178143841026,0.10670914138346066,0.7085251099608444,0.5432152383294516,0.04673968481495949,0.273065106639496,0.12162912353758992,0.4757996755344588,0.4745204167533592,0.42702409842682565,0.26459554444266475,0.12021419728200056,0.30326429805882016,0.9310872789969942,0.4404139995866222,0.2252256540507438
0,0.36056163560412047,0.5281721121956733,0.31643112108620153,0.9333070745713823,0.7392337556813007,0.4593101636931688,0.3187753945800579,0.22522560476093167,0.15985975830467536,0.9605555124129602,0.28836381128902266,0.45430237703267085,0.4177471071130229,0.3419017639607087,0.1558409286222544,0.17623913601000463,0.6345720343547431,0.1429439103076907,0.8116052656427092,0.7533680743449374,0.016505631011719646,0.4535438668148899,0.32198901351296016,0.9753600426759869,0.25661156492671855
0,0.6477668554003861,0.3289839067157736,0.6881036219220623,0.8685823099760466,0.5454109376226817,0.8482815954935035,0.006517798732281754,0.2644862303318547,0.6481582660451948,0.6175401719145963,0.4124053773157431,0.3931424825779213,0.696572310798094,0.24083847045256623,0.5997816303178215,0.21484006974669656,0.28472139156827936,0.6277963427751708,0.8283344034377842,0.9999302147620723,0.3816318519413523,0.2566691265561758,0.3322262645090234,0.11707940801236771,0.48691737704094085
1,0.6159337801842155,0.6819927947095863,0.6612756745291479,0.7048430446962849,0.4130579182808003,0.9849900114275156,0.22299942933524874,0.2164062361449003,0.36308978126198777,0.8668937216951395,0.2667363458586751,0.4310677351226365,0.2389566607660777,0.1618417889895789,0.3140262434948776,0.34388880011384604,0.5849509827636244,0.29707364553117155,0.7505497813700925,0.6810010768513161,0.05831747323740477,0.39701556074466626,0.2248485487101598,0.6348083141809765,0.8919945814178818
1,0.9698364024180818,0.45128519900566844,0.5336759387202232,0.12980530112981126,0.05644675274725652,0.0734505628295895,0.6393333405522166,0.23343569895239735,0.17757016385374425,0.33183787158999456,0.40163712038225663,0.6122940780871127,0.3866719770411364,0.2606088119626626,0.826154068438653,0.4140282629445162,0.9338942197480266,0.48127724101069713,0.0768628647135009,0.2404095700147595,0.7045040333177848,0.38068227871525107,0.4898191549916251,0.1377090803651203,0.6054847588912093
1,0.5304343692509557,0.7167201636070252,0.24452207655364333,0.8012005710455687,0.8621917123393991,0.1720798065195117,0.2672007748987093,0.08798509783012098,0.5064118838624552,0.1360719625044472,0.9974064038651727,0.5430486690075983,0.2661106303500673,0.06131555065044181,0.705054701105256,0.1996933353964725,0.7742579293995667,0.5991219547324803,0.3628737735440172,0.7097622727457359,0.9896348070925859,0.4223632420006822,0.9360496902560647,0.7904954615237916,0.5748234588938054
0,0.4154578984265127,0.8931375132951102,0.6441747826705838,0.05436402280574204,0.03960195100613817,0.07948331748093729,0.3533694833220328,0.061688330545783265,0.5349307058960235,0.9928567305457278,0.7171168039571624,0.314765044451628,0.30997973403805745,0.40725892250167395,0.8596716383905235,0.0062534218403100805,0.6816007669366986,0.2168996868577523,0.6606452356044313,0.4199085071960712,0.5719704646274624,0.9575305878903994,0.8773497005040667,0.9908214714501391,0.8481491768270167
0,0.08930062322602639,0.8372715163283928,0.939052391978869,0.10456774249997536,0.19652453367177403,0.3051406664329036,0.7462173401261086,0.7730125095569735,0.6628756277776852,0.17924290368047413,0.44786805976078514,0.5676470848857448,0.5678358574378156,0.23661451875102157,0.22822171251677537,0.7543835680707959,0.12958990892352829,0.8137786110267509,0.03757128324284176,0.906899652549436,0.3858855518455677,0.48983322135256235,0.13333148339436518,0.17233943133396867,0.21735928736079413
1,0.5746026589080067,0.48578352513274303,0.051476777269426344,0.9593000510224682,0.76368472341148,0.821975353456143,0.8571351852988931,0.3891422184655936,0.9594461377022724,0.514027466662169,0.1904842167307106,0.9207402853631216,0.2728336412217146,0.37785354241367075,0.08296363208933966,0.9562170457736412,0.3983130587768321,0.019435722307717507,0.644648096911752,0.8755000596350256,0.024235030673598223,0.9516570730388584,0.24219562895824032,0.3251546783044421,0.11244754956062719
1,0.3587673070402173,0.3216028816600355,0.6916687827355875,0.12941173447534127,0.7121812599940205,0.9692348318297688,0.36120079452942255,0.43815676273030646,0.3099244666457094,0.2291776703339925,0.45949241910556105,0.6949212228347893,0.934979620597753,0.456450854267041,0.06439811814356533,0.6921933983616515,0.4914317457421442,0.28607417982972105,0.00043664418286093465,0.4343629487994962,0.37641641672176696,0.9897191772726921,0.39738041347594244,0.2512843057449038,0.16054348061343826
