y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,0.08528988172464536,0.9640769624526289,0.1875323152281284,0.7794477202091231,0.21284285977742046,0.24695923790145013,0.6627362103722356,0.6223100130061437,0.284538631617256,0.001095906680213976
1,0.5561406971357559,0.26943308036802394,0.6311381269604526,0.6771098562971795,0.1431457473116614,0.5212738192234749,0.8041865276499692,0.3759564411771247,0.3087353565469908,0.5451988141742348
1,0.24424659940958093,0.23381268371702213,0.2346150301715415,0.9999676947987666,0.1151377573075929,0.33660171514022796,0.48615422265813757,0.5734407937379266,0.6140613774780331,0.6028104429180577
1,0.41429958388636856,0.5230930519362631,0.13671986273853165,0.5314914248600554,0.2806920674490394,0.9653022726841151,0.957841172236623,0.6059359599653661,0.10896792510252151,0.5804535338725851
0,0.4312606223860681,0.6824373724825858,0.6859801198236412,0.6488740829413845,0.32990350136724556,0.4609011979094819,0.0368274195290188,0.3682182093774673,0.23994768128287702,0.8967570798145471
1,0.13485081857896086,0.1375423472291475,0.7219056382183767,0.3972727887192473,0.8468487636781187,0.9440711081428801,0.702639303628824,0.4590985173631248,0.40702810165562653,0.23617666761820555
0,0.9710301202502549,0.02881895519188471,0.4159120413395878,0.20385516651137592,0.29371148074614095,0.7061695909951167,0.5386811438725567,0.1556988835750298,0.24080690585492037,0.8924054828343154
0,0.351929035588496,0.008002676205710046,0.0916183195655802,0.9624091054241107,0.5446301888664248,0.34824241405873946,0.8392350075083528,0.4761980245473396,0.7048989206199338,0.12402787098413093
1,0.9698562334701544,0.08060072598399193,0.06421200062670374,0.8035852767115805,0.8123181325332033,0.30547261415600335,0.08635404117264278,0.5483930805760031,0.2265297727672848,0.7436400561821987
0,0.8500463510563062,0.4569110570887166,0.7804257324672735,0.13788948333739226,0.24289747741891698,0.496208319330652,0.7558763316448979,0.5964408401273815,0.6971735369420239,0.5008935277196657
0,0.6456040990771147,0.40098289995498826,0.396551784625234,0.3226741990836621,0.6625317315564693,0.7553963662573487,0.725881259644507,0.5247475811645272,0.5592730478827788,0.8223003879858091
0,0.8612661801363427,0.3526072479234026,0.4267004002613177,0.5066016898769085,0.22385252992281446,0.885056673425692,0.05153129844452842,0.9571718064821569,0.2637949118358274,0.5136983964124698
1,0.4698692946171986,0.9901232298129848,0.32128981577193316,0.4968772317899842,0.8037464334653261,0.19939964051819037,0.4605876003682364,0.990370996689361,0.4206534447447522,0.6332195589172305
1,0.7858842459450036,0.9326049009277906,0.7634151175861011,0.4769224218076241,0.05674050995652513,0.28739599329938703,0.518048064655672,0.29522526845037067,0.4451789027098947,0.8498496343112993
1,0.4134603138791464,0.22725883564329874,0.18313563238050556,0.8284704889983413,0.1318632246199949,0.7441865629889428,0.1600635518952408,0.028915853583426188,0.0049628025472848725,0.14970439021348547
0,0.7960924935573693,0.9987903134262996,0.09737050554413607,0.15281086513349396,0.2980042613618845,0.00393517495316642,0.40439731711721116,0.7596854831467743,0.49023255427498014,0.7097334331668533
1,0.7069345484772634,0.1402836288695276,0.30613483008534415,0.6443945043871977,0.6482712971835631,0.5034807352083769,0.8185663873610481,0.2782142775565606,0.02122133526409653,0.08447929287896694
1,0.5250324004382086,0.42880056704611424,0.32727460905827177,0.4009446568539027,0.5314211858822613,0.8236723782788001,0.6991802853420432,0.8944061871488567,0.21551565136159534,0.5577629497767991
0,0.07164404308689343,0.6725841406640647,0.16834105526677057,0.62017799179654,0.467088974558989,0.4702567994003518,0.18794870108528994,0.6479743486846714,0.24457285902748116,0.7647334096419011
0,0.29630112277170373,0.8300281744405388,0.18869388952685007,0.8585117978463905,0.5961385598710174,0.9588934952892618,0.41183808600661453,0.8047061629379791,0.034488972744165514,0.9747014465374703
0,0.7399679731201192,0.3728777985683869,0.7391911145940194,0.371486597699509,0.44092619395262245,0.5079641024841972,0.16254789787698676,0.9161477298996901,0.06824345399204224,0.7827332958316977
0,0.7793809628035347,0.139351289482758,0.37707465151955577,0.6081625464792798,0.8715010160775349,0.24853295254240204,0.8772476298618712,0.08595794756708286,0.38950114211178966,0.508923878463943
1,0.4537038946391805,0.3992660681435005,0.3601827524677008,0.8485172135926337,0.07234247607412858,0.09613374602604108,0.052823521405855,0.5603108105590955,0.18937694204928168,0.4412710020301134
1,0.3964651866293173,0.25572569780136156,0.7114695591982392,0.5777705950653368,0.4272091289437826,0.8586023804344319,0.6141673241847568,0.65830273040497,0.8324672347986908,0.9845092733454074
1,0.2949324175943574,0.3354050456668747,0.882250292638581,0.49435424604011646,0.779356227948547,0.7866888424596037,0.509568661156269,0.744485070612049,0.2632240748609529,0.27215491574607364
1,0.1705567314665386,0.8781650955365836,0.5739274824080727,0.7629571308547326,0.9975878650654465,0.6321788393054212,0.2551039952265647,0.8619314486440595,0.5791249853656304,0.8599317740450506
0,0.17176131806179673,0.4738551378649203,0.5225481506359819,0.2698790662447351,0.18209668197360362,0.04305972267434521,0.5187680664934974,0.6116102231765567,0.2811683056426534,0.7537587854479901
0,0.9581271242775602,0.5485269039204149,0.614725443672309,0.18267217785685552,0.7927703751918168,0.7117281441114758,0.902521755468493,0.5915389227244305,0.5111247963166888,0.87836341837895
0,0.9854050782142432,0.26620765334045604,0.3764306384669941,0.9812768382072161,0.4004785310445027,0.8628129725066395,0.4569855866226461,0.6296515223688084,0.008766036754685458,0.05386287672142409
1,0.21357454622557015,0.855846817793653,0.31493705560712904,0.053251782654458846,0.5704335888644461,0.5690770921847472,0.5532252737539072,0.16220742094195828,0.9412057886957718,0.8201128932949052
0,0.498005520083164,0.03499312693147072,0.271731803715655,0.9981549345365949,0.7942906678326898,0.3826487319785692,0.22190507401478665,0.6605281268863703,0.8783116711982222,0.5676670932845967
0,0.695791568424561,0.8815972346855059,0.08394731367196995,0.3179034844401627,0.3115469406043849,0.3586562348839689,0.11425373714920517,0.25551147432416677,0.06679106808927182,0.5764002304430577
0,0.3235140563861706,0.5092786632106224,0.5535776371474898,0.15443500572730073,0.5063947833482708,0.9110566562675638,0.16242626840066066,0.3347379424001127,0.9089259035503447,0.15816511459011118
0,0.3061437253897227,0.3294732595623979,0.7353678243200592,0.5676471691695972,0.45310322852581886,0.33977730939361994,0.7116799749281283,0.41338688074097163,0.9714534401949353,0.2715474546080322
1,0.06690874309459216,0.7290386420164097,0.13782961841440533,0.5522314719972039,0.14789320837771247,0.7326730487105256,0.2679639239775755,0.9133693981454452,0.13249298402263676,0.020791968109551973
1,0.5433289893546396,0.9312922121602542,0.31978125123497403,0.7341279881736523,0.21197398820344515,0.4343325249655169,0.27650132688478046,0.8188904939932751,0.08344204210320294,0.5306354139620247
0,0.7313109275101669,0.6473895120273144,0.4179554683081106,0.1548520876976628,0.18855849547932713,0.304690264594631,0.8507245561507397,0.381863767306718,0.8441390678394091,0.5054244260517234
1,0.30183287081898613,0.6997496390857979,0.7097658292026495,0.30539829977872424,0.8740562994911392,0.5140939212478846,0.8241150647517307,0.8344042616115415,0.8565655809599033,0.8025787890488915
0,0.5916479186839959,0.09742763510017027,0.43756581728352917,0.5911528800503897,0.13502279606227396,0.8985028904178184,0.6855898597448834,0.26436619329123745,0.5221985226981345,0.026287052697586133
1,0.3955800228792873,0.8253923614414141,0.7517119980902216,0.569355741245256,0.3475117298857008,0.7719244546233023,0.06322155490001313,0.985430859041347,0.3759059263106551,0.3414850437843565
0,0.4177630255164132,0.468941954913626,0.05968293789591772,0.6896477151260354,0.6393347883872572,0.5710162599897184,0.12414741676862284,0.586019637065374,0.455092432816541,0.1027740044010299
0,0.16869083624792458,0.2837775082613112,0.864361417051439,0.34117561096420446,0.766744024594243,0.14430881768527648,0.30693520776026717,0.4483174904487254,0.04948670091647034,0.13567515202738567
0,0.7549234019870484,0.05280537553044429,0.18804825177276063,0.28920007295894357,0.7413087996652982,0.9005662410427857,0.385967175621058,0.2524034909506625,0.383308057005613,0.32647686180502167
0,0.8946407194625949,0.8582606391230755,0.8842684888389019,0.9413110972733426,0.5027367976841757,0.6273176969612676,0.2304105968867325,0.3853235540291955,0.4725140226109913,0.871584696219586
1,0.23901050329553875,0.6052669123526152,0.3328061786449775,0.3347381141875292,0.26823409060326864,0.1477388072007333,0.8254628311291319,0.6301036550667396,0.32753968087917984,0.9733198747196443
0,0.7526538346792897,0.12803245294523036,0.999307767251679,0.6965492570630332,0.4013922829407851,0.646949063817221,0.4526008255357683,0.020594717168207488,0.49320460182128956,0.09844811384961938
0,0.38065454910959917,0.21115124429204712,0.7682033078067095,0.023790879354351202,0.36149260502280867,0.13910005805687142,0.7287876774011329,0.6682063964348687,0.46825656959883044,0.5247460283430889
0,0.20964632706119513,0.28160965418491546,0.2887013444279193,0.03256680582195626,0.9663166531306582,0.8382579663435431,0.15246251302928937,0.4306478054823125,0.4815530724995797,0.2967061505680938
0,0.7048515737278744,0.611817244027724,0.5224648348243446,0.27556077116296684,0.31065005830234405,0.8922412819922128,0.19586102884169176,0.7114665789332186,0.7239879712850094,0.9137077379977504
0,0.577675974519168,0.45745660778445385,0.2967924622481636,0.17813939233340093,0.06672792394968907,0.964057339962029,0.8911230269496574,0.647617430556566,0.5904719607056413,0.31094466815634436
0,0.7701408725975811,0.16614859017984773,0.5476389295221067,0.36850733228444255,0.32075618320217814,0.7209111738356888,0.9667976197939007,0.40551359331410963,0.800247976284289,0.642800620236973
0,0.4716571332662848,0.2669178426616029,0.570395282412419,0.8019039518403439,0.08487098105106516,0.8213341114790512,0.7932725445951193,0.8795542654933861,0.6490678636231829,0.6286527983309667
0,0.2110457972902745,0.8564694875511052,0.08051766808443728,0.6457396867678283,0.7053350480094744,0.5041648489762856,0.8247041983714348,0.1261438879368193,0.04701990199974104,0.7204339311825173
0,0.5694162218862702,0.2169668828099358,0.9640775020182499,0.4409275769608054,0.4537428890248033,0.26570894935479905,0.5004876952293914,0.003329353155176018,0.1595850929044308,0.7165976433707705
0,0.2946512400304926,0.031099102420345193,0.1836050745162029,0.026276017409956998,0.37980582729647816,0.6414527526060932,0.0960630363930538,0.5333677337041037,0.6131191691929692,0.8388749107822302
0,0.021875254539000077,0.9191758868361259,0.20795923718569653,0.36627641039919834,0.34778403907055455,0.628559329672406,0.09425878212422556,0.39411448762632173,0.4752048320640191,0.3855840277972652
1,0.011497079940499089,0.7886767128888946,0.7810435976072745,0.26658690020190945,0.5018667271110783,0.9809724383413319,0.7836033660089705,0.9715444230783475,0.9406615504626774,0.6687135554596129
0,0.5200753526975996,0.22470975642545277,0.2976390664980857,0.5814797059042015,0.36369665894388714,0.07064574828532255,0.3528809766292076,0.2979620378959106,0.05692713522050585,0.16686363469344856
