y,x0,x1
0,0.9253588419516342,0.7150805342944574
1,0.7356553954599728,0.4936051414205894
1,0.039964338061861504,0.544127726306767
1,0.8219591291259208,0.39134433308364514
0,0.7458034535970367,0.9456547136155066
1,0.4102070560185812,0.8686759981921238
1,0.6610713840669038,0.2544396129694936
0,0.5068699290861234,0.5111303852069914
0,0.23239961223780548,0.8692800298033801
0,0.7552475139738679,0.8837347789295348
1,0.05779166986180306,0.4092301075348235
1,0.23164642473035812,0.4568904340695128
1,0.6046399974453157,0.8596842950960267
1,0.18795628877884307,0.5565319539281731
0,0.09156944473898376,0.2051258031686195
0,0.75225964037047,0.7988703889142396
1,0.6544404920707464,0.14737280390266905
0,0.250304779322025,0.7006398857537154
1,0.5488802096986802,0.7554672579446517
1,0.6805184833155498,0.37775589833754286
1,0.5794282274136067,0.8433753265729161
0,0.7980745162898479,0.08736710162818817
1,0.8812829536558325,0.6428761675079798
0,0.17060418529396348,0.20097002617849624
0,0.14274237348430097,0.9797409544411546
0,0.8561626607342796,0.012099994048105578
1,0.5388092766425331,0.15228858286547742
1,0.17527458560000053,0.5849871387728472
0,0.08127983163743036,0.8007756154877789
1,0.3857032894835962,0.7017467870757914
1,0.5162991179681502,0.7737612004675124
0,0.7972984541559498,0.7490079578372731
1,0.8023737470772713,0.5937481375677391
0,0.016202114608445006,0.24328658575761686
0,0.9223742243563657,0.738270095369758
0,0.3866165278418382,0.43487918031375683
1,0.6310961711085679,0.7764183180079548
0,0.37469486338462277,0.6475879637589236
0,0.5594676235491493,0.49271646723880413
1,0.35544983789819684,0.08485934452514488
0,0.6705301724178078,0.7447026863896004
1,0.6905714357853364,0.39494908030574527
1,0.45949675899538567,0.15022724315618985
0,0.11080964550319472,0.9378767049118633
0,0.6822777937138661,0.15495906141103766
0,0.7404556758583939,0.14046285149391124
0,0.31804935027671233,0.9533134274758915
1,0.5466156295897405,0.2327935585809804
0,0.2250967458207529,0.9012686810960142
1,0.5199269471178599,0.20903546354368652
0,0.27418076160425064,0.7608151890036917
