y,x0,x1,x2
0,0.3680848623264954,0.04705958879238714,0.5316578566344605
1,0.6672598769042778,0.2339424690456754,0.417621745462061
0,0.5596714369053566,0.4525410958915914,0.3281092994216537
0,0.06772868924357034,0.39575687896959744,0.6275619172908731
0,0.8103478927570292,0.319620406288899,0.7335095046821637
1,0.44495189902366217,0.9035572864025959,0.9793552145678508
0,0.4502834894751002,0.6305468963794607,0.9218932958972743
1,0.023998052687428273,0.2467552773310857,0.3754764433892911
1,0.18795974365223445,0.7144922914592373,0.5825406715179273
0,0.11663644258064987,0.3324771444744543,0.7929381273613318
0,0.20392850416368058,0.07279185627152507,0.2508691354635657
0,0.2609570395114831,0.7482931323491507,0.33308681543353635
1,0.048937100416372226,0.6240924799904218,0.9795163164674662
0,0.6064633861314039,0.20067388322076862,0.5484127216872227
0,0.6991399856059127,0.14791457152641663,0.004644996212298302
1,0.7550503666478335,0.7002792413741584,0.3486240505622564
1,0.9459230412454456,0.3624872089378829,0.1518996350154399
1,0.5950817402817876,0.5732932867074177,0.459292400486879
0,0.7766203906794155,0.2855240667672255,0.8651316147574158
1,0.09131420425695325,0.017061097490975174,0.43907816428062096
1,0.14396110944993812,0.3381413494284611,0.7506295788970249
1,0.47448592371621945,0.8971985000060806,0.9677543865137715
1,0.6120522364844039,0.8357126504841657,0.7385521892345431
0,0.011774831178334999,0.7132486146762154,0.8140010620968553
0,0.6323315161434448,0.6759575889476775,0.4446484646803106
0,0.8785028162347578,0.6797873840058277,0.7035092194397681
1,0.8677843843589166,0.4599520494075058,0.04128308989096696
0,0.2902711762843596,0.932518419953332,0.16944371212061993
1,0.5450833869895235,0.17361733253465206,0.1858202478405213
0,0.3598866764447365,0.5033472306933537,0.8671887439650388
1,0.7446174081726152,0.626109863523926,0.700991179112975
0,0.8235602224480855,0.0030075323537454013,0.8674308964794752
0,0.6676925233622085,0.6911223814222308,0.711459912403837
1,0.04146918324695614,0.8823764324247722,0.5087937705348131
0,0.05972120205991216,0.8270077639978622,0.3037618696256913
1,0.6068478805017412,0.22430199442487075,0.8887130835492761
0,0.277051095751496,0.7523877116101545,0.308898401108577
0,0.8290178963232023,0.994567796600388,0.6867539709956043
1,0.19856467445000892,0.9355698904127567,0.6017066026350655
1,0.7270650807874349,0.7409139491015617,0.3446346457392847
0,0.7437094207656304,0.016247320614118932,0.07477200416471408
0,0.7831892174615737,0.4926577224779919,0.4987143318465641
1,0.1256364231583954,0.8863397561990703,0.6227286047066914
1,0.41400492581401116,0.2368212943080008,0.7223743598829956
0,0.19280111852507242,0.6028769373638857,0.5527603961389083
0,0.926226307043594,0.6916349062932741,0.07725466590385921
0,0.7088533461249807,0.6124336035869206,0.5781442370539968
1,0.6031147641684715,0.7920689146226911,0.8971366334484868
0,0.24083976085435266,0.6048068621195107,0.3610225251199376
1,0.3365914358599378,0.2057006767296311,0.1965538093086988
1,0.05912177673360797,0.3747531323083827,0.7030559549289598
1,0.9876215371923025,0.7418303691733837,0.6370129320394166
0,0.10758357765226156,0.8012654781947566,0.9098483410245837
0,0.9392644594496592,0.4761293923190838,0.604394993258505
1,0.3954580159251637,0.4359735758674613,0.5526825824354372
0,0.9462366337155461,0.1951121422637152,0.8850481217535158
1,0.4781661581417238,0.2585990649339688,0.04161730440064537
1,0.5056203086125387,0.15626063092889675,0.30579593860841126
0,0.10031479041623026,0.20879426796774037,0.9057179681198134
1,0.7237070534503008,0.14706496046287387,0.5008531702731555
0,0.07031926768084673,0.8206126652091039,0.7186818883452757
1,0.6706833377432287,0.2738923219174637,0.39026569353733787
1,0.5037125490125582,0.004225972222022811,0.6867983768351914
0,0.39939072147434707,0.7073285437667728,0.5567812808393388
0,0.9467363492111914,0.8667916566590728,0.9355139297793363
0,0.2099609142818437,0.06506149289907914,0.6679815641847867
1,0.25525147872829346,0.02480396545678254,0.6043837542296432
0,0.0686707919592231,0.289293929004384,0.7855285557073933
0,0.14469156908209668,0.20926926782407773,0.1595468497170649
1,0.5221461670073602,0.2784611345104455,0.08053346271746264
0,0.9497390257821264,0.789491272045581,0.3296813517274034
1,0.5525938278778617,0.01833651218886756,0.9163135846853216
0,0.8564164454848107,0.44552942473215207,0.4273103107141981
1,0.25495525334874936,0.0017965212405396391,0.563315478742492
1,0.9989648405798538,0.8230013195543485,0.49080244202109513
0,0.8777817553288526,0.3632678874912778,0.3481431819164382
0,0.00044768622951174564,0.8661939881236003,0.7640956626488423
0,0.12133728807497102,0.5563682676973423,0.5196517204825595
1,0.39127886472899653,0.8966065410235816,0.8517693127805527
1,0.6411334200772231,0.9073157231333732,0.9129669048539106
0,0.6598272669599704,0.42701190164931446,0.06389037157595312
1,0.3570633857816289,0.707879972919903,0.08836539550244993
1,0.0052851024157177795,0.1152041410998601,0.4421319740509554
0,0.9342434244817347,0.03650951387899504,0.31149452241260944
0,0.9911773519137234,0.6163049397775098,0.5836977713887088
1,0.825720345877883,0.7278105555355407,0.4614357117446577
1,0.11518056360904605,0.6000653299287422,0.017235890964347966
1,0.9643133331168301,0.47251007880603213,0.8679089794964308
1,0.13735174188285248,0.7924622895140229,0.6086052416974359
0,0.12497621674795989,0.06108619946703098,0.863987780860974
1,0.4087204693415888,0.18027379332103421,0.7726354152576813
1,0.8800134155320196,0.6198987328339709,0.15286494444393406
0,0.07553747914362008,0.8768957400085284,0.8462014059070779
0,0.5234383665454795,0.9117343619997931,0.368845709243789
1,0.539625002326628,0.11702506147056113,0.10878134562936892
0,0.5731230571746431,0.4749660991330632,0.8137109979673617
1,0.8905277242216731,0.598883258527323,0.7182621287707005
1,0.9334614793215862,0.4385277878693685,0.2626238228225748
0,0.0030809643364407835,0.8101566754491308,0.8577423524321109
0,0.4687028078521883,0.24566186179432825,0.6005080553883597
1,0.9780916712730318,0.513687147437514,0.8440065958716423
0,0.29100071616941914,0.19112195889395456,0.05962138361196012
1,0.13890387542662708,0.610599700504829,0.2912898318717958
1,0.39684140142840885,0.43590537776975247,0.41645338625785544
0,0.6230996902792004,0.5643592194216305,0.6907703516451276
1,0.37122124639270804,0.13187068634121768,0.06812438845581437
1,0.05740593020321194,0.40873512267322554,0.33005480656029473
1,0.12849444193436,0.9810216544291962,0.5573489471787038
0,0.2170176868351673,0.6789985469935085,0.11839258127304964
1,0.35727685371224704,0.9276883934311745,0.9095342861269752
1,0.04726393433048437,0.4969336546733011,0.09801063073662175
1,0.5902964446705068,0.19873541393340854,0.7277936094592071
0,0.846523176425826,0.4937003060920473,0.38103693285256823
1,0.812215350292401,0.5038108124204869,0.3072819457385768
0,0.7738874298272459,0.6920641347122665,0.2986312476698515
0,0.39546479754641317,0.97369474569513,0.6425388718457922
1,0.25277437838658556,0.5790963810219002,0.22720032163174853
1,0.47093891680581734,0.8682633495052496,0.9819240161928041
0,0.46074973512158923,0.25183822964130753,0.6480193654999113
0,0.18708671387496156,0.2547123483858095,0.6809778604793161
1,0.32673624827900427,0.12280819927074982,0.5229410550432202
1,0.09159470751973353,0.9650386633534084,0.4650343019920852
