y,x0,x1
1,0.3226127998578133,0.4268937084289347
0,0.9923431359273917,0.7881033266962639
1,0.5288588475292851,0.7066741713434297
0,0.7785050780685007,0.07675540285498406
0,0.9676948056610284,0.7548786823404581
1,0.23770720333740147,0.5882610622310983
0,0.1912018172797474,0.21308923157837223
0,0.12906155320689705,0.17558589558591797
0,0.09124095894078477,0.1840244553972028
1,0.4648776157233806,0.8940185885691436
1,0.4479792995496078,0.7283192811684097
0,0.809299724392994,0.6785472949363611
0,0.7306580054788016,0.26220901387024975
0,0.7202730283218024,0.7359142927655238
0,0.023790480703413275,0.8818745833108053
1,0.45296867788041417,0.0580510125735193
1,0.16237969825179166,0.5419118055610251
0,0.9690230111667676,0.04957905512374583
0,0.9820015277852222,0.9429851393123276
0,0.7678749041352592,0.1571678477451549
1,0.5790843562613435,0.057260073157865965
0,0.948052416468258,0.22436293523568418
1,0.03868242546804346,0.6658843036901587
0,0.9160470448574334,0.7620290311673046
1,0.31011717023253815,0.44587672131644307
1,0.36142788680898585,0.13936672196847644
1,0.6521044931800558,0.23353432887221526
0,0.21770007841935346,0.6933076840037142
0,0.11472082677416484,0.2865728684133535
0,0.5496579100338295,0.5642808549455506
0,0.5459653399764643,0.4888149158130235
0,0.8674807493673697,0.8342046426854579
1,0.9739556589323225,0.6517810339232015
0,0.2776845592278857,0.31183155125302353
0,0.924600741693276,0.002834095331018416
0,0.22763372619237754,0.8414752875021622
0,0.246229373494658,0.8441689272540777
0,0.18316834109149804,0.7999755019095147
0,0.7492114165124749,0.920587084189987
1,0.7074568753076395,0.4884617889826557
1,0.22792685688944792,0.42743491198488115
0,0.05272072191236499,0.9344867044775316
0,0.1320399040369118,0.26562913197295424
1,0.9162673559118485,0.5014166094003297
0,0.8733120481604053,0.9927587225464175
1,0.5919895941502863,0.7679005379108365
1,0.5858209234362349,0.8737403864878633
0,0.8935941409388277,0.2929011261003679
0,0.6057631897640483,0.6331322246313275
0,0.019233113136961633,0.999621565571096
0,0.005258584545892897,0.29859325113048696
1,0.8726138782120542,0.5049514004285555
1,0.43018161667049515,0.7792635164029024
0,0.26251457068251904,0.8510257146235356
0,0.987402572779424,0.951967487907319
0,0.9989946865055038,0.8470092225653414
0,0.3923735642868683,0.40160884850276324
1,0.42105755515729626,0.33245015709964154
1,0.3780238975562541,0.7380530927932767
0,0.43018847620263434,0.5537506979438468
1,0.86263938345312,0.3901360764693671
0,0.05020214781475907,0.9436121536660328
1,0.613474041775417,0.7087093544293425
1,0.3577448067418546,0.23375754349879596
1,0.1689489973057624,0.47170140765912294
0,0.828451538599818,0.3013631992367176
1,0.1756396454008251,0.6507634279832043
1,0.4717656691726707,0.9564860418813679
1,0.6023535267908708,0.7495735975085385
1,0.9398777757571251,0.5158522932998112
0,0.8369691161731965,0.31367728827679886
1,0.776439466339714,0.5711835513982538
1,0.5016374281529511,0.23395568689663204
1,0.16266626907636383,0.4528803593087537
0,0.37589769000847095,0.45417938963592397
1,0.24844483431620334,0.46724516855884723
0,0.4398467479003608,0.36011008979019055
0,0.09462618856007943,0.32871615006089006
0,0.7379131120942618,0.0010211531263769613
0,0.6503749558244978,0.628327707236302
1,0.3843323629584371,0.14962366297683394
0,0.00549494245175175,0.31620073413696514
0,0.6304495684150941,0.6373075452058758
1,0.1768462598364774,0.5114356601766531
1,0.6644816861747657,0.23314183424218793
0,0.8868130095515873,0.7079774179912999
1,0.6272438817218992,0.2744022096713129
0,0.2899289849161796,0.036462447100692685
1,0.8581039108876152,0.3688189992949108
1,0.9015661324493979,0.6075624520685943
0,0.2698939047411796,0.855423077312102
1,0.6079834013724316,0.7776043324298736
1,0.7494882858293124,0.5582337948206667
0,0.6824129704434178,0.003841763846689883
1,0.3964841832811592,0.3250280183194385
0,0.28819786521244783,0.06953798875214467
1,0.3864805572301925,0.9436907351165132
0,0.02676278184878056,0.10217337999198706
1,0.30692844874476566,0.3832510617254685
0,0.1911595177080586,0.9150940206191577
