y,x0,x1,x2,x3
0,0.8220113167432347,0.9088807496949316,0.7832988910185646,0.6913271037217718
0,0.22928182090141513,0.40139046989560223,0.5470183788886378,0.02044721143128192
1,0.058387863604402845,0.016556639411257734,0.14069395668643192,0.5695650869158495
1,0.01999308814154732,0.6623542313406305,0.14558146423230833,0.2337525774596153
1,0.0826510221943485,0.5531657513058769,0.08367784616439,0.26441538573783885
1,0.6469702104483471,0.4012096333398405,0.49978751030043667,0.8295062042981584
1,0.04037881147848388,0.4464941687501781,0.9268712719709975,0.707322921705124
1,0.34778560775077205,0.47234662692374596,0.5860426477315968,0.8208172055092103
1,0.9626556409922862,0.604506307752279,0.7946675150347924,0.2299298321602854
1,0.8362766371132975,0.4493084914079921,0.8856968796826721,0.7376143857743083
0,0.27544183396193345,0.3084282763595867,0.8763000280057704,0.13693997859682827
0,0.841711471056326,0.5746947798423857,0.5256559668171649,0.8062240955442888
1,0.2755595987597609,0.652904122756238,0.4603979936791426,0.47077672678746596
1,0.4806252428047858,0.6734044256415903,0.5515715280680534,0.5818726701946249
0,0.16543497245021876,0.9410456473754528,0.15278221931605485,0.3117756143361686
1,0.6439967609734673,0.5208163424116448,0.12858870026920277,0.3486284218121698
1,0.11295963149933097,0.45048857267509834,0.6030736137560629,0.6326924362793919
0,0.4225031545199682,0.14345212350025094,0.4281169154718334,0.7127517197282552
1,0.4720306077956271,0.9845797811862308,0.1271570631738611,0.7299520022393152
0,0.8133744207900465,0.9244063988535114,0.6915233257322191,0.9670364088432118
0,0.09392348986258581,0.971050847297985,0.3925438379050227,0.3534916120277807
0,0.13854629646401995,0.6789657548868431,0.5336178130082561,0.47974247507155443
1,0.6045576068388029,0.22075618655961327,0.7632082066391553,0.18980143531918658
1,0.9326673553608403,0.8164464455303134,0.8718645371799715,0.43441624342309715
1,0.3196945065163386,0.50693200375737,0.26173655148708086,0.7182929346139836
1,0.884567832890496,0.8349833007750501,0.276051059847671,0.33345752043727883
1,0.10784016726086743,0.1117557803012702,0.5919280611299901,0.914913428633683
1,0.4575324712796863,0.9078046138435187,0.1243711762937676,0.8610694054327248
1,0.48713326731984585,0.7649356381059903,0.13195020108382038,0.32445990909218203
1,0.3305822654570102,0.2485392449406636,0.15216630715337276,0.4203592046403596
1,0.6257371375541904,0.9573359213129693,0.16858064651203386,0.28908778411203917
0,0.161793901121416,0.9674900609061506,0.20314830508342718,0.8108599497974609
0,0.5310735054792715,0.4066530318690641,0.14356353107420072,0.7183874874764246
1,0.5874689351449008,0.8662827576398092,0.036123277717415636,0.09274944786902473
0,0.5211549310196508,0.024630997408922273,0.8789409771588849,0.420280521775921
1,0.14457398954841771,0.5385534407736123,0.17801195168882755,0.8855897083135154
0,0.7467685503597661,0.4546474576975502,0.11223367006450913,0.3816389643895295
0,0.5144105104598642,0.49824557053273766,0.9984841537505061,0.8088783384431536
0,0.7032052294450454,0.6528729973670245,0.8786549574596629,0.34858032367721414
1,0.14365345066167834,0.5684901105930911,0.5734164449024074,0.37133802862297316
1,0.36757798952982346,0.1407188847972719,0.4269249255462737,0.3524302628779048
1,0.7808825013997991,0.7622854176664038,0.997592719792846,0.47995489196113483
1,0.4035700497843364,0.032324489951499835,0.9058885459812616,0.8986659443415239
1,0.06550430383507144,0.034232040943074415,0.7850349224672994,0.5931657167766152
1,0.692069580382968,0.8302513810079699,0.4727803252937792,0.7470805193310017
0,0.9991823123718834,0.829670726500102,0.9412094449439827,0.24997129486346104
1,0.1498577807490037,0.5021913332387846,0.7081007916759098,0.6690129087914074
1,0.5403470684484629,0.553219203983565,0.8619253929220211,0.3540611921029194
1,0.6634616981311825,0.01495162707685882,0.8490973693787028,0.7583317577697549
0,0.24294340215259458,0.6796798381857968,0.29419744708488693,0.8045469297333777
0,0.4092008607227037,0.8498323940168343,0.08401685518018809,0.3919103500940705
0,0.7228989353320744,0.6696647994656162,0.11011835252893154,0.042695243209159184
0,0.0867450903590149,0.9004075884684076,0.3428880358909506,0.3400043614040016
0,0.053917239570717035,0.9221292676256186,0.9475382928389622,0.052751670299523545
1,0.143185979380265,0.5212400994525966,0.4576776718360378,0.3898575893418518
0,0.6845346988337911,0.8671084465037885,0.40552165057372147,0.4878528061211501
1,0.09599349759399411,0.40541221156896534,0.6508739587114241,0.3793633812488244
1,0.3686367398063317,0.7181670172271338,0.2638751412680541,0.9922842415364642
1,0.7117649835301185,0.4824393609171256,0.5332949077667334,0.5649812138753141
0,0.09013228143414931,0.619686685422365,0.6139922584519438,0.042481516996325186
0,0.3916421599255605,0.2203766917340494,0.4065464105552635,0.19863627915579207
0,0.5593428729356252,0.03549696980882777,0.5074912621996769,0.8953847363414958
0,0.6568344492409938,0.08875867619930344,0.5788441163627877,0.1779408173186745
0,0.7494499863543238,0.9284359114457271,0.17761961065039844,0.15037897964934877
1,0.12812744160699507,0.7191603637460952,0.45329978256157044,0.9032587020520141
0,0.6203977643044165,0.21049352846483882,0.6265680820646402,0.1359146924260567
0,0.7025889524624611,0.7809875659005022,0.6000291987168067,0.394885057166821
1,0.7348684220231977,0.14415472508849392,0.4940014656824535,0.25093579199924765
0,0.11792826194499306,0.32882995160743,0.7493039303461041,0.11110287837743915
1,0.3112097415569721,0.41599558519157953,0.10241961356480567,0.16700884248751025
0,0.11872422840117491,0.8254740127482367,0.2501319447846221,0.7862186747629936
1,0.901108647883994,0.9416529009366521,0.7349235318924351,0.4360641408312278
0,0.35872257344307423,0.3652308735644684,0.9858333486741924,0.2397165852197819
0,0.7485617426072276,0.4808707114643631,0.41747686656786676,0.0715919177877472
0,0.1276569158205033,0.8245329286312529,0.9883252386348629,0.9301954438706811
0,0.7173424763928709,0.329629663195229,0.9021180565348256,0.29716314165733826
1,0.6979200732787822,0.38458265899890787,0.732186153868067,0.7051283420015423
1,0.7264458262653793,0.5896317802160912,0.030497877196518752,0.7359344635997914
0,0.10084186876679602,0.2387360018751049,0.3763986057823602,0.5354965331290593
1,0.06941264576351591,0.48293648207157214,0.9683414301248524,0.2704518026861421
0,0.2150919336325836,0.8459680953930031,0.435970274315846,0.4953453904838395
1,0.35043037473318195,0.8201202412877932,0.5751645759248063,0.42524648328116377
0,0.7696072501747998,0.4389160938641321,0.0356812984444389,0.3902992118288696
0,0.36166848994500644,0.20349662455370454,0.8287525312047135,0.5617066811193522
0,0.8865009414061016,0.9593751675664056,0.9699641760817795,0.7035700970698553
0,0.04279197888574604,0.6256470750600941,0.1767774015543434,0.4214589531631231
1,0.37725788145521744,0.9193272541166972,0.3923626197275467,0.5581234308366267
1,0.0864864226470885,0.30124194165066076,0.3991787047612926,0.7449102418763924
0,0.22187988478302334,0.452449253593737,0.7780543200843785,0.48527962998338825
0,0.9554709860524765,0.0051190564967538155,0.6070531807813542,0.6145222836250758
0,0.7299254473452518,0.714527755729063,0.9000898778314909,0.2513814071185484
1,0.8658994382141434,0.6237476087489547,0.1649140115100849,0.23518772552138134
1,0.6022681773626752,0.8809034298903003,0.054648564445404224,0.9187781111445897
0,0.7334396553360956,0.5153282610533407,0.8238002708849171,0.6098927911195932
1,0.6841356054604555,0.8445188106790624,0.941782184024233,0.5804107761111575
1,0.7240160772423211,0.2548162386405002,0.5918135756112314,0.7566910248639219
1,0.21916706119373708,0.9752733999646731,0.20212494583827367,0.4208293986681555
0,0.3513085777282051,0.7393016860456321,0.7650944723220351,0.5358292827183258
1,0.31129558158353066,0.8872751338136793,0.10923743253329288,0.6661275129202905
1,0.9411465541939145,0.6058358955477989,0.4243421371722573,0.44440775819742895
1,0.18387965977948417,0.39850377592073505,0.03491374955033666,0.8852225525690758
0,0.720278269901497,0.00986661896219776,0.9603339139010287,0.25675239985194986
1,0.4479768918472966,0.731993526292367,0.6374833592983024,0.5474193843952914
0,0.7409944288455373,0.008992487428851725,0.9792206418058311,0.9524232031608602
0,0.47971237831364655,0.3679224706531775,0.9685862595263401,0.1853983709909427
0,0.8409208694228804,0.5731170601882895,0.5066173994796788,0.031475309710412236
1,0.3018042221239654,0.5852392385125122,0.21149219656930518,0.704141119978739
0,0.10362684962624791,0.031203848073135587,0.421230340293123,0.45327468889249156
0,0.6331514395569383,0.2264778295437756,0.18048569816908988,0.462490663593748
0,0.7842907484156587,0.2462937050782681,0.7909948261684291,0.9831187281913915
0,0.1812980602887453,0.9397205939399279,0.1374913230272803,0.8891178320672342
1,0.3881235693795233,0.6771384126501441,0.93441448427071,0.025177356776298176
0,0.30253836640507537,0.9924258557683344,0.006578124842254174,0.012904714515543758
0,0.4984300490107181,0.05245196932152263,0.5025372079740879,0.15178269069229555
1,0.9409756389155653,0.4144503290350505,0.2934413068746863,0.2771926155342169
0,0.8095976057358811,0.7573093372464144,0.1915483249101685,0.9988337121959021
1,0.8748035336518815,0.42975432561173665,0.28128770008305526,0.28793418523558567
0,0.09515502008746712,0.06874634048718975,0.6587157182779267,0.5348910005392192
1,0.33780145087909674,0.41351049507350757,0.18008438286403428,0.5495259671751128
0,0.5864615523575213,0.9862347068269696,0.4453274967053442,0.8281587000257318
0,0.7332401169809025,0.2830520448148841,0.21867355425568735,0.7187621627997943
0,0.10563597697914362,0.6757502055762092,0.7551504451935548,0.7934151063982166
0,0.9056084255138434,0.7700066856883678,0.6897488408666528,0.9195403967265336
0,0.6824148741543185,0.6958020655135404,0.6948519705255317,0.9568646275527074
0,0.5764995142396384,0.713433644489731,0.2912051655118263,0.34909082294258753
1,0.5482149599418027,0.27963978909831533,0.10224570924818499,0.9714282524834733
1,0.6074712780604098,0.341338929421387,0.5389177303140935,0.319254688489526
0,0.004167404213845427,0.11054249030990371,0.2858543631511197,0.7482714948585515
0,0.38681084969955126,0.8445421466814325,0.7128714432873423,0.45746445863897267
0,0.7068626780202788,0.9432357069038708,0.4966778246464283,0.5717420592195668
0,0.183194314013171,0.8635438450133976,0.3311082569424447,0.6824521085337513
1,0.48324583373699814,0.5409894947515774,0.37929890387197107,0.815615520764659
1,0.6347760739139213,0.733429870635236,0.9177466970130834,0.9516761709688809
0,0.4962710211912934,0.06913906097476097,0.2993085216959229,0.5987866355162096
0,0.37760138073120575,0.6005631037809764,0.9628031600715704,0.7614968355574525
1,0.6318596973040117,0.23451938328790123,0.8726448097177997,0.8042001101867257
0,0.8847858109362227,0.5313241244507924,0.7744532043130329,0.5304249886570888
1,0.38124484400632963,0.3084626045181741,0.32710660208019104,0.7544890075710047
1,0.725824533762149,0.23419168885707087,0.07695896717016648,0.4019031573582865
1,0.5181023755433233,0.7627668603428672,0.4986450373760265,0.3794965394767542
1,0.23754778833069412,0.7679951451356136,0.3276942171894145,0.6440916147785979
0,0.6521670355360327,0.5725874928540801,0.7509545638099118,0.8162095666727484
1,0.8937492479196271,0.524551115702366,0.9492864795843338,0.2487183464653412
0,0.9570823807807359,0.9038780084522774,0.4290142060807156,0.4227921714122175
0,0.43501465928013705,0.4192494937838568,0.5053070971747278,0.6632009081034531
0,0.6230193924197946,0.1053634047338784,0.6482947907712074,0.8894217505381986
1,0.2840945391202965,0.7325676235268574,0.051381064602107784,0.510062988489299
0,0.18930129307186205,0.13937360071393945,0.3870937005119707,0.45008588340397193
0,0.02980727093854818,0.3202085299261913,0.011371892980361786,0.10969207206802511
0,0.2841505162958958,0.14680958294232782,0.9655667098887467,0.9984066424532598
1,0.8710268132571776,0.9468120318220126,0.48711891663899076,0.9153008764337583
1,0.5227859719639822,0.7841506898672337,0.6130410095026372,0.4345014324753377
1,0.6190798102467152,0.17247110104646501,0.14384632497022176,0.9935025310974557
1,0.34871316149792964,0.5001264751859268,0.5118476089456456,0.7921371179944382
1,0.05394131687949166,0.7275644533926969,0.8816028356982054,0.4876545053888973
0,0.3621704243425402,0.39336250021453845,0.020460811238159682,0.05986517897772736
0,0.35960681206638745,0.7344524757340621,0.4279709687017921,0.7029584555247028
1,0.5306063641807914,0.3060775236074579,0.8910743493966711,0.7954765413345122
1,0.9551793339804048,0.3122965191397613,0.35121966943702754,0.2474676640834349
0,0.15292136919098565,0.007077017338376734,0.22691126294792696,0.9035249064980968
1,0.788023638226344,0.14981430896154901,0.4506077062101558,0.217778153702189
1,0.2934693282972638,0.35393033400312646,0.8877991268942982,0.9109004568041494
1,0.7313174943822692,0.5201410665664887,0.9734020254973286,0.8531904026524783
1,0.21846766944447826,0.1311032608879582,0.3050187617048171,0.4866405563215841
0,0.40648381983224535,0.43903143475607587,0.15555930329940693,0.05541710580580428
0,0.749197068705921,0.8143906075745414,0.31475532198297085,0.7571272032187045
1,0.03779349773376073,0.33234049936732435,0.5971294115003739,0.155606745373984
1,0.7466442014556097,0.8305485968330101,0.9062516226231593,0.42788863687965184
1,0.6508638780275916,0.49778876640156156,0.8145410086399291,0.5090599478117864
1,0.8306853003946668,0.21790521734112867,0.9455222275591172,0.489905739612839
1,0.9488005536650095,0.014569406422304199,0.688952230102213,0.5673217097283416
1,0.31091553564888297,0.5229006313713226,0.02730904169045989,0.07009305363938334
0,0.8729215153384808,0.4096125329131046,0.29115202836899823,0.34485117861704606
1,0.8282984556128589,0.40758420441997767,0.23053332695799977,0.8603723790723187
1,0.722113543636181,0.6974497114617908,0.08514371721726677,0.49331516467413583
1,0.006346288741209016,0.17640996145199428,0.6470686593399405,0.761384469666015
0,0.009677334562400941,0.03238399602560105,0.8074184251552431,0.6690238221118123
0,0.4666669979578325,0.21475059079054748,0.6422470553220775,0.041084075703374134
1,0.9224385779917043,0.9617802909243593,0.6144964060884998,0.7697354643843124
0,0.8788813573129708,0.0554111254097851,0.04323935257017297,0.9011035500048571
0,0.83797542662492,0.37051318478917394,0.3529224869855695,0.07881251544543166
1,0.22976673544207427,0.450003862115556,0.1428159067047685,0.16157869884836618
0,0.9548354802767643,0.5809610400797087,0.3640981057371635,0.8218731549427235
0,0.4307147810143055,0.02753235666642595,0.7059034707939328,0.5383688618886561
1,0.06155613886918221,0.9658531411015838,0.5790526543472966,0.28854817062189775
0,0.663302007609819,0.928088988363129,0.8301984505933663,0.5807943078012164
0,0.7844474689119229,0.23241606005494964,0.23550307385127045,0.027940391673560994
1,0.689891513069396,0.04563868146339589,0.5781861900568958,0.8071106478328819
1,0.19383888892344991,0.9148895533464781,0.5085898672352771,0.8840086092816467
0,0.13797562469902647,0.6701693708312007,0.10428049058715971,0.6711370776403687
0,0.9912979905234944,0.09974213596044323,0.7632056203453538,0.8512900272756839
0,0.3725336622453268,0.4517885448056057,0.09898899316558185,0.7237679645679852
0,0.8738053390058869,0.5479765586357939,0.5875359253914088,0.2794365495583919
1,0.6494420547053976,0.9898485687937706,0.9231851509424063,0.7579139072305942
1,0.8678188326150301,0.4043309065827905,0.6929370609600877,0.16648567129405478
1,0.04177662876683208,0.9830877865570564,0.41435458651346035,0.2143760571389144
0,0.9327345822091566,0.8108240948136531,0.25688247277596743,0.8643375620214784
0,0.1778513152300628,0.32013500433288444,0.13260034598378045,0.703127233237954
1,0.9372417229709622,0.877597847592026,0.42421724666958605,0.18000210295386343
0,0.6549476796483379,0.495027523598899,0.9917806885509274,0.30679587679425835
1,0.6088072838364926,0.060080900948357385,0.0731949267507751,0.8778252984846328
0,0.20479079026024105,0.135813480247867,0.9774221180785538,0.00030200109330802416
1,0.8735292680442955,0.33712550001213837,0.21241514752795188,0.8886960547210454
1,0.3284876002192142,0.23308352205113603,0.09208124829145758,0.3346889919551146
1,0.9625612311040702,0.2772603721305248,0.911677587727834,0.4821447419726522
0,0.7318925090760658,0.7230187004262876,0.1765168467596938,0.9795782775840891
0,0.41719694105818217,0.4768611552576376,0.8319444822843998,0.8459162012489758
1,0.9379162459242438,0.42231188459137137,0.0703930705670125,0.7472455334973177
0,0.6807307737197045,0.2943270941673467,6.617200178538063e-05,0.1805396298642976
1,0.8243068587334769,0.6250467991885212,0.974964140330597,0.14604466738108335
1,0.4547768764978499,0.6081503050186765,0.3552651567558194,0.747022297996088
1,0.9574745916180283,0.8820210082243315,0.471384008897488,0.08467833418654447
0,0.02800671297223667,0.4812707573701651,0.7907003583964449,0.5751445851936882
0,0.5541068474008849,0.39249850911945383,0.49976609174515796,0.6154980678420126
0,0.888114191436092,0.18174798363263645,0.17249444737173036,0.6747870534462928
0,0.3519836298391352,0.2004469663577072,0.7908323592044189,0.6561940811419891
0,0.010641754161297645,0.43463184123584486,0.44085892509363334,0.1886369927061624
0,0.09877342174060955,0.16372976272303175,0.7806287466712278,0.1645370461509893
0,0.681959614108829,0.7559940263996008,0.08528275432691534,0.008255368003189822
1,0.6956531736679268,0.6085388394884826,0.03708786508254469,0.20555206024554296
1,0.4181374881436144,0.9045947037904778,0.08278451284829835,0.8638944413783466
1,0.958768799858356,0.3248788661386165,0.9295301335685427,0.3854673927979926
0,0.8570379265332914,0.3909980499584471,0.5379428548980143,0.7996134183794129
0,0.8985092532356682,0.6860966540267032,0.7021283894685841,0.06668980053002915
0,0.38083511653267155,0.5995496470676513,0.2629708151614054,0.9087649594812074
1,0.6900942767033003,0.8916681942339598,0.5516552410742779,0.9636185493974765
1,0.989716792568416,0.19163779423482685,0.12227692145083735,0.527786697454813
0,0.8617894387969818,0.9114814428497849,0.3036952685221471,0.9370008770120153
