y,x0,x1,x2,x3,x4
0,0.16927710402727492,0.4891443638303187,0.7306634832811412,0.9171051299709294,0.43143596301745313
0,0.3274921822468767,0.12567846355064438,0.24664018710415447,0.9172317974886797,0.10461086874609427
0,0.879544604076974,0.012247379781081147,0.17684870984609535,0.5583270131782693,0.3579567160814374
0,0.8350690678414437,0.8718818870748939,0.8390984972853519,0.7543051051425892,0.943751128773752
1,0.01942974065816505,0.7669416061841644,0.4959165890326549,0.7110053637341114,0.08341665995106606
1,0.12085704176795453,0.7338276859852613,0.17138213730109186,0.6316495332142781,0.8733853209921519
1,0.7910820825880555,0.8845834529109295,0.5593773694829265,0.29749884389333625,0.6828565358389168
0,0.2486795128262972,0.050302626413991414,0.015163244376189211,0.06901777269434561,0.7186806219456706
0,0.2901530302434827,0.9750692627790277,0.9252737022533253,0.7170753122187021,0.9675725367734223
0,0.23869869326697835,0.27507328786864427,0.20063464207874282,0.9161262517620368,0.8962366816104302
1,0.6393049897758009,0.9370633212786081,0.9739541740614495,0.009662159834615935,0.04511914445149523
1,0.14392471836162413,0.8238293339040433,0.6258493696708644,0.15633307137142838,0.7663940910063196
1,0.4261671731670431,0.3807368040788264,0.9585594036955608,0.5312122378230193,0.0208431142056702
0,0.4342398400472296,0.22901966435723164,0.07060712263502222,0.6496962794342713,0.7243909081863177
0,0.6704891477874948,0.15723071412817946,0.8250979081965515,0.8208135984576472,0.9167858880436696
0,0.6273980069227157,0.7006400578637624,0.3640737885118832,0.1997512571265152,0.8223065165306833
0,0.7224187897677993,0.011293012468181596,0.010315996221124113,0.4938424317408413,0.442103948431935
1,0.7487585715479181,0.057315463222055274,0.7009897011253489,0.6360888507118129,0.9841842988927744
0,0.030377493398356048,0.9883811752741208,0.5758271946067086,0.7717264986996998,0.553204050948865
1,0.8603530672574425,0.28904830283225014,0.12653713786823706,0.8038112957078021,0.3539771229003327
1,0.035317042817114674,0.4349512046376389,0.6313651634663034,0.44366696911048176,0.18370968417849554
1,0.223019218213932,0.694733097201335,0.018480639998126325,0.19413517439950234,0.5624028418299218
1,0.782673176276992,0.6927763700329979,0.7683006042226262,0.9731474746589,0.5137148784758613
1,0.5849177216154894,0.619787799149703,0.38529562349961965,0.05096971465545652,0.01826138696592783
1,0.021762008436332136,0.30459985823891533,0.697377713047876,0.869686532580969,0.4402491532100139
1,0.12051505416894759,0.9140699657436904,0.6975070728883352,0.5877593617524445,0.700407738227741
1,0.2814973078128171,0.6033152867874635,0.8120327618526728,0.6367481096013754,0.6151225595230368
0,0.27793745630907307,0.6249004896872743,0.26070010980656955,0.43861661831315213,0.6712571155786432
1,0.40976013827080604,0.2571187820899905,0.27197103974257064,0.19042051635105584,0.24493667873572922
1,0.6023192720016067,0.8817043556103626,0.30423149311229647,0.025529694096547817,0.11297559762175613
0,0.594415148035371,0.5007583675803357,0.9623761582237497,0.1305792247177705,0.9355095698339894
0,0.5840276731611141,0.6200668586538625,0.1177587789684339,0.04422176044535431,0.7774212932240813
0,0.8655876697961504,0.5087733478585263,0.027143414315800696,0.5346881945347947,0.12522553871653008
1,0.5932022217972803,0.26595419671135767,0.6395855079850561,0.06730700935394485,0.3519030307287132
1,0.28950890116828787,0.8445740389627716,0.27185713631617847,0.04346692070880431,0.35367430359895835
1,0.8431577242464556,0.6647595802858901,0.4205629772996413,0.2519049506497867,0.500065279771912
1,0.24686163542030026,0.5075505823416153,0.17936067552198331,0.2918761705446632,0.06413474940093966
0,0.1012972385549169,0.4277269126914006,0.47674165862221296,0.48372795882762,0.4333062767810364
1,0.04001404225547933,0.6881931758269424,0.36377009225468404,0.7066153805400822,0.21526659826878314
1,0.9214364010855167,0.5526636825953164,0.4914105338519418,0.1172480151610058,0.6323293884974706
1,0.29376582128792816,0.6918946132370036,0.6494698995021017,0.3278054120214563,0.7154758793311586
0,0.13483859913109553,0.4223656391740719,0.1607835798829197,0.8340268997548589,0.6536914129490292
1,0.9712245275532038,0.19877097683948652,0.831208244028993,0.5709969696166141,0.9626504077153389
1,0.5701269693692889,0.24621837278266334,0.42654573642021887,0.4878952574073464,0.0005097695736007157
1,0.4446650663320746,0.2208078868464487,0.7540418536089737,0.41542571957684027,0.47658061747282365
0,0.4851316535350688,0.5908655567982567,0.11837620644716729,0.37512346120393036,0.5452277406173568
1,0.2237369143044704,0.4083695981727188,0.43159976811261824,0.9233094973156714,0.6319097226208087
0,0.13102842536221482,0.30564623325581797,0.2911891999154701,0.47918789428985054,0.5147633629476683
1,0.8899734612485353,0.22364318403341654,0.3357777882194385,0.9409354425019053,0.3055982551593247
0,0.19177164905836075,0.08394448322266257,0.019238590499571884,0.9219458503364926,0.01628123525955638
0,0.03310127125377382,0.29255587481252887,0.5019210394507959,0.08415789923023553,0.4579836623637099
0,0.986246804679821,0.6130325754740167,0.3266644825590117,0.23055947104876529,0.42330249782786566
1,0.6691849707133994,0.930436953883796,0.5361066372110983,0.7913794598810527,0.07859890400334413
1,0.2141461169494543,0.7050112931428596,0.9541763591013251,0.026131681125369788,0.4294364621481471
0,0.2948860810331623,0.12494484156281516,0.17528668746607323,0.4984220023010527,0.4359060059277523
0,0.673879098927134,0.011618081628852583,0.24260767208979828,0.27162079303326836,0.3093360615609587
1,0.33588227302133933,0.9349939821184751,0.3175286682736608,0.794085377103175,0.8118049449326975
0,0.7064416697850328,0.17565954996021949,0.41325810314011346,0.3122901636335288,0.5456867743070627
1,0.6918193449885729,0.7695694939873886,0.044248598801736594,0.31321603453772007,0.6481873416974111
1,0.6461362607425113,0.45415442544842466,0.11047603476392531,0.5341365467351992,0.8106226736202873
1,0.94520598752139,0.8200659061567557,0.9134207107104676,0.300215586301921,0.42868644454052196
0,0.7604197274920164,0.761006078316234,0.09000199012285603,0.31983559554693763,0.9475763144419932
0,0.06263370846476879,0.17901267200398907,0.5295117023965109,0.37162857351949197,0.8725632742593236
0,0.2458870074183951,0.7729668510688773,0.9623909474200107,0.27990780855586705,0.8009083111299372
0,0.625886096227038,0.30987741274571945,0.4808247046650225,0.8945964190339997,0.04281552693729962
1,0.47795127499263546,0.3087114072874061,0.9317970644117184,0.8055025986861771,0.10982372540198504
1,0.2359104879498135,0.44456891534052667,0.8457825923249815,0.03266737407675557,0.9812681942362059
1,0.5554467907957874,0.28636085757147023,0.33082709533225885,0.1922242532911166,0.6668978298332686
0,0.03145756974728886,0.035410513446870406,0.20302497954863952,0.46406568391317027,0.4063554871936782
1,0.36445283091354597,0.5888970722460647,0.523746269967337,0.14243957195711454,0.009953549340422807
0,0.04114468525228143,0.13339445947232265,0.43529821384297296,0.7860077431595675,0.45240316886766885
0,0.23264357173819605,0.6289803805653429,0.5951408967042862,0.024217466804574705,0.7511407616203687
0,0.6626590871798493,0.4789781307062656,0.38742030605571365,0.838744495585001,0.3915682064752505
0,0.43546196112199653,0.040325504872283036,0.19716564643958057,0.289416409490563,0.3561982650500697
0,0.19440175313214647,0.03249064909914268,0.9528275529940874,0.5729255726314358,0.4218958282972044
1,0.3103901929977656,0.034977668017397434,0.5597434875641494,0.5868873048185603,0.5392568393981348
1,0.6244703672318925,0.8647027528290196,0.43766627302668504,0.8859800624734371,0.5902335912888322
0,0.9793817866696704,0.06411225411710275,0.5741642245181565,0.662078370501939,0.05418319893280121
0,0.39534012950834474,0.4546094600994982,0.8372093970649437,0.4229614495831123,0.3534736295652209
1,0.8841639200385477,0.14870130529105074,0.7813730067598149,0.049377647431441574,0.6520558522826845
0,0.6079218742043676,0.3300000890885233,0.3133140288588341,0.11997337454771906,0.4323942797617528
0,0.3500670792141819,0.6828512575824583,0.452841372117595,0.33224020857669134,0.9098696273567786
1,0.8966465666549248,0.8434008791270974,0.7030945064249224,0.6545669072170064,0.8459482511901822
1,0.7367154070050103,0.9262633455881015,0.5864344294627576,0.6320763576324715,0.44967286648925164
0,0.09128141584429483,0.5149393463692765,0.03306132154064778,0.48207377689307696,0.32196974344978413
0,0.7037089268302352,0.2833573361059789,0.17049914381604248,0.011895660915420048,0.7971335650659143
1,0.47476586224274675,0.07523723396311066,0.12621879602642272,0.7333944353779669,0.8900946279311821
1,0.8483700459995479,0.6432555814922629,0.7096481719870059,0.8131710146109494,0.21298616540148152
0,0.408863376325724,0.535311721147398,0.14645523337342392,0.7050872015306313,0.9783742835643015
1,0.41921851540555943,0.9737706864077478,0.4215352945523797,0.40812351023791116,0.025989982352825347
0,0.3190162054800608,0.6935145602508898,0.39761959559789595,0.4611823204787544,0.6683481349985845
0,0.5385788556706649,0.11993280275567197,0.4461083595775306,0.9396739391231524,0.03503288153971107
1,0.21441451762378816,0.4584239587207519,0.6967252915780918,0.9883610578016272,0.2943426193550761
1,0.1274298131761452,0.24821762738474562,0.2543283925961193,0.5421952871803676,0.8678996418758648
1,0.8868490208500369,0.8745007117159632,0.14779360558411425,0.8861127737520641,0.5022063694306514
0,0.8873722859390206,0.8045542986095416,0.18290898014275137,0.014254903737583535,0.19999993448030817
1,0.41660534386053694,0.20498861913608846,0.025992834103191642,0.3127857997289617,0.7333896056264281
0,0.06907392908325294,0.4974744471236435,0.21713732212353698,0.351111597439403,0.9795546098113876
0,0.5836200064691057,0.3968270754318448,0.3741955102144062,0.19885969593141584,0.6660600343922515
0,0.8023153353064254,0.3530193473040314,0.19867910833056868,0.8426169969335722,0.45679467304072086
1,0.7636597503753229,0.6264293280115486,0.05544605700468275,0.2565243284842743,0.6713705696822977
1,0.3738405853959247,0.4842272420621795,0.5141217409019782,0.07875316001007537,0.06341908257362039
1,0.699220886796312,0.22857254494522472,0.7979119668433884,0.930320573510641,0.4308822375724416
1,0.8957333922105427,0.3260672299630697,0.6248813828084013,0.9982607040701336,0.18317845911678887
1,0.2227524104233637,0.8887863356866559,0.4255122446844326,0.7775705454537027,0.8047371265774843
0,0.4306951522189808,0.7333827838014901,0.21907475465089798,0.9047117539135197,0.4847807785708458
0,0.4983070836494805,0.1235823204012294,0.20834761335617147,0.7738298491209423,0.5231207403419553
0,0.9231793868587235,0.616957518858218,0.5089618785352871,0.7378396513524416,0.0949736362998288
1,0.6731836904857976,0.12346833926053047,0.833072112866107,0.5475664020900288,0.1547275150300973
0,0.8023472617778629,0.7698116515060652,0.35718214705967033,0.6353896760805839,0.7420215916714179
1,0.4775880087053609,0.7382787379332936,0.11271779802540494,0.7281968560038203,0.6830669493494806
0,0.7767236660096333,0.19673665207397928,0.9472126811934102,0.7799582553100906,0.17242401088335324
0,0.6004038252540148,0.7537999753637982,0.4104819959429269,0.17585987151875726,0.7477926475550646
0,0.24848223450456208,0.2509811189366157,0.3247344070474477,0.5285108128146768,0.6597457657618396
0,0.5274478281682198,0.5788599629087764,0.7162308062662126,0.3881929331787536,0.4792349366060328
1,0.06319871936744181,0.5702942657505937,0.45244677736612926,0.4997549958695757,0.8006584185640255
1,0.8034177943659219,0.5371285175245715,0.29415989525546904,0.42594635610098497,0.45834333388986526
1,0.36163123359019966,0.09523761767511241,0.7423887253180022,0.8371333229772603,0.9399428737126082
0,0.3826041651889739,0.9604171265123124,0.5566764031078478,0.0691673570736343,0.9084648463351376
0,0.4558452255815685,0.24096709808446504,0.4846015691741884,0.019823587333758885,0.0411352630218641
1,0.6403696159989611,0.41613496410254003,0.8787411689135731,0.6057359573182057,0.8673885449718113
1,0.29225550479901674,0.1676547241856723,0.9256588656747808,0.10302313764337812,0.5450489197352321
0,0.599507799135724,0.9324635743265205,0.7160846924239576,0.19625749938175452,0.4701205629870385
1,0.5519252928988252,0.3564341174630675,0.146425628992369,0.10569069057893599,0.5757325487952368
1,0.7455385615540568,0.9406819221788956,0.19170686689601546,0.537045977853331,0.14906702149316697
0,0.6669851151710421,0.6037362506151203,0.6165877037360771,0.05142254754116493,0.3288426122813878
1,0.752854254038672,0.7994111877496741,0.9536773126305562,0.5041189691996405,0.030805386210479235
1,0.9884631475099415,0.6778757235274344,0.8780579687631296,0.03981363485247402,0.5972478211774018
0,0.6055890189771249,0.34248289539455556,0.582981198147307,0.710629406868042,0.5564655538491818
0,0.8812000940927663,0.5855671684321468,0.5333279005876663,0.69318850403724,0.05136045294473779
0,0.6348146052470987,0.45392861256097294,0.46836700405470544,0.5628773376075712,0.7009116822626381
1,0.9528332651992952,0.6194992180392048,0.9954605441655808,0.7020114869105991,0.0005121224693133142
1,0.045889336650168255,0.6633217057271542,0.28541389679415685,0.08692669177814105,0.8727421853815951
1,0.38560699618606686,0.6435490821600972,0.9778457683653847,0.8384575801949842,0.48939959473850925
0,0.3647668380020891,0.2407847570224595,0.7472715294190578,0.9328779051502215,0.6634102165215738
1,0.27135165864901545,0.7475005239137954,0.5255565187078143,0.9111667095341878,0.21441207857600875
1,0.07291648026016151,0.7369935965307817,0.7316750379099619,0.6459062530364913,0.7149074827863949
1,0.16558644282537793,0.8557886578365992,0.91189668146154,0.44433603207945127,0.017118597755918286
1,0.746757137837447,0.7397939430868475,0.976553557484093,0.13730061697820162,0.516298215197451
0,0.6516301220933255,0.6390503914357298,0.45683158926950584,0.26267187557372185,0.5728297495310254
1,0.3937992715152073,0.967993828407945,0.368050077562468,0.7413033718410482,0.6644282392694074
0,0.48870301083201495,0.3030574894542305,0.5933524286593427,0.10004462626388955,0.060447104657774586
0,0.48675087882175383,0.562153725978707,0.1454385842515431,0.6771003251557508,0.9654886960731299
1,0.9283759760377007,0.8571113255953942,0.11255673072667638,0.7556816140171922,0.41918301071345265
1,0.0672041521548622,0.024874004524824245,0.036315177202546844,0.56097226438957,0.1652987584650768
1,0.3021097091678182,0.30171126438909235,0.44006569008316687,0.14518210028749634,0.6955698822713567
0,0.74734833498562,0.40376100270201165,0.5880669618016569,0.9375682492099264,0.2225559984276897
1,0.8089225094451279,0.4944860282560808,0.8179595220633495,0.6826946444198952,0.7471257914686185
1,0.6544664087831932,0.9816615526262209,0.2705656808394924,0.08717997485339313,0.12654579493718854
1,0.3640400950557675,0.17553225877204448,0.25945314845964174,0.8017134994888238,0.32917532201284394
1,0.06343221860255333,0.6045843432986248,0.4316196843404885,0.4960037513582136,0.2681341518406025
1,0.8779104426924926,0.37066997495247034,0.7125146537445686,0.7055105400903274,0.8309199728605551
1,0.6616551976776136,0.7822604433565741,0.36051403797391224,0.37318951665124267,0.8360741330636209
0,0.5542671475177694,0.5155806386865005,0.8177420310849353,0.18581995479612157,0.7703348054894394
0,0.7796268253900124,0.87935782567016,0.9623689869902247,0.09643494922636453,0.13924250841721209
1,0.3564693083449689,0.5582743138490915,0.7780637658278154,0.32092320397371865,0.4877236510417895
0,0.8776980944600559,0.16968562462728887,0.47330806055923613,0.4661941564164026,0.1582087577089214
0,0.26466371407359257,0.47424295203055633,0.6536136700286512,0.10668855641191,0.040359056322181064
1,0.20470607048384293,0.7775974085356248,0.8278562882647942,0.7889271429671484,0.6600298247284642
1,0.28262002254687724,0.6675248577083216,0.9683917931627885,0.7025067854044451,0.4192870811860292
1,0.385030105287939,0.15968088297340266,0.7525024211656794,0.07137571684282895,0.2796781788128091
1,0.24939786296935662,0.8475443702002063,0.08933454239215666,0.9781209082633112,0.5491000982537841
0,0.4076183307518845,0.9513879624026987,0.04416451107660524,0.5593010901577281,0.8180878173002858
0,0.7559527079880121,0.9530549582337259,0.7405481195255977,0.7746303352307312,0.8115433637788971
1,0.4339169125825795,0.19874474129935682,0.6586597771548152,0.6785228079704303,0.5016163177434532
1,0.22784533603405066,0.7102571254504823,0.11537048538232075,0.7957731145744597,0.40666663296286454
1,0.1359886869045519,0.20586384585955697,0.1828198973778884,0.7608581364440842,0.468756468230456
0,0.9690532008273476,0.5978492300392937,0.4313271077296327,0.06397946896406848,0.3203877875535932
1,0.25831895451809894,0.8565034984101338,0.5017949759175777,0.04461281876291623,0.3006725039943621
1,0.9326415632116218,0.0218209129029453,0.8177152140450599,0.3976707996504818,0.8808427975960729
0,0.2500233286868362,0.18230203029379388,0.8321201404613677,0.017295662948925594,0.289725981760101
1,0.9294843284386909,0.5968738767353626,0.5974907424015428,0.5570895695188307,0.7478693591573639
0,0.1945431348705825,0.6989819566207467,0.7591262601326784,0.17180484687297504,0.30244671773529674
0,0.6228326834202573,0.33789600095782646,0.126398843733194,0.9289038566824404,0.7359851924365951
0,0.16827081337928407,0.902754736429342,0.4456174518940117,0.3278662849973132,0.5552223875806993
1,0.908702672216092,0.975179547277932,0.3727685344621492,0.25833252255655803,0.2061697429503877
1,0.41513249637368344,0.48205489335031315,0.6568087544825643,0.461388588127814,0.6332706171995389
0,0.6312764876700596,0.013197109619592307,0.5807649183310297,0.7680882811896627,0.023782593893423964
1,0.936733459150442,0.6617919783085917,0.14213641321991743,0.7040410447262044,0.9479881032914961
0,0.6922086346360841,0.8980529399474032,0.46551354921210064,0.5251293921311063,0.23841181231879627
0,0.8531108312429491,0.8542772210811099,0.396254298565183,0.559539249713211,0.7390134043267216
1,0.18332487705185363,0.9900857732808351,0.5782867521545899,0.2521234742857299,0.8790291335048859
1,0.09764349330340882,0.6199901224352464,0.3731346362569321,0.4904180741997569,0.016643586184150294
1,0.14552246763116072,0.43247665343839325,0.14508281442705562,0.8060176371704102,0.18084015538839382
0,0.40236940982653746,0.4202218283812468,0.432761596354878,0.31447071618207667,0.6036551322033686
0,0.1189928702393217,0.01091206002807299,0.7169896138158889,0.6855371049372646,0.6721900099662045
1,0.7141775122309221,0.14466851107769996,0.5479398457792408,0.9252003876542103,0.27525986006877834
1,0.6872620644363143,0.0768261945969605,0.9129578444283872,0.5487763887594634,0.12025364111551096
1,0.8304504797558481,0.5884668778148452,0.700100004047406,0.5570974663670916,0.34747472376700883
1,0.7851034811553298,0.8218571695717466,0.2277285396638622,0.260492990061605,0.41415178978201406
0,0.04543028581946129,0.40701801269090354,0.3505637502859603,0.8949316212567549,0.023794297248862284
0,0.15854570297782877,0.8207955071084523,0.3067064685980474,0.7208668234335599,0.8523207304316606
0,0.24744860974055327,0.24804793964323169,0.109517490324605,0.7159686216877458,0.7192188002071406
0,0.07347389114958047,0.3833362614579192,0.2906043959485749,0.4869751303840918,0.25744462301904536
0,0.7882540235800315,0.448566012789829,0.8400473905689398,0.7389794259025635,0.3576552312946252
0,0.7181886569162956,0.1745898982397388,0.32239879479108113,0.0351231199750528,0.19468479195663735
0,0.9009549886124707,0.24155406227185416,0.11825482505909468,0.5880560473132976,0.33383035083727786
1,0.41884324454923594,0.7221846316973173,0.5753800294335383,0.29097052218728026,0.5422084425431751
0,0.6534455467551415,0.66138768286577,0.5915910870342194,0.8222822512855709,0.41565138988385875
0,0.5558452987466199,0.6168884224043621,0.9905678897939378,0.7448111546575735,0.1759320863675944
0,0.648300692059091,0.05174891052388775,0.6220713501829489,0.31732094031327784,0.2797972696354204
0,0.6507000744258374,0.15646050365995057,0.3053484721811056,0.1486836981394708,0.44170422006993193
0,0.16666857188071305,0.372951193953881,0.8321814106236914,0.2673016547508724,0.42908958966079414
1,0.1714501682852102,0.5814142164353112,0.3054940989998256,0.34603559137003304,0.48635631841440996
0,0.6136959837477524,0.26725788991742827,0.13371081197114665,0.4223780841574729,0.12342213897546817
0,0.31811994835713553,0.6363097757518229,0.8238166484596116,0.7990205211089134,0.6075543576432014
1,0.5126013688826945,0.44036183919276495,0.34032608499481287,0.25480189481866267,0.31008126133894454
1,0.12154417210454738,0.89152482000685,0.4950097606454723,0.9737882032926378,0.2821908043012481
1,0.406307428161398,0.0750839325236402,0.4382639144252869,0.6409179135385048,0.846184610800113
1,0.5545443118373138,0.5374461826695636,0.5532223701819096,0.34774366983379423,0.516810492430916
1,0.13510352386767144,0.5960815708778445,0.6801546184564934,0.9172465224955796,0.11298787740653637
0,0.24756375218720705,0.5052957670614994,0.31599017526874273,0.8202927531950529,0.6255559400534503
0,0.44961205222452383,0.7557054984397464,0.4190214084671614,0.8596408665235072,0.9092832762028406
1,0.048536513636208256,0.18575836487175146,0.4903345256908548,0.064518677362427,0.11462066025536566
0,0.7602760474297672,0.923427708182273,0.752438886973931,0.7772473891131402,0.7046401269582554
0,0.9500644868785074,0.17856652038968124,0.7668535352640354,0.7175323551604109,0.8738744752924573
1,0.34211725974633056,0.45323096114949235,0.22935049580032085,0.6731660328651374,0.6381530025423153
1,0.3851459533433861,0.012202980373792527,0.13874977509583597,0.18815317070706317,0.04970404456043409
0,0.8263380498085273,0.6877798273467627,0.7410790854167344,0.4155345712826013,0.39480023410493037
1,0.5584919809327723,0.027377068714875996,0.12864900283294955,0.8136643476830246,0.9824716395064619
1,0.8305417923509898,0.8100788547050116,0.9178873835623357,0.9139768642921032,0.40670800997004264
1,0.25503571552126647,0.8592950081253278,0.029004491864755844,0.49877732347513093,0.7343149100092761
0,0.9101050598743023,0.90609380481463,0.120402537830538,0.2972628817859051,0.28761503246583897
1,0.12962433704586873,0.8776005199811471,0.2580536838967815,0.43653816256202993,0.1591428320234033
1,0.5055714207251122,0.5880153222948247,0.16499208822572442,0.25355022228490487,0.49425228425564494
1,0.20954446777282154,0.17344575842745658,0.2351781508087073,0.9039403715109156,0.5951746546149013
1,0.7515054433425548,0.6031330813889906,0.6808449948722258,0.3720739386386209,0.495304970521254
1,0.6799655654232842,0.6617599372673416,0.20114798124916444,0.9017455752685946,0.2980320113044417
1,0.37360106077042843,0.7346066636433838,0.8279096634814227,0.31763970868835556,0.709853152157052
1,0.9421832889037955,0.3691667801365782,0.25249686485547607,0.11001449759632376,0.14118744284939966
1,0.010020237429006706,0.6048226607188711,0.8977433018116665,0.9140795072935479,0.17666774393462614
0,0.4433537739636897,0.14522051552223425,0.9003123954694009,0.10108010673964674,0.4243393276021199
